nome_escola,codigo_municipio,score_socioeconomico,quantidade_salas,score_potencial
ESC PART REZENDE,3550308,0.5383,6.0,0.6955
ESC PART BRINCAR APRENDENDO FELIZ C E I,3550308,0.5383,6.0,0.6955
ESC PART ECO EDUCACAO INFANTIL E BERCARIO,3550308,0.5383,6.0,0.6955
ESC PART SABER AND FUN BILINGUAL SCHOOL,3550308,0.5383,6.0,0.6955
ESC PART BERCARIO CONCEITO,3550308,0.5383,6.0,0.6955
ESC PART TODDLER DESENVOLVIMENTO INFANTIL,3550308,0.5383,6.0,0.6955
ESC PART NATURARTE N R I,3550308,0.5383,6.0,0.6955
BELLA VITA E E I,3550308,0.5383,6.0,0.6955
ESPACO EKOA,3550308,0.5383,6.0,0.6955
SANTO EDUARDO EXTERNATO,3550308,0.5383,6.0,0.6955
CASTELLO BRANCO COLEGIO,3550308,0.5383,6.0,0.6955
ESC PART INFAN GARDENO E I,3550308,0.5383,6.0,0.6955
ROSS COLEGIO,3550308,0.5383,6.0,0.6955
ALLEGRO INSTITUTO DE EDUCACAO INFANTIL,3550308,0.5383,6.0,0.6955
ESC PART ESCOLA DOCE INFANCIA,3550308,0.5383,6.0,0.6955
ESC PART CENTRO EDUCACIONAL RIBEIRO JUNIOR,3550308,0.5383,6.0,0.6955
CASA DE APRENDIZAGENS ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,3550308,0.5383,6.0,0.6955
ESC PART SAINT EXUPERY E E I,3550308,0.5383,6.0,0.6955
ARCO IRIS COLEGIO,3550308,0.5383,6.0,0.6955
ESC PART SOL NASCENTE COLEGIO,3550308,0.5383,6.0,0.6955
SAO JOSE ESCOLA DE ENFERMAGEM,3550308,0.5383,6.0,0.6955
ESC PART PATOLANDIA EDUC E RECR INF,3550308,0.5383,6.0,0.6955
ESC PART TICOS CENTRO DE RECR INF E DES,3550308,0.5383,6.0,0.6955
ESC PART CANTINHO ENCANTADO E E I,3550308,0.5383,6.0,0.6955
ESC PART COLEGIO METROPOLITANO SAO PAULO,3550308,0.5383,6.0,0.6955
ESC PART DREAM KIDS,3550308,0.5383,6.0,0.6955
ESC PART ALMANAQUE N I,3550308,0.5383,6.0,0.6955
ESC PART JACARANDA BERCARIO E E I,3550308,0.5383,6.0,0.6955
DA TURMA ESCOLA DE EDUCACAO INFANTIL,3550308,0.5383,6.0,0.6955
ESC PART RECANTO DOS SABIDINHOS E E I,3550308,0.5383,6.0,0.6955
CARLITOS ESCOLA UNIDADE II,3550308,0.5383,6.0,0.6955
CEDE CENTRO DA DINAMICA DE ENSINO,3550308,0.5383,6.0,0.6955
CEDAC COLEGIO,3550308,0.5383,6.0,0.6955
ESC PART EVOLUCAO UNIDADE II,3550308,0.5383,6.0,0.6955
ESC PART TURMA DA MONICA E E I,3550308,0.5383,6.0,0.6955
ESC PART RECANTO DO ANJINHO E ENSINO INFANTIL,3550308,0.5383,6.0,0.6955
ESC PART CAMINHO ILUMINADO,3550308,0.5383,6.0,0.6955
ESC PART CRESCER E E I B,3550308,0.5383,6.0,0.6955
ESCOLA MOURA JARDIM,3550308,0.5383,6.0,0.6955
ESC PART CRIAR-TE LTDA-ME ESCOLA INFANTIL,3550308,0.5383,6.0,0.6955
COLEGIO 15 DE SETEMBRO,3550308,0.5383,6.0,0.6955
PATRICIO COLEGIO,3550308,0.5383,6.0,0.6955
ESC PART ANJINHO FELIZ R I,3550308,0.5383,6.0,0.6955
ESC PART TURMA DO MICKEY,3550308,0.5383,6.0,0.6955
ESC PART ARTE DE APRENDER,3550308,0.5383,6.0,0.6955
ESC PART CABANINHA C E I,3550308,0.5383,6.0,0.6955
ESC PART ESPACO JEAN PIAGET,3550308,0.5383,6.0,0.6955
ESC PART TANGRAM,3550308,0.5383,6.0,0.6955
ESC PART ANTUNES PIRES COLEGIO,3550308,0.5383,6.0,0.6955
COLEGIO RINCO PROGRESSIVO,3550308,0.5383,6.0,0.6955
ESC PART DOTT BABY E E I,3550308,0.5383,6.0,0.6955
PORTAL CRIANCA EEIEF,3550308,0.5383,6.0,0.6955
COLEGIO CRIATIVO,3550308,0.5383,6.0,0.6955
EEI LITTLE BABY,3550308,0.5383,6.0,0.6955
ESC PART CASINHA DA ABELHA JARDIM ESCOLA,3550308,0.5383,6.0,0.6955
EGIDIO BRANDAO CENTRO EDUCACIONAL,3550308,0.5383,6.0,0.6955
ESC PART PAPA CAPIM E E I,3550308,0.5383,6.0,0.6955
ESC PART EXPRESSAO,3550308,0.5383,6.0,0.6955
ESC PART EDUCANDARIO CONSTRUINDO FUTURO,3550308,0.5383,6.0,0.6955
GREEN APPLE SCHOOL,3550308,0.5383,6.0,0.6955
COLEGIO GALILEU GALILEI UNIDADE II,3550308,0.5383,6.0,0.6955
ESCOLA CASTELO BERCARIO E EDUCACAO INFANTIL,3550308,0.5383,6.0,0.6955
ESC PART LUDUS EDUCERE,3550308,0.5383,6.0,0.6955
CASABLANCA COLEGIO,3550308,0.5383,6.0,0.6955
RECRIARTE ESCOLA,3550308,0.5383,6.0,0.6955
ESC PART HOTELZINHO BEIJA FLOR AMARELO,3550308,0.5383,6.0,0.6955
WALDORF EDUCACAO INFANTIL,3550308,0.5383,6.0,0.6955
INOVA ACAO COLEGIO,3550308,0.5383,6.0,0.6955
DAMATO CENTRO EDUCACIONAL,3550308,0.5383,6.0,0.6955
COLEGIO RAIO DE SOL,3550308,0.5383,6.0,0.6955
ESC PART PEQUENO FAVO DE MEL,3550308,0.5383,6.0,0.6955
COLEGIO PHOENIX UNIDADE 2,3550308,0.5383,6.0,0.6955
ESC PART APOIO ESCOLA,3550308,0.5383,6.0,0.6955
ESCOLA SESI DE MACAE,3302403,0.3347,31.0,0.6954
COLEGIO CHRISTUS DIONISIO TORRES,2304400,0.3291,77.0,0.6953
SESI 083 CENTRO EDUCACIONAL,3543907,0.3369,24.0,0.6953
7 DE SETEMBRO COLEGIO - NGS,2304400,0.3291,74.0,0.6951
TOLEDO C COMUNITARIO EI EF M,4127700,0.3337,32.0,0.6951
TELEYOS COLEGIO,2304400,0.3291,70.0,0.695
CENTRO DE ESTUDOS PROFISSIONALIZANTES DE SERGIPE,2800308,0.4162,11.0,0.6949
DINAMICO INSTITUTO EDUCACIONAL,3502804,0.357,19.0,0.6949
SENAI SC - CENTRO DE EDUCACAO DIGITAL,4205407,0.8644,1.0,0.6949
INSTITUTO MENINO JESUS,2800308,0.4162,11.0,0.6949
COLEGIO CEA ORLANDO DANTAS LTDA,2800308,0.4162,11.0,0.6949
CURSO E COLEGIO CRIATIVO,4205407,0.8644,1.0,0.6949
CRESCER COLEGIO,3502804,0.357,19.0,0.6949
ODILON BRAVEZA COL,2304400,0.3291,69.0,0.6949
COLEGIO EXPRESSIVO,2800308,0.4162,11.0,0.6949
INSTITUTO ASPASIA DE MILETO,2800308,0.4162,11.0,0.6949
COLEGIO BRASIL,2800308,0.4162,11.0,0.6949
COLEGIO TECNICO HENRIQUE HENNRY,2800308,0.4162,11.0,0.6949
CEPU CENTRO DE ESTUDOS PRE UNIVERSITARIO,4205407,0.8644,1.0,0.6949
CENTRO EDUCACIONAL PROFESSOR SAMUEL,2800308,0.4162,11.0,0.6949
CENTRO EDUCACIONAL EVOLUCAO,2800308,0.4162,11.0,0.6949
JARDIM DA INFANCIA BERCARIO E EDUCACAO INFANTIL DEBORA,3509502,0.5556,5.0,0.6948
LUDIWI ESCOLA DE EDUCACAO INFANTIL,3509502,0.5556,5.0,0.6948
ESCOLA DE EDUCACAO INFANTIL NETO LORENZO,3509502,0.5556,5.0,0.6948
ESCOLA DE EDUCACAO INFANTIL TURMINHA DA ALEGRIA,3509502,0.5556,5.0,0.6948
ESCOLA VALORI,3509502,0.5556,5.0,0.6948
COLEGIO APRENDER E EDUCAR,3509502,0.5556,5.0,0.6948
PANDINHA BERCARIO E MATERNAL,3509502,0.5556,5.0,0.6948
ESCOLA DE EDUCACAO INFANTIL SANTA GENEBRA LTDA,3509502,0.5556,5.0,0.6948
ESCOLA DE EDUCACAO INFANTIL PEQUENO MUNDO LTDA,3509502,0.5556,5.0,0.6948
KEYDLU ESCOLA DE EDUCACAO INFANTIL,3509502,0.5556,5.0,0.6948
ALEGRIA E CIA RECANTO INFANTIL,3509502,0.5556,5.0,0.6948
ISAS-INSTITUTO SOCIAL AFONSO SANTOS LTDA,3303906,0.3414,23.0,0.6948
PIK NIK ESCOLA DE EDUCACAO INFANTIL,3509502,0.5556,5.0,0.6948
CENTRO EDUCACIONAL CORACAO DE MARIA CECOM,3509502,0.5556,5.0,0.6948
TURMA DO MICKEY ESCOLA INFANTIL,3509502,0.5556,5.0,0.6948
PORTAL DO FUTURO COLEGIO,3509502,0.5556,5.0,0.6948
BOLHA D AGUA RECANTO INFANTIL,3509502,0.5556,5.0,0.6948
ESCOLA MONTESSORI DE CAMPINAS,3509502,0.5556,5.0,0.6948
FARROUPILHA COLEGIO UNIDADE II,3509502,0.5556,5.0,0.6948
COGNOS COLEGIO,3556453,0.3367,24.0,0.6948
MASTER SUL COLEGIO,2304400,0.3291,67.0,0.6948
M D S EDUCACAO INFANTIL LTDA AQUARELA DO SABER,3509502,0.5556,5.0,0.6948
ESCOLA DE EDUCACAO INFANTIL TIRIVOLI-CARROSSEL,4307005,0.3848,13.0,0.6948
ESCOLA INFANTIL NO MUNDO DAS CORES,3509502,0.5556,5.0,0.6948
FADA MADRINHA ESCOLA INFANTIL,3509502,0.5556,5.0,0.6948
TURMA DA GIGI ESCOLA DE EDUCACAO INFANTIL,3509502,0.5556,5.0,0.6948
COLEGIO POMARES EDUCACAO INFANTIL E ENSINO FUNDAMENTAL I,3509502,0.5556,5.0,0.6948
CENTRO DE EDUCACAO E RECREACAO INFANTIL AZENHA,3509502,0.5556,5.0,0.6948
ACADEMIA DE BELEZA ONDINA,3509502,0.5556,5.0,0.6948
ASSOCIACAO PRESBITERIANA DE ACAO SOCIAL,3509502,0.5556,5.0,0.6948
ESCOLA INFANTIL FELIZ INFANCIA,3509502,0.5556,5.0,0.6948
CASA DE ESCOLA ESCOLA DE EDUCACAO INFANTIL,3509502,0.5556,5.0,0.6948
SISTEMA EDUCACIONAL APRENDER,2507507,0.3658,17.0,0.6947
COLEGIO GERACAO CRIANCA LTDA,2507507,0.3658,17.0,0.6947
CENTRO EDUCACIONAL MARUIPE LTDA,3205309,0.7699,2.0,0.6947
INTEGRACAO CENTRO DE ENSINO LTDA,2507507,0.3658,17.0,0.6947
COLEGIO POLIGONO EDUCACIONAL EIRELI,2507507,0.3658,17.0,0.6947
LE IRDAK,5002704,0.3607,18.0,0.6946
ESCOLA DESPERTAR,5002704,0.3607,18.0,0.6946
COLEGIO SETE DE SETEMBRO,3151800,0.3448,21.0,0.6946
COLEGIO ABC DE EIEF,5002704,0.3607,18.0,0.6946
ESCOLA DESPERTAR DE ENSINO FUNDAMENTAL,5002704,0.3607,18.0,0.6946
FUNDHAS UNIDADE LESTE JARDIM RODOLFO,3549904,0.4375,10.0,0.6945
MONTE CASTELO INSTITUTO EDUCACIONAL,3549904,0.4375,10.0,0.6945
VICTOR MARTINS RODRIGUES IEIEF,3549904,0.4375,10.0,0.6945
COLEGIO MATER PURISSIMA,3549904,0.4375,10.0,0.6945
MOPPE II ESCOLA,3549904,0.4375,10.0,0.6945
BATISTA SANTOS DUMONT COL,2304400,0.3291,61.0,0.6945
INSTITUTO DE TECNOLOGIA EM SAUDE ITS,3549904,0.4375,10.0,0.6945
TRANSFORMAR CENTRO EDUCACIONAL,3549904,0.4375,10.0,0.6945
ANJELA MARIA DE SOUZA ALVES PROFA CEDIN,3549904,0.4375,10.0,0.6945
MARILDA FERREIRA DE BRITO BARROS PEREIRA CEDIN,3549904,0.4375,10.0,0.6945
MARIO DONIZETE BORGES CEDIN,3549904,0.4375,10.0,0.6945
PEDRO DE ALCANTARA DOM CEDIN,3549904,0.4375,10.0,0.6945
COLEGIO MONTESSORI,3549904,0.4375,10.0,0.6945
CONTEMPORANEO CIDADE VERDE,2403251,0.3421,22.0,0.6945
BASIC COLEGIO,3554102,0.3421,22.0,0.6945
ESCOLA CASINHA VERDE,3549904,0.4375,10.0,0.6945
ELO KIDS CENTRO EDUCACIONAL LTDA,3549904,0.4375,10.0,0.6945
SESC SERVICO SOCIAL DO COMERCIO,4214805,0.3806,13.0,0.6944
COLEGIO CHRISTUS UNIDADE PARQUELANDIA,2304400,0.3291,59.0,0.6944
ESCOLA ARTE MANHAS DE RESENDE,3304201,0.336,24.0,0.6943
ARI DE SA CAVALCANTE SEDE ALDEOTA COLEGIO,2304400,0.3291,56.0,0.6942
ESCOLA BILINGUE DO PARA LTDA - MAPLE BEAR BELEM,1501402,0.3349,27.0,0.6941
ANTARES ATS COLEGIO,2304400,0.3291,55.0,0.6941
COLEGIO ARI DE SA CAVALCANTE WASHINGTON SOARES,2304400,0.3291,55.0,0.6941
INSTITUTO EDUCACAO PROFISSIONALIZANTES DE JALES IEP,3524808,0.3547,19.0,0.6938
IPE COLEGIO,3503901,0.3358,24.0,0.6938
NOVA DIMENSAO COLEGIO,2304400,0.3291,52.0,0.6936
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC BARREIRA ROXA,2408102,0.4007,12.0,0.6935
CENTRO EDUCACIONAL NOVO HORIZONTE,2408102,0.4007,12.0,0.6935
COLEGIO EXECUTIVO LTDA,2408102,0.4007,12.0,0.6935
ESCOLA ADVENTISTA DO NATAL,2408102,0.4007,12.0,0.6935
OPEN SCHOOL,2408102,0.4007,12.0,0.6935
ESCOLA FREINET,2408102,0.4007,12.0,0.6935
ELEVAR INTERNATIONAL CHRISTIAN SCHOOL,2408102,0.4007,12.0,0.6935
COMPLEXO EDUCACIONAL PARQUE DUNAS,2408102,0.4007,12.0,0.6935
SOCIEDADE EDUCACIONAL CONSTRUINDO SABERES LTDA-ME,2408102,0.4007,12.0,0.6935
INSTITUTO EDUCACIONAL O MESTRE,2408102,0.4007,12.0,0.6935
COLEGIO POLITECNICO ABSOLUTO,2408102,0.4007,12.0,0.6935
COLEGIO ECOPARK LTDA,2408102,0.4007,12.0,0.6935
CASTELO ESCOLA,2408102,0.4007,12.0,0.6935
ABRAHAO NAIME COLEGIO,3530300,0.3345,30.0,0.6934
INTEGRADO DE OSASCO COLEGIO ENSINO FUNDAMENTAL E MEDIO,3534401,0.3472,20.0,0.6928
ESCOLA PATAMARES,2927408,0.3688,15.0,0.6927
ESCOLA SULAMERICANA COC,2927408,0.3688,15.0,0.6927
ESCOLA A CHAVE DO TAMANHO LTDA,2927408,0.3688,15.0,0.6927
COLEGIO MARIA QUITERIA - ICETBA,2927408,0.3688,15.0,0.6927
ESCOLA MARISSOL LTDA,2927408,0.3688,15.0,0.6927
ESCOLA ROSA DOS VENTOS,2927408,0.3688,15.0,0.6927
ESCOLA GENESIS DE STELLA MARIS,2927408,0.3688,15.0,0.6927
CENTRO ESCOLAR ANAMELIA,2927408,0.3688,15.0,0.6927
ESCOLA CRIACAO,2927408,0.3688,15.0,0.6927
EXTERNATO MATER ET MAGISTRA,2927408,0.3688,15.0,0.6927
ESCOLA PARQUE DA CRIANCA LTDA,2927408,0.3688,15.0,0.6927
ADELIA MARIA SALVADOR FARIA - LTDA,2927408,0.3688,15.0,0.6927
ANA MARIA RIBEIRO DE ALMEIDA,2927408,0.3688,15.0,0.6927
EEI ARTE E MANHA,4314902,0.7294,3.0,0.6926
ESCOLA DE EDUCACAO INFANTIL FLORESTINHA - HIPICA,4314902,0.7294,3.0,0.6926
5084 EEI CANTINHO DA CRIANCA,4314902,0.7294,3.0,0.6926
5105 EEI ANANDA MARGA RESTINGA VELHA,4314902,0.7294,3.0,0.6926
5132 EEI ANANDA MARGA RESTINGA NOVA 2,4314902,0.7294,3.0,0.6926
5111 EEI ANANDA MARGA BARRO VERMELHO,4314902,0.7294,3.0,0.6926
5241 EEI DESENVOLVENDO O SABER,4314902,0.7294,3.0,0.6926
EEI MEU MUNDO CRIANCA,4314902,0.7294,3.0,0.6926
ESCOLA DE ENSINO MEDIO UNIVERSITARIO - PORTO ALEGRE,4314902,0.7294,3.0,0.6926
EEI ALGODAO DOCE,4314902,0.7294,3.0,0.6926
5049 IEI BRINCANDO DE CIRANDA,4314902,0.7294,3.0,0.6926
EEI AQUARELA,4314902,0.7294,3.0,0.6926
ESCOLA TECNICA TOP CURSOS BRASIL,4314902,0.7294,3.0,0.6926
ESCOLA DE EDUCACAO INFANTIL MOLEQUE TRAVESSO,4314902,0.7294,3.0,0.6926
5157 EEI MARISTA RENASCER,4314902,0.7294,3.0,0.6926
5169 IEI SONHO MEU,4314902,0.7294,3.0,0.6926
5229 IEI CONSTRUINDO O AMANHA VILA JARDIM,4314902,0.7294,3.0,0.6926
ESCOLA DE EDUCACAO INFANTIL TURMINHA DO BARULHO SC LTDA,4314902,0.7294,3.0,0.6926
5069 IEI CRECHE LAR DA CRIANCA,4314902,0.7294,3.0,0.6926
CRECHE BALAO VERMELHO,4314902,0.7294,3.0,0.6926
ESC EDUC INF SEMENTINHA DE VIDA,4314902,0.7294,3.0,0.6926
EEI HAPPY KIDS,4314902,0.7294,3.0,0.6926
5164 EEI ARCO IRIS II,4314902,0.7294,3.0,0.6926
CRECHE E RECREACAO LAGO DO CISNE LTDA,4314902,0.7294,3.0,0.6926
ESCOLA DE EDUCACAO INFANTIL REINO DOS BAIXINHOS,4314902,0.7294,3.0,0.6926
EEI GIRASSOL DO APRENDER,4314902,0.7294,3.0,0.6926
CARROSSEL RECANTO INFANTIL,4314902,0.7294,3.0,0.6926
ESCOLA DE EDUCACAO INFANTIL CRIANCADA BILINGUE,4314902,0.7294,3.0,0.6926
REINO DA FANTASIA CENTRO DE CRIATIVIDADE E RECREAC,4314902,0.7294,3.0,0.6926
5246 ECEI BUSCANDO O SABER,4314902,0.7294,3.0,0.6926
ESC EDUC INF PASTORZINHO,4314902,0.7294,3.0,0.6926
FORMA MAIS PORTO ALEGRE,4314902,0.7294,3.0,0.6926
ESC EDUC INF PIRLIMPIMPIM,4314902,0.7294,3.0,0.6926
PASSATEMPO COLEGIO,3548906,0.4119,11.0,0.6926
EEI AMIGUINHOS DO PLANETA,4314902,0.7294,3.0,0.6926
IEI CANTO DAS CRIANCAS,4314902,0.7294,3.0,0.6926
CENTRO DE FORMACAO PROFISSIONAL JESSE PINTO FREIRE,2304400,0.3291,48.0,0.6926
EEI CASA AMETISTA,4314902,0.7294,3.0,0.6926
ESCOLA DE EDUCACAO INFANTIL ESPACO BRINCAR,4314902,0.7294,3.0,0.6926
5123 EEI GOTINHAS DE AMOR,4314902,0.7294,3.0,0.6926
ESCOLA TECNICA INTELIGENCIA EDUCACIONAL,4314902,0.7294,3.0,0.6926
EEI PA PI PUM,4314902,0.7294,3.0,0.6926
5089 EEI VO MARIA,4314902,0.7294,3.0,0.6926
ESCOLA DE EDUCACAO INFANTIL PE DE FEIJAO,4314902,0.7294,3.0,0.6926
ESCOLA DE EDUCACAO INFANTIL DENTE DE LEITE,4314902,0.7294,3.0,0.6926
EEI ARTE E CIA,4314902,0.7294,3.0,0.6926
ESCOLINHA EDUCACIONAL INFANTIL DESIDERIO DE PAOLI,4314902,0.7294,3.0,0.6926
EEI ALEGRIA DE CRIANCA,4314902,0.7294,3.0,0.6926
EEI TURMA DA MAGALI,4314902,0.7294,3.0,0.6926
CENTRO ATENDIMENTO INFANTIL TURMA DO MORANGUINHO,4314902,0.7294,3.0,0.6926
EEI TEICHMANN E RITTER LTDA,4314902,0.7294,3.0,0.6926
QI ESCOLAS E FACULDADES LTDA JUCA BATISTA,4314902,0.7294,3.0,0.6926
5056 EEI PAINEIRAS,4314902,0.7294,3.0,0.6926
5107 EEI ARCO IRIS I,4314902,0.7294,3.0,0.6926
EEI BANANA NANIKA,4314902,0.7294,3.0,0.6926
ESCOLA DE EDUCACAO INFANTIL CANTO DOS ANJOS LTDA,4314902,0.7294,3.0,0.6926
CENTRO DE EDUCACAO INFANTIL PIUI,4314902,0.7294,3.0,0.6926
ESC EDUC INF VIDA NOVA,4314902,0.7294,3.0,0.6926
CENTRO DE EDUCACAO PROFISSIONAL ARMANDO MARTINS CORREA PINTO,1501402,0.3349,26.0,0.6926
ESC EDUC INF MUNDO DA IMAGINACAO,4314902,0.7294,3.0,0.6926
CEI FORMANDO SONHOS,4209102,0.3772,13.0,0.6925
CENTRO DE EDUCACAO INFANTIL RAIOS DE LUZ,4209102,0.3772,13.0,0.6925
CENTRO EDUCACIONAL MICHERROT,4209102,0.3772,13.0,0.6925
CENTRO DE ED ALDEIA DO SOL,4209102,0.3772,13.0,0.6925
CEP UBERABA,3170107,0.3328,30.0,0.6924
SISTEMA APOIO DE ENSINO,3170107,0.3328,30.0,0.6924
CENTRO EDUCACIONAL LONI EMMENDOERFER,4208906,0.3536,19.0,0.6923
ANTARES ATS COLEGIO,2304400,0.3291,46.0,0.6922
SENAI-CE AUA-ANTONIO URBANO DE ALMEIDA,2304400,0.3291,45.0,0.692
INSTITUTO EDUCACIONAL GENESIS,3304201,0.336,23.0,0.692
ESCOLA DE ENSINO FUNDAMENTAL NOSSA SENHORA AUXILIADOR,4308508,0.3347,28.0,0.6917
FRANCISCO PEREIRA COLEGIO CONEGO,2304400,0.3291,44.0,0.6917
FARIAS BRITO COLEGIO CENTRAL,2304400,0.3291,44.0,0.6917
SENAI-CE AABMS- ANA AMELIA BEZERRA DE MENEZES E SOUZA,2304400,0.3291,44.0,0.6917
SESI 411 CENTRO EDUCACIONAL,3554102,0.3421,21.0,0.6915
ALFREDO JOSE BALBI DOUTOR ESCOLA DE APLICACAO,3554102,0.3421,21.0,0.6915
LAMARCK COLEGIO,3549805,0.4353,10.0,0.6914
EXATA ESCOLA,3549805,0.4353,10.0,0.6914
FAZENDO ARTE COLEGIO,3549805,0.4353,10.0,0.6914
CURSO NOBRE ESCOLA TECNICA CENTRO DE FORMACAO PROFISSIONAL I,3549805,0.4353,10.0,0.6914
CRIS ESCOLA,3549805,0.4353,10.0,0.6914
CURSO NOBRE ESCOLA TECNICA UNIDADE II,3549805,0.4353,10.0,0.6914
EDUCAR ZIP ZAP COLEGIO,3549805,0.4353,10.0,0.6914
QUINTAL MAGICO COLEGIO,3549805,0.4353,10.0,0.6914
COLEGIO ENGETEC,3170206,0.366,16.0,0.6911
DOM QUINTINO CENTRO DE ESTUDOS,2304400,0.3291,42.0,0.6911
MENEZES E SOUSA COLEGIO,2304400,0.3291,42.0,0.6911
ESPACO INTELIGENTE CRECHE ESCOLA,2304400,0.3291,42.0,0.6911
ESCOLA INFANTIL MEU PRIMEIRO MUNDO,3170206,0.366,16.0,0.6911
CENTRO EDUCACIONAL SMILINGUIDO - UNIDADE II,3170206,0.366,16.0,0.6911
COL DO TRABALHO,3170206,0.366,16.0,0.6911
COLEGIO PETRUS DE UBERLANDIA,3170206,0.366,16.0,0.6911
PROZ - UNIDADE UBERLANDIA,3170206,0.366,16.0,0.6911
COLEGIO BATISTA MINEIRO - UNIDADE GRANJA MARILEUSA - UBERLANDIA,3170206,0.366,16.0,0.6911
CENTRO EDUCACIONAL DE E F M MUNDO INTELECTO,1501402,0.3349,25.0,0.6909
ILHA SOLTEIRA COLEGIO PRE UNIVERSITARIO,3520442,0.3464,20.0,0.6909
COL CIDADE DE PATOS DE MINAS DE ENSINO FUNDAMENTAL E MEDIO,3148004,0.3355,23.0,0.6909
MAGIA DO SABER ESCOLA DE EDUCACAO INFANTIL,3525904,0.5456,5.0,0.6908
SONHO ENCANTADO NUCLEO DE EDUCACAO INFANTIL UNIDADE II,3525904,0.5456,5.0,0.6908
PICOLE ESCOLA DE EDUCACAO INFANTIL,3525904,0.5456,5.0,0.6908
BEBE COM UNIDADE I,3525904,0.5456,5.0,0.6908
BOM SABER UNIDADE I ESCOLA,3525904,0.5456,5.0,0.6908
QUINTAL ESCOLA DE DESENVOLVIMENTO INFANTIL,3525904,0.5456,5.0,0.6908
PRIMEIROS PASSOS ESCOLA INFANTIL,3525904,0.5456,5.0,0.6908
JARDIM ANGELIM ESCOLA,3525904,0.5456,5.0,0.6908
DOMUS SAPIENS COLEGIO UNIDADE III,3525904,0.5456,5.0,0.6908
ESPACO IDEAL EDUCACAO INFANTIL,3525904,0.5456,5.0,0.6908
CENTRO DE FORMACAO INFANTIL CEDUC,3525904,0.5456,5.0,0.6908
PEQUENO APRENDIZ SISTEMA DE EDUCACAO INFANTIL,3525904,0.5456,5.0,0.6908
ESPACO EDUCAR ESCOLA DE EDUCACAO INFANTIL,3525904,0.5456,5.0,0.6908
COLEGIO CARREIRA LTDA,3525904,0.5456,5.0,0.6908
ESCOLA DE EDUCACAO INFANTIL IMAGINARIO KIDS,3525904,0.5456,5.0,0.6908
EDUCACAO INFANTIL LIGNUN,3525904,0.5456,5.0,0.6908
CRISTA GRACA ESCOLA DE EDUCACAO INFANTIL,3525904,0.5456,5.0,0.6908
AMORINHA KIDS EDUCACAO INFANTIL LTDA,3525904,0.5456,5.0,0.6908
SABER E APRENDER,3525904,0.5456,5.0,0.6908
AMANHECER CENTRO DE EDUCACAO INFANTIL,3525904,0.5456,5.0,0.6908
PEQUENO APRENDIZ II,3525904,0.5456,5.0,0.6908
CETEC 2,3525904,0.5456,5.0,0.6908
ARCO IRIS RECANTO INFANTIL,3525904,0.5456,5.0,0.6908
SABER KIDS,3525904,0.5456,5.0,0.6908
CASINHA KIDS UNIDADE SANTA GIOVANA,3525904,0.5456,5.0,0.6908
COLEGIO CHRISTUS UNIDADE SUL,2304400,0.3291,41.0,0.6907
EDUCANDARIO NOVA ERA,2611606,0.4783,9.0,0.6906
CENTRO EDUCACIONAL ANTONIO GALDINO,2611606,0.4783,9.0,0.6906
CENTRO DE DESENVOLVIMENTO DA CRIANCA,2611606,0.4783,9.0,0.6906
COLEGIO EXPOR A MENTE,2611606,0.4783,9.0,0.6906
EDUCANDARIO NOSSA SENHORA DE FATIMA,2611606,0.4783,9.0,0.6906
ACADEMIA CRISTA DE BOA VIAGEM - UNIDADE II,2611606,0.4783,9.0,0.6906
ESCOLA CASTELO ENCANTADO LTDA,2611606,0.4783,9.0,0.6906
ESC CRISTA BESSONI,2611606,0.4783,9.0,0.6906
ESCOLA VISAO ATUAL,2611606,0.4783,9.0,0.6906
SESI VASCO DA GAMA,2611606,0.4783,9.0,0.6906
ESCOLA NOSSA SENHORA DA PIEDADE,2611606,0.4783,9.0,0.6906
ESCOLA CRESCER E TRANSFORMAR,2611606,0.4783,9.0,0.6906
INSTITUTO EDUCACIONAL PEDRO HERMINIO,2611606,0.4783,9.0,0.6906
ASSOCIACAO DE MORADORES BOLO DE NOIVA,2611606,0.4783,9.0,0.6906
INSTITUTO EDUCACIONAL NAARA FRANCA,2611606,0.4783,9.0,0.6906
COLEGIO NOVO MUNDO,2611606,0.4783,9.0,0.6906
SOCIEDADE DE ORIENTACAO PSICOPEDAGOGICA,2611606,0.4783,9.0,0.6906
EDUCACAO INFANTIL BILINGUE LIMITADA ME SUNNY PLACE INTERNATIONAL SCHOOL,2611606,0.4783,9.0,0.6906
ESCOLA REI DAVID,2611606,0.4783,9.0,0.6906
ESCOLA OPCAO,2611606,0.4783,9.0,0.6906
CENTRO EDUC OLAVO BILAC,2611606,0.4783,9.0,0.6906
COLEGIO MARIA EMILIA,2611606,0.4783,9.0,0.6906
COLEGIO RENASCER,2611606,0.4783,9.0,0.6906
ESCOLA BRINQUEDOS E BRINCADEIRAS,2611606,0.4783,9.0,0.6906
ESCOLA MARAVILHA,2611606,0.4783,9.0,0.6906
EDUCANDARIO SHALOM LTDA,2611606,0.4783,9.0,0.6906
COLEGIO REINO DE JUDA,2611606,0.4783,9.0,0.6906
