nome_escola,codigo_municipio,score_socioeconomico,quantidade_salas,score_potencial
CENTRO EDUCACIONAL SOCIAL E CULTURAL,2611606,0.4783,9.0,0.6906
DE ANGELES UNID II COLEGIO,3502804,0.357,18.0,0.6906
EXCLUSIVO COLEGIO E CURSO,2611606,0.4783,9.0,0.6906
ESCOLA BEM ME QUER,2611606,0.4783,9.0,0.6906
INSTITUTO NOSSA SENHORA DE LOURDES,2611606,0.4783,9.0,0.6906
CENTRO EDUCACIONAL BERNARDO LUCAS,2611606,0.4783,9.0,0.6906
ESCOLA MARIA DE FATIMA,2611606,0.4783,9.0,0.6906
INSTITUTO SAO MARCOS,2611606,0.4783,9.0,0.6906
ESCOLA PEQUENO PRINCIPE,2611606,0.4783,9.0,0.6906
EDUCANDARIO PARAISO,2611606,0.4783,9.0,0.6906
EDUCANDARIO DESENVOLVER,2611606,0.4783,9.0,0.6906
SABERES CENTRO EDUCACIONAL LTDA,2611606,0.4783,9.0,0.6906
EDUCANDARIO SANTA ROSA,2611606,0.4783,9.0,0.6906
ESCOLA CRISTA DA BOA VIAGEM,2611606,0.4783,9.0,0.6906
DE ANGELES UNID I COLEGIO,3502804,0.357,18.0,0.6906
RA ASSOCIACAO DE APOIO E DESENVOLVIMENTO DE NOVAS TECNOLOGIAS AOS TRANSPORTES,2611606,0.4783,9.0,0.6906
INSTITUTO NOSSA SENHORA APARECIDA,2611606,0.4783,9.0,0.6906
DOCE GERACAO ESCOLA EIEF,3513009,0.3762,13.0,0.6904
ESPACO VERDE ROUSSEAU COLEGIO,3513009,0.3762,13.0,0.6904
INSTITUTO PRESBITERIANO EDUCACIONAL DE COTIA IPEC,3513009,0.3762,13.0,0.6904
INTEGRADO COLEGIO,3524709,0.3439,20.0,0.6902
ESCOLA AVANTE PEQUENO PRINCIPE,3524709,0.3439,20.0,0.6902
FARIAS BRITO SEIS BOCAS COLEGIO,2304400,0.3291,40.0,0.6902
EEI FAZENDO ARTE,4310207,0.3983,12.0,0.69
C EDUC COEDUCAR,3171303,0.3556,18.0,0.6899
ESTILLO E EI EF,4119152,0.33,29.0,0.6898
ACESSO PINHAIS,4119152,0.33,29.0,0.6898
CASA DE CRIANCA ESCOLA CRECHE LTDA,2304400,0.3291,39.0,0.6897
ESQUEMA UNICO COLEGIO,3529005,0.3431,20.0,0.6895
EEI CAMINHO KIDS,4305108,0.4074,11.0,0.6894
MAE NATUREZA CRECHE COMUNITARIA,3504107,0.4074,11.0,0.6894
EEP NOSSA SENHORA DE FATIMA,4305108,0.4074,11.0,0.6894
COLEGIO VANGUARDA,3504107,0.4074,11.0,0.6894
EEI ANJOS TRAVESSOS II,4305108,0.4074,11.0,0.6894
EEI PINTANDO SETE RECREACOES LTDA,4305108,0.4074,11.0,0.6894
INSTITUTO DE EDUCACAO AFIRMATIVO,3304201,0.336,22.0,0.6894
EEI COMPANHIA DO CARINHO,4305108,0.4074,11.0,0.6894
EEI ESCONDERIJO SAPECA,4305108,0.4074,11.0,0.6894
COLEGIO ANTARES ATS,2304400,0.3291,38.0,0.6893
COLEGIO ANTARES ATS,2304400,0.3291,38.0,0.6893
COLEGIO CIVICO MILITAR BATALHA DO RIACHUELO,2304400,0.3291,38.0,0.6893
COLEGIO SANTA CATARINA,3303906,0.3414,21.0,0.6892
CENTRO EDUCACIONAL MANOEL DE BARROS,5002704,0.3607,17.0,0.6892
CENTRO EDUCACIONAL ATIVO,3302403,0.3347,26.0,0.6889
COLEGIO ALFA,1501402,0.3349,24.0,0.6887
ESCOLA DE EDUCACAO INFANTIL AGAPE PRIME,3548708,0.4324,10.0,0.6887
EQUILIBRIUM NUCLEO DE EDUCACAO INFANTIL BILINGUE,3548708,0.4324,10.0,0.6887
BERCARIO E MATERNAL INFANTIL A COLMEIA,3548708,0.4324,10.0,0.6887
CENTRO EDUCACIONAL ZIG ZAG,4208203,0.3744,13.0,0.6887
TRENZINHO MAGICO,3548708,0.4324,10.0,0.6887
METHODUS COLEGIO,3548708,0.4324,10.0,0.6887
COLEGIO COC,3548708,0.4324,10.0,0.6887
COLEGIO MERITUM,3548708,0.4324,10.0,0.6887
EDUCARE COLEGIO,3548708,0.4324,10.0,0.6887
ESCOLA SESI EUZEBIO MOTA DE ALENCAR,2304400,0.3291,36.0,0.6883
ESC DE ENFERMAGEM SAO V DE PAULA,2507507,0.3658,16.0,0.688
SISTEMA DE ENSINO LAPIS NA MAO,2507507,0.3658,16.0,0.688
CENTRO DE ENSINO CONTEMPORANEO LTDA,2507507,0.3658,16.0,0.688
CURSO E COLEGIO CONEXAO LTDA,4208906,0.3536,18.0,0.688
NM SERVICOS DE ENSINO FUNDAMENTAL LTDA,2507507,0.3658,16.0,0.688
ESCOLA TECNICA DE ENFERMAGEM OMEGA,2507507,0.3658,16.0,0.688
ESCOLA DE EDUCACAO INFANTIL SILDO PAULO GOETTER,4316808,0.3904,12.0,0.6878
COTET COLEGIO TECNICO DE TAUBATE,3554102,0.3421,20.0,0.6876
MASTER COLEGIO,2304400,0.3291,35.0,0.6876
FARIAS BRITO JUNIOR CENTRAL COLEGIO,2304400,0.3291,35.0,0.6876
INSTITUTO ATENEU,2304400,0.3291,35.0,0.6876
INSTITUTO ATENEU,2304400,0.3291,35.0,0.6876
COLEGIO LOURENCO FILHO CENTRAL,2304400,0.3291,35.0,0.6876
FACULDADE DE TECNOLOGIA SENAC TUBARAO,4218707,0.3502,18.0,0.6874
EDUQ COMPLEXO EDUCACIONAL,3543907,0.3369,21.0,0.6873
ESCOLA E CRECHE CANTINHO DA PAZ,3106200,0.6082,4.0,0.6872
CENTRO COMUNITARIO DE EDUCACAO LAGOINHA,3106200,0.6082,4.0,0.6872
CASA FELIX,3106200,0.6082,4.0,0.6872
BERCARIO PEDACINHO DE GENTE,3106200,0.6082,4.0,0.6872
INSTITUTO MODAL,3106200,0.6082,4.0,0.6872
CRECHE DAS PERPETUAS,3106200,0.6082,4.0,0.6872
ESCOLA DE ENFERMAGEM DO HOSPITAL EVANGELICO,3106200,0.6082,4.0,0.6872
CENTRO EDUCACIONAL MARILDA ABREU,3106200,0.6082,4.0,0.6872
ESC INF BARBA PAPA,3106200,0.6082,4.0,0.6872
DOCE MENTE INSTITUTO EDUCACIONAL,3106200,0.6082,4.0,0.6872
CRECHE PAROQUIAL SAO JOSE,3106200,0.6082,4.0,0.6872
NOSSA ESCOLA,3106200,0.6082,4.0,0.6872
INSTITUTO EDUCACIONAL RAIO DE LUZ,3106200,0.6082,4.0,0.6872
INST STA AMELIA,3106200,0.6082,4.0,0.6872
IEMA,3106200,0.6082,4.0,0.6872
CRECHE SAO FRANCISCO DE ASSIS,3106200,0.6082,4.0,0.6872
ENFERMIG ESC DE ENFERM DE MG,3106200,0.6082,4.0,0.6872
ESCOLA INFANTIL UNIPED,3106200,0.6082,4.0,0.6872
ABAFE,3106200,0.6082,4.0,0.6872
CRECHE COMUNITARIA PEQUENO ALEXANDRE,3106200,0.6082,4.0,0.6872
NUCLEO EDUCACIONAL PIU PIU,3106200,0.6082,4.0,0.6872
ESCOLA INFANTIL CASINHA ENCANTADA,3106200,0.6082,4.0,0.6872
INSTITUTO EDUCACIONAL GENIUS LTDA,3106200,0.6082,4.0,0.6872
ESCOLA INFANTIL MICKEY,3106200,0.6082,4.0,0.6872
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - CENTRO DE IDIOMAS,1721000,0.3729,13.0,0.6872
VITORIA REGIA JARDIM WALDORF LTDA,3106200,0.6082,4.0,0.6872
CENTRO DE FORMACAO PROFISSIONAL PAULO CESAR DIAS DE SOUZA,3106200,0.6082,4.0,0.6872
CENTRO EDUCACIONAL PE DE MOLEQUE,3106200,0.6082,4.0,0.6872
COLEGIO INTER ACAO UNIDADE II,3106200,0.6082,4.0,0.6872
COLEGIO OLIMPO PALMAS INTEGRAL - KIDS,1721000,0.3729,13.0,0.6872
INSTITUTO SERRA DOURADA,3106200,0.6082,4.0,0.6872
ASSOCIACAO DA ESCOLINHA INFANTIL PEDACINHO DO CEU,3106200,0.6082,4.0,0.6872
INSTITUTO EDUCACIONAL MEI,3106200,0.6082,4.0,0.6872
MAPLE BEAR CANADIAN SCHOOL CONEGO ROCHA,3106200,0.6082,4.0,0.6872
MADDA - BEBE CRIANCA E CIA,3106200,0.6082,4.0,0.6872
ESCOLA INFANTIL VOVO HONORATO,3106200,0.6082,4.0,0.6872
INSTITUTO EDUCACIONAL SETE ANOES,3106200,0.6082,4.0,0.6872
ESC INF O PEQUENO CONSTRUTOR,3106200,0.6082,4.0,0.6872
INSTITUTO PEDAGOGICO O PRINCIPE,3106200,0.6082,4.0,0.6872
ESC INF VOVO VIRGINIA,3106200,0.6082,4.0,0.6872
CENTRO PEDAGOGICO CASA VERDE - MATRIZ,3106200,0.6082,4.0,0.6872
SENAI BELO HORIZONTE CFP NANSEN ARAUJO,3106200,0.6082,4.0,0.6872
ANGLO ITATIBA CURSO E COLEGIO,3523404,0.3897,12.0,0.6871
SESI 013 CENTRO EDUCACIONAL,3523404,0.3897,12.0,0.6871
ESCOLA LUMINOVA,2304400,0.3291,34.0,0.6869
SALOME BASTOS COLEGIO,2304400,0.3291,34.0,0.6869
COLEGIO JAIR DAMASCENO,3305802,0.348,18.0,0.6866
CRECHE CARINHO CIA LTDA -ME,3205200,0.4321,10.0,0.6866
CENTRO TECNICO PROFISSIONALIZANTE NOVO MILENIO,3205200,0.4321,10.0,0.6866
JARDIM DAS ESTRELAS ESCOLA WALDORF VINHEDO,3556701,0.6722,3.0,0.6866
ESC GEORGE MARCH LTDA,3305802,0.348,18.0,0.6866
COL NS DO CARMO,3305802,0.348,18.0,0.6866
COLEGIO ANGLO LEONARDO DA VINCI,3505708,0.4069,11.0,0.6865
ESCOLA JARDINS,3505708,0.4069,11.0,0.6865
COLEGIO OLIMPUS,1501402,0.3349,23.0,0.6864
CENTRO DE EDUCACAO MONTESSORIANA DO PARA,1501402,0.3349,23.0,0.6864
CENTRO EDUCACIONAL HEURECA,1501402,0.3349,23.0,0.6864
COLEGIO EQUIPE CRISTAL I,1501402,0.3349,23.0,0.6864
CENTRO DE ESTUDO E APRENDIZAGEM INTEGRAL,1501402,0.3349,23.0,0.6864
COLEGIO LEME LTDA,4204608,0.3585,17.0,0.6863
COC LAGES,4209300,0.3324,26.0,0.6862
PAIVA ANDRADE COLEGIO,2304400,0.3291,33.0,0.6861
SENAI-CE WDS-WALDYR DIOGO DE SIQUEIRA,2304400,0.3291,33.0,0.6861
GRAU TECNICO PRESIDENTE PRUDENTE,3541406,0.3708,13.0,0.686
ESCOLA DE EDUCACAO PROFISSIONAL NOVO HAMBURGO,4313409,0.3708,13.0,0.686
EINSTEIN DE ENSINO ORGANIZACAO,3526902,0.325,82.0,0.686
ESCOLA LITERAL,4119152,0.33,26.0,0.6856
ESCOLA EDUC INF FLORESTINHA,4314902,0.7294,2.0,0.6855
EEP IBREP - EAD,4314902,0.7294,2.0,0.6855
5219 IEI PINGO DE MEL,4314902,0.7294,2.0,0.6855
SENAC RIO GRANDE DO SUL,4314902,0.7294,2.0,0.6855
EEI PEDACINHO DO CEU,4314902,0.7294,2.0,0.6855
ESCOLA RIBEIRO E PEDROZO LTDA,4314902,0.7294,2.0,0.6855
5109 EEI ANANDA MARGA RESTINGA NOVA 1,4314902,0.7294,2.0,0.6855
5091 IEI MADRE BRIGIDA POSTORINO,4314902,0.7294,2.0,0.6855
EEI ENGENHEIRINHO,4314902,0.7294,2.0,0.6855
ESCOLA DE EDUCACAO INFANTIL CONSTRUIR,4314902,0.7294,2.0,0.6855
EEI ESPACO LIVRE,4314902,0.7294,2.0,0.6855
ESCOLA DE EDUCACAO INFANTIL DO SESC SESQUINHO DEPARTAMENTO REGIONAL,4314902,0.7294,2.0,0.6855
EEI CILIKA,4314902,0.7294,2.0,0.6855
ES EDUC INF DIVINA INFANCIA,4314902,0.7294,2.0,0.6855
INSTITUICAO DE EDUCACAO INFANTIL TOK DO SABER,4314902,0.7294,2.0,0.6855
EEI LAPIS DE COR,4314902,0.7294,2.0,0.6855
EEI TAGARELA,4314902,0.7294,2.0,0.6855
CRECHE HAPPY BABY AND KIDS,4314902,0.7294,2.0,0.6855
5052 EEI SAO PEDRO,4314902,0.7294,2.0,0.6855
ARACATUBA INSTITUTO EDUCACIONAL DE,3502804,0.357,17.0,0.6853
O CANARINHO INSTITUTO EDUCACIONAL,2304400,0.3291,32.0,0.6852
ESCOLINHA DE ARTES TURMINHA DA MONICA,3303906,0.3414,20.0,0.6852
CENTRO EDUCACIONAL GRANJA BRASIL SS LTDA ME,3303906,0.3414,20.0,0.6852
COLEGIO IPIRANGA,3303906,0.3414,20.0,0.6852
SANTO AGOSTINHO EDUCANDARIO,3552205,0.3876,12.0,0.6851
COLEGIO RESPLENDOR,3552205,0.3876,12.0,0.6851
COLEGIO OLIVIERI,3552205,0.3876,12.0,0.6851
COLEGIO BE HAPPY,3552205,0.3876,12.0,0.6851
COLEGIO VOLARE DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,3552205,0.3876,12.0,0.6851
BEIJA FLOR BERCARIO E ESCOLA,3552205,0.3876,12.0,0.6851
MELANIE KLEIN INSTITUTO EDUCACAO ESPECIAL,3552205,0.3876,12.0,0.6851
COMPASSO CENTRO EDUCACIONAL,3552205,0.3876,12.0,0.6851
ESC DE ENS FUND CASTRO ALVES,4314407,0.3613,16.0,0.6851
ESCOLA DO SESI DE MACAE,3302403,0.3347,24.0,0.6849
EEI BALAO MAGICO,4316907,0.4775,9.0,0.6848
ESCOLA PARTICULAR CRIANCA FELIZ,5103403,0.4308,10.0,0.6848
EEI CARINHA DE ANJO,4316907,0.4775,9.0,0.6848
COLEGIO DINAMICO,5103403,0.4308,10.0,0.6848
ESCOLA COOPERAR - ESCOLA DE EDUCACAO BASICA,5103403,0.4308,10.0,0.6848
INSTITUTO DE EDUCACAO E ENSINO INFANTIL E FUNDAMENTAL I E II,5103403,0.4308,10.0,0.6848
ESCOLA EDUCACIONAL SEMENTINHA,5103403,0.4308,10.0,0.6848
ESCOLA DE EDUCACAO PROFISSIONAL MONTE SIAO,5103403,0.4308,10.0,0.6848
COLEGIO MASTER SIGMA LTDA,4209300,0.3324,25.0,0.6845
COLEGIO ANGLO BOTUCATU,3507506,0.335,21.0,0.6844
NOVO ANGLO BOTUCATU,3507506,0.335,21.0,0.6844
EDUCATIVA OSASCO,3534401,0.3472,18.0,0.6843
PROVECTO COLEGIO,2304400,0.3291,31.0,0.6843
INSTITUTO DE EDUCACAO BENFICA,2304400,0.3291,31.0,0.6843
DOM HENRIQUE KM 18 COLEGIO,3534401,0.3472,18.0,0.6843
ESCOLA CASA DAS LETRAS,5208707,0.5169,8.0,0.684
ESCOLA DE EDUCACAO MEU FUTURO,5208707,0.5169,8.0,0.684
SERVICO SOCIAL DO COMERCIO - SESC UNIVERSITARIO,5208707,0.5169,8.0,0.684
ESCOLA AQUARELA,5208707,0.5169,8.0,0.684
ESCOLA GENTE DE FUTURO,5208707,0.5169,8.0,0.684
ESCOLA ARTE VIDA,5208707,0.5169,8.0,0.684
COLEGIO PRINCIPIOS UNIDADE II,5208707,0.5169,8.0,0.684
ESCOLA GENESIS,5208707,0.5169,8.0,0.684
ESCOLA INTERAGIR,5208707,0.5169,8.0,0.684
ESCOLA CRISTA JAIME ROSE,5208707,0.5169,8.0,0.684
ESCOLA CENTRO EDUCACIONAL NOVO HORIZONTE,5208707,0.5169,8.0,0.684
ESCOLA CANTINHO DO CEU,5208707,0.5169,8.0,0.684
COLEGIO INTEGRANDO CAMINHOS,5208707,0.5169,8.0,0.684
ESCOLA MUNDO DA ESCRITA LTDA,5208707,0.5169,8.0,0.684
ESCOLA CASA DAS LETRAS LTDA,5208707,0.5169,8.0,0.684
ESCOLA GOIANA BILINGUE EIRELI-EPP,5208707,0.5169,8.0,0.684
ESCOLA GERACAO VENCEDORA,5208707,0.5169,8.0,0.684
ESCOLA AVILA 2ª FASE ESCOLA CONCEITO LTDA,5208707,0.5169,8.0,0.684
ESCOLA INFANTIL CANTINHO PRA SONHAR,5208707,0.5169,8.0,0.684
ESCOLA CIRANDA DO TEMPO,5208707,0.5169,8.0,0.684
SISTEMA EDUCACIONAL WE LTDA,5208707,0.5169,8.0,0.684
ESCOLA EVANGELICA SHEKINA LTDA,5208707,0.5169,8.0,0.684
ESCOLA APICE,5208707,0.5169,8.0,0.684
COLEGIO ATRIO,5208707,0.5169,8.0,0.684
ESC TEC DE EDUC PROFIS DAN OLIPER SS LTD,4204202,0.3695,13.0,0.6839
CENTRO DE FORMACAO EDUCACIONAL,4204202,0.3695,13.0,0.6839
ESCOLA DE EDUCACAO BILINGUE STEP BY STEP,1501402,0.3349,22.0,0.6838
CENTRO EDUCACIONAL KYOKO OTI,1501402,0.3349,22.0,0.6838
CENTRO DE EDUCACAO PROFISSIONAL PROFESSOR RAYMUNDO ALBERTO PAPALEO PAES - SENAC,1501402,0.3349,22.0,0.6838
ESCOLA DORILANDIA LTDA,2927408,0.3688,14.0,0.6836
MARIA RITA DA SILVA COSTA ME,2927408,0.3688,14.0,0.6836
ESCOLA TURMA DA MONICA,2927408,0.3688,14.0,0.6836
ESCOLA PEQUENA ESTRELA,2927408,0.3688,14.0,0.6836
COLEGIO MUNDIAL,2927408,0.3688,14.0,0.6836
EMPRE DINAMICO DE EDUC MONTESSORIANO LTDA,2927408,0.3688,14.0,0.6836
INSTITUTO COMENIUS DE EDUCACAO,2927408,0.3688,14.0,0.6836
ESCOLA EXPERIMENTAL,2927408,0.3688,14.0,0.6836
ESCOLA PROFESSOR BERNARDINO MOREIRA,2927408,0.3688,14.0,0.6836
COLEGIO BATISTA BRASILEIRO,2927408,0.3688,14.0,0.6836
ESCOLA PIRLILIM,2927408,0.3688,14.0,0.6836
COLEGIO PATRICIA LIMA,2927408,0.3688,14.0,0.6836
CENTRO EDUCACIONAL PROFESSORA NALVA OLIVEIRA,2927408,0.3688,14.0,0.6836
ESCOLA TEMPO DE CRESCER,2927408,0.3688,14.0,0.6836
COLEGIO 1 2 3,2927408,0.3688,14.0,0.6836
COLEGIO FISCHER,2927408,0.3688,14.0,0.6836
COLEGIO FAVO DE MEL KIDS LTDA ME,2927408,0.3688,14.0,0.6836
COLEGIO VILAS,2927408,0.3688,14.0,0.6836
ESCOLA DE 1 GRAU DE DESENVOLVIMENTO LTDA,2927408,0.3688,14.0,0.6836
CENTRO EDUCACIONAL DUETTE,2927408,0.3688,14.0,0.6836
ESCOLA FILADELFIA,2927408,0.3688,14.0,0.6836
CENTRO EDUCACIONAL NOSSA SENHORA DO RESGATE,2927408,0.3688,14.0,0.6836
COOPERATIVA EDUCACIONAL DE INEMA,2927408,0.3688,14.0,0.6836
EDUCANDARIO MAGIA DAS CORES,2927408,0.3688,14.0,0.6836
ESCOLA TECNICA EM SAUDE MARIA PASTOR,2927408,0.3688,14.0,0.6836
UNIVERSIDADE BRAZ CUBAS,3530607,0.324,125.0,0.6835
SABER E EI EF,4104808,0.354,17.0,0.6834
GRAU TECNICO - UNIDADE PARNAMIRIM,2403251,0.3421,19.0,0.6833
COLEGIO SAO JOSE,3526902,0.325,48.0,0.6833
FLORESCER ESPACO INFANTIL,2403251,0.3421,19.0,0.6833
COLEGIO SHALOM,2304400,0.3291,30.0,0.6832
PONTES COLEGIO,2304400,0.3291,30.0,0.6832
COLEGIO MANUEL DA SILVA,2304400,0.3291,30.0,0.6832
ESCOLA BALAO VERMELHO ALICERCE,3136702,0.4054,11.0,0.6831
COLEGIO CASCATINHA,3136702,0.4054,11.0,0.6831
CRECHE ESCOLA INFANTIL RECANTO DOS AMIGUINHOS,3136702,0.4054,11.0,0.6831
ESC TEC ELISABETH ROMBACH,3136702,0.4054,11.0,0.6831
C EDUC MUNDO ENCANTADO,3136702,0.4054,11.0,0.6831
CENTRO EDUCACIONAL RICARDO MOYSES JUNIOR,3136702,0.4054,11.0,0.6831
C EDUC PENSAR E CONSTRUIR,3136702,0.4054,11.0,0.6831
CENTRO EDUCACIONAL GERACAO VIDA - UNIDADE PLANALTO CANOENSE,4304606,0.3691,13.0,0.683
ESCOLA DE EDUCACAO INFANTIL BE HAPPY,4302105,0.4253,10.0,0.6828
COLEGIO ADVENTISTA DE MACAE,3302403,0.3347,23.0,0.6826
COL LOGOSOFICO GONZALEZ PECOTCHE - UNID UBERLANDIA,3170206,0.366,15.0,0.6826
ESCOLA TECNICA CECILIA MEIRELES - SEG,4314902,0.7294,1.0,0.6826
C EDUC CAMINHO SUAVE,3170206,0.366,15.0,0.6826
MARIO DEDINI ESCOLA SENAI,3538709,0.3849,12.0,0.6826
SAO DIMAS COLEGIO,3538709,0.3849,12.0,0.6826
CENTRO DE ENSINO GRAU TECNICO UNIDADE PIRACICABA,3538709,0.3849,12.0,0.6826
EEI TURMINHA DO PUFF,4314902,0.7294,1.0,0.6826
ESCOLA SESC ALBERTO BINS,4314902,0.7294,1.0,0.6826
CRECHE ESTRELINHA MAGICA,4314902,0.7294,1.0,0.6826
RAIO DE SOL ESCOLA DE EDUCACAO INFANTIL,3538709,0.3849,12.0,0.6826
COLEGIO COPACABANA,3170206,0.366,15.0,0.6826
GRUPO EDUCACIONAL ATOS,5002704,0.3607,16.0,0.6825
MONTEIRO LOBATO COLEGIO,3543402,0.4735,9.0,0.6825
COLEGIO SPIRLANDELLI,3543402,0.4735,9.0,0.6825
IRMA HULDA MARIA SOARES DEL PAPA CEFIC,3543402,0.4735,9.0,0.6825
UNINFANCIA CENTRO EDUCACIONAL,3543402,0.4735,9.0,0.6825
ESPACO ARTE DO MUSEU,3543402,0.4735,9.0,0.6825
ESCOLA DE EDUCACAO INFANTIL EDUARDO DINIZ JUNQUEIRA,3543402,0.4735,9.0,0.6825
FILADELFIA DE RIBEIRAO PRETO INSTITUTO,3543402,0.4735,9.0,0.6825
CRER E VENCER COLEGIO,3543402,0.4735,9.0,0.6825
NOTA 10 - UNIDADE FELIZ IDADE,5002704,0.3607,16.0,0.6825
INSTITUTO DE EDUC HARMONIA UNIDADE II,5002704,0.3607,16.0,0.6825
CEI - LAR DONA NENE,4106902,0.6515,3.0,0.6824
QUATRO ESTACOES CEI,4106902,0.6515,3.0,0.6824
NAZARE - C E I,4106902,0.6515,3.0,0.6824
MEUS PRIMEIROS PASSOS C E I,4106902,0.6515,3.0,0.6824
INSTITUTO EDUCACIONAL PARAISO,3304201,0.336,20.0,0.6824
ESCOLA SESI RESENDE,3304201,0.336,20.0,0.6824
ESCOLA PROJETO 21 EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,4106902,0.6515,3.0,0.6824
COLEGIO SABER - EM,4106902,0.6515,3.0,0.6824
SESC PORTAO EDUCACAO INFANTIL,4106902,0.6515,3.0,0.6824
CENTRO DE EDUCACAO INFANTIL PROJETO 21 MOSSUNGUE,4106902,0.6515,3.0,0.6824
JANDYRA ANTUNES ROSA PROFESSORA COLEGIO,3526902,0.325,43.0,0.6821
CEP POCOS DE CALDAS,3151800,0.3448,18.0,0.6821
ETC DE TUBARAO,4218707,0.3502,17.0,0.6821
FARIAS BRITO JOVEM SEIS BOCAS COLEGIO,2304400,0.3291,29.0,0.6819
COLEGIO DEOCLECIO FERRO,2304400,0.3291,29.0,0.6819
SION COLEGIO,3503901,0.3358,20.0,0.6819
COLEGIO VOCACAO,4216602,0.4241,10.0,0.6818
JARDIM DE INFANCIA E 1º GRAU MEU CANTINHO,4216602,0.4241,10.0,0.6818
COLEGIO ELITE CEB -EF,4216602,0.4241,10.0,0.6818
ALPHA LANGUAGE BILINGUE ALPHA BABY,4216602,0.4241,10.0,0.6818
COLEGIO LOTUS,4216602,0.4241,10.0,0.6818
COLEGIO DOM JAIME JR,4216602,0.4241,10.0,0.6818
CENTRO ESCOLAR AQUARELA,4216602,0.4241,10.0,0.6818
CEI RECRIAR LTDA,4216602,0.4241,10.0,0.6818
COLEGIO DOM JAIME CAMARA,4216602,0.4241,10.0,0.6818
ADVENTISTA PINHAIS E - EF,4119152,0.33,24.0,0.6817
NUCLEO INTEGRAL FORMACAO E PESQUISA TECNICO PROFISSIONAL,3148004,0.3355,20.0,0.6813
SANTA MARTA PREMIUM,3304557,0.5206,7.0,0.681
DEPARTAMENTO REGIONAL DO ABRIGO DO MARINHEIRO CG CENTRO DE RECREACAO INFANTIL PEQUENOS GRUMETES,3304557,0.5206,7.0,0.681
CRECHE COMUNITARIA TIA NEIDE,3304557,0.5206,7.0,0.681
ASSOC AM CRIANCA CRECHE ROCHA MIRANDA,3304557,0.5206,7.0,0.681
CRECHE COMUNITARIA JARDIM SANTA CRUZ - OS BENEDITINHOS,3304557,0.5206,7.0,0.681
ESCOLA TEMPO DE CONSTRUIR,3304557,0.5206,7.0,0.681
PRESC SOLDADINHO DE CHUMBO,3304557,0.5206,7.0,0.681
EDUCANDARIO SANTA BARBARA,3304557,0.5206,7.0,0.681
CRECHE ESCOLA BERCO DE OURO,3304557,0.5206,7.0,0.681
ESCOLA BATAN,3304557,0.5206,7.0,0.681
JARDIM DE INFANCIA TIA PAULA,3304557,0.5206,7.0,0.681
COLEGIO FALBO SANTIAGO LTDA,3304557,0.5206,7.0,0.681
JD ESC CLUBINHO GRILINHO FALANTE,3304557,0.5206,7.0,0.681
CENTRO EDUC ESPINELO DE CASTRO LTDA ME,3304557,0.5206,7.0,0.681
CRECHE ESCOLA MUNDO DA GENTE,3304557,0.5206,7.0,0.681
COLEGIO PADRAO DE ENSINO,3304557,0.5206,7.0,0.681
COLEGIO 18 DE MAIO,3304557,0.5206,7.0,0.681
INSTITUTO HELENA GOULLART - CAPP,3304557,0.5206,7.0,0.681
EDUC BAPTISTA MORAES,3304557,0.5206,7.0,0.681
ESC COM JARDIM ALEXANDRINO,3304557,0.5206,7.0,0.681
CENTRO EDUC ROVER,3304557,0.5206,7.0,0.681
ESCOLA DE QUALIFICACAO PROFISSIONAL GRUPO BB LTDA ME,3304557,0.5206,7.0,0.681
CENTRO EDUCACIONAL ANA CAROLINA DE PACIENCIA LTDA,3304557,0.5206,7.0,0.681
SEJA SOCIEDADE DE ENSINO JACAREPAGUA LTDA,3304557,0.5206,7.0,0.681
ESCOLA TECNICA SANDRA SILVA,3304557,0.5206,7.0,0.681
CRECHE ESCOLA ACONCHEGO LTDA,3304557,0.5206,7.0,0.681
BARONI E CADORIN EDUCACAO INFANTIL,3304557,0.5206,7.0,0.681
ESC PARAISO INFANTIL POPEYE LTDA,3304557,0.5206,7.0,0.681
OS BATUTINHAS ESPACO DE EDUCACAO INFANTIL LTDA,3304557,0.5206,7.0,0.681
OS BATUTINHAS,3304557,0.5206,7.0,0.681
CRECHE HELP MAE,3304557,0.5206,7.0,0.681
CLIC-CENTRO LUDICO INFANTIL CULTURAL,3304557,0.5206,7.0,0.681
CRECHE ESCOLA PALACIO INFANTIL,3304557,0.5206,7.0,0.681
CENTRO EDUCACIONAL CUNHA EIRELI ME,3304557,0.5206,7.0,0.681
CRECHE COMUNITARIA AQUARELA,3304557,0.5206,7.0,0.681
CURSO DE ESPECIALIZACAO EQUACAO LTDA,3304557,0.5206,7.0,0.681
ESCOLA COM JD INF CHAVE DO TAMANHO,3304557,0.5206,7.0,0.681
JARDIM ESCOLA VILA MAGICA,3304557,0.5206,7.0,0.681
CENTRO EDUCACIONAL MUNDO FELIZ LTDA,3304557,0.5206,7.0,0.681
CENTRO EDUCACIONAL MENDES BARBOSA,3304557,0.5206,7.0,0.681
GENTE MIUDA EDUCACAO INFANTIL,3304557,0.5206,7.0,0.681
CENTRO EDUCACIONAL PLANETA DO SABER,3304557,0.5206,7.0,0.681
COLEGIO INTERNACIONAL SIGNORELLI,3304557,0.5206,7.0,0.681
