codigo_municipio,populacao_0_17
2915809,5959
2915908,1652
2916005,3920
2916104,4613
2916203,2572
2916302,2566
2916401,16587
2916500,8697
2916609,2682
2916708,1819
2916807,4231
2916856,4338
2916906,2560
2917003,9083
2917102,4082
2917201,4163
2917300,5809
2917334,2888
2917359,2322
2917409,2801
2917508,21086
2917607,12205
2917706,7973
2917805,4431
2917904,2818
2918001,39567
2918100,9769
2918209,3286
2918308,3548
2918357,7320
2918407,68289
2918456,2533
2918506,4443
2918555,1439
2918605,1374
2918704,894
2918753,3198
2918803,5178
2918902,946
2919009,904
2919058,1772
2919108,2268
2919157,6857
2919207,47931
2919306,3007
2919405,2671
2919504,9955
2919553,32888
2919603,2821
2919702,4843
2919801,10015
2919900,2038
2919926,4347
2919959,1536
2920007,2221
2920106,4024
2920205,4502
2920304,1942
2920403,3453
2920452,3516
2920502,6700
2920601,8500
2920700,7062
2920809,2477
2920908,3547
2921005,11187
2921054,2678
2921104,5479
2921203,6236
2921302,2822
2921401,4141
2921450,2391
2921500,12185
2921609,2139
2921708,9427
2921807,2504
2921906,3241
2922003,10822
2922052,3805
2922102,4459
2922201,1522
2922250,3178
2922300,6765
2922409,4852
2922508,6498
2922607,3331
2922656,4867
2922706,3296
2922730,1716
2922755,1703
2922805,2183
2922854,1977
2922904,6307
2923001,11496
2923035,2765
2923050,2553
2923100,6014
2923209,5029
2923308,1842
2923357,5665
2923407,4730
2923506,2786
2923605,4294
2923704,8621
2923803,6229
2923902,2815
2924009,29258
2924058,3196
2924108,1540
2924207,4077
2924306,5112
2924405,11121
2924504,3423
2924603,5261
2924652,2336
2924678,2825
2924702,2103
2924801,4461
2924900,1897
2925006,5885
2925105,12384
2925204,7837
2925253,4911
2925303,48481
2925402,2762
2925501,10352
2925600,3544
2925709,2808
2925758,7897
2925808,6522
2925907,6288
2925931,2183
2925956,4992
2926004,10952
2926103,3480
2926202,6076
2926301,7655
2926400,7510
2926509,3587
2926608,13519
2926657,2538
2926707,2762
2926806,2799
2926905,2229
2927002,9518
2927101,3349
2927200,7219
2927309,3898
2927408,493892
2927507,5218
2927606,4060
2927705,8322
2927804,1200
2927903,2475
2928000,9878
2928059,3756
2928109,9952
2928208,6150
2928307,2172
2928406,7900
2928505,2460
2928604,12937
2928703,24024
2928802,14362
2928901,9933
2928950,1860
2929008,2535
2929057,4161
2929107,4511
2929206,10176
2929255,4879
2929305,10143
2929354,1392
2929370,2662
2929404,2343
2929503,9638
2929602,4220
2929701,4337
2929750,2680
2929800,2676
2929909,12172
2930006,2288
2930105,18886
2930154,10616
2930204,11650
2930303,4213
2930402,4098
2930501,20421
2930600,3263
2930709,30150
2930758,4262
2930766,3313
2930774,7335
2930808,4591
2930907,3077
2931004,4843
2931053,4318
2931103,1790
2931202,5161
2931301,4528
2931350,38258
2931400,1549
2931509,5630
2931608,4259
2931707,2564
2931806,3577
2931905,11712
2932002,6078
2932101,4584
2932200,4817
2932309,4226
2932408,3027
2932457,3899
2932507,4663
2932606,3538
2932705,5858
2932804,4420
2932903,21598
2933000,5751
2933059,3216
2933109,1821
2933158,3639
2933174,2288
2933208,9661
2933257,1473
2933307,91170
2933406,2349
2933455,3510
2933505,7100
2933604,13790
3100104,1191
3100203,4325
3100302,2942
3100401,842
3100500,1890
3100609,3118
3100708,443
3100807,934
3100906,4592
3101003,3637
3101102,5722
3101201,1090
3101300,545
3101409,666
3101508,6573
3101607,16879
3101631,1522
3101706,10200
3101805,1473
3101904,3941
3102001,3002
3102050,1418
3102100,2137
3102209,896
3102308,2983
3102407,1127
3102506,954
3102605,8332
3102704,2041
3102803,2350
3102852,2177
3102902,2198
3103009,2084
3103108,257
3103207,430
3103306,353
3103405,8029
3103504,25457
3103603,589
3103702,1843
3103751,2219
3103801,472
3103900,2192
3104007,25430
3104106,1901
3104205,8745
3104304,3044
3104403,567
3104452,1235
3104502,4568
3104601,2806
3104700,3104
3104809,1019
3104908,3637
3105004,1514
3105103,4187
3105202,942
3105301,1273
3105400,7137
3105509,1016
3105608,24712
3105707,1078
3105905,4303
3106002,2332
3106101,682
3106200,436188
3106309,5864
3106408,1782
3106507,2093
3106606,1291
3106655,1056
3106705,99817
3106804,664
3106903,2814
3107000,400
3107109,9057
3107208,1006
3107307,11948
3107406,11385
3107505,1322
3107604,980
3107703,1295
3107802,3125
3107901,2942
3108008,3319
3108107,1204
3108206,1295
3108255,2985
3108305,3346
3108404,3078
3108503,1507
3108552,4186
3108602,7703
3108701,843
3108800,878
3108909,2888
3109006,8235
3109105,2016
3109204,2084
3109253,891
3109303,6540
3109402,6422
3109451,1607
3109501,2463
3109600,723
3109709,2562
3109808,496
3109907,2387
3110004,8459
3110103,1225
3110202,874
3110301,2760
3110400,537
3110509,6021
3110608,5957
3110707,2568
3110806,632
3110905,3660
3111002,4035
3111101,3562
3111150,914
3111200,10532
3111309,2447
3111408,2316
3111507,3310
3111606,5865
3111705,982
3111804,2200
3111903,1078
3112000,2552
3112059,1029
3112109,1222
3112208,811
3112307,10249
3112406,1508
3112505,2331
3112604,3265
3112653,1081
3112703,3887
3112802,2192
3112901,2199
3113008,5376
3113107,577
3113206,5068
3113305,6641
3113404,19742
3113503,1968
3113602,1541
3113701,4105
3113800,727
3113909,2788
3114006,2041
3114105,3198
3114204,5264
3114303,5901
3114402,4420
3114501,3907
3114550,1975
3114600,896
3114709,645
3114808,815
3114907,428
3115003,550
3115102,3749
3115201,665
3115300,13132
3115359,1256
3115409,698
3115458,1986
3115474,1115
3115508,4232
3115607,198
3115706,1243
3115805,2520
3115904,683
3116001,1428
3116100,2529
3116159,3852
3116209,641
3116308,1163
3116407,1022
3116506,1592
3116605,6922
3116704,1352
3116803,1974
3116902,644
3117009,1445
3117108,2281
3117207,540
3117306,7325
3117405,933
3117504,5885
3117603,1150
3117702,2953
3117801,2436
3117836,1881
3117876,1574
3117900,2201
3118007,12407
3118106,1131
3118205,1487
3118304,27985
3118403,4778
3118502,314
3118601,133532
3118700,1923
3118809,6277
3118908,1445
3119005,758
3119104,5497
3119203,2075
3119302,6000
3119401,23471
3119500,1883
3119609,556
3119708,726
3119807,527
3119906,759
3119955,1242
3120003,637
3120102,1028
3120151,1428
3120201,2715
3120300,1469
3120409,1042
3120508,2175
3120607,1048
3120706,828
3120805,3172
3120839,952
3120870,2010
3120904,17532
3121001,1427
3121100,1652
3121209,1933
3121258,3066
3121308,972
3121407,1520
3121506,575
3121605,10731
3121704,713
3121803,1296
3121902,1007
3122009,4981
3122108,905
3122207,1604
3122306,46419
3122355,1722
3122405,1374
3122454,2251
3122470,890
3122504,991
3122603,1173
3122702,925
3122801,612
3122900,1302
3123007,2016
3123106,1156
3123205,2133
3123304,1021
3123403,309
3123502,383
3123528,1992
3123601,6006
3123700,3816
3123809,1539
3123858,1165
3123908,3017
3124005,4360
3124104,22347
3124203,5600
3124302,7577
3124401,1695
3124500,2299
3124609,439
3124708,442
3124807,1441
3124906,2151
3125002,946
3125101,12718
3125200,486
3125309,744
3125408,1195
3125507,601
3125606,1676
3125705,2783
3125804,567
3125903,1930
3125952,2532
3126000,1622
3126109,12870
3126208,2272
3126307,718
3126406,640
3126505,1386
3126604,1138
3126703,5466
3126752,1109
3126802,1490
3126901,1915
3126950,823
3127008,3502
3127057,1056
3127073,1329
3127107,13352
3127206,1033
3127305,1494
3127339,1200
3127354,639
3127370,655
3127388,808
3127404,902
3127503,1218
3127602,2486
3127701,56119
3127800,3487
3127909,260
3128006,7301
3128105,2958
3128204,1820
3128253,1172
3128303,3991
3128402,1620
3128501,682
3128600,1591
3128709,10380
3128808,1435
3128907,2047
3129004,1436
3129103,992
3129202,1252
3129301,2450
3129400,1105
3129509,5281
3129608,1650
3129657,1301
3129707,2817
3129806,42376
3129905,630
3130002,550
3130051,2686
3130101,11680
3130200,2564
3130309,1380
3130408,1515
3130507,2796
3130556,1746
3130606,1344
3130655,1481
3130705,1474
3130804,527
3130903,4616
3131000,1317
3131109,1577
3131158,3889
3131208,4252
3131307,49261
3131406,778
3131505,1839
3131604,1862
3131703,24716
3131802,2433
3131901,12238
3132008,931
3132107,4758
3132206,2868
3132305,3048
3132404,19654
3132503,8469
3132602,764
3132701,5240
3132800,431
3132909,2289
3133006,3166
3133105,3212
3133204,2449
3133303,4440
3133402,2740
3133501,3792
3133600,2902
3133709,3003
3133758,2913
3133808,19674
3133907,1177
3134004,3364
3134103,1376
3134202,22141
3134301,1382
3134400,8790
3134509,839
3134608,4238
3134707,2581
3134806,1638
3134905,5748
3135001,660
3135050,11397
3135076,1025
3135100,17655
3135209,17933
3135308,1118
3135357,1999
3135407,1260
3135456,1591
3135506,2687
3135605,1474
3135704,1197
3135803,5846
3135902,1051
3136009,3775
3136108,748
3136207,16968
3136306,11127
3136405,908
3136504,2417
3136520,979
3136553,1014
3136579,999
3136603,1368
3136652,7630
3136702,104428
3136801,847
3136900,2499
3136959,1607
3137007,3906
3137106,1260
3137205,11075
3137304,851
3137403,2973
3137502,3928
3137536,2052
3137601,16587
3137700,5189
3137809,4218
3137908,634
3138005,1123
3138104,1698
3138203,21447
3138302,696
3138351,1049
3138401,11023
3138500,844
3138609,3532
3138625,2025
3138658,2240
3138674,1763
3138682,1657
3138708,1128
3138807,3556
3138906,1462
3139003,8373
3139102,1073
3139201,4070
3139250,1172
3139300,5124
3139409,22809
3139508,4820
3139607,6022
3139706,1618
3139805,2725
3139904,3214
3140001,14256
3140100,1015
3140159,4000
3140209,721
3140308,1018
3140407,701
3140506,3062
3140530,2164
3140555,2061
3140605,916
3140704,9254
3140803,2825
3140852,2702
3140902,4953
3141009,2622
3141108,8626
3141207,755
3141306,898
3141405,4918
3141504,1131
3141603,2018
3141702,1076
3141801,6135
3141900,751
3142007,3136
3142106,1874
3142205,2966
3142254,1042
3142304,1036
3142403,1588
3142502,451
3142601,1776
3142700,3517
3142809,4499
3142908,4285
3143005,2540
3143104,10296
3143153,1201
3143203,4239
3143302,97905
3143401,5081
3143450,1703
3143500,2035
3143609,536
3143708,637
3143807,1726
3143906,22072
3144003,6574
3144102,4507
3144201,546
3144300,8179
3144359,1685
3144375,877
3144409,849
3144508,1735
3144607,5377
3144656,2385
3144672,743
3144706,3983
3144805,24766
3144904,834
3145000,3684
3145059,1690
3145109,3850
3145208,28814
3145307,7264
3145356,2590
3145372,1126
3145406,386
3145455,1462
3145505,525
3145604,7656
3145703,434
3145802,631
3145851,1149
3145877,2194
3145901,8931
3146008,6261
3146107,15442
3146206,1464
3146255,1474
3146305,4595
3146404,753
3146503,1551
3146552,1398
3146602,263
3146701,1100
3146750,1452
3146909,3302
3147006,23390
3147105,20807
3147204,4677
3147303,4187
3147402,5448
3147501,304
3147600,3140
3147709,1514
3147808,434
3147907,24427
3147956,1205
3148004,32721
3148103,20567
3148202,1136
3148301,1824
3148400,1061
3148509,1917
3148608,4006
3148707,5948
3148756,1954
3148806,602
3148905,806
3149002,638
3149101,2253
3149150,2794
3149200,735
3149309,13260
3149408,333
3149507,718
3149606,920
3149705,3179
3149804,4388
3149903,4482
3149952,1719
3150000,842
3150109,533
3150158,2122
3150208,958
3150307,882
3150406,960
3150505,1600
3150539,1182
3150570,2003
3150604,1232
3150703,1386
3150802,3696
3150901,1285
3151008,2090
3151107,2360
3151206,14132
3151305,2384
3151404,6042
3151503,7388
3151602,2799
3151701,3227
3151800,32403
3151909,1730
3152006,7534
3152105,11670
3152131,1021
3152170,2970
3152204,8513
3152303,2049
3152402,3198
3152501,32674
3152600,1273
3152709,1860
3152808,6736
3152907,1584
3153004,789
3153103,934
3153202,703
3153301,843
3153400,4000
3153509,1819
3153608,2806
3153707,623
3153806,309
3153905,3597
3154002,4827
3154101,1821
3154150,2000
3154200,2239
3154309,3933
3154408,941
3154457,1675
3154507,2309
3154606,81426
3154705,830
3154804,2250
3154903,2733
3155009,435
3155108,1079
3155207,963
3155306,994
3155405,1720
3155504,3239
3155603,7010
3155702,3081
3155801,3453
3155900,973
3156007,2942
3156106,884
3156205,514
3156304,2075
3156403,752
3156452,969
3156502,1290
3156601,2175
3156700,29278
3156809,3276
3156908,5958
3157005,8942
3157104,1593
3157203,7115
3157252,1988
3157278,760
3157302,854
3157336,1790
3157377,907
3157401,880
3157500,987
3157609,930
3157658,1869
3157708,4124
3157807,51665
3157906,4333
3158003,2465
3158102,1104
3158201,3057
3158300,1358
3158409,670
3158508,1320
3158607,822
3158706,443
3158805,792
3158904,2249
3158953,10965
3159001,1141
3159100,700
3159209,1536
3159308,942
3159357,1611
3159407,682
3159506,1387
3159605,8916
3159704,791
3159803,4679
3159902,3806
3160009,742
3160108,958
3160207,891
3160306,2570
3160405,6116
3160454,1753
3160504,383
3160603,544
3160702,8567
3160801,1217
3160900,819
3160959,1417
3161007,3458
3161056,688
3161106,14766
3161205,1183
3161304,1310
3161403,982
3161502,2217
3161601,763
3161650,719
3161700,1894
3161809,2651
3161908,2827
3162005,5639
3162104,9991
3162203,1587
3162252,1165
3162302,583
3162401,5804
3162450,4615
3162500,16671
3162559,3061
3162575,1216
3162609,1517
3162658,990
3162708,5583
3162807,3627
3162906,5394
3162922,8469
3162948,1905
3162955,6075
3163003,1029
3163102,1052
3163201,885
3163300,828
3163409,1120
3163508,1490
3163607,632
3163706,9040
3163805,1284
3163904,971
3164001,1536
3164100,1126
3164209,2664
3164308,1442
3164407,1583
3164431,671
3164472,1582
3164506,2345
3164605,2230
3164704,15622
3164803,263
3164902,461
3165008,2383
3165107,1562
3165206,1447
3165305,1461
3165404,1459
3165503,1156
3165537,9104
3165552,3202
3165560,417
3165578,1619
3165602,576
3165701,1632
3165800,338
3165909,871
3166006,1032
3166105,763
3166204,2010
3166303,1762
3166402,362
3166501,977
3166600,144
3166709,1778
3166808,3100
3166907,1701
3166956,1017
3167004,394
3167103,5079
3167202,47516
3167301,481
3167400,1220
3167509,597
3167608,5172
3167707,1140
3167806,1212
3167905,776
3168002,7862
3168051,768
3168101,1047
3168200,341
3168309,894
3168408,3330
3168507,2365
3168606,31484
3168705,17564
3168804,1605
3168903,1658
3169000,3355
3169059,596
3169109,1620
3169208,1776
3169307,17143
3169356,6699
3169406,12191
3169505,1462
3169604,5524
3169703,4678
3169802,1135
3169901,22576
3170008,3027
3170057,3112
3170107,73942
3170206,157889
3170305,644
3170404,20461
3170438,870
3170479,783
3170503,2470
3170529,5258
3170578,1257
3170602,472
3170651,1155
3170701,29604
3170750,1804
3170800,7644
3170909,5301
3171006,4432
3171030,2320
3171071,1186
3171105,765
3171154,1128
3171204,32410
3171303,15061
3171402,759
3171501,825
3171600,2588
3171709,1819
3171808,2335
3171907,1000
3172004,8783
3172103,956
3172202,466
3200102,7050
3200136,2251
3200169,2883
3200201,6156
3200300,2814
3200359,1769
3200409,7102
3200508,1569
3200607,24723
3200706,2576
3200805,7245
3200904,10433
3201001,3326
3201100,2266
3201159,3504
3201209,41110
3201308,87968
3201407,7591
3201506,25500
3201605,7268
3201704,2778
3201803,1205
3201902,7689
3202009,1529
3202108,5057
3202207,4142
3202256,2500
3202306,7013
3202405,28831
3202454,6341
3202504,2675
3202553,2571
3202603,2365
3202652,3502
3202702,2656
3202801,10214
3202900,2005
3203007,7237
3203056,8023
3203106,2569
3203130,2958
3203163,2098
3203205,42916
3203304,3026
3203320,10077
3203346,4164
3203353,2503
3203403,5131
3203502,4701
3203601,1233
3203700,4322
3203809,3021
3203908,11174
3204005,4264
3204054,5872
3204104,6267
3204203,5286
3204252,1584
3204302,3585
3204351,4610
3204401,2419
3204500,2874
3204559,9997
3204609,4617
3204658,1856
3204708,7219
3204807,2381
3204906,30766
3204955,2090
3205002,131650
3205010,7719
3205036,4547
3205069,5220
3205101,18128
3205150,2020
3205176,3184
3205200,98515
3205309,64226
3300100,40838
3300159,2311
3300209,29144
3300225,2712
3300233,9349
3300258,6739
3300308,20291
3300407,35711
3300456,117059
3300506,6178
3300605,7639
3300704,51937
3300803,12714
3300902,2831
3300936,3386
3300951,2060
3301009,114930
3301108,4352
3301157,2886
3301207,3684
3301306,11490
3301405,5052
3301504,4528
3301603,2486
3301702,194354
3301801,2367
3301850,12543
3301876,5916
3301900,51619
3302007,29406
3302056,2766
3302106,4416
3302205,20707
3302254,7004
3302270,24077
3302304,1570
3302403,61943
3302452,1287
3302502,56080
3302601,8859
3302700,42807
3302809,3467
3302858,37544
3302908,5170
3303005,6103
3303104,3190
3303203,29727
3303302,84984
3303401,37184
3303500,185097
3303609,8380
3303708,9665
3303807,11091
3303856,6910
3303906,55841
3303955,5549
3304003,6166
3304102,3981
3304110,5024
3304128,3173
3304144,35053
3304151,5592
3304201,28384
3304300,12233
3304409,3769
3304508,2108
3304524,37987
3304557,1251008
3304607,2166
3304706,8691
3304755,11058
3304805,8403
3304904,180641
3305000,8077
3305109,100123
3305133,1457
3305158,5140
3305208,24554
3305307,1679
3305406,3841
3305505,19544
3305554,19722
3305604,5232
3305703,3468
3305752,7377
3305802,35604
3305901,2211
3306008,17758
3306107,14401
3306156,2662
3306206,7460
3306305,52939
3500105,6411
3500204,946
3500303,7492
3500402,1388
3500501,3419
3500550,1634
3500600,433
3500709,8914
3500758,1454
3500808,893
3500907,797
3501004,3709
3501103,694
3501152,4185
3501202,710
3501301,6222
3501400,739
3501509,677
3501608,46982
3501707,7624
3501806,1114
3501905,13160
3502002,1086
3502101,12244
3502200,5729
3502309,1443
3502408,902
3502507,6874
3502606,756
3502705,6053
3502754,5760
3502804,40512
3502903,6714
3503000,1175
3503109,1670
3503158,515
3503208,49459
3503307,27317
3503356,477
3503406,1632
3503505,842
3503604,2480
3503703,1499
3503802,11983
3503901,20842
3503950,386
3504008,21146
3504107,35029
3504206,2712
3504305,1057
3504404,2493
3504503,21030
3504602,6282
3504701,295
3504800,1922
3504909,2171
3505005,855
3505104,1323
3505203,6831
3505302,6273
3505351,1328
3505401,1804
3505500,25793
3505609,8267
3505708,77792
3505807,4726
3505906,12207
3506003,79783
3506102,16001
3506201,611
3506300,2310
3506359,16505
3506409,1442
3506508,25150
3506607,7077
3506706,3195
3506805,2513
3506904,2344
3507001,14109
3507100,5157
3507159,990
3507209,216
3507308,1177
3507407,2799
3507456,731
3507506,31385
3507605,37106
3507704,1218
3507753,544
3507803,5650
3507902,5231
3508009,5644
3508108,3644
3508207,952
3508306,998
3508405,11779
3508504,21843
3508603,7280
3508702,3677
3508801,3782
3508900,758
3509007,22343
3509106,897
3509205,23683
3509254,7635
3509304,1830
3509403,5508
3509452,1355
3509502,230413
3509601,18366
3509700,10908
3509809,1162
3509908,2969
3509957,1305
3510005,6351
3510104,494
3510153,1699
3510203,11216
3510302,5236
3510401,11482
3510500,32656
3510609,94078
3510708,2250
3510807,5888
3510906,535
3511003,4673
3511102,23337
3511201,1510
3511300,2756
3511409,5009
3511508,9605
3511607,4434
3511706,3607
3511904,1724
3512001,4091
3512100,1660
3512209,6828
3512308,3341
3512407,5748
3512506,1201
3512605,921
3512704,983
3512803,13536
3512902,1844
3513009,69131
3513108,7192
3513207,2169
3513306,408
3513405,16480
3513504,27764
3513603,4524
3513702,6424
3513801,87574
3513850,319
3513900,2052
3514007,2143
3514106,5794
3514205,437
3514304,1521
3514403,8636
3514502,2410
3514601,2116
3514700,1410
3514809,3603
3514908,4262
3514924,671
3514957,468
3515004,63629
3515103,16651
3515129,593
3515152,4861
3515186,7562
3515194,1095
3515202,1854
3515301,637
3515350,1928
3515400,3645
3515509,14074
3515608,1149
3515657,376
3515707,45226
3515806,287
3515905,443
3516002,2402
3516101,603
3516200,78064
3516309,44365
3516408,35262
3516507,545
3516606,1284
3516705,8688
3516804,706
3516853,1176
3516903,2057
3517000,1885
3517109,917
3517208,2762
3517307,1280
3517406,8428
3517505,4887
3517604,4051
3517703,4323
3517802,1330
3517901,2294
3518008,410
3518107,1561
3518206,6510
3518305,7234
3518404,24841
3518503,2807
3518602,8869
3518701,68790
3518800,309323
3518859,1774
3518909,948
3519006,2069
3519055,3499
3519071,55700
3519105,2346
3519204,1292
3519253,1570
3519303,7869
3519402,2447
3519501,1406
3519600,13309
3519709,18287
3519808,1502
3519907,1645
3520004,5095
3520103,5672
3520202,2440
3520301,6835
3520400,8293
3520426,2825
3520442,4939
3520509,55459
3520608,1076
3520707,794
3520806,731
3520905,3268
3521002,8867
3521101,1605
3521150,1595
3521200,1085
3521309,3278
3521408,4809
3521507,1532
3521606,1155
3521705,4133
3521804,6173
3521903,3488
3522000,875
3522109,26579
3522158,842
3522208,40429
3522307,36754
3522406,21791
3522505,61603
3522604,14123
3522653,1156
3522703,8020
3522802,3356
3522901,3394
3523008,877
3523107,99473
3523206,10525
3523305,4159
3523404,25694
3523503,4616
3523602,3138
3523701,1428
3523800,1733
3523909,38350
3524006,17825
3524105,7777
3524204,1318
3524303,14232
3524402,54011
3524501,1802
3524600,4059
3524709,12979
3524808,9309
3524907,1475
3525003,28381
3525102,10588
3525201,9296
3525300,27600
3525409,1027
3525508,2865
3525607,1092
3525706,8090
3525805,980
3525854,744
3525904,90755
3526001,4128
3526100,4170
3526209,6857
3526308,952
3526407,5765
3526506,962
3526605,1883
3526704,22007
3526803,14871
3526902,60159
3527009,1487
3527108,15630
3527207,18745
3527256,388
3527306,12728
3527405,3672
3527504,499
3527603,3096
3527702,1135
3527801,976
3527900,599
3528007,3880
3528106,1432
3528205,763
3528304,598
3528403,11485
3528502,21958
3528601,2161
3528700,743
3528809,2800
3528858,691
3528908,732
3529005,50865
3529104,319
3529203,5161
3529302,15971
3529401,94435
3529500,1340
3529609,955
3529658,438
3529708,4508
3529807,2453
3529906,4769
3530003,602
3530102,4725
3530201,3527
3530300,13574
3530409,1038
3530508,13916
3530607,107162
3530706,32845
3530805,18934
3530904,984
3531001,383
3531100,13889
3531209,1631
3531308,9181
3531407,4527
3531506,3573
3531605,912
3531704,981
3531803,16266
3531902,6743
3532009,3198
3532058,894
3532108,691
3532157,655
3532207,1543
3532306,1516
3532405,4047
3532504,1870
3532603,1832
3532702,1168
3532801,1458
3532827,2306
3532843,343
3532868,249
3532900,2191
3533007,4300
3533106,456
3533205,1001
3533254,1133
3533304,596
3533403,13324
3533502,8255
3533601,1653
3533700,1025
3533809,518
3533908,12103
3534005,1157
3534104,1263
3534203,1458
3534302,7953
3534401,164759
3534500,467
3534609,5829
3534708,22838
3534757,2270
3534807,1892
3534906,1934
3535002,2457
3535101,2305
3535200,1562
3535309,3922
3535408,3709
3535507,9124
3535606,3920
3535705,1233
3535804,4788
3535903,891
3536000,2062
3536109,1763
3536208,4618
3536257,623
3536307,3595
3536406,2029
3536505,25646
3536570,482
3536604,1475
3536703,10288
3536802,1341
3536901,517
3537008,3608
3537107,8505
3537156,528
3537206,2753
3537305,13288
3537404,5091
3537503,2090
3537602,15938
3537701,1147
3537800,11532
3537909,6575
3538006,38545
3538105,2856
3538204,3106
3538303,655
3538501,2565
3538600,5144
3538709,89355
3538808,6332
3538907,4080
3539004,2165
3539103,5066
3539202,5415
3539301,15456
3539400,3440
3539509,8003
3539608,1010
3539707,736
3539806,24291
3539905,1183
3540002,4215
3540101,639
3540200,9231
3540259,992
3540309,514
3540408,859
3540507,2134
3540606,12249
3540705,11182
3540754,4578
3540804,4062
3540853,307
3540903,3845
3541000,81590
3541059,1310
3541109,832
3541208,2339
3541307,8715
3541406,46169
3541505,6693
3541604,7933
3541653,791
3541703,3093
3541802,821
3541901,2161
3542008,1628
3542107,2053
3542206,6248
3542305,981
3542404,4311
3542503,1232
3542602,14231
3542701,1608
3542800,771
3542909,2455
3543006,5023
3543105,1185
3543204,977
3543238,373
3543253,1749
3543303,23915
3543402,142287
3543501,1355
3543600,873
3543709,2025
3543808,1838
3543907,41935
3544004,7420
3544103,10784
3544202,1850
3544251,3853
3544301,2633
3544400,672
3544509,736
3544608,1076
3544707,566
3544806,1338
3544905,2423
3545001,3520
3545100,1078
3545159,1619
3545209,30406
3545308,9997
3545407,2008
3545506,932
3545605,2920
3545704,1339
3545803,37487
3546009,2918
3546108,579
3546207,787
3546256,492
3546306,6438
3546405,10442
3546504,1403
3546603,7097
3546702,5728
3546801,12206
3546900,1580
3547007,1309
3547106,681
3547205,283
3547304,39427
3547403,477
3547502,4593
3547601,4917
3547650,323
3547700,3554
3547809,147558
3547908,1521
3548005,5341
3548054,1879
3548104,1281
3548203,1514
3548302,629
3548401,920
3548500,74193
3548609,2402
3548708,169455
3548807,30754
3548906,52466
3549003,471
3549102,18286
3549201,523
3549250,406
3549300,409
3549409,10430
3549508,1929
3549607,908
3549706,10661
3549805,96786
3549904,155370
3549953,3737
3550001,1974
3550100,8104
3550209,7698
3550308,2377363
3550407,8016
3550506,1769
3550605,17659
3550704,20501
3550803,2085
3550902,2769
3551009,73798
3551108,2473
3551207,851
3551306,676
3551405,2236
3551504,10888
3551603,5784
3551702,29123
3551801,3306
3551900,3344
3552007,1435
3552106,7756
3552205,159309
3552304,1636
3552403,66027
3552502,75888
3552551,730
3552601,2236
3552700,3438
3552809,63209
3552908,1528
3553005,3169
3553104,1209
3553203,1096
3553302,4721
3553401,5272
3553500,2083
3553609,2356
3553658,536
3553708,10984
3553807,5283
3553856,1813
3553906,1529
3553955,3736
3554003,28921
3554102,67658
3554201,1027
3554300,5552
3554409,1697
3554508,7913
3554607,498
3554656,443
3554706,1933
3554755,410
3554805,10545
3554904,1410
3554953,1356
3555000,12662
3555109,2559
3555208,360
3555307,234
3555356,1344
3555406,21833
3555505,1351
3555604,2107
3555703,427
3555802,1718
3555901,297
3556008,2629
3556107,3190
3556206,24998
3556305,5270
3556354,2447
3556404,8861
3556453,12106
3556503,27153
3556602,2050
3556701,16272
3556800,3961
3556909,1984
3556958,382
3557006,29654
3557105,19328
3557154,600
3557204,2858
3557303,2586
4100103,1677
4100202,1631
4100301,2611
4100400,32885
4100459,829
4100509,4001
4100608,3430
4100707,2318
4100806,2097
4100905,1200
4101002,4720
4101051,637
4101101,4219
4101150,786
4101200,4382
4101309,1549
4101408,29667
4101507,27224
4101606,6724
4101655,746
4101705,3280
4101804,38903
4101853,492
4101903,2981
4102000,8011
4102109,5635
4102208,730
4102307,3264
4102406,6903
4102505,2282
4102604,2392
4102703,570
4102752,919
4102802,3237
4102901,4189
4103008,993
4103024,559
4103040,1608
4103057,1960
4103107,3610
4103156,942
4103206,1645
4103222,719
4103305,1544
4103354,1061
4103370,851
4103404,558
4103453,4743
4103479,971
4103503,2125
4103602,5223
4103701,23815
4103800,2189
4103909,3690
4103958,1015
4104006,12457
4104055,957
4104105,2146
4104204,32015
4104253,7327
4104303,22812
4104402,3714
4104428,4036
4104451,2878
4104501,4487
4104600,3470
4104659,6703
4104709,4048
4104808,81775
4104907,20046
4105003,2536
4105102,2374
4105201,4186
4105300,2446
4105409,5119
4105508,18099
4105607,2763
4105706,3859
4105805,58507
4105904,4582
4106001,2040
4106100,800
4106209,4746
4106308,4080
4106407,8926
4106456,1609
4106506,5467
4106555,806
4106571,999
4106605,5070
4106704,1000
4106803,3600
4106852,642
4106902,349701
4107009,3309
4107108,998
4107124,777
4107157,1181
4107207,10532
4107256,2140
4107306,1256
4107405,1362
4107504,2610
4107520,375
4107538,1059
4107546,1328
4107553,687
4107603,4136
4107652,42734
4107702,955
4107736,1598
4107751,1760
4107801,931
4107850,1011
4107900,2606
4108007,2644
4108106,629
4108205,1522
4108304,69837
4108320,2037
4108403,22292
4108452,1321
4108502,3050
4108551,634
4108601,6302
4108650,1755
4108700,1282
4108809,8255
4108908,1627
4108957,1950
4109005,1159
4109104,465
4109203,1017
4109302,3209
4109401,46146
4109500,1957
4109609,10548
4109658,1257
4109708,6861
4109757,1608
4109807,11815
4109906,2020
4110003,1276
4110052,453
4110078,3932
4110102,7782
4110201,2637
4110300,580
4110409,1015
4110508,3676
4110607,3629
4110656,495
