CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_SITUACAO_FUNCIONAMENTO,IN_AUDITORIO,IN_BIBLIOTECA,IN_BIBLIOTECA_SALA_LEITURA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_QUADRA_ESPORTES_COBERTA,QT_SALAS_UTILIZADAS,IN_INTERNET,QT_TUR_INF,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_EJA,QT_MAT_BAS,QT_MAT_MED,mat_por_sala,codigo_municipio
3304557,COLEGIO NOSSA SENHORA DA MISERICORDIA,33067864,4,3.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,1.0,7.0,10.0,4.0,3.0,0.0,0.0,406.0,53.0,2.2083333333333335,3304557
3304557,COL SANTOS DUMONT,33067929,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,3.0,5.0,4.0,2.0,0.0,0.0,165.0,18.0,1.125,3304557
3304557,COLEGIO NOSSA SENHORA DE LOURDES,33068534,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,1.0,6.0,7.0,4.0,3.0,0.0,0.0,303.0,38.0,1.2258064516129032,3304557
3304557,COL HERMANN,33068895,4,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,153.0,49.0,7.0,3304557
3304557,COLEGIO CELC,33068925,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,0.0,5.0,4.0,12.0,0.0,0.0,571.0,351.0,16.714285714285715,3304557
3304557,GINASIO NOSSA SRA DO BONSUCESSO,33069476,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,24.0,1.0,8.0,10.0,8.0,3.0,0.0,0.0,424.0,62.0,2.5833333333333335,3304557
3304557,EXTERNATO PINHEIRO LTDA,33069522,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,1.0,2.0,5.0,5.0,4.0,0.0,0.0,274.0,81.0,6.230769230769231,3304557
3304557,INSTITUTO PIO XI,33069565,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,1.0,3.0,8.0,8.0,5.0,0.0,0.0,546.0,117.0,3.65625,3304557
3304557,JD ESC SOLDADINHO DE CHUMBO,33069697,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,19.0,1.0,0.0,10.0,12.0,4.0,0.0,0.0,649.0,129.0,6.7894736842105265,3304557
3304557,UNID EDUC GAMA E SOUZA,33069778,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,2.0,5.0,4.0,3.0,9.0,0.0,391.0,85.0,3.8636363636363638,3304557
3304557,COLEGIO ALCANTARA,33069832,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9.0,1.0,0.0,5.0,4.0,2.0,0.0,0.0,142.0,10.0,1.1111111111111112,3304557
3304557,COLEGIO PINHEIRO,33070350,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0,1.0,2.0,6.0,4.0,3.0,0.0,0.0,316.0,45.0,3.0,3304557
3304557,COLEGIO FRANKLIN CARNEIRO,33070954,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,11.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,264.0,66.0,6.0,3304557
3304557,CENTRO EDUC CARVALHO DE MENDONCA - SUPERA MUNDI EDUCACAO,33071292,4,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,4.0,4.0,5.0,4.0,0.0,253.0,125.0,11.363636363636363,3304557
3304557,COLEGIO ARY QUINTELLA LTDA,33071403,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,14.0,1.0,3.0,6.0,6.0,3.0,2.0,0.0,419.0,83.0,5.928571428571429,3304557
3304557,COL HELIO ALONSO,33071632,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,342.0,55.0,3.0555555555555554,3304557
3304557,COL IMACULADO CORACAO DE MARIA,33071659,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,1.0,9.0,15.0,10.0,3.0,1.0,0.0,687.0,82.0,2.342857142857143,3304557
3304557,PENSI MARTINS,33071683,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,1.0,0.0,5.0,9.0,8.0,0.0,0.0,687.0,303.0,20.2,3304557
3304557,COLEGIO QI METROPOLITANO,33071721,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,21.0,1.0,0.0,8.0,7.0,6.0,0.0,0.0,580.0,190.0,9.047619047619047,3304557
3304557,COLEGIO SANTA MONICA - CACHAMBI,33071926,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,41.0,1.0,9.0,17.0,12.0,4.0,0.0,0.0,1156.0,131.0,3.1951219512195124,3304557
3304557,COLEGIO E CURSO GMT,33073406,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,7.0,5.0,0.0,0.0,350.0,145.0,18.125,3304557
3304557,JD ESC MONTE SINAI,33073783,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,7.0,10.0,4.0,3.0,0.0,0.0,294.0,50.0,4.166666666666667,3304557
3304557,SEFA SOCIEDADE EDUCACIONAL FERNANDO ALVES,33073910,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,19.0,1.0,3.0,11.0,9.0,3.0,0.0,0.0,354.0,32.0,1.6842105263157894,3304557
3304557,CENTRO EDUCACIONAL ROSA CHAMMA,33074089,4,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,7.0,5.0,0.0,0.0,374.0,188.0,14.461538461538462,3304557
3304557,ESCOLA PIO XII,33074771,4,3.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.0,1.0,4.0,10.0,5.0,3.0,0.0,0.0,442.0,58.0,1.7058823529411764,3304557
3304557,INSTITUTO JESUS EUCARISTICO,33074852,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,3.0,10.0,8.0,3.0,0.0,0.0,499.0,69.0,4.928571428571429,3304557
3304557,SOCIEDADE EDUC VILA DA PENHA,33075123,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,5.0,3.0,3.0,0.0,6.0,150.0,37.0,4.111111111111111,3304557
3304557,COLEGIO ESQUEMA,33075131,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,149.0,82.0,11.714285714285714,3304557
3304557,COL JOAO LYRA FILHO,33075280,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,24.0,1.0,6.0,10.0,0.0,1.0,0.0,0.0,141.0,7.0,0.2916666666666667,3304557
3304557,COLEGIO JOAO XXIII,33075310,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,1.0,7.0,10.0,8.0,3.0,0.0,0.0,601.0,54.0,2.347826086956522,3304557
3304557,COL NACIONAL,33075409,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,12.0,1.0,5.0,7.0,4.0,3.0,0.0,0.0,348.0,49.0,4.083333333333333,3304557
3304557,COL PENTAGONO,33075425,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.0,1.0,0.0,20.0,13.0,8.0,1.0,0.0,964.0,232.0,4.461538461538462,3304557
3304557,COL ROMUALDO FERREIRA DE ALMEIDA,33075506,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,219.0,40.0,2.1052631578947367,3304557
3304557,COL SAO SEBASTIAO,33075557,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,3.0,5.0,4.0,3.0,3.0,0.0,272.0,53.0,2.5238095238095237,3304557
3304557,SANTA MONICA REDE DE ENSINO - CASCADURA,33075581,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,52.0,1.0,14.0,22.0,17.0,6.0,0.0,0.0,1647.0,225.0,4.326923076923077,3304557
3304557,SANTA MONICA REDE DE ENSINO - BENTO RIBEIRO,33075620,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,0.0,0.0,12.0,5.0,0.0,0.0,548.0,152.0,10.133333333333333,3304557
3304557,COL AMERICO DE OLIVEIRA,33075930,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,17.0,1.0,0.0,6.0,7.0,3.0,0.0,0.0,310.0,68.0,4.0,3304557
3304557,INSTITUTO GEREMARIO DANTAS,33076510,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,211.0,39.0,1.95,3304557
3304557,CENTRO EDUC LUIZ DE CAMOES - CASA JD PINOCHIO LTDA,33076820,4,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,27.0,1.0,10.0,11.0,5.0,3.0,0.0,0.0,517.0,73.0,2.7037037037037037,3304557
3304557,COL BAHIENSE LTDA,33077029,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,1.0,5.0,10.0,7.0,3.0,1.0,0.0,566.0,94.0,3.9166666666666665,3304557
3304557,COL PRIMUS,33077274,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,0.0,10.0,9.0,3.0,0.0,0.0,445.0,110.0,8.461538461538462,3304557
3304557,ESCOLA PADRE BUTINHA,33078394,4,1.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,316.0,43.0,2.263157894736842,3304557
3304557,ESC PITUQUINHA LTDA,33078408,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,206.0,46.0,3.066666666666667,3304557
3304557,INSTITUTO TAMANDARE,33078521,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,20.0,1.0,2.0,9.0,6.0,3.0,0.0,0.0,353.0,54.0,2.7,3304557
3304557,INSTITUTO STELLA ALMEIDA,33078858,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,1.0,6.0,9.0,4.0,3.0,0.0,0.0,272.0,57.0,3.8,3304557
3304557,ASSOCIACAO EDUCACIONAL GARRIGA DE MENEZES,33078866,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,1.0,5.0,11.0,11.0,2.0,0.0,0.0,749.0,58.0,1.6571428571428573,3304557
3304557,CENTRO EDUCACIONAL ELPIDIO DA SILVA,33078963,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,292.0,90.0,8.181818181818182,3304557
3304557,CENTRO EDUC NOVO MUNDO,33079030,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,1.0,7.0,10.0,4.0,3.0,3.0,0.0,454.0,62.0,2.48,3304557
3304557,COLEGIO RIO DA PRATA,33079617,4,1.0,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,20.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,172.0,33.0,1.65,3304557
3304557,CENTRO EDUCACIONAL ORION,33081328,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,9.0,12.0,6.0,3.0,1.0,0.0,491.0,34.0,1.1333333333333333,3304557
3304557,LUARTE A CASA DO CURUMIM MATRIZ,33081603,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,30.0,1.0,6.0,12.0,7.0,3.0,0.0,0.0,600.0,76.0,2.533333333333333,3304557
3304557,COLEGIO JOAO PAULO I LTDA-EPP,33081727,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,1.0,10.0,14.0,12.0,10.0,10.0,0.0,1175.0,293.0,12.73913043478261,3304557
3304557,COL DE APLICACAO EMMANUEL LEONTISINIS,33082014,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,0.0,0.0,4.0,7.0,7.0,0.0,115.0,88.0,4.4,3304557
3304557,EDUCANDARIO SAO FRANCISCO DE ASSIS,33082200,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,1.0,4.0,5.0,4.0,2.0,0.0,0.0,212.0,22.0,0.88,3304557
3304557,ESC STA BARBARA FILIAL 2,33083533,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,24.0,1.0,7.0,10.0,8.0,3.0,0.0,0.0,405.0,51.0,2.125,3304557
3304557,ESC STA BARBARA LTDA,33083541,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0,1.0,13.0,17.0,10.0,6.0,0.0,0.0,817.0,131.0,3.4473684210526314,3304557
3304557,CENTRO DE EDUCACAO E TECNOLOGIA DO GRANDE RIO,33083550,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,35.0,1.0,0.0,0.0,0.0,31.0,41.0,0.0,1263.0,1012.0,28.914285714285715,3304557
3304557,COLEGIO VICTORIA CASTRO LTDA-ME,33083770,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,23.0,1.0,12.0,10.0,8.0,3.0,0.0,0.0,473.0,73.0,3.1739130434782608,3304557
3304557,COL APOLLO 12 FILIAL,33084165,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,1.0,4.0,11.0,8.0,8.0,3.0,0.0,697.0,152.0,3.8,3304557
3304557,COL HALLEY,33084254,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,23.0,1.0,7.0,14.0,9.0,8.0,6.0,0.0,833.0,180.0,7.826086956521739,3304557
3304557,SANTA MONICA REDE DE ENSINO - SANTA CRUZ,33084262,4,1.0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,43.0,1.0,10.0,15.0,11.0,4.0,0.0,0.0,1001.0,148.0,3.441860465116279,3304557
3304557,EDES - EDUCANDARIO EDITH DOS SANTOS,33084319,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,24.0,1.0,4.0,10.0,6.0,3.0,2.0,0.0,467.0,60.0,2.5,3304557
3304557,ESC SANTA ISABEL,33085269,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,24.0,1.0,8.0,10.0,8.0,4.0,0.0,0.0,613.0,131.0,5.458333333333333,3304557
3304557,COLEGIO CENECISTA CAPITAO LEMOS CUNHA,33085455,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,6.0,14.0,14.0,7.0,0.0,0.0,975.0,195.0,9.285714285714286,3304557
3304557,COLEGIO LONDON,33085595,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,139.0,63.0,9.0,3304557
3304557,SANTA MONICA REDE DE ENSINO - ILHA DO GOVERNADOR,33085609,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,8.0,10.0,6.0,3.0,0.0,0.0,419.0,73.0,3.65,3304557
3304557,EDUC THALES DE MILETO,33085692,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,12.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,17.0,12.0,1.0,3304557
3304557,ESC BRETANHA JD INFANCIA TIO CARECA,33085846,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,1.0,6.0,10.0,9.0,5.0,0.0,0.0,530.0,133.0,5.32,3304557
3304557,EDEL - ESC DINAMICA DE ED E LAZER,33085854,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,12.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,245.0,60.0,5.0,3304557
3304557,ESC MODELAR CAMBAUBA,33085897,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,6.0,8.0,8.0,4.0,4.0,0.0,608.0,111.0,3.7,3304557
3304557,JD ESC ANDORINHA LTDA,33086320,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,14.0,1.0,4.0,7.0,4.0,3.0,0.0,0.0,215.0,32.0,2.2857142857142856,3304557
3304557,COLEGIO MERCEDARIO PIO XII,33086699,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,327.0,51.0,1.275,3304557
3304557,CENTRO EDUC ANISIO TEIXEIRA,33087407,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,32.0,1.0,5.0,8.0,6.0,3.0,0.0,0.0,400.0,72.0,2.25,3304557
3304557,ESCOLA SUICO-BRASILEIRA RIO DE JANEIRO BY SWISS INTERNATIONAL SCHOOLS,33087539,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,1.0,0.0,4.0,9.0,5.0,0.0,0.0,349.0,88.0,2.838709677419355,3304557
3304557,ANGLO AMERICANO ESCOLAS INTEGRADAS LTD,33087628,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,30.0,1.0,5.0,6.0,4.0,3.0,0.0,0.0,292.0,57.0,1.9,3304557
3304557,ESCOLA SANTA CLARA,33088446,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0,1.0,1.0,5.0,4.0,3.0,2.0,0.0,164.0,43.0,2.263157894736842,3304557
3304557,COLEGIO SANTA MONICA - BONSUCESSO,33088519,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,35.0,1.0,6.0,10.0,8.0,3.0,1.0,0.0,847.0,132.0,3.7714285714285714,3304557
3304557,ESCOLA TECNICA VIRGINIA PATRICK,33088560,4,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,4.0,3.0,5.0,5.0,246.0,38.0,3.1666666666666665,3304557
3304557,SANTA MONICA REDE DE ENSINO MADUREIRA,33094861,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,8.0,10.0,7.0,3.0,0.0,0.0,481.0,48.0,1.7142857142857142,3304557
3304557,ESCOLA DINAMIS LTDA,33100705,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,64.0,64.0,7.111111111111111,3304557
3304557,COL SAINT JOHN,33100713,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,1.0,11.0,11.0,6.0,3.0,1.0,0.0,570.0,82.0,3.1538461538461537,3304557
3304557,COLEGIO VERITAS,33100926,4,1.0,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,16.0,1.0,5.0,8.0,4.0,3.0,0.0,0.0,288.0,35.0,2.1875,3304557
3304557,LICEU MOLIERE,33100977,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.0,1.0,7.0,16.0,12.0,7.0,0.0,0.0,723.0,125.0,2.4038461538461537,3304557
3304557,SANTA MONICA REDE DE ENSINO - BARRA DA TIJUCA,33100985,4,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,4.0,5.0,4.0,3.0,1.0,0.0,330.0,72.0,2.5714285714285716,3304557
3304557,COC - ILHA DO GOVERNADOR - UNIDADE CAMBAUBA,33101876,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,0.0,7.0,1.0,3.0,0.0,0.0,276.0,89.0,5.933333333333334,3304557
3304557,RECANTO INF IMACULADA CONCEICAO,33104220,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43.0,1.0,8.0,21.0,16.0,10.0,0.0,0.0,1400.0,311.0,7.232558139534884,3304557
3304557,INSTITUTO NOSSA SENHORA DA PIEDADE II,33104247,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,1.0,12.0,23.0,18.0,9.0,0.0,0.0,1617.0,265.0,5.3,3304557
3304557,COLEGIO PINHEIRO GUIMARAES - UNIDADE BARRA DA TIJUCA,33104573,4,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,52.0,52.0,3.7142857142857144,3304557
3304557,CENTRO EDUCACIONAL MINGOZZI LTDA,33105391,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,4.0,5.0,4.0,3.0,3.0,0.0,246.0,29.0,1.5263157894736843,3304557
3304557,COLEGIO PH,33105405,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,27.0,1.0,0.0,13.0,12.0,9.0,0.0,0.0,989.0,394.0,14.592592592592593,3304557
3304557,CENTRO EDUCACIONAL DI MAGGIO,33105758,4,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,4.0,7.0,4.0,3.0,0.0,0.0,273.0,70.0,4.375,3304557
3304557,REDE DE ENSINO DARWIN GAMA SOCIEDADE SIMPLES LTDA-ME,33106215,4,1.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,119.0,30.0,2.5,3304557
3304557,COLEGIO TAUA,33106460,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,1.0,5.0,10.0,8.0,3.0,0.0,0.0,372.0,57.0,3.8,3304557
3304557,COLEGIO ST GEORGES,33106851,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,12.0,1.0,0.0,14.0,9.0,4.0,0.0,0.0,633.0,114.0,9.5,3304557
3304557,JD ESC CANTINHO DO PARAISO,33106959,4,1.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,270.0,57.0,5.7,3304557
3304557,CENTRO EDUCACIONAL MELO MOREIRA,33106967,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,1.0,5.0,5.0,4.0,3.0,0.0,0.0,197.0,25.0,2.0833333333333335,3304557
3304557,CENTRO EDUCACIONAL SOUZA AMORIM E JARDIM ESCOLA GENTE SABIDA,33107297,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,27.0,1.0,6.0,11.0,11.0,8.0,0.0,0.0,746.0,203.0,7.518518518518518,3304557
3304557,CEBM SAO MATEUS,33107319,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,19.0,1.0,7.0,16.0,12.0,3.0,0.0,0.0,671.0,57.0,3.0,3304557
3304557,COLEGIO METAVERSO,33107998,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,8.0,11.0,4.0,3.0,0.0,0.0,299.0,74.0,3.8947368421052633,3304557
3304557,JD ESC CARA MELADA LTDA ME - CENTRO EDUC ARGOS,33108412,4,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,4.0,6.0,4.0,1.0,0.0,0.0,168.0,13.0,1.1818181818181819,3304557
3304557,COLEGIO-CURSO TAMANDARE,33109591,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,13.0,1.0,2.0,5.0,4.0,4.0,0.0,0.0,279.0,70.0,5.384615384615385,3304557
3304557,CENTRO ESCOLAR DE COPACABANA,33109630,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,128.0,33.0,4.125,3304557
3304557,CENTRO EDUCACIONAL SOUZA MADEIRA LTDA - ME,33109664,4,1.0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,14.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,110.0,31.0,2.2142857142857144,3304557
3304557,COL BAHIENSE LTDA,33109923,4,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,245.0,65.0,5.0,3304557
3304557,CENTRO EDUCACIONAL ESPACO INTEGRADO,33110034,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,1.0,3.0,10.0,9.0,6.0,0.0,0.0,532.0,127.0,1.9242424242424243,3304557
3304557,COLEGIO QUINTANILHA,33110050,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,30.0,1.0,8.0,10.0,8.0,3.0,3.0,0.0,767.0,145.0,4.833333333333333,3304557
3304557,JD ESC URSINHOS CARINHOSOS,33110093,4,1.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,12.0,17.0,9.0,5.0,2.0,0.0,999.0,126.0,4.666666666666667,3304557
3304557,COLEGIO PH,33110328,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,21.0,1.0,0.0,0.0,11.0,10.0,0.0,0.0,689.0,409.0,19.476190476190474,3304557
3304557,GALATAS SISTEMA EDUCACIONAL,33110360,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17.0,1.0,2.0,5.0,6.0,3.0,3.0,0.0,335.0,71.0,4.176470588235294,3304557
3304557,CENTRO EDUCACIONAL TRIANGULO,33111430,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,1.0,0.0,0.0,8.0,14.0,11.0,0.0,628.0,392.0,15.076923076923077,3304557
3304557,COLEGIO SANTA MONICA - TAQUARA,33111642,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,43.0,1.0,11.0,17.0,11.0,4.0,0.0,0.0,1198.0,127.0,2.953488372093023,3304557
3304557,INSTITUTO BRAGA CARNEIRO,33111871,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,12.0,1.0,5.0,5.0,4.0,3.0,0.0,0.0,282.0,46.0,3.8333333333333335,3304557
3304557,COL BAHIENSE VAZ LOBO,33111901,4,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,1.0,1.0,5.0,4.0,3.0,0.0,0.0,236.0,55.0,3.6666666666666665,3304557
3304557,ESCOLA SESI MARACANA,33113106,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,0.0,0.0,0.0,14.0,8.0,0.0,516.0,516.0,34.4,3304557
3304557,SANTA MONICA REDE DE ENSINO - CAMPO GRANDE,33113114,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,1.0,8.0,10.0,10.0,5.0,0.0,0.0,831.0,166.0,5.1875,3304557
3304557,CENTRO DE FORMACAO PROFISSIONAL BEZERRA DE ARAUJO,33113360,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,10.0,52.0,0.0,1353.0,282.0,18.8,3304557
3304557,COLEGIO SAN DIEGO LTDA,33114510,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,1.0,9.0,11.0,10.0,13.0,12.0,0.0,883.0,218.0,4.36,3304557
