"CD_DIST";"NM_DIST";"PERE0115_NOVA";"V06001";"V06002";"V06003";"V06004";"V06005";"V06006"
"312770115";"Baguari";"1212";"595";"1641";"2,10";"1751,56";"1757710,68";"1212"
"312770120";"Brejaubinha";"1212";"234";"579";"1,62";"1477,10";"691928,47";"1212"
"312770125";"Xonin";"1212";"575";"1417";"1,75";"1514,52";"962251,42";"1212"
"312770128";"Chonin de Baixo";"1300";"427";"1129";"2,08";"1956,69";"3358848,95";"1300"
"312770130";"Derribadinha";"1250";"79";"192";"1,91";"2015,25";"4840292,40";"1250"
"312770135";"Penha do Cassiano";"1230";"331";"830";"1,91";"2065,70";"33866299,57";"1230"
"312770137";"Santo Antônio do Pontal";"1212";"608";"1643";"1,86";"1767,43";"2423361,71";"1212"
"312770140";"Goiabal";"1212";"378";"1004";"1,52";"1624,52";"1449503,89";"1212"
"312770142";"São José do Itapinoã";"1212";"112";"285";"1,96";"1744,16";"14978123,06";"1212"
"312770145";"São Vítor";"1212";"361";"910";"1,74";"1429,00";"722068,82";"1212"
"312770155";"Vila Nova Floresta";"1212";"382";"1007";"1,63";"1545,38";"1488936,13";"1212"
"312770160";"Córrego dos Melquíades";"1212";"202";"518";"1,71";"1752,69";"8834070,51";"1212"
"312770165";"Córregos do Bernardo";"1212";"258";"666";"1,57";"1555,01";"1222182,32";"1212"
"312770170";"Porto das Cachoeiras";"1212";"145";"392";"2,13";"1761,16";"1870780,12";"1212"
"312770175";"Vila Nova Brasília";"1212";"136";"361";"1,92";"1677,44";"2009751,31";"1212"
"312780005";"Grão Mogol";"1212";"3530";"10066";"2,40";"1573,73";"4422677,34";"1212"
"312780010";"Barrocão";"1212";"432";"1249";"2,57";"1110,30";"479224,27";"1212"
"312780030";"Vale das Cancelas";"1212";"544";"1676";"2,40";"1478,48";"1344658,65";"1212"
"312780035";"Vila Sítio";"1212";"299";"854";"1,59";"1299,57";"3341011,29";"1212"
"312790905";"Grupiara";"1212";"563";"1392";"1,51";"2497,00";"48745704,08";"1212"
"312800605";"Guanhães";"1212";"10065";"27177";"1,82";"2396,80";"11893603,61";"1212"
"312800610";"Correntinho";"1212";"719";"1963";"2,11";"1256,92";"450324,01";"1212"
"312800615";"Farias";"1212";"391";"1065";"1,87";"1529,49";"1172396,75";"1212"
"312800620";"Sapucaia de Guanhães";"1212";"326";"776";"1,44";"1697,22";"1541379,36";"1212"
"312800625";"Taquaral de Guanhães";"1212";"415";"1093";"1,90";"1601,36";"1173112,34";"1212"
"312810505";"Guapé";"1300";"4920";"13077";"1,73";"2245,20";"9760680,61";"1300"
"312810510";"Araúna";"2000";"259";"649";"1,30";"2467,51";"3805365,00";"2000"
"312820405";"Guaraciaba";"1212";"3522";"9706";"1,98";"1462,43";"1977999,77";"1212"
"312825305";"Guaraciama";"1212";"1857";"5046";"1,85";"1435,87";"1920304,51";"1212"
"312830305";"Guaranésia";"1600";"6180";"16928";"1,81";"2309,71";"6529840,76";"1600"
"312830310";"Santa Cruz do Prata";"1212";"687";"1906";"1,71";"1669,03";"1083110,15";"1212"
"312840205";"Guarani";"1212";"2867";"7674";"2,05";"2137,71";"9330402,07";"1212"
"312850105";"Guarará";"1212";"1150";"3149";"1,90";"1899,51";"5657644,56";"1212"
"312860005";"Guarda-Mor";"2000";"2407";"6501";"1,75";"3203,48";"27387447,51";"2000"
"312870905";"Guaxupé";"1900";"19109";"50682";"1,70";"2798,48";"11430506,44";"1900"
"312880805";"Guidoval";"1300";"2764";"7103";"1,72";"1864,28";"2337616,05";"1300"
"312890705";"Guimarânia";"1212";"2922";"8455";"2,07";"2256,74";"16867336,82";"1212"
"312900405";"Guiricema";"1212";"2097";"5372";"1,48";"1985,57";"7780838,39";"1212"
"312900410";"Tuiutinga";"1212";"561";"1419";"1,31";"1787,21";"4066530,39";"1212"
"312900415";"Vilas Boas";"1212";"381";"970";"1,47";"1437,96";"833279,89";"1212"
"312910305";"Gurinhatã";"1800";"1535";"3706";"1,46";"2716,55";"13338783,79";"1800"
"312910310";"Flor de Minas";"1500";"603";"1456";"1,44";"3157,71";"46108694,07";"1500"
"312920205";"Heliodora";"1212";"2322";"6103";"1,64";"1864,01";"3504592,49";"1212"
"312930105";"Iapu";"1212";"3718";"10763";"2,67";"1883,13";"6736149,32";"1212"
"312930115";"São Sebastião da Barra";"1200";"336";"1239";"4,94";"1308,01";"235720,02";"1200"
"312940005";"Ibertioga";"1212";"1930";"5143";"1,88";"1989,20";"9279201,67";"1212"
"312950905";"Ibiá";"1800";"7546";"20007";"1,82";"2630,30";"14245114,81";"1800"
"312950910";"Argenita";"2000";"346";"840";"1,54";"3434,27";"23011683,64";"2000"
"312950915";"Tobati";"1822";"485";"1246";"1,72";"3825,04";"65550799,57";"1822"
"312960805";"Ibiaí";"1212";"2054";"5815";"2,31";"1348,03";"2325871,21";"1212"
"312960815";"Bom Jesus da Vereda";"1200";"160";"464";"2,96";"1170,08";"197426,21";"1200"
"312965705";"Ibiracatu";"1212";"949";"2737";"2,43";"1341,05";"1220743,02";"1212"
"312965710";"Bonança";"1212";"462";"1282";"2,04";"1351,47";"1911010,76";"1212"
"312965715";"Campo Alegre de Minas";"1212";"363";"1062";"2,39";"1182,77";"467887,26";"1212"
"312970705";"Ibiraci";"1400";"3810";"10916";"2,12";"2200,64";"6242706,11";"1400"
"312980605";"Ibirité";"1600";"31437";"90518";"1,85";"2219,85";"5375878,80";"1600"
"312980610";"Parque Durval de Barros";"1500";"27312";"79725";"2,02";"1940,53";"3138350,21";"1500"
"312990505";"Ibitiúra de Minas";"1500";"1323";"3320";"1,49";"2226,15";"5146367,93";"1500"
"313000205";"Ibituruna";"1212";"967";"2670";"2,06";"1983,22";"11764725,04";"1212"
"313005105";"Icaraí de Minas";"1212";"3276";"10673";"2,75";"1437,32";"3564437,93";"1212"
"313010105";"Igarapé";"1600";"15895";"45760";"2,02";"2477,02";"8418113,02";"1600"
"313020005";"Igaratinga";"1500";"2611";"7280";"1,80";"2043,16";"2673842,64";"1500"
"313020010";"Antunes";"1224";"1226";"3488";"1,88";"1717,40";"1921026,31";"1224"
"313030905";"Iguatama";"1500";"2591";"6538";"1,65";"2282,15";"6921675,67";"1500"
"313030915";"Corguinhos";"1212";"115";"263";"1,65";"2181,38";"11527714,38";"1212"
"313040805";"Ijaci";"1300";"2363";"6985";"1,98";"2106,62";"7349384,35";"1300"
"313050705";"Ilicínea";"1212";"4616";"12715";"1,84";"1899,20";"6465754,40";"1212"
"313055605";"Imbé de Minas";"1212";"1903";"5191";"1,46";"1420,48";"1124372,51";"1212"
"313055610";"Manducas";"1212";"280";"826";"1,96";"1536,88";"2364655,10";"1212"
"313055615";"Graçópolis";"1212";"359";"959";"1,55";"1099,83";"328821,62";"1212"
"313060605";"Inconfidentes";"1450";"2763";"7301";"1,63";"2308,69";"5759450,47";"1450"
"313065505";"Indaiabira";"1212";"1386";"4083";"1,85";"1374,72";"3011604,57";"1212"
"313065510";"Barra de Alegria";"1212";"772";"2261";"2,25";"1250,44";"703032,99";"1212"
"313070505";"Indianópolis";"1800";"2263";"6106";"1,80";"3181,08";"490674758,84";"1800"
"313080405";"Ingaí";"1212";"936";"2555";"1,82";"2108,69";"6094006,50";"1212"
"313090305";"Inhapim";"1212";"5582";"14456";"1,56";"2872,41";"2953866407,78";"1212"
"313090307";"Bom Jesus do Rio Preto";"1212";"279";"747";"1,62";"1505,50";"922599,65";"1212"
"313090310";"Itajutiba";"1212";"160";"404";"1,57";"1711,88";"10916461,39";"1212"
"313090313";"Jerusalém";"1212";"167";"434";"1,46";"1910,41";"6456948,12";"1212"
"313090316";"Macadame";"1212";"244";"641";"1,50";"1835,94";"3861298,30";"1212"
"313090319";"Novo Horizonte de Inhapim";"1212";"179";"447";"1,33";"1586,10";"3285895,78";"1212"
"313090321";"Santo Antônio do Alegre";"1212";"485";"1286";"1,48";"1403,75";"771813,18";"1212"
"313090323";"São Tomé de Minas";"1200";"214";"539";"1,23";"1085,05";"325849,69";"1200"
"313090325";"Tabajara";"1200";"419";"1102";"1,63";"1583,03";"2303508,74";"1200"
"313090330";"Córrego Januário";"1212";"399";"1115";"1,87";"1504,59";"2710554,18";"1212"
"313090335";"São José do Peixe de Inhapim";"1212";"128";"339";"1,44";"1390,17";"810169,43";"1212"
"313090340";"São José do Taquaral";"1212";"364";"999";"1,38";"1281,95";"432329,49";"1212"
"313100005";"Inhaúma";"1212";"2230";"6228";"1,92";"2077,18";"6822215,22";"1212"
"313110905";"Inimutaba";"1212";"2767";"7346";"1,96";"1629,91";"3130073,78";"1212"
"313115805";"Ipaba";"1212";"4910";"13745";"1,96";"1878,15";"2611149,09";"1212"
"313115815";"Vale Verde de Minas";"1212";"837";"2201";"1,70";"1791,22";"1405852,47";"1212"
"313120805";"Ipanema";"1212";"7570";"19457";"1,63";"2035,70";"8956441,22";"1212"
"313130705";"Ipatinga";"2000";"53242";"139995";"1,62";"3250,90";"17451051,52";"2000"
"313130710";"Barra Alegre";"1800";"32465";"87310";"1,67";"2958,73";"18898928,71";"1800"
"313140605";"Ipiaçu";"1220";"1533";"3753";"1,48";"2157,07";"8233494,83";"1220"
"313150505";"Ipuiúna";"1400";"3347";"9088";"1,76";"2115,05";"8136019,81";"1400"
"313160405";"Iraí de Minas";"1214";"2493";"7172";"2,02";"2627,82";"44444443,60";"1214"
"313170305";"Itabira";"2000";"37677";"107885";"2,01";"2968,98";"13272188,32";"2000"
"313170310";"Ipoema";"1212";"961";"2517";"2,07";"2079,97";"28697356,35";"1212"
"313170315";"Senhora do Carmo";"1212";"1101";"2749";"1,76";"1637,29";"2839148,81";"1212"
"313180205";"Itabirinha";"1212";"2911";"7757";"1,66";"1868,92";"9508674,26";"1212"
"313180210";"Boa União de Itabirinha";"1200";"562";"1407";"1,67";"1142,23";"542781,86";"1200"
"313180215";"São Sebastião do Itabira";"1212";"442";"1187";"1,49";"1243,74";"677431,46";"1212"
"313190105";"Itabirito";"2000";"17296";"50818";"1,95";"2882,49";"10176628,00";"2000"
"313190110";"Acuruí";"1280";"162";"406";"1,51";"2129,81";"4989479,08";"1280"
"313190115";"Bação";"1500";"462";"1234";"2,16";"2534,58";"9531753,09";"1500"
"313190120";"São Gonçalo do Monte";"1500";"223";"664";"1,93";"2343,62";"12881331,18";"1500"
"313200805";"Itacambira";"1212";"1186";"3426";"2,33";"1244,50";"650073,63";"1212"
"313200810";"São José do Rio Preto de Minas";"1212";"271";"826";"2,33";"1302,93";"526369,51";"1212"
"313210705";"Itacarambi";"1212";"5335";"17115";"3,03";"1480,56";"1982031,52";"1212"
"313220605";"Itaguara";"1500";"5202";"13789";"1,68";"2412,83";"207039892,96";"1500"
"313230505";"Itaipé";"1200";"3497";"10426";"2,84";"1461,05";"8286344,46";"1200"
"313240405";"Itajubá";"2000";"33109";"90410";"1,93";"3331,31";"48562219,12";"2000"
"313240460";"Lourenço Velho";"1212";"515";"1552";"2,28";"1784,62";"2160800,81";"1212"
"313250305";"Itamarandiba";"1212";"8478";"23530";"1,87";"1887,07";"10912818,07";"1212"
"313250313";"Contrato";"1250";"731";"2210";"2,34";"1823,03";"1822476,41";"1250"
"313250314";"Dom Serafim";"1200";"228";"603";"1,77";"1986,98";"51887853,85";"1200"
"313250315";"Padre João Afonso";"1200";"649";"1928";"2,00";"1248,32";"1108942,09";"1200"
"313250320";"Penha de França";"1212";"624";"1729";"1,97";"1313,54";"1069226,76";"1212"
"313250325";"Santa Joana";"1212";"412";"1209";"2,28";"1215,79";"1499710,25";"1212"
"313250330";"Santa Luzia de Minas";"1212";"296";"847";"2,12";"1229,38";"855578,13";"1212"
"313250335";"Várzea de Santo Antônio";"1200";"275";"716";"1,68";"1257,75";"448303,94";"1200"
"313260205";"Itamarati de Minas";"1212";"1385";"3686";"1,93";"1718,49";"2261804,31";"1212"
"313270105";"Itambacuri";"1212";"6544";"18459";"2,37";"1804,27";"9818136,69";"1212"
"313270110";"Frei Serafim";"1212";"590";"1688";"2,37";"1464,14";"1709600,88";"1212"
"313270115";"Guarataia";"1212";"268";"673";"1,95";"1622,88";"3496226,77";"1212"
"313280005";"Itambé do Mato Dentro";"1212";"828";"2137";"1,64";"1680,37";"3558114,77";"1212"
"313290905";"Itamogi";"1212";"4048";"10734";"1,60";"2275,95";"53354488,57";"1212"
"313300605";"Itamonte";"1500";"5289";"14758";"1,93";"2165,19";"4914390,17";"1500"
"313310505";"Itanhandu";"1600";"5490";"15207";"1,83";"2555,32";"8368117,52";"1600"
"313320405";"Itanhomi";"1212";"3516";"9045";"1,57";"2039,43";"6925730,75";"1212"
"313320415";"Edgard Melo";"1212";"226";"619";"1,71";"1650,77";"4857377,47";"1212"
"313320420";"Santa Luzia do Carneiro";"1200";"161";"445";"1,96";"1661,92";"12578448,61";"1200"
"313320425";"São Francisco do Jataí";"1200";"383";"1011";"1,57";"1456,70";"911314,46";"1200"
"313330305";"Itaobim";"1212";"6895";"18949";"2,16";"1652,15";"4840392,68";"1212"
"313340205";"Itapagipe";"1800";"5424";"13459";"1,56";"2887,36";"22756224,66";"1800"
"313350105";"Itapecerica";"1500";"6175";"16257";"1,62";"2310,77";"9152733,95";"1500"
"313350110";"Lamounier";"1212";"683";"1763";"1,46";"1944,22";"4745594,16";"1212"
"313350115";"Marilândia";"1212";"716";"1874";"1,75";"1893,35";"4599212,55";"1212"
"313350120";"Neolândia";"1212";"401";"1049";"1,52";"1883,38";"3297217,01";"1212"
"313360005";"Itapeva";"1800";"3914";"11091";"1,99";"2439,51";"12905080,98";"1800"
"313360010";"Areias de Itapeva";"1700";"322";"895";"2,04";"2252,62";"2178449,98";"1700"
"313360035";"Tropical Flores";"1500";"212";"639";"2,57";"2253,80";"48283041,98";"1500"
"313370905";"Itatiaiuçu";"1660";"3224";"9211";"1,92";"2279,62";"4956345,36";"1660"
"313370910";"Santa Terezinha de Minas";"1500";"1364";"3627";"1,76";"2244,57";"5180171,98";"1500"
"313375805";"Itaú de Minas";"2000";"5389";"14376";"1,65";"2616,71";"6440875,54";"2000"
"313380805";"Itaúna";"2000";"36796";"96888";"1,68";"3073,68";"127459208,63";"2000"
"313390705";"Itaverava";"1212";"1280";"3611";"2,33";"1674,78";"4005608,85";"1212"
"313390710";"Monsenhor Isidro";"1212";"715";"2029";"1,79";"1616,13";"2001513,22";"1212"
"313400405";"Itinga";"1200";"3342";"10100";"3,40";"1414,80";"5658339,64";"1200"
"313400410";"Jacaré";"1200";"330";"840";"1,70";"1073,55";"352235,24";"1200"
"313400420";"Taquaral de Minas";"1200";"901";"2777";"2,97";"1132,73";"595747,81";"1200"
"313410305";"Itueta";"1500";"1284";"3439";"1,79";"2049,94";"2553738,48";"1500"
"313410310";"Quatituba";"1212";"948";"2611";"1,82";"1833,28";"3338889,91";"1212"
"313420205";"Ituiutaba";"1600";"39971";"101920";"1,60";"2695,52";"12426676,02";"1600"
"313430105";"Itumirim";"1290";"1277";"3423";"1,67";"2371,61";"17286396,64";"1290"
"313430110";"Macuco de Minas";"1212";"852";"2423";"1,81";"1759,95";"2649685,97";"1212"
"313430120";"Rosário do Rio Grande";"1260";"284";"790";"2,23";"2558,33";"35658175,84";"1260"
"313440005";"Iturama";"2000";"14185";"36321";"1,64";"2829,50";"15074386,35";"2000"
"313440010";"Alexandrita";"2000";"726";"1808";"1,46";"2402,74";"9490042,27";"2000"
"313450905";"Itutinga";"1424";"1627";"4207";"1,63";"2629,54";"18431917,91";"1424"
"313460805";"Jaboticatubas";"1212";"4567";"12120";"1,85";"2169,14";"13823687,07";"1212"
"313460810";"Almeida";"1212";"3154";"8148";"2,05";"2379,99";"10303580,89";"1212"
"313470705";"Jacinto";"1212";"2939";"7735";"2,03";"1617,40";"4569666,83";"1212"
"313470707";"Avaí do Jacinto";"1200";"583";"1571";"1,77";"1125,10";"492374,18";"1200"
"313470710";"Jaguarão";"1212";"662";"1663";"1,63";"1192,42";"623901,45";"1212"
"313480605";"Jacuí";"1284";"2816";"7454";"1,60";"2120,08";"7249348,81";"1284"
"313490505";"Jacutinga";"1800";"8176";"22863";"1,79";"2623,98";"10778336,68";"1800"
"313490510";"São Sebastião dos Robertos";"1212";"363";"1009";"1,76";"1809,34";"1323332,82";"1212"
"313490515";"Sapucaí";"1400";"308";"835";"1,74";"2089,67";"5130773,27";"1400"
"313490520";"São Luiz Gonzaga";"1500";"235";"706";"2,12";"2003,93";"6872100,10";"1500"
"313500105";"Jaguaraçu";"1432";"593";"1608";"1,88";"2296,76";"18010686,08";"1431.5"
"313500116";"Lagoa de Pau";"1400";"359";"1036";"1,60";"1951,60";"4245657,39";"1400"
"313500120";"Lavrinha de Jaguaraçu";"2500";"166";"441";"1,23";"3440,55";"13406533,30";"2500"
"313505005";"Jaíba";"1212";"12096";"37561";"2,42";"1585,93";"7026989,08";"1212"
"313507605";"Jampruca";"1212";"1203";"3275";"2,47";"1544,76";"2560753,30";"1212"
"313507615";"São Sebastião do Barroso";"1212";"370";"972";"1,87";"1318,17";"852345,84";"1212"
"313510005";"Janaúba";"1212";"22234";"64617";"1,99";"2151,15";"9780756,90";"1212"
"313510010";"Barreiro da Raiz";"1212";"542";"1436";"1,79";"1315,44";"3448694,94";"1212"
"313510015";"Quem-Quem";"1212";"639";"1882";"2,51";"1260,29";"1351051,08";"1212"
"313510020";"Vila Nova dos Poções";"1212";"872";"2502";"2,32";"1153,11";"653286,62";"1212"
"313520905";"Januária";"1212";"13630";"40418";"2,42";"2029,58";"6666596,74";"1212"
"313520915";"Brejo do Amparo";"1212";"943";"2923";"2,86";"1345,07";"2166325,35";"1212"
"313520925";"Levinópolis";"1212";"915";"2791";"2,96";"1102,26";"438299,46";"1212"
"313520933";"Pandeiros";"1200";"999";"3170";"3,23";"1134,21";"4913960,30";"1200"
"313520935";"Riacho da Cruz";"1212";"1708";"5212";"2,68";"1194,60";"1285892,09";"1212"
"313520940";"São Joaquim";"1212";"1061";"3257";"2,57";"1089,06";"577196,40";"1212"
"313520945";"Tejuco";"1200";"1316";"3903";"3,15";"1069,70";"504532,37";"1200"
"313520950";"Várzea Bonita";"1212";"862";"3093";"3,90";"1062,19";"680470,96";"1212"
"313530805";"Japaraíba";"2000";"1542";"4506";"1,81";"2558,49";"13344276,20";"2000"
"313535705";"Japonvar";"1200";"2094";"5953";"1,76";"1351,27";"3645123,41";"1200"
"313535720";"Nova Minda";"1200";"766";"2165";"1,93";"1174,07";"1014463,69";"1200"
"313540705";"Jeceaba";"1800";"1432";"3971";"1,92";"2261,74";"4858297,66";"1800"
"313540710";"Bituri";"1212";"226";"576";"1,80";"1820,05";"3681804,04";"1212"
"313540715";"Caetano Lopes";"1800";"92";"268";"2,74";"2110,65";"2378244,97";"1800"
"313540720";"Machados de Minas";"1212";"512";"1372";"1,40";"1576,38";"968996,78";"1212"
"313545605";"Jenipapo de Minas";"1212";"2080";"6095";"2,37";"1404,11";"1416010,73";"1212"
"313550605";"Jequeri";"1212";"2334";"6250";"1,82";"1959,38";"13138756,11";"1212"
"313550610";"Grota";"1212";"552";"1556";"1,69";"1270,57";"1623129,09";"1212"
"313550615";"Piscamba";"1212";"643";"1849";"1,94";"1511,81";"927587,31";"1212"
"313550617";"Pouso Alegre da Mata";"1200";"305";"888";"1,50";"1039,92";"572162,82";"1200"
"313550620";"São Vicente do Grama";"1200";"655";"1832";"1,46";"1246,14";"740058,90";"1200"
"313560505";"Jequitaí";"1212";"2465";"6421";"1,81";"1517,57";"2603479,30";"1212"
"313570405";"Jequitibá";"1212";"2051";"5364";"1,93";"1928,59";"7522607,60";"1212"
"313570410";"Doutor Campolina";"1212";"191";"498";"2,14";"1629,45";"1177944,03";"1212"
"313580305";"Jequitinhonha";"1212";"7064";"20322";"2,56";"1626,22";"4322999,11";"1212"
"313580310";"Guaranilândia";"1212";"285";"794";"2,97";"1171,26";"279144,68";"1212"
"313580315";"São Pedro do Jequitinhonha";"1212";"961";"2731";"2,88";"1170,87";"1153419,60";"1212"
"313590205";"Jesuânia";"1212";"1914";"5096";"1,77";"1912,68";"12970738,95";"1212"
"313600905";"Joaíma";"1212";"3723";"11120";"2,83";"1466,91";"3774716,10";"1212"
"313600907";"Giru";"1200";"958";"2731";"2,46";"1095,57";"3324539,03";"1200"
"313610805";"Joanésia";"1212";"1681";"4323";"1,57";"1765,57";"1516549,54";"1212"
"313620705";"João Monlevade";"2000";"29255";"79791";"1,78";"2883,03";"16392444,28";"2000"
"313630605";"João Pinheiro";"1500";"14446";"39561";"1,82";"2442,46";"35273818,01";"1500"
"313630610";"Caatinga";"1212";"211";"514";"1,69";"1667,93";"975244,81";"1212"
"313630615";"Canabrava";"1212";"980";"2768";"2,35";"1494,56";"2218394,39";"1212"
"313630617";"Luizlândia do Oeste";"1212";"601";"1560";"1,79";"1719,36";"1577435,56";"1212"
"313630620";"Olhos d'Água do Oeste";"1212";"319";"768";"1,76";"1923,72";"7164389,15";"1212"
"313630623";"Santa Luzia da Serra";"1212";"195";"444";"1,31";"2552,10";"23176601,00";"1212"
"313630625";"Veredas";"1212";"329";"758";"2,08";"1696,14";"1941166,04";"1212"
"313640505";"Joaquim Felício";"1200";"1462";"3826";"1,99";"1551,90";"2733530,51";"1200"
"313650405";"Jordânia";"1212";"2700";"7969";"3,02";"1738,92";"6911743,65";"1212"
"313650410";"Estrela de Jordânia";"1212";"772";"2309";"2,65";"1340,95";"1381770,65";"1212"
"313652005";"José Gonçalves de Minas";"1212";"1384";"3969";"2,13";"1487,18";"2058574,97";"1212"
"313655305";"José Raydan";"1212";"1576";"4268";"1,84";"1400,04";"930455,65";"1212"
"313657905";"Josenópolis";"1212";"1232";"3621";"2,27";"1326,77";"1310211,60";"1212"
"313660305";"Nova União";"1400";"2172";"5899";"1,88";"1914,04";"3169913,35";"1400"
"313665205";"Juatuba";"1500";"7934";"22725";"1,93";"2235,09";"5359929,29";"1500"
"313665210";"Boa Vista da Serra";"1500";"743";"2121";"2,02";"1849,83";"1858843,84";"1500"
"313665215";"Francelinos";"1212";"1956";"5628";"2,26";"1795,45";"2900434,25";"1212"
"313670205";"Juiz de Fora";"2000";"207959";"529339";"1,74";"3626,25";"255102373,59";"2000"
"313670260";"Rosário de Minas";"1212";"367";"939";"2,02";"1715,65";"2818463,02";"1212"
"313670270";"Sarandira";"1212";"130";"311";"1,99";"1677,41";"2395490,66";"1212"
"313670280";"Torreões";"1250";"572";"1386";"1,95";"1922,25";"7282234,86";"1250"
"313670282";"Caetés de Minas";"1212";"309";"856";"2,63";"2067,58";"7526203,08";"1212"
"313670284";"Humaitá de Minas";"1212";"463";"1129";"1,50";"1867,74";"2251541,24";"1212"
"313670286";"Monte Verde de Minas";"1212";"459";"1134";"1,86";"1971,68";"2937789,24";"1212"
"313670288";"Penido";"1212";"175";"488";"2,47";"1504,84";"1159909,30";"1212"
"313670290";"Valadares";"1212";"478";"1273";"2,01";"2242,48";"11002994,08";"1212"
"313680105";"Juramento";"1212";"1384";"3768";"2,05";"1485,24";"2908668,69";"1212"
"313690005";"Juruaia";"1700";"3674";"10094";"1,58";"2459,75";"9476004,49";"1700"
"313690010";"Mata do Sino";"1350";"335";"960";"1,98";"2291,33";"18385687,91";"1350"
"313695905";"Juvenília";"1212";"1121";"3403";"2,21";"1399,90";"1928849,82";"1212"
"313695915";"Monte Rei";"1200";"356";"1063";"2,13";"1210,04";"1246758,65";"1200"
"313695920";"Porto Agrário";"600";"359";"1293";"3,61";"866,78";"364034,70";"600"
"313700705";"Ladainha";"1212";"3274";"9903";"2,91";"1520,31";"3030117,33";"1212"
"313700710";"Concórdia do Mucuri";"1150";"1431";"4411";"3,19";"1082,67";"791744,37";"1150"
"313710605";"Lagamar";"1400";"2071";"4948";"1,47";"2554,37";"29531888,91";"1400"
"313710620";"São Brás de Minas";"1212";"710";"1647";"1,42";"2249,72";"9248737,09";"1212"
"313720505";"Lagoa da Prata";"1600";"18220";"50585";"1,74";"2514,38";"9290479,53";"1600"
"313720515";"Martins Guimarães";"1212";"168";"414";"1,42";"1554,30";"535065,68";"1212"
"313730405";"Lagoa dos Patos";"1212";"1206";"3306";"1,92";"1444,07";"1305788,63";"1212"
"313740305";"Lagoa Dourada";"1212";"4109";"12745";"2,22";"1891,80";"5044082,05";"1212"
"313750205";"Lagoa Formosa";"1700";"6511";"17474";"1,63";"2608,95";"15387039,10";"1700"
"313750207";"Limeira de Minas";"2400";"140";"337";"1,35";"7267,96";"212423791,78";"2400"
"313750210";"Monjolinho de Minas";"2424";"395";"1042";"1,37";"6167,97";"160285707,27";"2424"
"313753605";"Lagoa Grande";"1300";"3389";"8932";"1,76";"2187,80";"7745722,33";"1300"
"313760105";"Lagoa Santa";"2400";"24779";"67655";"1,82";"4527,81";"2799886443,15";"2400"
"313760114";"Lagoinha de Fora";"1212";"276";"780";"1,96";"2260,50";"7597429,38";"1212"
"313760115";"Lapinha";"1600";"2368";"6508";"1,91";"3561,88";"1853769159,06";"1600"
"313770005";"Lajinha";"1240";"6037";"16311";"1,73";"2221,55";"9239739,27";"1240"
"313770020";"Prata de Lajinha";"1212";"1607";"4497";"1,67";"1574,41";"4156597,82";"1212"
"313780905";"Lambari";"1300";"7577";"20300";"1,69";"2321,18";"8009343,03";"1300"
"313790805";"Lamim";"1212";"1192";"3184";"1,61";"1645,29";"6934316,07";"1212"
"313800505";"Laranjal";"1212";"2121";"5472";"1,64";"1977,67";"9260331,51";"1212"
"313800510";"São João da Sapucaia";"1212";"173";"478";"1,80";"1415,49";"452949,10";"1212"
"313810405";"Lassance";"1212";"2552";"7091";"2,29";"1633,02";"9931045,19";"1212"
"313820305";"Lavras";"2000";"38930";"104360";"1,78";"3371,08";"22004453,10";"2000"
"313830205";"Leandro Ferreira";"1500";"1210";"3173";"1,79";"2345,81";"14300756,03";"1500"
"313835105";"Leme do Prado";"1212";"967";"2831";"2,17";"1653,03";"2249896,20";"1212"
"313835110";"Acauã de Minas";"1212";"357";"945";"1,75";"1512,25";"1415260,30";"1212"
"313835120";"Posses";"1212";"202";"565";"2,05";"1386,79";"752881,85";"1212"
"313840105";"Leopoldina";"1214";"17025";"45252";"1,88";"2425,47";"9693763,54";"1214"
"313840110";"Abaíba";"1212";"120";"319";"2,26";"1618,41";"2041003,15";"1212"
"313840115";"Piacatuba";"1212";"520";"1376";"1,98";"2062,07";"4785939,97";"1212"
"313840120";"Providência";"1212";"360";"974";"1,99";"2055,13";"12235178,11";"1212"
"313840125";"Ribeiro Junqueira";"1212";"533";"1474";"2,35";"1595,10";"1753655,71";"1212"
"313840130";"Tebas";"1212";"626";"1557";"2,12";"2063,59";"4498678,20";"1212"
"313850005";"Liberdade";"1212";"1812";"4717";"1,88";"2052,94";"8158689,83";"1212"
"313860905";"Lima Duarte";"1212";"5955";"14955";"1,68";"2194,63";"15983247,74";"1212"
"313860910";"Conceição da Ibitipoca";"1800";"502";"1179";"1,73";"2762,01";"18287492,81";"1800"
"313860915";"São Domingos da Bocaina";"1212";"217";"500";"1,50";"1870,15";"13825357,60";"1212"
"313860920";"São José dos Lopes";"1212";"202";"511";"1,80";"1905,17";"5364328,89";"1212"
"313862505";"Limeira do Oeste";"2100";"3320";"8650";"1,51";"3474,58";"1966298117,24";"2100"
"313865805";"Lontra";"1212";"2477";"7197";"1,95";"1591,46";"5460708,96";"1212"
"313865815";"Umbuzeiro";"1200";"551";"1589";"2,17";"1109,81";"722636,79";"1200"
"313867405";"Luisburgo";"1212";"2436";"6946";"1,58";"1711,23";"3228083,57";"1212"
"313868205";"Luislândia";"1212";"1618";"4976";"2,64";"1191,24";"831219,43";"1212"
"313868225";"São Judas Tadeu de Minas";"1081";"363";"1231";"2,66";"971,53";"568504,86";"1081"
