"CD_DIST";"NM_DIST";"PERE0115_NOVA";"V06001";"V06002";"V06003";"V06004";"V06005";"V06006"
"290460520";"Ubiraçaba";"800";"1328";"3906";"1,80";"874,99";"303941,29";"800"
"290470405";"Buerarema";"1212";"5719";"14771";"2,08";"1461,30";"2460560,64";"1212"
"290475305";"Buritirama";"1100";"5900";"19576";"2,50";"1111,31";"1052443,16";"1100"
"290480305";"Caatiba";"1212";"2175";"6189";"2,20";"1280,63";"1589951,83";"1212"
"290485205";"Cabaceiras do Paraguaçu";"1200";"3939";"12540";"2,87";"1151,70";"2341375,92";"1200"
"290485210";"Geolândia";"1212";"1258";"3989";"2,90";"1275,68";"1498330,90";"1212"
"290490205";"Cachoeira";"1212";"6221";"16988";"2,27";"1563,66";"20436201,11";"1212"
"290490210";"Belém da Cachoeira";"1212";"2704";"7336";"1,96";"1623,03";"4125841,72";"1212"
"290490215";"Santiago do Iguape";"900";"1788";"4845";"2,29";"993,91";"546118,67";"900"
"290500805";"Caculé";"1212";"7827";"22428";"1,85";"1608,09";"4102580,06";"1212"
"290510705";"Caém";"1212";"3560";"10364";"2,80";"1273,28";"4685033,70";"1212"
"290515605";"Caetanos";"1200";"2273";"7029";"2,37";"1207,79";"1068808,76";"1200"
"290515610";"Alegre";"1212";"717";"2118";"1,76";"984,36";"548039,24";"1212"
"290515615";"Caldeirão";"1200";"682";"2096";"2,23";"1041,43";"593302,35";"1200"
"290520605";"Caetité";"1212";"13124";"38160";"1,91";"2085,15";"190802348,42";"1212"
"290520610";"Brejinho das Ametistas";"1212";"1420";"4087";"1,92";"1118,09";"393552,75";"1212"
"290520615";"Caldeiras";"1200";"1131";"3571";"2,48";"935,30";"476666,43";"1200"
"290520625";"Maniaçu";"1200";"1489";"4562";"2,12";"1129,72";"7220227,68";"1200"
"290520630";"Pajeú do Vento";"1212";"502";"1499";"2,31";"986,67";"241390,86";"1212"
"290530505";"Cafarnaum";"1200";"4512";"13623";"2,15";"1185,20";"2189350,40";"1200"
"290530510";"Canal";"600";"1300";"3835";"1,93";"838,54";"689236,41";"600"
"290540405";"Cairu";"1212";"994";"2967";"2,51";"1561,55";"7973462,76";"1212"
"290540410";"Galeão";"1120";"305";"868";"2,40";"1080,21";"664979,14";"1120"
"290540415";"Gamboa";"1250";"3913";"10204";"1,97";"1769,59";"4996531,13";"1250"
"290540420";"Velha Boipeba";"1212";"1316";"3674";"2,20";"1595,20";"4092599,03";"1212"
"290550305";"Caldeirão Grande";"1200";"4290";"13073";"2,59";"1097,31";"956391,29";"1200"
"290560205";"Camacan";"1212";"6647";"18231";"2,18";"1610,52";"18279789,31";"1212"
"290560220";"São João do Panelinha";"1212";"1641";"4288";"2,17";"1355,35";"1944514,50";"1212"
"290570105";"Camaçari";"1212";"68002";"185938";"1,84";"1923,87";"155619222,24";"1212"
"290570110";"Abrantes";"1600";"29275";"79452";"1,76";"3231,02";"22733510,92";"1600"
"290570120";"Monte Gordo";"1212";"12663";"34470";"1,98";"2399,38";"3136814140,34";"1212"
"290580005";"Camamu";"1212";"6554";"18996";"2,41";"1415,42";"2492855,18";"1212"
"290580010";"Barcelos do Sul";"700";"1201";"3821";"3,68";"923,12";"711770,76";"700"
"290580020";"Tapuia";"1000";"2672";"7613";"2,79";"1011,95";"816333,81";"1000"
"290590905";"Campo Alegre de Lourdes";"1200";"8180";"24769";"2,23";"1219,84";"2601430,00";"1200"
"290590910";"Peixe";"1100";"1913";"5855";"2,37";"1072,73";"1047612,54";"1100"
"290600605";"Campo Formoso";"1200";"20605";"60047";"2,02";"1384,85";"3242628,61";"1200"
"290600615";"Laje dos Negros";"600";"3682";"11218";"2,62";"869,60";"484062,31";"600"
"290610505";"Canápolis";"1212";"3307";"10209";"2,27";"1146,66";"1421806,13";"1212"
"290620405";"Canarana";"1200";"4449";"13326";"2,04";"1216,59";"4146501,12";"1200"
"290620420";"Paz de Salobro";"1100";"3855";"10796";"1,85";"1149,36";"985738,06";"1100"
"290630305";"Canavieiras";"1212";"9266";"25533";"2,23";"1611,40";"5867561,12";"1212"
"290630315";"Ouricana";"1200";"1552";"3989";"2,86";"1104,00";"1237539,91";"1200"
"290630320";"Poxim do Sul";"1212";"1085";"2813";"2,39";"1235,64";"1164331,78";"1212"
"290640205";"Candeal";"1212";"2774";"7771";"2,38";"1171,63";"1036696,30";"1212"
"290650105";"Candeias";"1212";"21725";"59486";"1,85";"1848,79";"77116286,06";"1212"
"290650110";"Caboto";"1200";"582";"1548";"1,83";"1658,77";"8346049,55";"1200"
"290650115";"Caroba";"1212";"1445";"4152";"2,18";"1314,13";"2611229,50";"1212"
"290650120";"Madeira";"1000";"8";"30";"2,50";"1460,00";"2490533,33";"1000"
"290650125";"Menino Jesus";"1200";"512";"1394";"1,87";"1455,25";"2145693,20";"1200"
"290650130";"Passagem dos Teixeiras";"1200";"1068";"2786";"1,74";"1405,43";"1108670,44";"1200"
"290650135";"Passé";"1200";"1097";"2912";"1,85";"1189,76";"968752,62";"1200"
"290660005";"Candiba";"1212";"3405";"9768";"1,70";"1368,19";"3378179,19";"1212"
"290660015";"Pilões";"1212";"1074";"3241";"1,87";"1302,06";"6178450,94";"1212"
"290670905";"Cândido Sales";"1200";"5970";"16810";"2,09";"1378,95";"7804957,97";"1200"
"290670915";"Lagoa Grande";"1200";"1198";"3531";"2,23";"1016,89";"548433,28";"1200"
"290670920";"Quaraçu";"1212";"1722";"4885";"1,99";"1135,91";"849153,58";"1212"
"290680805";"Cansanção";"1200";"12743";"37402";"2,26";"1146,77";"1443282,27";"1200"
"290682405";"Canudos";"1200";"4078";"12163";"2,60";"1372,11";"4548723,15";"1200"
"290682410";"Bedengó";"1200";"1368";"3914";"2,40";"1078,71";"469707,98";"1200"
"290685705";"Capela do Alto Alegre";"1212";"4309";"10740";"1,55";"1279,52";"1895712,07";"1212"
"290687305";"Capim Grosso";"1212";"12296";"33212";"1,82";"1477,26";"6376638,08";"1212"
"290689905";"Caraíbas";"1212";"1707";"4933";"2,32";"1243,86";"1012453,01";"1212"
"290689940";"Vila Mariana";"1200";"1743";"4981";"2,25";"1184,25";"676279,23";"1200"
"290690705";"Caravelas";"1212";"2579";"7321";"2,30";"1780,74";"4201968,94";"1212"
"290690710";"Juerana";"1200";"1976";"5616";"2,29";"1372,80";"1419195,36";"1200"
"290690715";"Ponta da Areia";"1212";"1452";"4089";"2,22";"1619,95";"5812126,76";"1212"
"290690720";"Santo Antônio de Barcelona";"1212";"1211";"3470";"2,07";"1523,89";"1957413,44";"1212"
"290700405";"Cardeal da Silva";"1200";"2825";"8353";"2,51";"1105,61";"1131675,32";"1200"
"290710305";"Carinhanha";"1200";"6058";"18715";"2,43";"1329,07";"4150043,05";"1200"
"290710310";"Barra da Parateca";"919";"3234";"10049";"2,43";"980,00";"550424,29";"918.5"
"290720205";"Casa Nova";"1200";"12722";"39595";"2,63";"1374,94";"2727470,65";"1200"
"290720210";"Bem-Bom";"600";"1370";"3989";"2,19";"948,21";"403885,55";"600"
"290720215";"Luís Viana";"1200";"2589";"7100";"2,17";"1112,01";"402010,27";"1200"
"290720220";"Pau a Pique";"1200";"1632";"5050";"2,58";"979,94";"585287,80";"1200"
"290720225";"Sobrado";"1212";"5096";"16306";"2,65";"1262,93";"453758,24";"1212"
"290730105";"Castro Alves";"1212";"5733";"16172";"2,36";"1510,57";"3425899,78";"1212"
"290730115";"Crussai";"1212";"906";"2567";"2,06";"1235,89";"820451,16";"1212"
"290730125";"Petim";"1200";"1104";"3252";"2,27";"1027,06";"249472,78";"1200"
"290730130";"Sítio do Meio";"1212";"963";"2682";"2,01";"1147,11";"648595,40";"1212"
"290740005";"Catolândia";"1212";"1123";"3430";"2,70";"1251,66";"978437,58";"1212"
"290750905";"Catu";"1212";"15145";"39836";"1,58";"1803,87";"5627434,35";"1212"
"290750910";"Bela Flor";"1200";"1240";"3073";"1,70";"1066,60";"804814,01";"1200"
"290750915";"Sítio Novo";"1200";"1919";"5213";"1,87";"1282,20";"1076630,32";"1200"
"290755805";"Caturama";"1200";"3015";"8812";"2,13";"1211,54";"1253933,58";"1200"
"290760805";"Central";"1200";"5726";"16317";"2,10";"1279,79";"2602846,60";"1200"
"290770705";"Chorrochó";"1212";"3214";"10576";"3,56";"1218,51";"1886259,21";"1212"
"290780605";"Cícero Dantas";"1200";"9924";"25956";"1,75";"1365,80";"2835820,24";"1200"
"290780615";"São João da Fortaleza";"1200";"1748";"4910";"2,14";"1008,56";"558537,39";"1200"
"290790505";"Cipó";"1200";"5711";"17221";"2,44";"1353,24";"3166247,34";"1200"
"290800205";"Coaraci";"1212";"5760";"15212";"2,03";"1385,47";"2195788,98";"1212"
"290800210";"Itamotinga";"1212";"468";"1088";"1,69";"1166,35";"528050,02";"1212"
"290800220";"São Roque";"1212";"433";"1028";"1,65";"1096,52";"335158,49";"1212"
"290810105";"Cocos";"1212";"6278";"19077";"2,06";"1310,42";"4113840,71";"1212"
"290820005";"Conceição da Feira";"1212";"6923";"20767";"2,46";"1333,60";"1422254,53";"1212"
"290830905";"Conceição do Almeida";"1212";"3948";"10932";"2,16";"1438,83";"2939879,93";"1212"
"290830910";"Comércio";"1212";"807";"2122";"1,82";"1206,83";"817330,57";"1212"
"290830915";"Rio da Dona";"1212";"989";"2680";"2,01";"1221,20";"631177,27";"1212"
"290840805";"Conceição do Coité";"1212";"17396";"48325";"1,84";"1597,96";"7772149,32";"1212"
"290840806";"Bandiaçu";"1212";"1452";"4061";"1,99";"1134,87";"717184,65";"1212"
"290840808";"Joazeiro";"1200";"1259";"3377";"1,84";"1113,36";"932753,84";"1200"
"290840809";"São João";"1200";"736";"1999";"1,66";"1079,47";"1240047,20";"1200"
"290840810";"Salgadália";"1200";"2622";"7538";"2,04";"1131,11";"730730,81";"1200"
"290840815";"Aroeira";"1200";"877";"2509";"2,36";"1025,03";"607492,78";"1200"
"290850705";"Conceição do Jacuípe";"1212";"12810";"35280";"1,99";"1568,51";"4003612,98";"1212"
"290860605";"Conde";"1200";"7680";"23571";"3,04";"1238,19";"2356895,38";"1200"
"290870505";"Condeúba";"1212";"3844";"11145";"1,92";"1475,41";"3270675,46";"1212"
"290870508";"Alegre";"1200";"2031";"5902";"1,97";"1105,01";"799234,61";"1200"
"290880405";"Contendas do Sincorá";"1212";"1060";"2973";"2,06";"1415,20";"1384095,01";"1212"
"290880410";"Caraibuna";"1200";"456";"1350";"2,32";"1167,74";"422452,79";"1200"
"290890305";"Coração de Maria";"1212";"5134";"15143";"2,40";"1439,93";"3669140,59";"1212"
"290890310";"Itacava";"1212";"1630";"4927";"2,96";"1111,54";"1476172,61";"1212"
"290890330";"Retiro";"1212";"2168";"6586";"3,06";"1173,73";"1023054,11";"1212"
"290900005";"Cordeiros";"1200";"2639";"7546";"1,85";"1348,33";"1404897,74";"1200"
"290910905";"Coribe";"1212";"3070";"8594";"1,95";"1475,08";"5538023,80";"1212"
"290910910";"Descoberto";"1200";"1912";"5353";"1,92";"1080,45";"2021511,59";"1200"
"290920805";"Coronel João Sá";"1200";"6026";"17047";"2,14";"1193,98";"1829836,80";"1200"
"290930705";"Correntina";"1212";"9789";"28142";"2,05";"1580,36";"6055594,43";"1212"
"290930710";"São Manoel do Norte";"1212";"516";"1340";"1,43";"1498,05";"1224414,30";"1212"
"290930715";"Rosário";"1500";"955";"2875";"1,99";"2351,14";"18434163,13";"1500"
"290940605";"Cotegipe";"1212";"2901";"8281";"2,26";"1298,77";"1840522,10";"1212"
"290940610";"Jupaguá";"1212";"1097";"3548";"3,27";"1139,86";"1000224,04";"1212"
"290940615";"Taguá";"1212";"413";"1211";"2,32";"1416,94";"1172019,32";"1212"
"290950505";"Cravolândia";"1200";"1619";"4415";"2,21";"1206,32";"1115075,72";"1200"
"290960405";"Crisópolis";"1200";"5133";"13956";"2,10";"1091,71";"1126351,33";"1200"
"290960410";"Buril";"800";"2136";"5736";"1,97";"891,81";"615771,65";"800"
"290970305";"Cristópolis";"1200";"4675";"13978";"2,14";"1279,87";"2153691,02";"1200"
"290980205";"Cruz das Almas";"1212";"21726";"60257";"1,86";"1945,96";"8171537,10";"1212"
"290990105";"Curaçá";"1212";"5542";"17194";"2,66";"1470,37";"4282889,72";"1212"
"290990110";"Barro Vermelho";"1200";"266";"640";"1,91";"1190,11";"714012,00";"1200"
"290990115";"Patamuté";"1200";"847";"2318";"2,59";"981,90";"266479,24";"1200"
"290990120";"Poço de Fora";"1212";"582";"1566";"1,98";"1343,15";"892292,46";"1212"
"290990125";"Riacho Seco";"600";"4002";"12428";"2,50";"966,91";"803850,54";"600"
"291000805";"Dário Meira";"1212";"3793";"10805";"2,64";"1226,61";"1030447,65";"1212"
"291005705";"Dias d'Ávila";"1212";"25852";"71279";"1,95";"1660,36";"4406860,64";"1212"
"291010705";"Dom Basílio";"1212";"3782";"11878";"2,02";"1298,17";"4137868,38";"1212"
"291020605";"Dom Macedo Costa";"1212";"1639";"4405";"1,79";"1294,76";"1376438,14";"1212"
"291030505";"Elísio Medrado";"1212";"2200";"5860";"1,97";"1403,71";"4792168,86";"1212"
"291030510";"Monte Cruzeiro";"1212";"782";"1937";"1,68";"1036,40";"1016203,92";"1212"
"291040405";"Encruzilhada";"1212";"3431";"9418";"2,21";"1212,06";"3561551,30";"1212"
"291040420";"Vila do Cafe";"1200";"3332";"9663";"2,25";"1076,60";"1838272,96";"1200"
"291050305";"Entre Rios";"1212";"9063";"25369";"2,08";"1503,25";"5998033,14";"1212"
"291050310";"Ibatuí";"1212";"1001";"2661";"2,14";"1132,30";"3637655,33";"1212"
"291050315";"Subaúma";"1212";"3604";"9816";"2,03";"1586,98";"84720142,45";"1212"
"291060205";"Esplanada";"1212";"7936";"24025";"2,59";"1527,95";"6095620,31";"1212"
"291060210";"Palame";"1212";"1612";"4801";"3,14";"1117,76";"1118158,08";"1212"
"291060220";"São José do Mucambo";"1212";"1276";"3693";"2,50";"1035,54";"581964,26";"1212"
"291070105";"Euclides da Cunha";"1210";"17324";"49466";"2,23";"1503,72";"11180000,86";"1210"
"291070107";"Aribicé";"1200";"1086";"2806";"1,84";"1120,90";"579902,66";"1200"
"291070109";"Caimbé";"1200";"2030";"5451";"2,16";"1109,99";"579478,18";"1200"
"291070115";"Massacará";"1200";"1276";"3631";"2,28";"1020,50";"354231,94";"1200"
"291072705";"Eunápolis";"1212";"41385";"113177";"1,93";"2117,32";"12129287,95";"1212"
"291075005";"Fátima";"1200";"6801";"17894";"1,60";"1256,64";"22424072,70";"1200"
"291077605";"Feira da Mata";"1200";"1417";"4131";"2,02";"1268,55";"1388556,23";"1200"
"291077620";"Ramalho";"1212";"559";"1494";"1,85";"1049,53";"466083,31";"1212"
"291080005";"Feira de Santana";"1212";"199023";"549348";"1,85";"2314,07";"14428190,59";"1212"
"291080010";"Bonfim da Feira";"1200";"1012";"2890";"2,36";"1136,59";"709572,99";"1200"
"291080015";"Humildes";"1212";"6642";"18778";"1,96";"1280,02";"773402,35";"1212"
"291080020";"Governador Dr. João Durval Carneiro";"1212";"1220";"3687";"2,56";"1116,47";"548966,63";"1212"
"291080025";"Jaguara";"1200";"1435";"3968";"2,37";"1094,09";"227462,50";"1200"
"291080030";"Jaíba";"1200";"1585";"4753";"2,37";"1190,25";"1059053,33";"1200"
"291080035";"Maria Quitéria";"1200";"5436";"15943";"2,35";"1142,00";"775923,81";"1200"
"291080038";"Matinha";"1212";"3668";"10571";"2,26";"1209,26";"505747,15";"1212"
"291080040";"Tiquaruçu";"1212";"1563";"4348";"2,23";"1246,46";"643688,02";"1212"
"291085905";"Filadélfia";"1200";"6075";"17895";"2,11";"1178,25";"1910934,43";"1200"
"291090905";"Firmino Alves";"1212";"1193";"3214";"2,07";"1428,79";"1645915,52";"1212"
"291090910";"Itaiá";"1212";"605";"1649";"2,17";"1193,29";"613349,04";"1212"
"291100605";"Floresta Azul";"1212";"3862";"11058";"2,44";"1355,90";"1689391,85";"1212"
"291110505";"Formosa do Rio Preto";"1212";"8137";"25776";"2,77";"1624,06";"4679079,80";"1212"
"291120405";"Gandu";"1212";"11898";"32108";"2,15";"1560,46";"26534679,82";"1212"
"291125305";"Gavião";"1212";"1660";"4360";"1,97";"1274,74";"1531241,24";"1212"
"291130305";"Gentio do Ouro";"1200";"1625";"5019";"2,26";"1293,09";"1546604,51";"1200"
"291130310";"Gameleira do Assuruá";"1200";"211";"618";"2,40";"1238,24";"530365,81";"1200"
"291130315";"Ibitunane";"1200";"496";"1389";"1,80";"961,66";"337296,52";"1200"
"291130320";"Itajubaquara";"1212";"624";"1904";"2,32";"987,41";"348379,28";"1212"
"291130323";"Pituba";"1212";"527";"1384";"1,44";"1101,44";"355878,47";"1212"
"291130325";"Santo Inácio";"1200";"162";"557";"4,10";"1223,46";"573387,96";"1200"
"291140205";"Glória";"1212";"5406";"15469";"2,16";"1274,51";"1684262,44";"1212"
"291150105";"Gongogi";"1210";"1386";"3948";"2,59";"1280,63";"2041237,71";"1210"
"291150110";"Tapirama";"1212";"600";"1602";"1,88";"1138,23";"724525,47";"1212"
"291160005";"Governador Mangabeira";"1212";"7000";"20458";"2,21";"1357,94";"1989993,83";"1212"
"291165905";"Guajeru";"1212";"2770";"8049";"1,94";"1272,86";"712486,51";"1212"
"291170905";"Guanambi";"1212";"23965";"68812";"1,86";"2198,51";"11662034,44";"1212"
"291170910";"Ceraíma";"1212";"2532";"7602";"1,98";"1298,19";"2966850,60";"1212"
"291170912";"Morrinhos";"1212";"1180";"3483";"1,75";"1148,81";"408733,45";"1212"
"291170915";"Mutãs";"1212";"2702";"7794";"1,87";"1166,54";"1025701,40";"1212"
"291180805";"Guaratinga";"1200";"5650";"14822";"1,92";"1344,91";"2330783,91";"1200"
"291180810";"Buranhém";"1200";"1594";"4194";"1,92";"1240,87";"922909,32";"1200"
"291185705";"Heliópolis";"1200";"4479";"12258";"1,98";"1214,37";"1456480,20";"1200"
"291190705";"Iaçu";"1200";"6463";"17306";"2,07";"1388,38";"2416958,75";"1200"
"291190710";"João Amaro";"1212";"1720";"4980";"2,61";"1205,71";"803708,62";"1212"
"291190715";"Lajedo Alto";"1212";"823";"2294";"2,51";"1094,61";"474440,75";"1212"
"291200405";"Ibiassucê";"1212";"3531";"10426";"1,93";"1486,83";"2154180,01";"1212"
"291210305";"Ibicaraí";"1212";"8317";"21619";"2,02";"1545,58";"6416381,78";"1212"
"291220205";"Ibicoara";"1212";"3188";"9425";"2,12";"1482,44";"2511556,05";"1212"
"291220215";"Cascavel";"1212";"3620";"11334";"2,02";"1468,24";"2707894,68";"1212"
"291230105";"Ibicuí";"1212";"4276";"11207";"1,87";"1480,46";"7783439,83";"1212"
"291230110";"Água Doce";"1212";"490";"1212";"1,86";"1196,21";"415940,54";"1212"
"291230115";"Ibitupã";"1212";"548";"1499";"2,30";"1302,06";"1752506,07";"1212"
"291240005";"Ibipeba";"1200";"3535";"9948";"2,07";"1257,44";"5397710,75";"1200"
"291240010";"Iguitu";"900";"677";"1961";"2,28";"1026,42";"635075,88";"900"
"291240015";"Lagoa Grande";"1200";"428";"1143";"1,86";"1261,32";"1882359,07";"1200"
"291240020";"Mirorós";"1200";"1177";"3525";"2,19";"1127,91";"1130523,35";"1200"
"291250905";"Ibipitanga";"1212";"4755";"13863";"1,93";"1372,24";"3537522,72";"1212"
"291260805";"Ibiquera";"1200";"1286";"3724";"2,53";"1202,46";"1012263,98";"1200"
"291270705";"Ibirapitanga";"1200";"8359";"25311";"3,34";"1186,25";"1773801,30";"1200"
"291280605";"Ibirapuã";"1212";"3218";"8884";"2,01";"1738,44";"7084039,36";"1212"
"291290505";"Ibirataia";"1212";"5382";"14817";"2,02";"1376,55";"1911703,97";"1212"
"291290510";"Algodão";"1212";"1531";"3952";"2,14";"1157,66";"820606,34";"1212"
"291300205";"Ibitiara";"1212";"2049";"5701";"2,04";"1485,38";"2985695,43";"1212"
"291300208";"Mocambo";"1212";"1592";"4525";"2,47";"1014,29";"404846,92";"1212"
"291300210";"Olhos d'Água do Seco";"1212";"1445";"4326";"2,72";"1139,12";"744671,24";"1212"
"291310105";"Ibititá";"1200";"3940";"11413";"2,02";"1267,03";"3680312,23";"1200"
"291310120";"Canoão";"1200";"1098";"2960";"1,93";"1239,53";"685048,61";"1200"
"291310130";"Feira Nova";"1200";"965";"2561";"1,62";"1020,08";"347231,60";"1200"
"291320005";"Ibotirama";"1212";"8804";"25300";"2,11";"1532,10";"3165360,97";"1212"
"291320010";"Boa Vista do Lagamar";"1200";"339";"953";"2,33";"955,85";"327112,30";"1200"
"291330905";"Ichu";"1212";"2173";"6180";"2,16";"1326,80";"1578534,46";"1212"
"291340805";"Igaporã";"1212";"4884";"15513";"2,47";"1405,55";"2774646,19";"1212"
"291345705";"Igrapiúna";"1200";"4484";"13134";"2,75";"1217,05";"10774341,47";"1200"
"291350705";"Iguaí";"1200";"6049";"16439";"2,09";"1394,35";"5220716,07";"1200"
"291350710";"Iguaibi";"1200";"1902";"5001";"2,26";"1073,64";"1030309,98";"1200"
"291360605";"Ilhéus";"1212";"56638";"151915";"1,98";"2450,70";"39432414,90";"1212"
"291360610";"Aritaguá";"1212";"2208";"5859";"2,25";"1688,89";"4705440,94";"1212"
"291360615";"Banco Central";"1212";"488";"1232";"2,49";"1347,40";"355293,11";"1212"
"291360625";"Castelo Novo";"1212";"350";"969";"2,31";"1167,71";"1099841,88";"1212"
"291360630";"Coutos";"1212";"858";"2214";"2,13";"1331,64";"3281810,18";"1212"
"291360635";"Inema";"1212";"449";"1117";"1,81";"1196,35";"680373,42";"1212"
"291360640";"Japu";"1212";"332";"762";"2,16";"1112,29";"401173,06";"1212"
"291360645";"Olivença";"1212";"3127";"8599";"2,57";"1873,66";"7712529,88";"1212"
"291360650";"Pimenteira";"1212";"313";"750";"2,16";"1129,42";"465204,41";"1212"
"291360655";"Banco do Pedro";"1212";"1056";"2813";"2,58";"1132,24";"505628,29";"1212"
"291360665";"Sambaituba";"1212";"760";"1961";"1,90";"1281,15";"990954,10";"1212"
"291370505";"Inhambupe";"1200";"12147";"33722";"2,17";"1272,69";"1995309,25";"1200"
"291380405";"Ipecaetá";"1200";"2991";"10136";"3,91";"1056,27";"612590,67";"1200"
"291380410";"Cavunge";"1212";"1111";"3558";"2,87";"1029,07";"595652,99";"1212"
"291390305";"Ipiaú";"1212";"14843";"40553";"2,01";"1750,97";"40168369,22";"1212"
"291400005";"Ipirá";"1200";"17684";"47614";"1,98";"1325,11";"2990325,15";"1200"
"291400015";"Bonfim de Ipirá";"1200";"1398";"3643";"1,76";"1045,50";"376465,85";"1200"
"291400025";"Malhador";"1200";"2135";"5575";"1,93";"1062,75";"2069403,43";"1200"
"291410905";"Ipupiara";"1200";"2458";"6981";"2,03";"1469,96";"3528650,51";"1200"
"291410910";"Ibipetum";"1200";"1093";"2951";"1,59";"1199,65";"708658,09";"1200"
"291420805";"Irajuba";"1212";"2191";"6090";"2,32";"1337,68";"3499226,04";"1212"
"291430705";"Iramaia";"1200";"1619";"4563";"2,41";"1182,80";"946595,23";"1200"
"291430710";"Novo Acre";"1212";"2065";"6167";"2,59";"1151,34";"1611074,82";"1212"
"291440605";"Iraquara";"1200";"6843";"20092";"2,13";"1297,60";"2382379,67";"1200"
"291440610";"Iraporanga";"1200";"1303";"3756";"2,25";"1155,02";"839091,63";"1200"
"291450505";"Irará";"1200";"8748";"24474";"2,26";"1357,11";"2677844,32";"1200"
"291450510";"Bento Simões";"1200";"1194";"3511";"2,82";"1124,88";"681001,40";"1200"
"291460405";"Irecê";"1212";"23069";"65998";"1,97";"2165,96";"21047598,12";"1212"
"291460425";"Angical";"1212";"1004";"2792";"2,05";"1514,26";"2599152,09";"1212"
"291460430";"Conquista";"1212";"189";"566";"2,28";"1263,51";"1202394,81";"1212"
"291460435";"Itapicuru";"1212";"1721";"4992";"1,82";"1488,50";"4364162,91";"1212"
"291465305";"Itabela";"1212";"9620";"28079";"2,29";"1584,61";"6557381,03";"1212"
"291470305";"Itaberaba";"1212";"23503";"64926";"2,05";"1666,31";"5633093,82";"1212"
"291480205";"Itabuna";"1212";"71959";"185310";"1,74";"2200,50";"10357704,16";"1212"
"291490105";"Itacaré";"1212";"6757";"18570";"2,41";"1985,62";"6318002,03";"1212"
"291490110";"Taboquinhas";"1212";"3122";"8879";"2,91";"1264,48";"1151417,54";"1212"
"291500705";"Itaeté";"1200";"4531";"13440";"2,62";"1174,80";"1216110,56";"1200"
"291510605";"Itagi";"1212";"4652";"13778";"3,19";"1130,38";"1536993,74";"1212"
"291520505";"Itagibá";"1212";"3741";"10340";"2,33";"1373,38";"1902547,65";"1212"
"291520510";"Japomirim";"1212";"1700";"4944";"1,81";"2211,12";"8837086,06";"1212"
"291530405";"Itagimirim";"1212";"2345";"6324";"2,03";"1539,60";"2879119,16";"1212"
"291535305";"Itaguaçu da Bahia";"1200";"4082";"12265";"2,58";"1084,45";"775830,33";"1200"
"291540305";"Itaju do Colônia";"1212";"1574";"4526";"2,75";"1421,33";"2583637,41";"1212"
"291540320";"Palmira";"1212";"531";"1506";"2,68";"1362,89";"9904989,99";"1212"
"291550205";"Itajuípe";"1212";"6322";"17040";"2,07";"1529,71";"2984390,98";"1212"
"291550210";"Bandeira do Almada";"1212";"677";"1728";"2,41";"1170,95";"749967,92";"1212"
"291560105";"Itamaraju";"1212";"21747";"59498";"2,05";"1748,48";"14184779,45";"1212"
"291570005";"Itamari";"1200";"2555";"7048";"2,45";"1276,18";"1503166,72";"1200"
"291580905";"Itambé";"1212";"6589";"20256";"2,41";"1364,15";"1471279,70";"1212"
"291580910";"Catolezinho";"1212";"856";"2383";"2,13";"1243,31";"471888,41";"1212"
"291580915";"São José do Colônia";"1212";"645";"1689";"2,20";"1185,95";"464633,46";"1212"
"291590805";"Itanagra";"1200";"2069";"5911";"2,24";"1146,96";"1060155,91";"1200"
"291600505";"Itanhém";"1212";"4538";"11856";"1,67";"1679,19";"5155109,70";"1212"
"291600510";"Batinga";"1200";"815";"2157";"1,74";"1604,54";"14813838,49";"1200"
"291600515";"Ibirajá";"1200";"1453";"3768";"1,62";"1400,09";"1552352,25";"1200"
"291610405";"Itaparica";"1200";"7389";"19686";"2,09";"1400,75";"8962574,05";"1200"
"291620305";"Itapé";"1212";"3715";"10314";"2,54";"1436,98";"2281064,98";"1212"
"291630205";"Itapebi";"1212";"3042";"8328";"2,44";"1428,98";"1785739,38";"1212"
"291630210";"Caiubi";"1212";"268";"796";"2,39";"1284,69";"1398784,51";"1212"
"291640105";"Itapetinga";"1212";"22374";"61248";"2,09";"1770,55";"5151315,82";"1212"
"291640110";"Bandeira do Colônia";"1212";"1684";"4515";"1,95";"1537,61";"3844716,51";"1212"
"291650005";"Itapicuru";"1200";"4456";"12646";"2,42";"1190,49";"4396528,16";"1200"
"291650010";"Sambaíba";"800";"3522";"9739";"2,33";"993,68";"854965,39";"800"
"291650015";"Lagoa Redonda";"1000";"3363";"9249";"2,15";"970,66";"396988,84";"1000"
"291660905";"Itapitanga";"1212";"3028";"10264";"3,92";"1397,63";"1723809,22";"1212"
"291670805";"Itaquara";"1200";"2775";"8150";"2,78";"1123,49";"1672546,87";"1200"
"291680705";"Itarantim";"1212";"5782";"15768";"2,10";"1457,60";"3481988,58";"1212"
"291680710";"Ribeirão do Salto";"1212";"498";"1267";"2,08";"1288,39";"1391406,51";"1212"
"291685605";"Itatim";"1200";"5542";"15698";"2,09";"1231,00";"1967695,90";"1200"
"291690605";"Itiruçu";"1212";"3973";"10947";"2,18";"1325,38";"1871274,25";"1212"
"291700305";"Itiúba";"1200";"12063";"33855";"2,26";"1259,23";"89447801,26";"1200"
"291710205";"Itororó";"1212";"4521";"12111";"2,07";"1556,44";"4190510,11";"1212"
