codigo_escola,enem_media_geral_2024,qtd_participantes_enem_2024
35120285,655.2895238095238,63
33021740,655.1931034482758,29
31004197,655.1542307692307,104
52101770,655.0781818181819,11
31166359,655.058125,64
43060412,655.0428571428572,14
31361313,655.0061538461539,13
33082103,654.9954838709677,62
26053837,654.9922539682539,105
29256038,654.9755555555555,18
35159694,654.9093333333333,10
31219126,654.7749253731344,67
35186260,654.7468421052632,38
43126570,654.6564705882353,34
33206201,654.6390909090909,22
42112796,654.6369565217391,46
31158101,654.57,32
50034197,654.542,40
35159585,654.52,31
31279064,654.51,24
35165116,654.4982978723405,47
43060404,654.4927083333333,32
42011612,654.4818279569893,62
35126044,654.4582608695653,23
51013312,654.428253968254,21
33218404,654.4236363636363,11
53001346,654.4096078431372,204
35006903,654.3646153846154,13
60015141,654.36,3
35304414,654.3196969696969,22
31260541,654.2969117647059,136
21272921,654.2877777777778,18
35144228,654.2363333333334,60
35185851,654.2272727272727,33
31275531,654.1776923076923,26
35142931,654.1200000000001,10
31217123,654.1107462686567,67
26188031,654.0579746835443,79
35006190,654.0494736842105,19
31256927,653.99625,32
35480617,653.9721621621622,74
33228604,653.9626388888888,72
42053480,653.913896713615,71
33178496,653.9000000000001,13
33102236,653.8928735632184,29
21095752,653.8516363636364,55
43043674,653.8336507936507,63
35140673,653.8329032258065,31
35121344,653.8122222222223,36
43043720,653.796704980843,87
31274852,653.7733333333333,18
35467066,653.7347967479675,41
33150931,653.6934761904762,140
35132925,653.654238410596,302
29343941,653.6145098039215,51
33041105,653.6107692307693,65
31136727,653.5939999999999,30
33098557,653.5507692307692,13
43105149,653.5309090909091,22
33186260,653.4453968253968,42
33041130,653.4272,25
29301513,653.41825,80
33055920,653.4167948717949,52
41355644,653.415822902179,719
41152484,653.395,12
35130606,653.386,20
31253324,653.3472727272728,11
35809445,653.3023255813954,43
24089478,653.2791666666667,24
60011398,653.245,8
35115712,653.1302702702702,37
24057061,653.1171428571428,28
52083888,653.0789438943893,202
51016443,653.0722222222222,36
41093461,653.0543333333333,80
35118564,653.0469387755102,49
60024263,653.025,4
35158598,653.0016666666667,12
41127722,652.995824915825,198
35113724,652.9807575757576,44
15581900,652.9613333333334,20
35158719,652.946923076923,26
42140668,652.9370967741935,62
42159857,652.9155555555556,9
33552231,652.8982608695652,23
33196222,652.8960317460317,42
35430146,652.84,11
33193851,652.830985915493,71
29290783,652.7627272727273,22
31253391,652.7253846153847,26
35499067,652.7173333333334,50
51064677,652.6992156862744,51
28001656,652.636,25
33109923,652.6152941176471,17
22144412,652.5654545454546,44
53009428,652.5600000000001,29
35165396,652.4882352941177,17
31180262,652.478,30
33176760,652.4127777777778,36
31318345,652.3658333333334,24
23231297,652.3499999999999,26
33111901,652.3249122807017,19
25097326,652.3233333333334,30
35102660,652.316,25
43166059,652.2365714285714,35
33110034,652.2271111111111,30
31325163,652.2048484848485,33
32077610,652.1738797814209,183
29149860,652.1633333333334,60
33066574,652.068,10
31004979,652.048,35
33069565,651.9890476190476,42
35135148,651.9298850574712,290
60014587,651.905,4
33138532,651.8172413793104,29
31223883,651.8145454545455,22
35107050,651.8066666666667,12
31324663,651.7717894736842,95
35107517,651.7645427728613,113
35150885,651.7417171717171,66
33166838,651.6695454545454,44
33064393,651.5116129032258,31
21200157,651.5044444444444,18
41160266,651.4817647058824,34
60012668,651.452,5
31242233,651.424,20
23163240,651.3928767123288,73
41099605,651.2687272727272,55
35101278,651.1890748898679,227
15229408,651.1651851851852,144
31258393,651.1424,25
35117055,651.1291428571428,35
31377899,651.127536231884,23
23077042,651.1143478260869,46
31170216,651.1,21
21500002,651.089,40
35165359,651.0421428571428,28
35140351,650.9674842767296,106
43014623,650.95,20
35569227,650.9384444444444,30
35008152,650.9316374269006,114
31005614,650.9227659574468,94
42160073,650.8947826086957,46
29227720,650.8853846153846,52
33175691,650.828,20
35121307,650.8270967741935,31
33066566,650.77,24
31128058,650.7547967479675,82
43121900,650.7345454545454,33
33055890,650.708695652174,23
29181801,650.6861092530658,299
25071106,650.6738613861386,101
50015877,650.668431372549,68
35800247,650.5812500000001,16
21290695,650.5811764705883,17
53009940,650.529375,96
35008727,650.5,23
26125234,650.4886956521739,23
26173280,650.4708994708994,63
15177017,650.3698360655737,61
31145734,650.3642857142856,42
60012855,650.335,8
42152011,650.2508333333333,16
35172625,650.245,12
31061981,650.2233333333334,16
27016315,650.2035,40
26190451,650.1923664122137,131
33022267,650.1805714285714,35
29427690,650.1800000000001,13
31346209,650.092380952381,70
35155871,650.0142857142857,21
31074101,650.0037037037038,81
35131660,649.9789873417722,79
43023363,649.9758490566038,53
31316628,649.9521212121211,33
