codigo_escola,enem_media_geral_2024,qtd_participantes_enem_2024
26117991,625.876923076923,78
33164541,625.8766666666667,12
35137595,625.864,15
60006448,625.85,2
33099324,625.8306666666666,20
31322245,625.8131428571428,35
35802189,625.7957894736843,19
22135316,625.7933333333333,12
35120339,625.7893963254593,127
35325880,625.76,24
31247359,625.76,11
35114030,625.744109589041,73
15011070,625.7278,100
23102322,625.7154166666667,16
25106546,625.6986666666667,15
35806500,625.665,12
42141451,625.6463636363636,22
35114327,625.6392592592592,27
60016143,625.6314285714286,7
41131657,625.6274774774774,74
29421403,625.6090909090909,11
31321770,625.5108333333333,36
26146770,625.476,10
42294266,625.4616666666667,12
42078873,625.3969444444444,24
15140463,625.3825,24
31353906,625.3548837209302,43
35290452,625.3537931034483,29
43215572,625.3458536585366,41
51068575,625.34,11
60023279,625.2422222222223,9
31376272,625.2084848484848,11
43121896,625.198,40
32034377,625.1777777777778,24
35142359,625.1633333333333,20
35164768,625.1391011235954,89
35169687,625.128,15
31346314,625.0736842105263,19
41100700,625.0565217391304,23
28034414,625.0488,25
33101612,625.0333333333333,60
15173429,625.0014893617022,47
31005134,624.9987096774194,31
35808337,624.9884210526316,19
31258512,624.95375,16
33113106,624.9230630630631,185
29147905,624.9188235294118,34
11049073,624.9125925925925,27
43115497,624.8773333333334,30
33187940,624.8522857142858,70
33194033,624.8520000000001,10
32052367,624.8230303030304,66
21092680,624.81125,64
29301505,624.806875,32
35100473,624.7175799086758,146
43162690,624.6842857142858,42
35288378,624.670909090909,44
11037660,624.664347826087,23
31310107,624.656,10
42154383,624.6005714285715,35
60020899,624.57,6
35140909,624.5686956521739,23
31223417,624.56125,32
43037682,624.5176785714285,112
43083536,624.5167295597485,53
26064588,624.5010101010101,66
31014168,624.4723880597015,134
35114157,624.4513333333333,30
41033787,624.4510526315789,19
15574202,624.4246153846154,13
35007078,624.38,15
31279277,624.3744827586207,29
17057175,624.3733333333333,12
26121484,624.3610714285714,56
35010226,624.3179710144927,23
31102539,624.3100000000001,12
42116074,624.2821568627451,34
35167800,624.2458823529412,34
35150514,624.2373333333333,15
31215759,624.228,10
42161398,624.22125,16
31031691,624.1600000000001,19
35106756,624.157619047619,42
31280071,624.146,10
31343315,624.1183333333333,12
35158999,624.1144444444444,42
21267324,624.1138461538461,13
29160260,624.1077222222223,120
29480310,624.1041666666666,24
35063071,624.0992307692308,26
60020923,624.0600000000001,6
51039877,623.985243902439,164
35144125,623.9780952380953,21
29149894,623.9435185185185,36
33184844,623.9390697674419,43
15159485,623.9133333333334,30
35165049,623.844375,64
41057570,623.79875,16
43012515,623.79,32
42123291,623.7848,25
33102830,623.7729411764706,17
22026037,623.7695065458207,331
32039948,623.7496969696969,33
31280879,623.7494444444444,36
31368385,623.7427083333333,32
33178992,623.7071698113208,53
25132059,623.653,20
60025349,623.64,9
60009566,623.6285714285714,7
15156028,623.6161006289309,106
52103560,623.6111111111111,27
31180319,623.6104761904762,21
31014541,623.6034482758621,29
43002617,623.5971428571429,14
31246395,623.5892307692308,13
26184834,623.5875862068966,29
43169830,623.5472727272728,11
33079030,623.5450000000001,14
33179344,623.5376470588235,17
31074471,623.5216216216216,37
28024362,623.5044444444444,27
31231088,623.4868292682927,41
53012941,623.4297267759563,61
35122993,623.42875,32
31196142,623.4225,40
32076363,623.3861224489797,49
31384275,623.3852631578948,19
60001835,623.3774999999999,8
50030116,623.361264957265,195
60024131,623.3433333333334,6
21155844,623.3283333333333,40
35120637,623.3014814814815,27
60015741,623.2825,8
22022457,623.2733333333333,12
35107700,623.2536842105263,19
60019902,623.2479999999999,5
42003555,623.2448648648649,37
35110346,623.2406349206349,63
32086008,623.235,12
35108649,623.1748148148148,45
60016392,623.165,8
60016173,623.148,5
25064061,623.1127272727273,11
60019602,623.1,9
25102524,623.0516666666666,24
53005910,623.0473224043716,61
35111235,623.0408510638298,47
35133395,623.0257981220657,142
24083550,623.0138505747127,58
50000357,623.0058333333333,24
35481014,622.9539743589744,52
25125958,622.9416,25
60015748,622.94,4
42113580,622.915,12
35159712,622.9100000000001,20
60019620,622.8520000000001,5
33026360,622.8407407407408,27
35114522,622.8082352941176,34
35154404,622.8069444444444,48
23245468,622.8061904761905,42
33033811,622.7935,40
26122090,622.7737931034483,58
35151385,622.7659574468086,47
33178828,622.7508888888889,30
35115848,622.72,12
35121319,622.7165,40
31180483,622.7,20
41024311,622.6771428571428,28
43200273,622.6729824561404,19
25163809,622.6600000000001,10
35100213,622.6169696969697,22
31375195,622.5984615384616,13
60019118,622.595,4
60028647,622.58,7
60024103,622.5799999999999,7
35152432,622.5755721393034,67
52020592,622.5619047619048,21
33155259,622.545,36
33130442,622.5225,24
35006039,622.5075,24
35159612,622.5019047619047,14
60000214,622.4908333333333,8
50007912,622.463,40
60015363,622.4,8
52072568,622.3777777777777,36
43105068,622.3773015873016,63
35115253,622.3562790697674,43
35143112,622.356,15
35192077,622.3249019607842,34
35109496,622.2664516129033,31
60019868,622.2644444444445,9
42023254,622.2625287356323,29
31222976,622.2611764705882,17
31004162,622.26,19
35150484,622.2215384615384,13
35139683,622.2202564102564,130
41110064,622.1844444444445,9
60020464,622.1822222222222,9
35112057,622.1635294117648,17
51039036,622.1509803921568,51
33151369,622.1383333333333,24
35007666,622.125,12
41033752,622.1111111111111,18
41358899,622.106,30
23070064,622.1054545454546,33
41024613,622.101935483871,31
41024672,622.0715151515152,33
26122359,622.068,20
41146476,622.0370370370371,54
43062385,621.9824242424243,11
60020227,621.956,5
60024113,621.9159999999999,5
35135227,621.9096415770609,186
29181640,621.9031428571428,70
43049419,621.8104964539008,47
28037570,621.8055172413793,29
33226210,621.7525,16
41125657,621.7376923076923,26
35152493,621.7376666666667,20
15172287,621.7261111111111,36
15163849,621.6995726495726,78
41097211,621.6866666666667,18
23142820,621.6757037037037,45
31220353,621.6755555555555,15
33094861,621.6583333333333,12
35124886,621.6530434782609,23
35102015,621.6490196078431,17
31102318,621.6327272727273,33
60019799,621.6324999999999,8
60024024,621.615,4
60021237,621.5885714285715,7
35507124,621.585925925926,27
60019710,621.58,8
35144150,621.5716666666666,24
31096326,621.5622222222223,15
29408148,621.5611428571428,35
35429673,621.549,20
35560728,621.5305555555556,36
33125864,621.5280341880342,39
60027484,621.5266666666666,3
29064104,621.4924444444445,60
35806444,621.4834782608696,23
51088231,621.4725,8
31382507,621.4572413793104,29
35144824,621.4081818181818,22
15584240,621.4013793103449,29
35160234,621.3982857142856,35
33161402,621.3882644628098,121
23282339,621.3421333333333,125
31348465,621.3348148148149,27
42072360,621.3183333333333,24
42203600,621.3149999999999,12
31170208,621.2785714285714,28
35104826,621.2692307692307,13
33241201,621.1985815602836,47
52033120,621.1784615384615,39
31133612,621.1575609756097,41
60013743,621.145,8
31005797,621.1,6
42080258,621.0933333333334,30
35290993,621.0924242424243,22
31369381,621.0763636363637,11
35150393,621.0525,16
52099490,621.021754385965,19
35179103,621.0166666666667,18
33113114,620.99875,16
35193914,620.9616666666667,32
35135550,620.9254545454546,11
35297987,620.8921212121212,11
41059999,620.8671875,32
25125494,620.84,13
29478448,620.8369387755101,98
42123372,620.8350833333333,40
35165086,620.8228571428572,28
35143595,620.8157575757576,33
35107049,620.8066666666667,42
29422256,620.8064516129032,62
60012437,620.7857142857143,7
41071417,620.7662365591398,31
29428408,620.7570238095238,56
27051889,620.7323809523809,21
41033515,620.7164285714287,28
60008299,620.6942857142857,7
35585488,620.678857142857,35
31123501,620.651111111111,9
32078510,620.6466666666666,102
28010124,620.6194285714286,35
33034249,620.6030303030303,11
35114911,620.5664761904762,35
33055459,620.5442857142858,14
41053699,620.5411111111111,18
23073306,620.5333333333333,18
35288214,620.528275862069,29
29471583,620.5262857142858,35
32066880,620.51125,16
31118346,620.4842857142858,28
41128699,620.4564444444444,60
29024595,620.4526984126985,63
52260372,620.4517647058824,17
60015714,620.4266666666666,6
35268562,620.4052173913043,23
41030095,620.3958333333333,40
41140834,620.3830769230769,26
25127519,620.3805761316872,81
29470153,620.3711564625851,49
35196964,620.3501754385965,19
43216099,620.3315873015873,42
43038387,620.3209356725147,57
33115303,620.2580555555555,72
24085499,620.2378947368421,19
15118932,620.2140845070422,71
32043325,620.2118518518519,18
52104176,620.1821052631578,19
41066545,620.172,15
41072189,620.1562962962963,9
33181713,620.1124675324676,77
35103780,620.0944444444444,18
60024248,620.0933333333334,5
31365114,620.074623655914,31
60005767,620.071111111111,9
35587023,620.0391489361702,47
31217263,620.031875,32
51051192,620.0295652173913,23
31343447,620.0235294117647,17
29467950,620.0184615384616,13
33067813,620.0143209876543,81
42023270,619.9857142857143,35
35106636,619.9718518518519,72
35006958,619.962,25
35299182,619.9384,25
41133692,619.9276923076923,39
31276006,619.911111111111,18
33146241,619.9096,25
26142716,619.9085714285715,70
33439800,619.8875,16
41027051,619.8351219512195,41
35108364,619.8346405228758,102
42093872,619.8284210526316,57
32083343,619.7784511784512,99
35123146,619.7391304347826,23
35143297,619.7376923076923,13
35111132,619.7358333333333,24
15011097,619.7018699186992,82
35118291,619.6657142857142,14
35114510,619.6415384615385,26
60012548,619.63,8
31340030,619.6085714285715,14
24002526,619.6054421768707,49
29181755,619.5818181818181,44
51091127,619.573,20
31351598,619.5371428571428,14
52062570,619.5216666666666,12
15147002,619.5125,32
35439113,619.5103448275862,29
35113335,619.508717948718,39
41007883,619.508,15
42156300,619.501052631579,38
23131705,619.481,40
60028698,619.4440000000001,5
31249548,619.4440000000001,10
29093627,619.4374545454546,55
42144965,619.4102564102565,13
29147379,619.3929824561404,19
53005503,619.3766037735849,53
50016628,619.369188034188,78
31374644,619.3483333333334,12
17005078,619.3363742690058,57
33008221,619.3186486486487,148
41027000,619.3089655172414,29
32039832,619.3011594202899,69
35117699,619.2937931034483,29
35288652,619.2895238095238,21
60027319,619.267619047619,7
35117614,619.2617391304348,23
53001192,619.25,22
41072111,619.2456910569106,41
33101086,619.2419047619047,21
29427924,619.2,21
35118000,619.1941666666667,16
31128023,619.1828888888889,30
35166406,619.1764705882352,17
43092519,619.1453846153846,26
42083915,619.137358490566,53
35114996,619.1148148148147,27
60012531,619.06,3
16002016,619.0554901960784,34
35004270,619.055,12
31018767,619.0397916666667,32
33035482,619.0338666666667,25
52086542,619.0263636363636,22
29199603,618.9905555555556,36
35802852,618.9846153846154,39
11007656,618.9822857142857,35
60014985,618.98,6
42140188,618.9771428571429,14
33169365,618.9521428571428,28
13026631,618.9433333333334,10
41373359,618.9418181818181,11
22134662,618.890303030303,33
43056180,618.8295726495726,39
31062243,618.8256410256411,13
60012427,618.825,8
33044309,618.8155555555555,18
51036193,618.813023255814,43
42001625,618.7929411764705,17
41152450,618.7914666666667,75
35111144,618.7740000000001,10
31041025,618.773125,32
60013023,618.6999999999999,3
35108637,618.67,18
60020062,618.67,6
43152759,618.6657575757577,22
35102039,618.6637179487179,52
53014111,618.6356038647343,138
33180458,618.6279999999999,10
35144071,618.6036363636364,22
31381101,618.586,20
33081603,618.581,20
52093808,618.5514285714286,14
31250449,618.5438461538462,26
60020300,618.5066666666667,3
29359287,618.4929411764706,34
35103861,618.4715028248587,295
43097782,618.4604519774011,59
31079243,618.4466666666666,21
35358472,618.4272340425531,47
29429064,618.3941666666666,24
43092454,618.3742028985507,69
43105033,618.3576923076923,26
15167372,618.3548837209302,43
35108613,618.3408333333333,24
60020310,618.3000000000001,3
42154090,618.3,14
35153631,618.2462857142857,35
33072426,618.2458823529412,17
22124993,618.2294117647059,17
15172155,618.228888888889,18
31305235,618.213488372093,43
35123473,618.1846666666667,20
35010002,618.1565217391304,23
33185433,618.1330434782609,23
35110966,618.1283428571429,350
35124266,618.1016666666667,12
60019849,618.0440000000001,5
35109502,618.0410256410257,39
43105025,618.0315789473684,19
35125696,618.0066666666667,33
17055962,617.9035087719298,19
29226538,617.8866666666667,21
33189692,617.8838974358974,65
33098379,617.865,24
60023854,617.84,4
35184962,617.8366666666667,32
23395630,617.8321428571428,28
31145700,617.8109090909091,11
52033228,617.8025,16
31322695,617.78,17
26179393,617.722268041237,97
43162290,617.6985714285714,42
35813916,617.698,10
43078370,617.6669892473118,62
33112487,617.6606153846154,65
35143625,617.6584848484849,44
53019296,617.6460465116279,43
35344837,617.62625,16
33178518,617.5591666666667,64
31022837,617.538,20
42068690,617.5344262295082,61
60019258,617.5342857142857,7
35130904,617.5312,50
42153603,617.5017391304348,23
35140685,617.4857142857143,14
41155815,617.462619047619,84
35143613,617.4464516129033,31
33065268,617.4216666666666,16
43041639,617.4109941520468,57
35480289,617.3945454545454,11
60019407,617.388,5
42100712,617.38,10
35429089,617.379,80
35139373,617.3703448275862,29
60006559,617.3575,8
53018613,617.3334615384615,52
35102829,617.2985365853658,41
25068431,617.2206521739131,92
33161011,617.1905454545455,110
23161868,617.1858333333333,48
24068500,617.180606060606,33
35121721,617.1759999999999,25
11033738,617.168,10
33171793,617.14,21
41027752,617.1360000000001,10
60003749,617.112,5
52038149,617.109925925926,45
29436770,617.08625,32
21286175,617.0791666666667,24
35161937,617.0070588235294,17
35163831,616.975,12
41133285,616.9672222222222,48
29301521,616.9426666666666,15
52029999,616.9377777777778,27
35808581,616.9338461538462,13
60009694,616.924,5
35126950,616.86875,16
15566552,616.867,20
31357154,616.8642105263158,19
60013542,616.86,1
53013387,616.8556521739131,23
60015112,616.8375,8
31273091,616.816,15
35131738,616.8100000000001,28
35150642,616.8066666666667,18
52020320,616.7863157894737,38
41569938,616.7702222222222,30
24003662,616.7417391304348,23
35134193,616.7371428571429,14
29165660,616.731304347826,23
31222232,616.6973809523809,28
31136816,616.6501538461539,65
15175448,616.6381818181818,33
29345006,616.6369696969697,22
35102799,616.6334199134199,77
26127890,616.6031578947368,19
42109337,616.5822222222222,9
41158555,616.5708602150538,62
60015001,616.5685714285713,7
53014391,616.4854545454546,11
33171670,616.4786046511629,43
35125830,616.4466666666667,15
35139221,616.3892063492063,42
33120986,616.3264,25
60021257,616.32,9
35432994,616.3107692307692,13
35009706,616.3076923076923,13
35006799,616.2125,16
31293181,616.2106666666666,15
60014569,616.2099999999999,2
60021047,616.2057142857144,7
31275549,616.1927272727272,11
16012100,616.1385714285715,14
21199274,616.1258333333334,24
29196302,616.118,10
23000872,616.0707692307692,13
53003640,616.0514081996434,187
35290920,616.0164705882353,17
60006754,615.98,6
35125623,615.9333333333333,15
28018052,615.9325,40
42134846,615.9322916666666,96
25111590,615.8879365079365,63
31374709,615.8826086956522,23
35100785,615.87,12
23489995,615.8355555555555,30
35114479,615.8337373737373,33
33115478,615.7838461538461,52
51067439,615.7782978723404,47
43107524,615.7705263157894,19
35124126,615.7588235294118,17
29299632,615.7338461538461,13
35567516,615.7168,50
35568173,615.7018181818182,22
31306169,615.6999999999999,11
35441259,615.6752631578947,38
21259330,615.6715789473684,19
26179199,615.6441481481482,135
52098966,615.6400000000001,26
32081502,615.6304761904762,35
29417791,615.6294573643411,43
42000246,615.6126315789473,38
42156343,615.5954121863799,186
51003082,615.58,12
31373990,615.557380952381,28
21455201,615.5435294117647,17
26075440,615.5186440677966,118
35107414,615.45625,16
25019201,615.4350354609929,47
29387566,615.4169696969697,33
53018273,615.4053333333334,15
35569409,615.4039007092199,94
29345065,615.3847058823529,17
35194074,615.36,11
42035295,615.3342857142858,14
35463188,615.322,10
33025460,615.3090476190476,84
35188062,615.300701754386,19
31325864,615.2919999999999,15
22032762,615.29,10
35287490,615.2766666666666,18
43170072,615.2638095238095,21
35125155,615.2382608695652,23
35112276,615.2271428571429,14
35005115,615.225,24
11026324,615.2070175438597,57
23235900,615.1406451612903,31
35010100,615.1290909090909,11
35174658,615.1251515151515,44
33089248,615.1077777777778,18
60015573,615.1,5
35117389,615.096875,32
60003678,615.0885714285714,7
17026156,615.057011494253,29
35118023,615.0473170731707,41
41035143,615.044347826087,23
33152888,615.044,15
35185673,615.0380952380953,14
42020557,615.0178947368421,19
35005969,615.0094736842105,19
35103445,615.0082142857143,56
35101722,614.9802666666667,25
60020232,614.9749999999999,4
23064552,614.9422807017544,38
35103536,614.9399999999999,12
14000792,614.9257142857143,63
31166090,614.9238095238095,21
29043476,614.8810000000001,20
35135744,614.8765079365079,21
52104486,614.8426666666668,15
42112141,614.8327710843374,83
33193347,614.8288888888889,9
52074781,614.8073333333334,20
31267007,614.8014634146342,41
43206557,614.7877777777777,24
31341550,614.766,10
41063252,614.7460512820512,65
42110599,614.7278947368421,38
29142717,614.72,23
31245372,614.7199999999999,15
35805683,614.717894736842,19
25153811,614.6816666666666,12
35109022,614.5747619047619,112
42111706,614.57375,16
23071400,614.5691803278688,61
23247088,614.5611904761905,28
33053316,614.5218181818182,22
31350567,614.5174358974359,13
33048355,614.5048717948719,26
51093065,614.5007407407408,54
35006199,614.484,10
25001787,614.4814814814815,27
60029102,614.4733333333334,3
33085609,614.4414285714286,28
60027993,614.44,3
32079931,614.4360975609757,41
35133942,614.4347368421053,19
52104966,614.4069565217392,23
31345857,614.3862222222223,45
35008207,614.3836363636364,22
29064775,614.3747368421053,19
31304468,614.3746666666667,15
31309753,614.36,19
60009236,614.34,4
35140181,614.3313043478261,23
25003828,614.3068571428571,35
35114406,614.3015384615385,26
43073743,614.2964912280702,19
23082585,614.288,30
29483964,614.2445161290323,31
41133307,614.1982608695652,23
53005457,614.1975163398693,51
42156394,614.1750000000001,48
43019196,614.0927659574468,47
32070276,614.088888888889,18
35802311,614.0561904761905,21
33098263,614.0413333333333,15
21279810,613.9455,80
35159505,613.9328888888889,15
53009967,613.904,10
41119304,613.868,10
31193020,613.86,21
26142759,613.840641025641,52
23078251,613.8139130434782,46
35295784,613.8056,25
43136435,613.7944444444444,18
60028987,613.7875,8
35172856,613.7733333333333,24
60021272,613.76,7
60008235,613.76,2
60015206,613.75,2
35116178,613.7478260869566,23
35388117,613.7384722222222,96
25134000,613.725,16
35107219,613.668125,32
41127480,613.6042424242423,33
35370836,613.6023076923077,26
23268999,613.5907692307693,26
43104967,613.5478260869565,23
29433380,613.5329032258064,31
21519676,613.5304761904762,21
29277566,613.5280701754385,19
22138544,613.5061111111112,36
29353556,613.5008695652174,23
35154866,613.4923076923077,13
29406080,613.4713698630136,73
35446877,613.4640476190476,28
31374180,613.446511627907,43
22143599,613.444,15
51027267,613.428888888889,9
35442264,613.421052631579,19
35254859,613.42,16
35152523,613.42,15
27034895,613.39417989418,63
51058219,613.3930769230769,78
29454883,613.3877777777777,18
31006009,613.3855555555556,24
29449367,613.3593103448276,29
35150964,613.3533333333334,18
52047253,613.334761904762,42
29381452,613.2966666666667,12
51064545,613.279797979798,33
60016076,613.27,2
26190494,613.2570588235294,34
21180415,613.2433333333333,12
29446791,613.1923076923077,13
35007099,613.1581818181818,11
35130618,613.1407692307693,52
15166236,613.14,85
43123651,613.082380952381,28
32052120,613.0807407407408,27
32010311,613.0733333333334,30
60016606,613.0688888888889,9
60012490,613.045,4
35154180,613.0342857142857,28
31351393,612.9957142857144,14
21017506,612.9918518518518,27
35139142,612.9676923076923,13
60019569,612.9666666666667,4
53018532,612.947619047619,21
31268321,612.9063157894736,19
33129902,612.8774074074074,18
42015588,612.8713725490196,51
35106768,612.8704347826088,23
60021019,612.8533333333334,9
33015546,612.8507482993198,49
35151452,612.8499999999999,18
33190160,612.8447619047619,21
31180556,612.8432432432433,37
52091279,612.8194520547945,73
60011584,612.8177777777778,9
15585689,612.8118181818182,22
23060980,612.8100000000001,20
35144733,612.8082352941176,34
31102482,612.8055555555555,18
35142311,612.7788235294117,17
41084950,612.7533333333333,31
25081373,612.7483333333334,36
41159446,612.7351515151514,33
24003646,612.7266666666667,15
60009601,612.6833333333333,6
53001389,612.6590909090909,22
12022969,612.6488235294119,34
41156978,612.6383333333333,16
26024683,612.6168421052631,19
35165141,612.6115942028985,23
35106884,612.5268531468531,143
33189145,612.5247826086957,46
35109411,612.5171428571429,56
60021129,612.5114285714286,7
15171639,612.5055,80
33537216,612.5033333333333,18
35809457,612.4972222222221,12
33028567,612.48125,16
31295256,612.4738461538461,13
35119261,612.4489523809524,70
53017897,612.4404761904761,42
35295978,612.363,20
35185243,612.362909090909,55
41053923,612.3540740740741,9
60019158,612.3333333333334,9
35111764,612.2980952380952,28
41385616,612.2888888888889,27
22146199,612.2811111111112,54
60029010,612.2766666666666,6
60012989,612.2033333333333,6
24069140,612.1973333333333,30
35296478,612.1884210526316,19
35119912,612.1800000000001,13
60027780,612.176,5
35114066,612.1702564102563,78
35154258,612.1223333333332,60
26033925,612.0895652173913,46
21249881,612.0816,25
41372379,612.0787755102041,49
35136396,612.0746666666668,15
33374201,612.071619047619,35
21261253,612.064927536232,23
35134429,612.0504,25
29304385,612.0318518518519,27
60004246,612.01,8
60012498,611.9966666666666,6
60025312,611.9399999999999,1
51051273,611.9398611111111,48
35111867,611.9196699669967,101
41071913,611.8926315789474,19
42105528,611.875,20
43105335,611.86,10
42123682,611.84375,16
52054160,611.8327272727273,22
60018845,611.8228571428572,7
25128035,611.789090909091,11
33089175,611.7693333333334,15
35805048,611.7368,25
15174433,611.7279674796747,123
42003890,611.7166666666667,12
28037863,611.715737704918,61
33125953,611.6993798449613,129
60012564,611.6800000000001,4
41360044,611.6791666666667,24
35167046,611.6752380952381,21
42155541,611.6672222222222,12
31375446,611.664347826087,23
35112641,611.6486363636363,44
42121442,611.6442857142857,28
60020243,611.6416666666667,8
35803996,611.6344444444444,18
43150616,611.6177777777777,15
35301224,611.5957894736842,19
35136888,611.5895098039216,68
43113680,611.5857894736841,38
35113876,611.58,10
51043963,611.5705882352942,17
60015153,611.5466666666666,9
35127231,611.545988700565,59
35124060,611.5388888888889,54
23059753,611.5328571428572,14
35560108,611.51,8
35162966,611.4941176470588,17
60018687,611.434074074074,9
53017870,611.4073913043478,46
51060035,611.3069565217392,23
29473497,611.2901960784314,17
25090631,611.2466666666666,12
31296261,611.1908333333333,16
28110404,611.19,58
42152038,611.1719298245614,19
33145989,611.112,15
35116889,611.0990476190476,28
22138560,611.0729087048833,157
31233137,611.0653846153846,26
60012461,611.0575,8
35137753,611.0229752066116,121
26121328,610.9788571428571,35
43071627,610.9408547008546,39
35186485,610.9322222222222,18
25064266,610.9263157894737,19
42088836,610.91625,16
27054500,610.9105263157895,19
41385845,610.9,24
35137947,610.8911111111112,27
35498646,610.8885858585859,66
35810095,610.8724528301888,53
33183678,610.872,15
35113967,610.8434782608696,23
29181895,610.8266666666666,18
35126925,610.7961904761904,21
35112768,610.7847619047619,14
31323951,610.7630769230769,13
22140093,610.7491358024691,81
42069432,610.7411764705882,17
31180572,610.704,20
60019364,610.69,8
15569764,610.6721739130435,23
15528715,610.6657142857142,14
35138575,610.6509803921568,51
35566706,610.642105263158,19
29529018,610.6054545454546,44
35803224,610.6,12
60020248,610.5925,8
60021228,610.5742857142857,7
35134351,610.5637037037037,27
41076800,610.5588732394366,71
28029771,610.4742028985507,23
25135406,610.4573333333334,30
60007950,610.4559999999999,5
22144200,610.4529761904762,56
35337717,610.451,20
23214260,610.4408,25
35175031,610.4383333333334,24
42156289,610.4362820512821,52
42028493,610.4341379310345,58
28042204,610.4100000000001,42
52270378,610.4,15
15175529,610.3897652582159,71
29179580,610.380987654321,27
41023200,610.374375,32
24134201,610.373076923077,26
26051648,610.3681481481481,27
29056624,610.3639999999999,10
35107924,610.3585714285715,14
35103342,610.3466666666667,24
33159416,610.30875,16
50007890,610.2869154228856,67
35126559,610.2805128205129,13
52075885,610.2658333333333,24
43035728,610.2486821705426,43
26122154,610.2326315789473,19
35296016,610.1704,25
35127197,610.1551999999999,25
17046807,610.1543209876544,27
43098592,610.1541666666667,24
60008535,610.1485714285715,7
52032973,610.1448648648649,37
31254819,610.1446153846153,13
43083277,610.1419047619047,21
35568156,610.1418518518518,18
27044033,610.114,10
43183344,610.1122222222223,18
53017030,610.1114480874317,122
33008337,610.0994666666667,25
41141008,610.0944,25
25097938,610.0822222222222,18
41130090,610.0595800524934,127
33113009,610.0475903614457,166
29486696,610.045,36
35800077,610.0225,16
35116476,609.9418181818182,11
35105077,609.9381818181818,11
42020492,609.9156695156695,117
35173548,609.9121739130435,23
60027315,609.91,6
35006291,609.8950980392157,68
31343790,609.8914285714285,14
35117067,609.8659770114944,29
27326012,609.8616000000001,25
35811683,609.8578461538461,65
13032127,609.8464021164021,63
31316377,609.8454545454546,11
15045455,609.845,36
35101904,609.8404301075269,31
35150459,609.8341176470589,17
50028820,609.7953846153846,13
35185334,609.7921568627452,17
21165874,609.7884210526315,19
23272015,609.7517647058824,68
35101643,609.7092307692308,39
60019528,609.704,5
35809159,609.6976923076923,26
28007050,609.6446153846153,13
35158604,609.64,13
42016410,609.6216666666667,24
42116643,609.5919727891156,49
33075921,609.5653333333333,45
50018671,609.5633333333333,24
35151774,609.557380952381,56
41376439,609.5478260869565,23
29297664,609.5263636363636,22
33120846,609.4944444444444,18
60012848,609.4933333333333,6
12026409,609.467619047619,21
60003039,609.4639999999999,5
35118722,609.4172549019609,17
35116816,609.4122222222222,54
33191182,609.41125,16
31005789,609.4058823529411,17
31239534,609.4,13
35158987,609.3917241379311,29
33182086,609.378,10
17056586,609.3416091954023,29
27214737,609.3325581395349,43
35125465,609.3077777777778,18
35160544,609.2872727272727,22
42116120,609.2822222222222,27
31213845,609.2794117647059,34
29088011,609.2683333333333,12
35101597,609.2678518518519,45
26153084,609.2566666666667,12
60012533,609.1991666666667,8
15165833,609.1521739130435,23
29201969,609.151111111111,18
60022817,609.1366666666667,6
15176045,609.1157142857143,14
51057891,609.1020125786164,53
26116499,609.0939393939393,33
35288482,609.093125,32
22010491,609.0909090909091,11
23067845,609.0876923076924,26
60004217,609.0840000000001,5
35118576,609.0777777777778,9
24003638,609.0652631578947,19
50026429,609.0503381642512,69
35138083,609.04625,16
35288792,609.0376470588235,17
53018796,609.0272222222222,36
50028154,609.0223809523809,42
42162890,609.01,34
60020321,608.9866666666667,3
35128120,608.975,16
53015010,608.9745454545455,11
33172315,608.9128205128205,39
35118936,608.8957142857142,14
41111435,608.8930434782609,23
35130588,608.8687719298246,19
15570533,608.8677884615385,104
35138836,608.856,10
43061702,608.8365384615385,26
60012822,608.83,6
53017102,608.8093333333333,15
35115400,608.8072,25
35100304,608.8045161290322,31
35307592,608.765641025641,39
60025040,608.7525,8
35167411,608.705806451613,31
35196976,608.6446153846153,13
35111995,608.6428248587571,59
50064827,608.6315555555556,15
35152473,608.6245614035088,38
42162173,608.5671428571429,14
15588327,608.5644444444445,27
35125398,608.5640909090909,44
60021215,608.545,8
33175560,608.5351219512195,41
32039980,608.5154285714286,35
60008452,608.4977777777777,9
53007190,608.4968253968254,63
52039722,608.4965714285714,35
15573907,608.4727272727273,11
25097628,608.4495238095238,21
35124345,608.4469565217391,23
50021176,608.4415384615385,13
35116580,608.40375,16
31256285,608.3536585365854,41
31383546,608.3524137931034,58
35518785,608.3464761904762,35
32065060,608.33875,16
35160453,608.318596491228,19
35006144,608.2977777777778,9
35513672,608.2726315789474,19
31041408,608.2707692307692,13
41025954,608.2622695035461,47
35111247,608.254125,80
33026424,608.2533333333333,24
41379217,608.2145454545455,22
25213806,608.2112121212122,66
29422353,608.2033333333334,24
32035870,608.19,26
31007498,608.1864,25
60012752,608.1800000000001,4
41028945,608.1525714285714,35
22141197,608.1348,50
23274921,608.12,15
33157383,608.1066666666667,39
35116051,608.0896153846154,52
53008502,608.0747619047619,42
60019347,608.0433333333334,6
60029112,608.0428571428572,7
33186278,608.035641025641,26
35140348,608.0268421052632,38
41371968,608.02625,16
53002075,608.0094736842105,19
26101840,607.9984615384615,26
22010270,607.996,15
43125514,607.9870707070708,33
35121125,607.9836363636364,22
42143489,607.9781333333333,25
15174484,607.9749206349206,21
41042891,607.9708333333333,24
52109810,607.97,10
17039371,607.9622222222222,18
