codigo_escola,codigo_municipio_enem,qtd_participantes_enem,enem_media_cn,enem_media_ch,enem_media_lc,enem_media_mt,enem_media_redacao,enem_media_geral
14000792,1400100,47,536.4148936170212,566.8021276595745,573.5574468085107,589.4765957446809,717.0212765957447,596.6544680851064
14000814,1400100,28,598.6785714285714,618.5666666666666,622.4037037037037,649.5214285714285,742.2222222222222,641.4032142857143
14001055,1400100,23,539.3434782608696,543.195652173913,545.2869565217392,568.8739130434783,700.0,579.34
14001080,1400100,37,482.4297297297298,514.7583333333333,531.4194444444444,486.7108108108108,545.0,510.9383783783784
14006260,1400100,22,524.1894736842105,536.1909090909091,546.4727272727273,543.5421052631579,603.6363636363636,545.5021212121212
14006740,1400100,49,533.0081632653062,561.40625,567.3145833333333,571.0530612244897,698.75,584.5932653061225
14007274,1400100,11,510.3636363636364,533.5545454545454,566.9818181818182,545.3272727272728,658.1818181818181,562.8818181818182
14324067,1400100,55,518.1884615384615,541.3436363636364,547.3636363636364,544.1346153846154,634.9090909090909,556.4747878787879
14324636,1400100,51,534.592,540.0901960784313,562.8254901960784,531.564,654.1176470588235,563.417908496732
15004716,1505304,34,557.3352941176471,575.0705882352942,560.064705882353,590.3294117647059,750.5882352941177,606.6776470588236
15011020,1506807,11,512.6090909090909,495.0818181818182,533.0636363636363,483.60909090909087,678.1818181818181,540.5090909090909
15011070,1506807,85,590.4588235294118,591.895294117647,600.6388235294118,651.7623529411765,830.1176470588235,652.9745882352942
