"CD_BAIRRO";"NM_BAIRRO";"V06001";"V06002";"V06003";"V06004";"V06005";"V06006"
"2302800006";"Centro";"1956";"5356";"2,21";"1982,18";"17788424,71";"1212"
"2302800007";"Imaculada Conceição";"446";"1238";"1,70";"2538,63";"15801921,48";"1212"
"2302800008";"João Paulo II";"508";"1440";"2,16";"1421,80";"3526348,07";"1212"
"2302800009";"Jubaia";"49";"140";"1,92";"1191,91";"1062417,04";"1200"
"2302800010";"Nossa Senhora das Graças";"1063";"3158";"2,19";"1481,26";"2296033,18";"1212"
"2302800011";"Palestina";"1943";"5879";"2,42";"1082,07";"764263,05";"1200"
"2302800012";"Riacho São Francisco";"860";"2528";"1,65";"2130,09";"4194987,45";"1212"
"2302800013";"Santa Luzia";"1378";"3979";"2,21";"1371,06";"1714289,91";"1200"
"2302800014";"São Mateus";"476";"1427";"2,23";"1701,00";"5728602,57";"1212"
"2302800015";"Santa Clara";"581";"1542";"1,93";"1740,55";"3030545,73";"1212"
"2302800016";"Campinas";"575";"1730";"1,99";"1373,16";"7437505,35";"1000"
"2303006001";"Centro";"400";"1208";"1,88";"1904,62";"2805809,30";"1212"
"2303006002";"Pé do Serrote";"525";"1642";"2,30";"1012,26";"626351,13";"1000"
"2303006003";"Coração de Jesus";"239";"693";"2,08";"1025,74";"602712,80";"1200"
"2303006004";"Açude Novo";"25";"67";"1,81";"1260,00";"2373333,33";"1000"
"2303006005";"Conjunto";"101";"310";"1,87";"1695,20";"3145179,89";"1200"
"2303006006";"Alto da Bela Vista";"295";"935";"2,43";"1083,40";"739603,83";"1212"
"2303006007";"Alto da Delegacia";"81";"224";"1,53";"1355,37";"1165971,95";"1200"
"2303006008";"Estrada Vila Nova";"25";"85";"2,25";"1494,78";"1844610,09";"1212"
"2303006009";"Centro de Campos Belos";"288";"784";"2,24";"1287,34";"932363,47";"1212"
"2303006010";"Vila Beta";"462";"1442";"2,12";"964,47";"357566,75";"1200"
"2303006011";"Açudinho";"314";"996";"2,99";"948,12";"590847,52";"700"
"2303006012";"Três Bocas";"176";"518";"2,45";"1372,09";"1410105,32";"1200"
"2303204001";"Centro";"367";"1014";"1,89";"1933,71";"3527400,80";"1212"
"2303204002";"Mestre Neco";"503";"1408";"1,90";"1392,75";"1347727,69";"1212"
"2303204003";"Nossa Senhora do Carmo";"404";"1172";"1,73";"1299,32";"1170021,40";"1200"
"2303204004";"Paraíso";"406";"1150";"2,05";"1326,23";"1563790,95";"1212"
"2303204005";"Umari";"188";"600";"1,90";"1155,00";"982952,78";"1212"
"2303204006";"Pernambuquinho";"926";"2621";"1,66";"1131,39";"756173,19";"1212"
"2303204007";"Padre Cícero";"93";"292";"2,19";"1395,67";"2861791,81";"1200"
"2303204008";"José Agostinho";"444";"1310";"2,17";"1096,65";"661819,13";"1200"
"2303204009";"Palestina";"287";"852";"2,11";"862,88";"309969,75";"765"
"2303204010";"Abílio Unias";"581";"1690";"1,90";"1170,64";"1014920,42";"1200"
"2303204011";"Cedron";"91";"264";"2,53";"1339,62";"1900526,81";"1212"
"2303204012";"Bico da Arara";"441";"1343";"2,13";"902,55";"614788,04";"640"
"2303303001";"Centro";"474";"1236";"1,72";"1775,76";"2308821,42";"1212"
"2303303002";"São Vicente";"497";"1424";"2,13";"1341,26";"3245603,74";"1212"
"2303303003";"Vila Nova";"579";"1649";"2,07";"1116,01";"815272,19";"1212"
"2303303004";"Esplanada";"311";"851";"1,70";"1299,00";"1669583,63";"1212"
"2303303005";"Acampamento";"68";"208";"1,82";"1154,54";"430716,77";"1212"
"2303659001";"Centro";"379";"1015";"1,76";"1661,06";"2141949,56";"1200"
"2303659002";"Açude";"177";"509";"2,13";"1854,46";"15776811,50";"1260"
"2303659003";"Caixa d'Água";"257";"827";"2,31";"1249,49";"1191186,35";"1212"
"2303659004";"Passagem";"270";"860";"2,60";"994,49";"650073,51";"1200"
"2303659005";"Bela Vista";"452";"1311";"2,62";"1424,02";"2656737,26";"1200"
"2303659006";"Beira Rio";"425";"1294";"2,38";"1181,99";"1004317,00";"1212"
"2303709001";"Alto do Garrote";"624";"1864";"2,29";"1636,67";"6586850,47";"1200"
"2303709002";"Açude";"921";"2752";"2,11";"1398,60";"1043596,37";"1212"
"2303709003";"Barra Nova";"323";"928";"1,79";"1706,95";"2855232,67";"1212"
"2303709004";"Bom Jesus";"271";"800";"2,25";"1485,92";"912739,48";"1212"
"2303709005";"Cabatan";"599";"1845";"2,32";"1931,40";"10024339,26";"1212"
"2303709006";"Campo Grande";"227";"662";"2,41";"1060,35";"294310,07";"1212"
"2303709007";"Camurupim";"512";"1390";"2,47";"1750,51";"4835729,66";"1212"
"2303709008";"Capuan";"1525";"4644";"2,27";"1561,72";"2484250,68";"1212"
"2303709009";"Centro";"654";"1794";"1,92";"2640,83";"7547159,57";"1500"
"2303709010";"Cigana";"1394";"4007";"2,00";"1930,01";"4423624,72";"1212"
"2303709011";"Cipó";"240";"748";"2,02";"1409,53";"562382,67";"1200"
"2303709012";"Conjunto Metropolitano";"3649";"11137";"2,31";"1282,36";"2205758,37";"1212"
"2303709013";"Cumbuco";"507";"1441";"2,25";"5370,42";"75961949,35";"1500"
"2303709014";"Curicaca";"1544";"4620";"2,04";"2200,75";"5917951,03";"1214"
"2303709015";"Garrote";"375";"1120";"1,95";"1827,99";"23010588,92";"1214"
"2303709016";"Genipabu";"1887";"5640";"2,23";"1462,85";"3393835,17";"1212"
"2303709017";"Grilo";"1192";"3409";"1,93";"1755,26";"2414368,27";"1212"
"2303709018";"Guagiru";"1582";"4666";"1,79";"2089,95";"4238989,26";"1345"
"2303709019";"Icaraí";"3526";"9944";"1,89";"2973,65";"15315571,98";"1800"
"2303709020";"Iparana";"1808";"5582";"2,41";"1880,31";"9377698,01";"1212"
"2303709021";"Itambé";"3568";"10583";"2,08";"1894,79";"4441441,82";"1212"
"2303709022";"Itapoã";"786";"2311";"2,04";"1487,25";"2466409,72";"1212"
"2303709023";"Jandaiguaba";"1825";"5729";"2,37";"1386,20";"1356696,48";"1212"
"2303709024";"Jardim Icaraí";"747";"2193";"3,34";"2166,53";"4881069,46";"1212"
"2303709025";"Lagoa do Banana";"483";"1548";"2,42";"1277,60";"882047,55";"1212"
"2303709026";"Lagoa dos Porcos";"39";"139";"2,41";"1069,15";"100109,50";"1200"
"2303709027";"Lago Verde";"20";"64";"1,22";"968,67";"996191,52";"400"
"2303709028";"Mestre Antônio";"857";"2509";"2,13";"1838,07";"7471996,40";"1212"
"2303709029";"Nova Cigana";"849";"2644";"2,50";"1224,32";"375563,07";"1212"
"2303709030";"Novo Pabussu";"1061";"3098";"1,94";"1935,58";"2722332,94";"1296"
"2303709031";"Pabussu";"440";"1227";"1,76";"1771,44";"12477107,86";"1214"
"2303709032";"Pacheco";"706";"2201";"2,54";"2360,12";"13211175,91";"1212"
"2303709033";"Padre Júlio Maria";"1966";"5965";"2,45";"1116,72";"512226,99";"1200"
"2303709034";"Padre Romualdo";"1012";"2860";"1,66";"2573,84";"10793422,47";"1700"
"2303709035";"Parque Leblon";"2358";"7253";"2,46";"2640,22";"2016316454,04";"1212"
"2303709036";"Parque Soledade";"4027";"12145";"2,15";"1477,19";"2034862,18";"1212"
"2303709037";"Patricia Gomes";"391";"1250";"2,60";"1420,11";"743107,20";"1250"
"2303709038";"Paumirim";"768";"2131";"1,83";"1557,61";"2120931,93";"1200"
"2303709039";"Planalto Caucaia";"1711";"5156";"2,09";"2453,93";"676202030,28";"1212"
"2303709040";"Sobradinho";"51";"183";"2,57";"1238,98";"124595,11";"1212"
"2303709041";"Tabapuá";"2718";"7323";"1,73";"3099,76";"8372891,49";"2217.5"
"2303709042";"Tabapuá - Brasília";"2163";"6381";"2,18";"1408,32";"1376264,73";"1212"
"2303709043";"Tabuba";"2224";"6846";"2,52";"2041,33";"9994744,85";"1205.5"
"2303709044";"Toco";"126";"410";"3,20";"1224,22";"517167,19";"1212"
"2303709045";"Urucutuba";"132";"415";"2,08";"1520,02";"1042974,41";"1300"
"2303709046";"Caraúbas";"201";"667";"2,60";"1182,10";"348589,90";"1212"
"2303709047";"Araturi";"10593";"29739";"1,74";"1730,57";"4892884,41";"1212"
"2303709048";"Nova Metrópole";"7002";"19301";"1,74";"1999,10";"3281944,54";"1250"
"2303709049";"Marechal Rondon";"6379";"18791";"2,11";"1322,50";"1230720,13";"1212"
"2303709050";"Arianópolis";"4085";"11630";"1,88";"1826,20";"3142343,45";"1212"
"2303709051";"Parque Albano";"4257";"12245";"1,99";"1855,18";"3772433,76";"1212"
"2303709052";"Parque das Nações";"1202";"3538";"1,84";"1476,89";"2108298,41";"1212"
"2303709053";"Parque Guadalajara";"4052";"11674";"1,98";"1930,90";"4851951,65";"1212"
"2303709054";"Parque Potira";"9529";"28176";"1,91";"1970,72";"2886141,43";"1250"
"2303709055";"São Miguel";"1915";"5945";"2,56";"1136,96";"549985,25";"1200"
"2303709056";"Tabapuá - Brasília";"1915";"5763";"2,07";"1774,44";"3619554,70";"1212"
"2303808001";"Centro";"762";"1935";"1,70";"2349,83";"5808626,16";"1212"
"2303808002";"Vila Operária";"84";"250";"1,85";"1323,70";"926498,37";"1212"
"2303808003";"Montevidéu";"232";"638";"2,01";"1060,19";"480658,67";"1200"
"2303808004";"Prado";"414";"1092";"1,67";"1574,53";"7832331,87";"1212"
"2303808005";"Açude Novo";"244";"633";"1,59";"1162,66";"1095080,62";"1200"
"2303808006";"Alto do Padeiro";"516";"1397";"1,89";"1266,19";"1790815,06";"1212"
"2303808007";"Planalto do Cadeiras";"42";"122";"2,62";"856,68";"357887,19";"550"
"2303808008";"Açude Velho";"206";"575";"2,30";"1310,13";"2157054,54";"1200"
"2303808009";"Planalto dos lemos";"209";"602";"2,06";"833,25";"227522,18";"700"
"2303808010";"Pega Avoante";"565";"1606";"1,92";"1458,08";"1493670,28";"1212"
"2303808011";"Divisão";"287";"752";"1,54";"1349,63";"1043356,95";"1212"
"2303808012";"Conjunto Habitacional";"107";"312";"1,61";"2833,24";"9199838,99";"2000"
"2303808013";"Fátima";"457";"1251";"1,42";"2251,07";"7751329,07";"1212"
"2303808014";"Alto da Floresta";"94";"253";"2,09";"1004,21";"338743,70";"1212"
"2303808015";"Jardim Afonso Celso";"230";"652";"2,24";"995,41";"440046,64";"1000"
"2304004001";"Centro";"351";"941";"1,86";"2228,27";"8136492,44";"1212"
"2304004002";"São Miguel";"588";"1684";"2,21";"1315,71";"1619713,69";"1202"
"2304004003";"José Gomes Damasceno";"1226";"3979";"2,48";"1068,66";"1229810,09";"960"
"2304004004";"Padre José Maria Aguiar";"272";"856";"2,27";"1109,90";"1413576,64";"1212"
"2304004005";"Dom Benedito";"307";"870";"1,67";"1873,22";"8231962,71";"1212"
"2304103001";"Centro";"1108";"2697";"1,65";"2552,13";"9728992,89";"1212"
"2304103002";"Cidade Nova";"1568";"4254";"1,89";"1616,48";"1735939,03";"1212"
"2304103003";"Patriarcas";"445";"1262";"1,95";"1220,72";"1007224,28";"1212"
"2304103004";"Cidade 2000";"995";"3032";"2,17";"1064,42";"924300,07";"1200"
"2304103005";"Cajás";"335";"988";"2,44";"1118,39";"2690676,29";"1000"
"2304103006";"José Rosa";"984";"3000";"2,19";"1431,51";"3395198,59";"1210"
"2304103007";"Venâncio";"2036";"5725";"1,93";"2114,07";"5296485,34";"1212"
"2304103008";"São Vicente";"1753";"4643";"1,92";"2613,00";"16748137,00";"1220"
"2304103009";"Ipase";"432";"1267";"2,15";"1652,87";"2616667,70";"1212"
"2304103010";"Maratoan";"501";"1492";"1,78";"3654,77";"16430751,52";"2424"
"2304103011";"Santa Luzia";"327";"966";"2,17";"1357,09";"1088338,10";"1212"
"2304103012";"Campo Velho";"513";"1543";"2,44";"1295,27";"13675494,82";"1212"
"2304103013";"Nova Terra";"165";"469";"2,38";"1402,69";"2868349,67";"1212"
"2304103014";"Planalto";"1229";"3553";"1,63";"3019,04";"23893201,32";"1212"
"2304103015";"Fátima II";"1752";"4774";"1,74";"2114,65";"9778340,32";"1212"
"2304103016";"Fátima I";"1370";"3943";"1,96";"1304,65";"1251119,96";"1200"
"2304103017";"Altamira";"1370";"4028";"2,25";"1649,49";"3137346,13";"1212"
"2304103018";"São José";"771";"2026";"2,00";"1973,11";"5154273,41";"1200"
"2304103019";"Ponte Preta";"161";"443";"2,10";"1499,03";"1472775,46";"1212"
"2304202001";"Centro";"1445";"3213";"1,78";"2999,46";"29796622,50";"1500"
"2304202002";"Pimenta";"558";"1414";"1,75";"4434,78";"23116929,67";"3000"
"2304202003";"Seminário";"3734";"10449";"2,16";"1507,76";"1933290,86";"1212"
"2304202004";"Vila Alta";"1846";"5071";"1,94";"2123,90";"5902032,54";"1220"
"2304202005";"Palmeiral";"345";"998";"2,21";"2492,11";"5347290,54";"1600"
"2304202006";"Pinto Madeira (Barro Vermelho)";"1532";"4169";"2,15";"2032,60";"7979954,64";"1212"
"2304202007";"Alto da Penha";"1187";"3503";"2,11";"1263,26";"837680,16";"1212"
"2304202008";"Ossian Araripe (Caixa D'Água)";"1249";"3585";"1,83";"1746,88";"5001970,61";"1212"
"2304202009";"Sossego";"580";"1652";"1,46";"4373,02";"21164825,82";"2800"
"2304202010";"Novo Crato";"2272";"6831";"2,06";"1624,40";"2363116,15";"1212"
"2304202011";"Cacimbas";"992";"2999";"2,13";"1193,99";"1033998,59";"1212"
"2304202012";"Parque Recreio";"2694";"7723";"1,75";"1765,21";"3278270,50";"1212"
"2304202013";"São Miguel";"1934";"5362";"2,03";"1978,38";"4323735,74";"1212"
"2304202014";"Santa Luzia";"516";"1432";"1,69";"2630,06";"7267018,20";"1500"
"2304202015";"Mirandão";"832";"2462";"1,68";"3618,74";"23285188,22";"2400"
"2304202016";"Lobo (Vila Lobo)";"1169";"3529";"2,26";"1677,17";"3502399,40";"1212"
"2304202017";"Parque Granjeiro";"751";"2292";"1,69";"4637,94";"31931425,00";"2500"
"2304202018";"Novo Horizonte";"571";"1749";"1,87";"3222,50";"24753816,45";"1247"
"2304202019";"José Araújo (Novo Lameiro)";"424";"1287";"2,06";"4459,05";"25430432,65";"2700"
"2304202020";"Zacarias Gonçalves";"633";"1909";"1,84";"3134,28";"14342816,47";"1292"
"2304202021";"França Alencar";"522";"1560";"1,86";"1956,57";"7040631,82";"1212"
"2304202022";"São Gonçalo";"139";"443";"2,69";"1730,50";"6076128,44";"1212"
"2304202023";"Gizélia Pinheiro (Batateiras)";"1507";"4726";"2,36";"1189,90";"814411,47";"1212"
"2304202024";"São Bento";"899";"2783";"1,84";"1731,94";"2319846,74";"1212"
"2304202025";"Muriti";"1705";"5230";"2,11";"1562,19";"2303993,67";"1212"
"2304202026";"São José";"1058";"3230";"2,07";"2023,16";"6245298,64";"1212"
"2304202027";"Barro Branco";"1632";"5148";"1,85";"1261,18";"1138115,35";"1212"
"2304202028";"Coqueiro";"150";"496";"1,58";"8629,34";"64599343,38";"6000"
"2304202029";"Lameiro";"147";"488";"2,49";"2325,99";"16322352,41";"1212"
"2304202030";"Granjeiro";"289";"902";"2,19";"5139,00";"38150302,61";"2600"
"2304236001";"Centro";"1202";"3267";"1,76";"1307,23";"3978244,68";"1212"
"2304236002";"Caroba";"803";"2207";"1,76";"1244,59";"2048863,32";"1212"
"2304277001";"Centro";"271";"710";"1,67";"1642,72";"2522772,82";"1212"
"2304277002";"Francisco Nogueira de Queiroz";"144";"362";"1,72";"1487,95";"1556501,41";"1212"
"2304277003";"Ipiranga";"286";"768";"1,80";"1086,93";"220443,88";"1212"
"2304277004";"José Pessoa de Queiroz Moura (José Moura)";"240";"752";"1,81";"1177,72";"645727,10";"1212"
"2304277005";"Bom Jesus";"156";"488";"1,64";"1199,49";"1025949,64";"1212"
"2304285001";"Precabura";"909";"2873";"2,56";"1970,64";"10735139,50";"1212"
"2304285002";"Cararu";"630";"2020";"1,80";"12318,27";"261580256,03";"4500"
"2304285003";"Mangabeira";"1055";"3259";"2,09";"1668,14";"2351189,16";"1212"
"2304285004";"Encantada";"1204";"3681";"1,70";"3611,15";"22376042,09";"1234.5"
"2304285005";"Timbu";"1558";"4689";"2,20";"2606,78";"4904486,55";"2000"
"2304285006";"Olho D'água";"243";"692";"1,46";"1785,65";"781569,73";"1350"
"2304285007";"Novo Portugal";"248";"790";"2,16";"1335,42";"1263273,94";"1212"
"2304285008";"Pires Façanha";"984";"3225";"1,54";"10080,72";"143365231,75";"5000"
"2304285009";"Guaribas";"1513";"4452";"1,78";"5192,63";"48429895,66";"2700"
"2304285010";"Amador";"584";"1453";"1,38";"4550,13";"9365866,39";"4000"
"2304285011";"Coaçu";"2269";"6358";"1,56";"6281,26";"104595656,64";"2800"
"2304285012";"Santa Clara";"206";"595";"1,44";"1760,67";"2191061,18";"1214"
"2304285013";"Lagoinha";"1184";"3229";"1,75";"4363,39";"24908153,18";"3000"
"2304285014";"Centro";"2338";"6959";"1,19";"4619,13";"32475860,80";"3000"
"2304285015";"Tamatanduba";"1506";"4457";"1,24";"3494,01";"17396370,42";"2400"
"2304285016";"Coité";"1179";"3601";"1,54";"9109,98";"67259223,64";"8000"
"2304285017";"Autódromo";"348";"1063";"1,91";"1928,30";"6221352,21";"1212"
"2304285018";"Parque Havaí";"1932";"5233";"1,35";"2391,87";"3482743,62";"1600"
"2304285019";"Vereda Tropical";"448";"1204";"0,95";"2263,97";"3489479,86";"1600"
"2304285020";"Urucunema";"242";"627";"1,36";"5877,17";"39394525,62";"3550"
"2304285021";"Cidade Nova";"460";"1521";"1,37";"23252,93";"506992680,08";"15000"
"2304285022";"Santo Antônio";"1140";"3333";"1,97";"1461,75";"1583304,25";"1212"
"2304285023";"Jabuti";"1910";"5737";"2,02";"1502,21";"1881811,78";"1212"
"2304301001";"Centro";"728";"1986";"1,74";"1474,65";"2051606,19";"1212"
"2304301002";"Boa Vista";"565";"1561";"1,86";"1399,28";"2187108,91";"1212"
"2304301003";"Nova Esperança";"525";"1461";"1,64";"1663,73";"3048371,82";"1212"
"2304350001";"Antonio Ferreira Gomes Martins";"22";"67";"3,19";"2280,53";"4089878,55";"1212"
"2304350002";"Centro";"326";"877";"1,73";"2639,33";"37391181,67";"2000"
"2304350003";"Francisco Martins Viana";"822";"2419";"2,18";"1689,72";"2536965,10";"1212"
"2304350004";"Edmundo Rodrigues";"1970";"6008";"2,10";"2183,29";"1676647945,03";"1200"
"2304350005";"Alto Alegre";"901";"2609";"1,92";"1493,35";"4356767,98";"1212"
"2304350007";"José Raimundo de Loiola";"445";"1517";"2,74";"996,22";"948916,74";"1000"
"2304350009";"João Jerônimo da Costa";"623";"1884";"1,96";"1536,27";"2526041,23";"1212"
"2304350013";"Gerardo José Dias De Loiola";"411";"1286";"2,87";"1089,69";"358793,37";"1212"
"2304400001";"São Gerardo";"5622";"15759";"1,75";"5344,28";"29404122,83";"4000"
"2304400002";"Aldeota";"16288";"42545";"1,59";"10572,06";"107208080,41";"8000"
"2304400003";"Álvaro Weyne";"7571";"21798";"2,16";"2176,09";"5321378,91";"1220"
"2304400004";"Amadeu Furtado";"3392";"9626";"2,23";"3660,30";"23752252,67";"2000"
"2304400005";"Moura Brasil";"1059";"3026";"2,62";"1535,84";"3761027,42";"1212"
"2304400006";"Barra do Ceará";"21699";"63412";"2,17";"1606,63";"4070377,18";"1212"
"2304400007";"Benfica";"4938";"12424";"1,77";"5693,63";"144180130,35";"3500"
"2304400008";"Bom Futuro";"1943";"5257";"1,87";"3414,66";"16642041,27";"2000"
"2304400009";"Carlito Pamplona";"8461";"23602";"2,09";"1822,87";"3650528,28";"1212"
"2304400010";"Centro";"9962";"23811";"1,96";"4192,28";"26891372,45";"2400"
"2304400011";"Cocó";"8521";"22998";"1,48";"13372,43";"145248634,75";"10000"
"2304400012";"Cristo Redentor";"8243";"24580";"2,31";"1647,41";"3335152,78";"1212"
"2304400013";"Damas";"3928";"10138";"1,69";"4249,97";"23287478,19";"2800"
"2304400014";"Dionísio Torres";"5093";"13803";"1,64";"10489,85";"2823929098,80";"7000"
"2304400015";"Farias Brito";"3752";"10379";"2,10";"2962,88";"10892290,55";"1800"
"2304400016";"Fátima";"8612";"23053";"1,72";"7408,88";"48073552,33";"5000"
"2304400017";"Floresta";"8584";"24287";"2,24";"1507,12";"1531724,27";"1212"
"2304400018";"Jacarecanga";"4693";"12850";"2,00";"4012,54";"1338801941,17";"2000"
"2304400019";"Jardim América";"3796";"10284";"2,01";"3583,60";"3810337301,55";"1450"
"2304400020";"Jardim Guanabara";"4055";"12299";"2,19";"1914,50";"2992821,11";"1212"
"2304400021";"Jardim Iracema";"6652";"18997";"2,17";"1632,38";"2255888,51";"1212"
"2304400022";"Joaquim Távora";"8063";"20688";"1,84";"4989,02";"34091783,14";"3000"
"2304400023";"José Bonifácio";"3342";"8539";"1,93";"4645,42";"25048972,00";"3000"
"2304400024";"Meireles";"16177";"38359";"1,46";"12148,10";"203741087,76";"10000"
"2304400025";"Monte Castelo";"3967";"11267";"2,17";"2800,77";"10169181,01";"1600"
"2304400026";"Mucuripe";"5329";"13764";"1,71";"8100,20";"103244222,10";"4500"
"2304400027";"Papicu";"7799";"20671";"1,83";"6387,14";"171866262,04";"3000"
"2304400028";"Parque Araxá";"2167";"6090";"2,26";"3080,68";"11382358,23";"1800"
"2304400029";"Parquelândia";"4864";"12821";"2,03";"4206,72";"22406604,71";"2500"
"2304400030";"Parreão";"3172";"9032";"1,99";"4676,25";"25049194,59";"3000"
"2304400031";"Pirambu";"4759";"14158";"2,48";"1405,69";"1375446,56";"1212"
"2304400032";"Praia de Iracema";"1242";"3015";"1,91";"6541,06";"209314296,10";"4000"
"2304400033";"Presidente Kennedy";"8108";"22586";"1,92";"3381,93";"48455528,23";"1800"
"2304400034";"Rodolfo Teófilo";"5804";"16056";"2,14";"2915,06";"12680726,16";"1620"
"2304400035";"São João do Tauape";"8801";"23404";"1,88";"3486,64";"27208268,70";"1600"
"2304400036";"Varjota";"2592";"6703";"1,88";"8044,75";"86424071,17";"5000"
"2304400037";"Vicente Pinzón";"15540";"46060";"2,23";"2241,61";"13085647,73";"1212"
"2304400038";"Ellery";"2351";"6784";"2,07";"2695,79";"9636502,23";"1600"
"2304400039";"Vila Velha";"17747";"52770";"2,26";"1960,13";"4024483,12";"1212"
"2304400040";"Antônio Bezerra";"7881";"23166";"2,07";"2165,14";"5725646,71";"1300"
"2304400041";"Autran Nunes";"6152";"18699";"2,34";"1428,04";"1072026,42";"1212"
"2304400042";"Conjunto Ceará I";"6082";"17592";"2,04";"2505,80";"10570724,39";"1500"
"2304400043";"Dom Lustosa";"4319";"12370";"2,02";"2016,42";"5079887,41";"1212"
"2304400044";"Genibaú";"12199";"35417";"2,15";"1272,25";"942532,43";"1212"
"2304400045";"Henrique Jorge";"8478";"24385";"2,03";"2245,68";"6611700,75";"1212"
"2304400046";"João XXIII";"5803";"16464";"1,98";"1918,43";"4235061,62";"1212"
"2304400047";"Padre Andrade";"3768";"10845";"2,06";"2177,08";"7387078,00";"1212"
"2304400048";"Quintino Cunha";"10285";"30300";"2,08";"1636,15";"3644932,07";"1212"
"2304400049";"José de Alencar";"4869";"14613";"2,04";"4854,98";"52653330,15";"1500"
"2304400050";"Ancuri";"2562";"7559";"2,02";"1404,11";"2206795,67";"1212"
"2304400051";"Barroso";"10706";"31461";"2,14";"1567,15";"2942858,31";"1212"
"2304400052";"Cajazeiras";"4949";"13736";"1,90";"2759,79";"12044762,04";"1500"
"2304400053";"Cambeba";"3162";"8744";"1,75";"7488,94";"2554362723,42";"4776"
"2304400054";"Cidade dos Funcionários";"5586";"15441";"1,87";"4774,82";"30315668,68";"3000"
"2304400055";"Coaçu";"2456";"7131";"1,83";"2068,26";"5524111,04";"1212"
"2304400056";"Curió";"2329";"6515";"2,09";"2103,38";"11874076,27";"1212"
"2304400057";"Edson Queiroz";"8446";"24841";"2,13";"3868,77";"34735286,15";"1300"
"2304400058";"Engenheiro Luciano Cavalcante";"7922";"21710";"1,79";"7003,12";"80278372,82";"4000"
"2304400059";"Guajeru";"2242";"6431";"1,77";"2259,41";"5856317,69";"1212"
"2304400060";"Guararapes";"2683";"7642";"1,55";"14775,21";"171204365,19";"10000.5"
"2304400061";"Jangurussu";"24421";"70637";"1,95";"1691,16";"3865417,49";"1212"
"2304400062";"Jardim das Oliveiras";"9110";"26298";"2,19";"1806,71";"5141060,23";"1212"
"2304400063";"Lagoa Redonda";"10500";"30294";"2,04";"2147,56";"8069398,89";"1212"
"2304400064";"Sapiranga / Coité";"9615";"29199";"2,08";"3335,90";"27614043,99";"1212"
"2304400065";"Messejana";"15766";"43122";"1,92";"2854,13";"10933271,47";"1600"
"2304400066";"Parque Iracema";"5154";"13669";"1,54";"8211,16";"61357423,57";"6000"
"2304400067";"Parque Manibura";"2016";"5938";"2,02";"5186,83";"36938339,91";"3000"
"2304400068";"Paupina";"9447";"26414";"1,81";"1859,75";"3500388,47";"1212"
"2304400069";"Pedras";"6304";"17101";"1,76";"1580,95";"3668566,08";"1212"
"2304400070";"Sabiaguaba";"1147";"3442";"2,09";"2629,56";"20070696,29";"1300"
"2304400071";"Salinas";"1735";"4837";"1,82";"6295,21";"55142782,76";"3597"
"2304400072";"Bom Jardim";"11568";"33687";"2,11";"1342,03";"1152007,17";"1212"
"2304400073";"Bonsucesso";"12521";"35750";"2,00";"1643,32";"3325843,93";"1212"
"2304400074";"Canindezinho";"12644";"37073";"2,08";"1343,37";"2113039,03";"1212"
"2304400075";"Conjunto Ceará II";"7396";"21578";"1,93";"2194,22";"5090969,44";"1300"
"2304400076";"Conjunto Esperança";"4556";"12726";"1,78";"1794,34";"2550249,38";"1212"
"2304400077";"Dendê";"4965";"13436";"1,64";"3107,82";"18330569,13";"1900"
"2304400078";"Granja Lisboa";"21182";"63403";"2,14";"1404,64";"1531946,98";"1212"
"2304400079";"Granja Portugal";"12360";"36615";"2,28";"1475,71";"1738780,59";"1212"
"2304400080";"Jardim Cearense";"3843";"10876";"1,86";"2973,13";"11274444,70";"1600"
"2304400081";"Manoel Sátiro";"5536";"16062";"2,00";"1770,90";"3019274,29";"1212"
"2304400082";"Maraponga";"4631";"12404";"1,63";"3550,24";"14471147,35";"2424"
"2304400083";"Mondubim";"21782";"62228";"1,85";"2377,15";"9454229,78";"1245"
"2304400084";"Parque Dois Irmãos";"11114";"32046";"1,94";"2229,66";"6583801,51";"1212"
"2304400085";"Parque Presidente Vargas";"3608";"10904";"2,07";"1381,01";"1225366,09";"1212"
"2304400086";"Parque São José";"2706";"7641";"2,17";"1513,25";"2670651,60";"1212"
"2304400087";"Parque Santa Rosa";"4154";"11792";"1,77";"1631,19";"1937161,66";"1212"
"2304400088";"Passaré";"19287";"54693";"1,86";"2807,27";"12552167,96";"1300"
"2304400089";"Prefeito José Walter";"19629";"53427";"1,79";"2003,26";"6757431,29";"1212"
"2304400090";"Siqueira";"15374";"45433";"2,05";"1460,33";"1875502,29";"1212"
"2304400091";"Aerolândia";"3536";"9363";"1,91";"1606,55";"4744844,71";"1200"
"2304400092";"Aeroporto";"3119";"8989";"2,18";"1560,20";"1813184,09";"1212"
"2304400093";"Alto da Balança";"3840";"10377";"2,08";"1739,54";"2527168,39";"1212"
"2304400094";"Bela Vista";"5311";"14641";"2,16";"2163,64";"5011141,50";"1300"
"2304400096";"Couto Fernandes";"1790";"4645";"1,79";"1964,89";"4925831,37";"1300"
"2304400097";"Demócrito Rocha";"3772";"10450";"1,94";"2174,53";"6841707,68";"1212"
"2304400098";"Dias Macedo";"4258";"11837";"2,08";"1647,12";"2515247,90";"1212"
"2304400099";"Itaoca";"3860";"10543";"1,90";"2186,75";"4130855,29";"1300"
"2304400100";"Itaperi";"8174";"22209";"1,83";"2989,39";"13905633,79";"1700"
