"CD_BAIRRO";"NM_BAIRRO";"V06001";"V06002";"V06003";"V06004";"V06005";"V06006"
"3303401035";"Parque das Flores";"850";"2169";"1,60";"2065,19";"3620041,25";"1400"
"3303401036";"Rui Sanglard";"1216";"3116";"1,70";"1765,53";"2189970,43";"1300"
"3303500001";"Centro";"10316";"25794";"1,48";"5511,83";"114050235,24";"3000"
"3303500002";"Califórnia";"2013";"4660";"1,68";"2699,83";"7585130,02";"2000"
"3303500003";"Vila Nova";"2958";"8422";"2,55";"3114,49";"580541006,51";"1800"
"3303500004";"Juscelino";"844";"2328";"1,95";"2474,00";"7385735,48";"1500"
"3303500005";"Caonze";"1953";"4706";"1,45";"4618,09";"598848649,57";"2600"
"3303500006";"da Luz";"8779";"23713";"1,74";"4069,21";"32487754,64";"2424"
"3303500007";"Santa Eugênia";"4449";"11657";"1,71";"2837,44";"9586046,90";"2000"
"3303500008";"Jardim Iguaçu";"3302";"8978";"1,90";"2133,39";"6135270,84";"1570"
"3303500009";"Chacrinha";"1636";"4114";"1,70";"2775,74";"8562240,58";"2000"
"3303500010";"Moquetá";"2728";"7091";"1,94";"2408,07";"6167207,50";"1500"
"3303500011";"da Viga";"3828";"10273";"1,98";"2041,00";"3478418,08";"1282"
"3303500012";"Rancho Novo";"3088";"7971";"1,55";"4061,07";"19579265,26";"2600"
"3303500013";"Vila Operária";"4122";"11090";"1,98";"1981,64";"3240790,21";"1300"
"3303500014";"Engenho Pequeno";"4191";"11816";"2,13";"2159,69";"4095221,62";"1400"
"3303500015";"Jardim Tropical";"3353";"10345";"3,10";"2985,63";"335630356,06";"2000"
"3303500016";"da Prata";"2547";"6933";"2,24";"2775,23";"6499814,71";"2000"
"3303500017";"da Posse";"4222";"10921";"1,89";"2451,43";"5924287,54";"1800"
"3303500018";"da Cerâmica";"7633";"20035";"1,89";"1937,21";"5009942,51";"1255"
"3303500019";"Ponto Chic";"6095";"16597";"1,95";"1838,73";"2436666,41";"1300"
"3303500020";"Ambaí";"2094";"5807";"2,27";"1557,42";"10297948,73";"1212"
"3303500021";"Nova América";"5422";"14612";"1,93";"1911,26";"2998593,57";"1300"
"3303500022";"Carmary";"6300";"17477";"2,17";"2032,00";"3998911,21";"1350"
"3303500023";"Três Corações";"1189";"3235";"2,37";"1683,23";"4558008,55";"1212"
"3303500024";"Kennedy";"5109";"13980";"2,15";"2080,88";"4092562,86";"1400"
"3303500025";"Parque Flora";"2551";"6718";"2,24";"1521,85";"9900462,93";"1212"
"3303500026";"Botafogo";"1570";"4177";"2,03";"2171,42";"5380772,42";"1300"
"3303500027";"Comendador Soares";"9017";"23420";"1,96";"2071,96";"3611858,72";"1400"
"3303500028";"Ouro Verde";"3372";"9213";"2,00";"1834,15";"6338744,84";"1212"
"3303500029";"Jardim Alvorada";"5747";"15050";"1,67";"3150,34";"13610038,23";"2000"
"3303500030";"Danon";"2232";"5818";"1,88";"1902,16";"5632243,50";"1212"
"3303500031";"Jardim Palmares";"6650";"17945";"1,90";"1589,93";"2251457,94";"1212"
"3303500032";"Rosa dos Ventos";"5172";"13766";"1,95";"1736,94";"1979703,42";"1300"
"3303500033";"Jardim Pernambuco";"3870";"10295";"2,19";"1806,79";"299635558,62";"1212"
"3303500034";"Jardim Nova Era";"4511";"12302";"2,02";"1795,91";"4079361,88";"1212"
"3303500045";"Cabuçu";"10992";"29718";"2,14";"1640,03";"2746423,42";"1212"
"3303500046";"da Palhada";"5459";"14200";"2,04";"1596,92";"1684828,62";"1212"
"3303500047";"Valverde";"4601";"12007";"1,98";"1933,98";"3934680,11";"1212"
"3303500048";"Marapicu";"7005";"19765";"2,28";"1688,69";"3541946,00";"1212"
"3303500049";"Lagoinha";"4930";"14179";"2,49";"1526,04";"2313892,37";"1212"
"3303500050";"Campo Alegre";"4568";"12754";"2,21";"1717,14";"3684695,40";"1212"
"3303500051";"Ipiranga";"4911";"14150";"2,49";"1665,86";"2147414,30";"1212"
"3303500052";"Km - 32";"5697";"16162";"2,42";"1696,63";"3158125,41";"1212"
"3303500053";"Paraíso";"5688";"16043";"2,23";"1918,65";"6098129,41";"1212"
"3303500054";"Jardim Guandu";"8108";"22114";"2,28";"1510,13";"3408474,40";"1212"
"3303500055";"Prados Verdes";"4306";"12029";"2,39";"1687,04";"2630871,24";"1212"
"3303500056";"Austin";"8479";"23200";"2,22";"1670,69";"1936881,48";"1212"
"3303500057";"Riachão";"3930";"11228";"2,26";"1640,51";"1843978,61";"1212"
"3303500058";"Inconfidência";"2034";"5835";"2,10";"1553,06";"1264635,01";"1212"
"3303500059";"Carlos Sampaio";"2457";"7079";"2,41";"1470,18";"1801242,30";"1212"
"3303500060";"Tinguazinho";"4034";"11286";"2,34";"1579,57";"2207035,02";"1212"
"3303500061";"Cacuia";"2545";"7014";"2,15";"1603,24";"1725126,44";"1212"
"3303500062";"Rodilândia";"5034";"14368";"2,31";"2517,37";"220861019,72";"1212"
"3303500063";"Vila Guimarães";"5020";"14282";"2,26";"1591,71";"1469204,30";"1212"
"3303500064";"Vila de Cava";"5812";"16406";"2,15";"1631,74";"1858370,24";"1212"
"3303500065";"Santa Rita";"9298";"25751";"2,13";"1710,35";"1910174,26";"1212"
"3303500066";"Rancho Fundo";"2465";"6846";"2,06";"1642,28";"1465647,57";"1212"
"3303500067";"Figueiras";"852";"2445";"1,93";"1453,41";"1087402,19";"1200"
"3303500068";"Iguaçu Velho";"2492";"7011";"2,11";"1519,44";"2450551,12";"1200"
"3303500069";"Corumbá";"4530";"12810";"2,26";"1512,82";"1139734,10";"1212"
"3303500070";"Miguel Couto";"2514";"6669";"1,83";"1987,27";"2493887,72";"1300"
"3303500071";"Boa Esperança";"1768";"4772";"1,94";"2599,86";"4135357,55";"2000"
"3303500072";"Parque Ambaí";"3831";"10445";"2,00";"1562,22";"1468036,96";"1212"
"3303500073";"Grama";"3542";"10499";"2,44";"1638,82";"1625218,09";"1212"
"3303500074";"Geneciano";"2787";"8255";"2,34";"1484,47";"1355149,00";"1200"
"3303500075";"Tinguá";"1452";"4052";"2,30";"2140,97";"8865393,57";"1212"
"3303500076";"Montevidéu";"1130";"3196";"2,34";"1556,57";"1833344,45";"1212"
"3303500077";"Adrianópolis";"1801";"4904";"2,23";"1465,85";"1182220,68";"1212"
"3303955001";"Três Poços";"308";"817";"2,46";"2119,47";"2849750,23";"1500"
"3303955002";"Parque Maíra";"708";"1995";"1,97";"1713,31";"1299633,43";"1266.5"
"3303955004";"Pôr do Sol";"5";"13";"0,80";"9000,00";"6666666,67";"9000"
"3303955005";"Planalto do Sol";"120";"359";"1,29";"5223,08";"30839617,77";"4000"
"3303955006";"Varjão";"438";"1190";"1,94";"2463,03";"4749911,89";"1800"
"3303955007";"São Jorge";"732";"1980";"1,92";"3117,93";"10015779,53";"2000"
"3303955008";"Vale do Sol";"468";"1244";"1,68";"3779,85";"13567069,83";"2500"
"3303955009";"Jardim Bela Vista";"396";"1080";"1,47";"4211,54";"19794522,82";"3000"
"3303955010";"Vale dos Pinheiros";"51";"133";"1,32";"4205,13";"10942691,32";"3250"
"3303955011";"Jardim dos Pinhais";"18";"59";"2,45";"3771,75";"17111213,80";"2500"
"3303955012";"Jardim Palmeiras";"29";"91";"3,48";"1544,00";"693265,78";"1212"
"3303955013";"Palmeiras";"1117";"3143";"2,11";"1670,77";"1308406,94";"1214"
"3303955014";"Rolamão";"560";"1447";"1,87";"2363,31";"5518810,51";"1600"
"3303955015";"Centro";"722";"1731";"1,64";"2639,41";"7116689,33";"1850"
"3303955016";"Vale do Cruzeiro";"174";"534";"2,35";"1866,56";"2150791,90";"1212"
"3303955017";"Cruzeiro I";"311";"918";"2,48";"1559,79";"1250482,79";"1212"
"3303955018";"Cruzeiro II";"291";"965";"3,28";"1400,30";"1560871,28";"1212"
"3303955019";"Ipê";"478";"1316";"1,72";"2068,81";"3362375,03";"1500"
"3303955020";"Oriente";"374";"1073";"1,87";"1968,73";"2104930,51";"1212"
"3303955021";"Chalet";"418";"1177";"2,26";"2571,87";"7042114,13";"1850"
"3303955022";"Paraíso";"194";"489";"1,41";"3032,26";"6963005,30";"2000"
"3303955023";"Colina";"238";"636";"1,71";"2974,55";"7095463,59";"2000"
"3303955024";"Posto Zootécnico";"106";"309";"2,75";"2438,45";"9049090,43";"1380"
"3303955025";"Vale Verde";"39";"142";"8,24";"1668,73";"2277700,70";"1212"
"3304128001";"Água Espalhada";"103";"263";"1,82";"1817,03";"2922697,18";"1400"
"3304128002";"Alto Paraíso";"173";"484";"1,91";"1631,67";"2100619,36";"1212"
"3304128003";"Barrinha";"91";"224";"1,50";"3072,20";"11706301,25";"1750"
"3304128004";"Bela Vista";"6";"18";"2,40";"2446,67";"2719626,67";"1620"
"3304128005";"Boa Vista";"93";"250";"1,96";"1890,05";"4036023,88";"1212"
"3304128006";"Bondarovsky";"511";"1353";"1,56";"3547,06";"13263000,52";"2500"
"3304128007";"Centro";"476";"1094";"1,49";"2744,80";"5619958,55";"2000"
"3304128009";"Jardim Independência";"376";"1030";"1,95";"1804,01";"1590915,69";"1400"
"3304128010";"Jardim Polastri";"290";"766";"1,58";"2245,74";"2907174,25";"1800"
"3304128011";"Mirandópolis";"446";"1120";"1,63";"2055,25";"2571312,96";"1500"
"3304128012";"Nossa Senhora do Rosário";"647";"1923";"2,57";"1564,99";"1031667,51";"1212"
"3304128013";"Pilotos";"451";"1238";"2,09";"2384,76";"3993951,61";"1523"
"3304128014";"Santa Bárbara";"244";"736";"1,88";"1660,04";"1737109,06";"1300"
"3304128015";"Santo Antônio";"311";"900";"2,20";"1398,91";"611903,12";"1212"
"3304128016";"São Benedito";"323";"952";"2,62";"1499,40";"1579121,67";"1212"
"3304151001";"Alto Alegre";"298";"816";"1,66";"2928,48";"9815514,46";"2000"
"3304151002";"Areias";"63";"222";"2,51";"1366,13";"742408,75";"1260"
"3304151003";"Balneário da Praia de João Francisco de Paula";"134";"371";"2,22";"2899,66";"5941351,72";"2000"
"3304151004";"Barra do Furado";"362";"1012";"1,85";"1700,17";"2088164,65";"1212"
"3304151005";"Bosque da Ribeira";"29";"77";"1,73";"3000,57";"5714846,86";"2500"
"3304151006";"Canto da Saudade";"420";"1070";"1,63";"2647,76";"5788139,36";"1875"
"3304151007";"Carmo";"143";"420";"2,55";"1696,16";"1260291,91";"1212"
"3304151008";"Caxias";"1042";"2853";"2,02";"1808,61";"2204572,48";"1300"
"3304151009";"Centro";"725";"1818";"1,68";"2752,06";"7763864,48";"1800"
"3304151010";"Goiabal";"56";"163";"2,52";"1693,86";"2011240,12";"1212"
"3304151011";"Matias";"473";"1388";"2,17";"1940,76";"3720385,39";"1212"
"3304151012";"Mato de Pipa";"61";"166";"1,60";"4063,37";"18538286,74";"2400"
"3304151014";"Penha";"171";"482";"2,13";"1235,41";"643588,33";"1212"
"3304151015";"Piteiras";"658";"1797";"1,69";"2651,40";"9148242,06";"1500"
"3304151017";"Ribeira";"334";"949";"1,94";"1480,97";"1482845,26";"1212"
"3304151018";"Santa Catarina";"611";"1805";"2,52";"1333,35";"636115,04";"1212"
"3304151019";"Sítio Quissamã";"823";"2345";"2,09";"2140,56";"3725008,81";"1429"
"3304151020";"Usina";"27";"83";"1,92";"1567,65";"629227,51";"1212"
"3304151021";"Visgueiro";"49";"94";"1,33";"2322,50";"19932945,88";"1212"
"3304201001";"Centro";"1012";"2343";"1,62";"4324,99";"20017740,87";"2845"
"3304201002";"Jardim Brasília";"384";"958";"1,48";"6898,77";"80232068,03";"4000"
"3304201003";"Parque Jalisco";"829";"1846";"1,24";"8370,20";"83149527,60";"5000"
"3304201004";"Manejo";"124";"269";"1,38";"3100,33";"9682157,47";"2400"
"3304201005";"Vila Liberdade";"1438";"3569";"1,61";"4068,02";"16503809,87";"2800"
"3304201006";"Vila Itapuca";"1367";"3688";"1,96";"2204,73";"3094274,43";"1600"
"3304201007";"Alegria";"583";"1539";"1,71";"2233,71";"2742377,09";"1500"
"3304201008";"Surubi";"470";"1364";"2,09";"2048,26";"2908129,95";"1500"
"3304201009";"Vicentina";"623";"1752";"2,23";"1585,69";"734072,68";"1212"
"3304201010";"Campos Elíseos";"684";"1546";"1,42";"18223,09";"98692265102,54";"3500"
"3304201011";"Cabral";"1798";"4385";"1,78";"2580,98";"10749124,40";"1800"
"3304201012";"Paraíso";"2265";"6003";"1,95";"2311,89";"3731096,03";"1700"
"3304201013";"São Caetano";"715";"1915";"1,83";"2540,17";"3244059,90";"2005"
"3304201014";"Alto do Surubi";"508";"1429";"1,93";"1710,50";"981086,22";"1400"
"3304201015";"Novo Surubi";"592";"1684";"2,18";"1680,73";"1447702,90";"1212"
"3304201016";"Vila Verde";"219";"581";"1,45";"4030,89";"8672546,92";"3148"
"3304201017";"Morro do Machado";"110";"309";"1,90";"2316,70";"5975793,88";"1580"
"3304201018";"Morro do Batista";"187";"490";"1,96";"2302,60";"2665849,58";"1800"
"3304201019";"Alto dos Passos";"234";"612";"2,16";"2109,52";"2855558,04";"1500"
"3304201020";"Vila Moderna";"345";"898";"1,99";"2109,54";"2285714,08";"1500"
"3304201021";"Vila Santo Amaro";"1013";"2809";"1,97";"1812,57";"2448678,10";"1300"
"3304201022";"Parque Ipiranga II";"499";"1516";"1,06";"10835,63";"83045676,10";"9000"
"3304201023";"Parque Ipiranga I";"506";"1443";"1,37";"8231,47";"40447749,88";"7000"
"3304201024";"Jardim Brasília II";"135";"386";"1,27";"10007,21";"33231297,20";"9500"
"3304201025";"Eucaliptal";"12";"39";"1,48";"9833,42";"38514272,81";"7500.5"
"3304201026";"Vila Adelaide";"64";"174";"1,86";"9307,27";"144627410,43";"5000"
"3304201027";"Vila Central";"104";"235";"1,16";"2482,94";"3035335,97";"2000"
"3304201028";"Vila Elizabeth";"26";"60";"1,74";"8658,38";"48378305,11";"9400"
"3304201029";"Condomínio Horizontal Tácito";"24";"71";"1,69";"12775,04";"110940845,69";"10000"
"3304201030";"Barbosa Lima";"326";"641";"1,09";"6395,70";"35506507,96";"4500"
"3304201031";"Jorge Vas Curvo";"413";"997";"1,32";"7061,14";"25078134,73";"6000"
"3304201032";"Vila Nova Liberdade";"759";"1937";"1,70";"3160,43";"11949045,57";"2000"
"3304201033";"Vila Santa Cecília";"545";"1312";"1,77";"3505,78";"13571314,73";"2500"
"3304201034";"Vila Julieta";"2207";"5307";"1,54";"3978,18";"17207836,53";"2500"
"3304201035";"Vila Huda Rocha";"50";"130";"1,35";"4546,38";"12818419,24";"3200"
"3304201037";"Vila Santa Isabel";"521";"1308";"1,40";"5442,57";"30838691,75";"3600"
"3304201038";"Retiro do Paraíso";"123";"350";"1,49";"6366,96";"37709551,37";"4000"
"3304201039";"Bairro Elite";"309";"806";"1,56";"3776,87";"14111279,57";"2600"
"3304201040";"Morada da Felicidade";"42";"114";"1,67";"1968,21";"1661439,95";"1400"
"3304201041";"Baixada da Itapuca";"403";"1249";"2,88";"1428,60";"607216,16";"1212"
"3304201044";"Morada da Colina";"838";"2534";"1,44";"8590,09";"140811260,51";"5500"
"3304201045";"Mirante das Agulhas";"594";"1690";"1,27";"5285,59";"16920573,47";"4000"
"3304201046";"Morada do Bosque";"16";"46";"0,65";"7080,00";"45781714,29";"4000"
"3304201047";"Condomínio Morada das Agulhas";"34";"107";"1,22";"8068,84";"12312591,62";"8250"
"3304201048";"Casa da Lua";"124";"350";"1,92";"13111,12";"105639445,91";"10000"
"3304201049";"Boa Vista";"246";"700";"1,39";"4798,46";"18078588,43";"3800"
"3304201050";"Boa Vista II";"400";"1185";"1,44";"4345,05";"13641622,41";"3000"
"3304201051";"Mirante da Serra";"185";"527";"1,51";"3594,26";"7955038,14";"3000"
"3304201052";"Toyota";"526";"1551";"2,32";"2012,40";"1877504,17";"1500"
"3304201053";"Primavera";"764";"2174";"2,08";"1896,70";"1549889,39";"1500"
"3304201054";"Vila Isabel";"316";"927";"1,96";"2137,30";"2118781,64";"1700"
"3304201055";"Jardim Beira Rio";"571";"1586";"1,97";"1633,91";"970751,54";"1212"
"3304201056";"Nova Alegria";"764";"2124";"1,84";"2081,20";"1701823,77";"1600"
"3304201057";"Jardim Alegria";"662";"1942";"2,17";"1797,08";"1317202,24";"1400"
"3304201058";"Cidade da Alegria";"4095";"11079";"2,03";"2009,06";"2066476,51";"1500"
"3304201059";"Alegria II";"47";"139";"2,22";"2573,15";"4432356,93";"2000"
"3304201060";"Comercial";"707";"1405";"1,07";"5630,54";"26596961,93";"4000"
"3304201061";"Jardim Tropical";"59";"136";"1,59";"6331,64";"30831143,61";"5000"
"3304201062";"Montese";"376";"865";"1,52";"7360,75";"44872254,90";"5000.5"
"3304201063";"Montese II";"31";"86";"1,85";"6989,50";"37731141,29";"5000"
"3304201064";"Morada do Castelo";"222";"522";"0,97";"10263,08";"46259428,94";"10000"
"3304201065";"Alambari";"118";"290";"1,50";"2069,95";"3829285,16";"1500"
"3304201066";"Castelo Branco";"319";"889";"2,05";"2338,08";"3499877,13";"1700"
"3304524001";"Bairro A";"5404";"14744";"1,81";"2480,11";"9376387,95";"1500"
"3304524002";"Bairro B";"6155";"16183";"1,79";"2871,28";"9300419,68";"2000"
"3304524003";"Bairro C";"2484";"6697";"1,77";"3290,87";"16718971,56";"2000"
"3304524004";"Bairro D";"3937";"10021";"1,68";"4573,99";"22914096,96";"3000"
"3304524005";"Bairro E";"10835";"28708";"1,89";"2344,99";"9725089,33";"1500"
"3304524006";"Bairro F";"6117";"15388";"1,56";"5481,01";"30656225,51";"3600"
"3304524007";"Bairro G";"8163";"21119";"1,51";"4616,21";"19594218,23";"3000"
"3304524008";"Bairro H";"3545";"9177";"1,53";"3983,85";"13822161,36";"3000"
"3304524009";"Bairro I";"9243";"25285";"1,93";"2029,08";"3317941,93";"1400"
"3304524010";"Bairro J";"482";"1295";"1,72";"1286,65";"1051902,35";"1212"
"3304524011";"Bairro K";"1018";"2814";"1,94";"3534,51";"21572221,49";"2000"
"3304524012";"Bairro L";"331";"935";"1,90";"2657,49";"11563650,74";"1600"
"3304557001";"Centro";"12953";"23629";"1,07";"4195,82";"22385534,76";"3000"
"3304557002";"Gamboa";"4636";"11260";"2,10";"2033,61";"5370972,84";"1250"
"3304557003";"Santo Cristo";"3798";"9610";"2,06";"2186,39";"5120795,71";"1500"
"3304557004";"Caju";"9580";"23487";"1,86";"1614,43";"1731633,38";"1212"
"3304557005";"Catumbi";"4718";"12155";"2,01";"2216,41";"62930139,27";"1450"
"3304557006";"Rio Comprido";"16167";"40113";"1,79";"3568,61";"16909391,27";"2000"
"3304557007";"Cidade Nova";"1921";"4727";"1,97";"3742,92";"1486087968,36";"1500"
"3304557008";"Estácio";"8146";"23232";"3,06";"2820,84";"9092651,20";"2000"
"3304557009";"Flamengo";"21664";"42862";"1,11";"10586,16";"94723120,92";"8000"
"3304557010";"Glória";"3823";"7098";"1,02";"7993,00";"8598955658,09";"5000"
"3304557011";"Laranjeiras";"18183";"39905";"1,24";"10750,24";"327091845,44";"8000"
"3304557012";"Catete";"10756";"22258";"1,36";"6042,12";"40841593,53";"4000"
"3304557013";"Cosme Velho";"2475";"6401";"2,15";"7740,47";"79080516,19";"4200"
"3304557014";"Botafogo";"35477";"76276";"1,26";"10640,19";"99563994,89";"8000"
"3304557015";"Urca";"2145";"5203";"1,49";"12175,58";"111844715,35";"10000"
"3304557016";"Humaitá";"6163";"12961";"1,17";"11707,71";"644680709,19";"10000"
"3304557017";"Leme";"5952";"12476";"1,32";"10194,54";"105261364,18";"7500"
"3304557018";"Copacabana";"64122";"128746";"1,20";"9077,08";"127562472,97";"6000"
"3304557019";"Ipanema";"17862";"37339";"1,27";"14520,25";"242418685,51";"10000"
"3304557020";"Leblon";"18031";"37661";"1,20";"16306,30";"264757054,83";"12000"
"3304557021";"Lagoa";"8190";"18656";"1,27";"18143,77";"3482083417,80";"15000"
"3304557022";"Jardim Botânico";"6948";"15849";"1,52";"13899,41";"698839693,19";"10000"
"3304557023";"Gávea";"6475";"14071";"1,29";"11979,78";"128734655,98";"9000"
"3304557024";"Vidigal";"6010";"15094";"1,90";"1988,55";"7226881,50";"1500"
"3304557025";"São Conrado";"4043";"9739";"1,50";"14621,07";"270721297,24";"10000"
"3304557026";"São Cristóvão";"10520";"25999";"1,75";"3885,67";"31769819,62";"2400"
"3304557027";"Mangueira";"6720";"18229";"2,25";"1687,49";"354836912,28";"1212"
"3304557028";"Benfica";"8710";"22204";"1,94";"2020,38";"10828761,78";"1212"
"3304557029";"Praça da Bandeira";"3242";"7164";"1,63";"5958,85";"37105498,65";"4000"
"3304557030";"Tijuca";"61122";"142295";"1,41";"8056,52";"216233586,71";"5500"
"3304557031";"Alto da Boa Vista";"3062";"8026";"2,20";"4158,32";"33504564,55";"2001"
"3304557032";"Maracanã";"9910";"22849";"1,29";"8867,67";"64965778,79";"6000"
"3304557033";"Vila Isabel";"28115";"65554";"1,53";"5922,12";"204458814,08";"4000"
"3304557034";"Andaraí";"14891";"34504";"1,53";"5801,27";"42559817,61";"3800"
"3304557035";"Grajaú";"13857";"32686";"1,45";"6652,38";"46716607,35";"4600"
"3304557036";"Manguinhos";"10704";"28846";"2,16";"1553,13";"1821205,71";"1212"
"3304557037";"Bonsucesso";"6725";"16599";"1,62";"3286,79";"13005226,68";"2200"
"3304557038";"Ramos";"13556";"34350";"1,69";"3213,34";"35683258,72";"2170"
"3304557039";"Olaria";"20253";"51184";"1,73";"3232,61";"66473071,65";"2000"
"3304557040";"Penha";"22597";"58457";"1,79";"3044,51";"13991497,52";"2000"
"3304557041";"Penha Circular";"14514";"36588";"2,01";"3072,69";"61064271,53";"2000"
"3304557042";"Brás de Pina";"17727";"45003";"1,80";"2607,53";"7426578,25";"1700"
"3304557043";"Cordovil";"13718";"34664";"1,83";"2546,00";"2695718609,50";"1500"
"3304557044";"Parada de Lucas";"8592";"22062";"1,71";"2595,12";"7672327,09";"2000"
"3304557045";"Vigário Geral";"13155";"34392";"2,03";"1858,62";"3805046,00";"1221"
"3304557046";"Jardim América";"7793";"20235";"1,68";"2446,01";"4704093,24";"1800"
"3304557047";"São Francisco Xavier";"2637";"6332";"1,67";"3978,31";"112146293,16";"2575"
"3304557048";"Rocha";"5549";"14583";"1,95";"3348,21";"203752561,33";"2000"
"3304557049";"Riachuelo";"4396";"10317";"1,48";"4100,47";"16368778,89";"3000"
"3304557050";"Sampaio";"3284";"8804";"2,19";"2749,57";"9534835,23";"1700"
"3304557051";"Engenho Novo";"15775";"39348";"1,78";"3339,35";"11837905,75";"2200"
"3304557052";"Lins de Vasconcelos";"12135";"30740";"1,78";"3399,90";"15782545,23";"2000"
"3304557053";"Méier";"17461";"39602";"1,34";"6060,73";"29297451,95";"4500"
"3304557054";"Todos os Santos";"9458";"22550";"1,32";"6034,36";"29025426,56";"4500"
"3304557055";"Cachambi";"16263";"38674";"1,44";"4981,22";"22744010,34";"3500"
"3304557056";"Engenho de Dentro";"17469";"42797";"1,64";"3989,47";"18090289,43";"2566"
"3304557057";"Água Santa";"2617";"6375";"1,67";"3570,15";"424796381,59";"2100"
"3304557058";"Encantado";"5040";"12367";"1,72";"2916,65";"9950796,17";"2000"
"3304557059";"Piedade";"15411";"38111";"1,74";"3015,83";"450226454,12";"2000"
"3304557060";"Abolição";"3842";"9196";"1,55";"3618,72";"11346274,71";"2500"
"3304557061";"Pilares";"9268";"23513";"1,87";"2526,76";"8639096,63";"1800"
"3304557062";"Vila Kosmos";"5646";"14832";"1,92";"2948,53";"8527990,90";"2000"
"3304557063";"Vicente de Carvalho";"8334";"21221";"2,03";"2537,69";"163068450,53";"1500"
"3304557064";"Vila da Penha";"8881";"21943";"1,40";"4843,16";"20681544,45";"3500"
"3304557065";"Vista Alegre";"2762";"7050";"1,58";"4100,04";"12244297,37";"3000"
"3304557066";"Irajá";"34100";"86342";"1,65";"3756,82";"134424721,76";"2500"
"3304557067";"Colégio";"10122";"26350";"1,82";"2355,96";"4905608,88";"1500"
"3304557068";"Campinho";"3406";"8548";"1,67";"3509,00";"12294720,21";"2400"
"3304557069";"Quintino Bocaiúva";"9798";"25259";"1,81";"3141,92";"120331645,65";"2001"
"3304557070";"Cavalcanti";"5456";"13782";"1,93";"2338,39";"3619491,89";"2000"
"3304557071";"Engenheiro Leal";"1839";"5193";"2,13";"2132,21";"4551261,61";"1500"
"3304557072";"Cascadura";"10414";"26821";"1,86";"2864,04";"6517841,30";"2000"
"3304557073";"Madureira";"15780";"39851";"1,89";"2949,67";"94209709,93";"2000"
"3304557074";"Vaz Lobo";"4361";"10993";"2,02";"2792,72";"7497163,16";"2000"
"3304557075";"Turiaçu";"4460";"11611";"1,90";"2468,92";"4921042,33";"1900"
"3304557076";"Rocha Miranda";"13946";"36350";"1,96";"2822,47";"719741583,49";"1750"
"3304557077";"Honório Gurgel";"6850";"18169";"1,98";"2158,14";"5338890,74";"1500"
"3304557078";"Oswaldo Cruz";"11631";"29786";"1,79";"2943,65";"10854825,43";"2000"
"3304557079";"Bento Ribeiro";"14453";"37277";"1,84";"3287,78";"86828969,32";"2001"
"3304557080";"Marechal Hermes";"15769";"41484";"2,01";"2870,22";"10781677,66";"1900"
"3304557081";"Jacarepaguá";"85406";"217028";"1,83";"4108,22";"53415270,14";"1800"
"3304557082";"Anil";"11970";"31882";"1,67";"4806,43";"27908144,06";"3000"
"3304557083";"Gardênia Azul";"8300";"20487";"1,85";"2148,37";"10886565,57";"1500"
"3304557084";"Cidade de Deus";"11248";"30553";"2,31";"1653,59";"1786217,24";"1212"
"3304557085";"Curicica";"11138";"29029";"1,87";"2818,69";"8106653,38";"2000"
"3304557086";"Freguesia (Jacarepaguá)";"29719";"75714";"1,52";"7088,09";"591126164,41";"5000"
"3304557087";"Pechincha";"15070";"37262";"1,47";"5889,29";"30131804,82";"4500"
"3304557088";"Taquara";"41861";"107655";"1,62";"4247,17";"30259847,23";"3000"
"3304557089";"Tanque";"14062";"36010";"1,80";"3343,77";"13470955,09";"2000"
"3304557090";"Praça Seca";"24335";"62924";"1,90";"3193,61";"12203096,67";"2000"
"3304557091";"Vila Valqueire";"13103";"34022";"1,59";"5046,05";"103815477,00";"3001"
"3304557092";"Deodoro";"3787";"10402";"2,06";"3334,56";"15291272,97";"1800"
"3304557093";"Vila Militar";"4699";"12956";"1,94";"3859,89";"14940722,61";"2300"
"3304557094";"Campo dos Afonsos";"651";"2106";"1,20";"7927,39";"20858395,32";"7000"
"3304557095";"Jardim Sulacap";"5481";"14378";"1,48";"5053,28";"17883034,50";"4000"
"3304557096";"Magalhães Bastos";"7927";"20629";"1,95";"2496,51";"6789564,26";"1522.5"
"3304557097";"Realengo";"63819";"166877";"1,91";"2439,09";"55907233,57";"1500"
"3304557098";"Padre Miguel";"21905";"60352";"2,19";"2312,64";"5042636,42";"1500"
"3304557099";"Bangu";"76439";"208859";"2,13";"2384,35";"20765970,27";"1500"
"3304557100";"Senador Camará";"41244";"106480";"2,04";"1960,39";"4187592,77";"1300"
"3304557101";"Santíssimo";"17879";"48062";"1,95";"2313,06";"23968860,98";"1800"
"3304557102";"Campo Grande";"129835";"351848";"1,85";"3277,13";"234158480,57";"2000"
"3304557103";"Senador Vasconcelos";"12146";"32256";"1,94";"2320,22";"5108435,16";"1800"
"3304557104";"Inhoaíba";"25901";"72121";"2,15";"2025,08";"10211933,38";"1400"
"3304557105";"Cosmos";"35130";"95418";"2,02";"2067,84";"4912798,69";"1500"
"3304557106";"Paciência";"37986";"105384";"2,13";"2039,99";"271981372,31";"1280"
"3304557107";"Santa Cruz";"89359";"248881";"2,14";"1966,42";"6329740,15";"1230"
"3304557108";"Sepetiba";"20760";"58545";"2,37";"2045,32";"11618231,59";"1212"
"3304557109";"Ribeira";"1426";"3474";"1,45";"5909,43";"30289354,39";"4000"
