CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_SITUACAO_FUNCIONAMENTO,IN_MANT_ESCOLA_PRIVADA_EMP,IN_MANT_ESCOLA_PRIVADA_ONG,IN_MANT_ESCOLA_PRIVADA_SIND,IN_MANT_ESCOLA_PRIVADA_SIST_S,IN_MANT_ESCOLA_PRIVADA_S_FINS,IN_AUDITORIO,IN_BIBLIOTECA,IN_BIBLIOTECA_SALA_LEITURA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_QUADRA_ESPORTES_COBERTA,IN_SALA_ATENDIMENTO_ESPECIAL,IN_ACESSIBILIDADE_RAMPAS,QT_SALAS_UTILIZADAS,IN_INTERNET,IN_EXAME_SELECAO,QT_TUR_INF,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_EJA,QT_MAT_BAS,QT_MAT_MED,mat_por_sala,codigo_municipio,NO_DISTRITO,DS_ENDERECO,NU_ENDERECO,NO_BAIRRO,CO_CEP,LATITUDE,LONGITUDE,NU_CNPJ_MANTENEDORA
2609600,ESCOLA SOUZA LEAO DE OLINDA,26185091,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,5.0,4.0,3.0,3.0,0.0,228.0,57.0,3.8,2609600,Olinda,MARIA DA CONCEICAO VIANA,390,RIO DOCE,53050110,-7.972723,-34.83712,7638076000196.0
2609600,COLEGIO PLENO LTDA,26190494,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,275.0,137.0,9.785714285714286,2609600,Olinda,DOUTOR JOSE AUGUSTO MOREIRA,3707,CASA CAIADA,53130410,,,35678707000136.0
2609600,OPVEST COLEGIO E CURSO,26224658,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,11.0,1.0,0.0,8.0,7.0,4.0,3.0,0.0,0.0,384.0,42.0,3.8181818181818175,2609600,Olinda,RUA CARRAPICHO,20,OURO PRETO,53370480,-7.995661,-34.86555,8646347000118.0
2609600,COLEGIO E CURSO EXPOSITIVO,26320614,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,43.0,43.0,14.333333333333334,2609600,Olinda,ESTUDANTE LUIS BRAYNER ANDRADE FILHO,20/20A,RIO DOCE,53150040,-7.966461,-34.83531,70090527000130.0
2609907,COLEGIO E CURSO ALTERNATIVO,26005042,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,19.0,1.0,0.0,7.0,14.0,7.0,1.0,0.0,0.0,542.0,7.0,0.3684210526315789,2609907,Ouricuri,PRACA VOLUNTARIOS DA PATRIA,270,,56200000,-7.885812,-40.08312,69892321000144.0
2610004,ANBEC - COLEGIO DE NOSSA SENHORA DE LOURDES,26101106,4,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,28.0,1.0,0.0,2.0,5.0,5.0,3.0,1.0,0.0,310.0,55.0,1.9642857142857144,2610004,Palmares,ALTO DA SAUDE,SN,,55540000,-8.6826624,-35.5925085,10970689000130.0
2610004,EDUC RADIALISTA PAULO SIQUEIRA MARQUES,26101130,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,15.0,1.0,0.0,4.0,9.0,4.0,3.0,0.0,0.0,197.0,25.0,1.6666666666666667,2610004,Palmares,RUA FERNANDO GRIZ,134,,55540000,-8.681322,-35.5927,12886099000150.0
2610004,COLEGIO SUPERACAO,26101840,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,16.0,1.0,0.0,8.0,10.0,8.0,3.0,0.0,0.0,627.0,118.0,7.375,2610004,Palmares,AV VISCONDE DO RIO BRANCO,1485,,55540000,-8.687664,-35.59281,10193910000191.0
2610004,CENTRO DE EDUCACAO DIMENSAO,26101882,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,18.0,1.0,0.0,8.0,11.0,7.0,3.0,0.0,0.0,712.0,83.0,4.611111111111111,2610004,Palmares,RUA DA NOTICIA,947,,55540000,,,9056969000159.0
2610004,COLEGIO E CURSO REAL,26181673,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,1.0,0.0,8.0,10.0,8.0,3.0,0.0,0.0,624.0,112.0,12.444444444444445,2610004,Palmares,RUA ASCENSO FERREIRA,212,,55540000,-8.688345,-35.59334,16480001000110.0
2610608,ESCOLA WALDORF RURAL TURMALINA,26186837,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,13.0,1.0,0.0,2.0,5.0,4.0,2.0,0.0,0.0,124.0,18.0,1.3846153846153846,2610608,Paudalho,ESTRADA DO CAJUEIRO CLARO,S/N,,55825000,-7.9366153,-35.1373979,21811764000137.0
2610707,SESI PAULISTA,26115441,4,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,0.0,0.0,14.0,15.0,10.0,0.0,1168.0,612.0,34.0,2610707,Paulista,SAO PEDRO,2800,ARTUR LUNDGREN I,53417040,-7.938568,-34.88801,3910210000962.0
2610707,CENTRO CULTURAL ALBERTO GOMES,26115450,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,6.0,10.0,4.0,3.0,0.0,0.0,322.0,49.0,3.2666666666666666,2610707,Paulista,CINQUENTA E UM,69,JARDIM PAULISTA,53409580,-7.949772,-34.89884,10554921000150.0
2610707,COLEGIO PERNAMBUCANO,26115557,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,226.0,73.0,3.65,2610707,Paulista,SESSENTA E TRES,S/N,MARANGUAPE I,53441230,-7.950612,-34.86277,1568150000169.0
2610707,ESCOLA ANITA GONCALVES,26116499,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,35.0,1.0,0.0,8.0,14.0,8.0,4.0,0.0,0.0,826.0,131.0,3.742857142857143,2610707,Paulista,RUA CRISTOVAO COLOMBO,72,VILA TORRES GALVAO,53443130,,,11398005000130.0
2610707,ESCOLA VIRGEM IMACULADA,26116987,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20.0,1.0,0.0,8.0,10.0,8.0,3.0,3.0,0.0,678.0,128.0,6.4,2610707,Paulista,MARIA DO CARMO MONTENEGRO,95,JANGA,53437090,-7.938159,-34.82846,41096645000157.0
2610707,ESCOLA PAROQUIAL NOSSA SENHORA DE FATIMA,26117282,4,3.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,0.0,6.0,6.0,4.0,3.0,0.0,0.0,421.0,66.0,4.4,2610707,Paulista,HENRIQUE DIAS,85,PARATIBE,53413580,-7.9322169,-34.8999305,4730949000106.0
2610707,COLEGIO PATRICIA COSTA,26117525,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,1.0,1.0,8.0,10.0,8.0,3.0,0.0,0.0,676.0,87.0,4.35,2610707,Paulista,DOUTOR BENONI SA,515,PAU AMARELO,53431090,,,9448705000140.0
2610707,COLEGIO FERNANDO FERRARI,26137255,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,22.0,1.0,0.0,6.0,12.0,10.0,3.0,1.0,0.0,695.0,118.0,5.363636363636363,2610707,Paulista,GENUINO FIALHO,149,VILA TORRES GALVÃO,53403290,-7.954563,-34.87682,8801417000165.0
2610707,COLEGIO ELO,26157233,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,16.0,1.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,420.0,49.0,3.0625,2610707,Paulista,DOUTOR CLAUDIO JOSE GUEIROS LEITE,2939,JANGA,53437000,-7.931839,-34.82371,2340670000182.0
2610707,INSTITUTO PRINCESA ISABEL,26162130,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,15.0,1.0,0.0,8.0,10.0,8.0,3.0,1.0,0.0,394.0,55.0,3.6666666666666665,2610707,Paulista,QUARENTA E CINCO,78,MARANGUAPE II,53421170,-7.929319,-34.85793,40862740000151.0
2610707,ESCOLA TECNICA SENAI PAULISTA,26162695,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,9.0,37.0,0.0,315.0,0.0,0.0,2610707,Paulista,DAS SOGRAS,S/N,ARTUR LUNDGREN I,53417710,-7.924541,-34.89594,3789272000100.0
2610707,ACADEMIA SAO MATEUS DO JANGA LTDA,26171155,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,14.0,1.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,185.0,44.0,3.142857142857143,2610707,Paulista,RUA ALCINO FERREIRA DA PAZ,567,PAU AMARELO,53435560,,,2925694000101.0
2610707,SENAC CENTRO DE FORMACAO PROFISSIONAL DO PAULISTA,26176890,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,193.0,173.0,10.176470588235292,2610707,Paulista,PREFEITO SEVERINO CUNHA PRIMO,30,JARDIM PAULISTA,53407265,-7.9473583,-34.8902392,3485324000155.0
2610707,COLEGIO E CURSO MENINO JESUS,26179199,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,480.0,480.0,53.333333333333336,2610707,Paulista,EPITACIO CAXIAS,16,CENTRO,53401240,-7.939227,-34.88386,4785665000109.0
2610707,COLEGIO OMEGA,26179679,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,25.0,1.0,0.0,8.0,10.0,5.0,3.0,0.0,0.0,424.0,80.0,3.2,2610707,Paulista,JOSE FRANCISCO DE SANTANA,628,JANGA,53435320,,,6110397000150.0
2610707,COLEGIO ATITUDE NUCLEO EDUCACIONAL EIRELI,26182157,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,47.0,1.0,0.0,12.0,28.0,12.0,4.0,0.0,0.0,1376.0,111.0,2.3617021276595747,2610707,Paulista,EQUADOR,366,NOSSA SENHORA DA CONCEIÇÃO,53429630,,,11293275000187.0
2610707,COLEGIO E CURSO PERFORMANCE,26182211,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,82.0,82.0,13.666666666666666,2610707,Paulista,RUA HONORATO FERNANDES DA PAZ,680,JANGA,53435550,-7.917974,-34.82648,8169213000153.0
2610707,ESCOLA TECNICA PERNAMBUCANA PAULISTA,26184524,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,312.0,0.0,0.0,2610707,Paulista,"RODOVIA PE-15, S/N",2970,CENTRO,53401914,,,13026411000106.0
2610707,COLEGIO ALPHA,26190265,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,0.0,4.0,5.0,4.0,3.0,0.0,0.0,329.0,62.0,3.875,2610707,Paulista,DOUTOR CLAUDIO JOSE GUEIROS LEITE,2491,JANGA,53437000,,,15708483000150.0
2610905,COLEGIO SANTA DOROTEIA,26058448,4,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,29.0,1.0,0.0,10.0,10.0,8.0,3.0,1.0,0.0,572.0,82.0,2.827586206896552,2610905,Pesqueira,AVENIDA ESIO ARAUJO,350,,55200000,-8.355001,-36.69232,10847747000133.0
2611002,ESC STO ANTONIO DE EDUC INF ENS FUND MED,26042550,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,1.0,0.0,4.0,5.0,4.0,2.0,0.0,0.0,220.0,12.0,0.75,2611002,Petrolândia,AVENIDA CLARA OTILIA DE SOUZA FERRAZ,388,,56460000,-8.97837413,-38.22464832,189033000121.0
2611101,PLENUS COLEGIO E CURSO,26033909,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,23.0,1.0,1.0,0.0,0.0,17.0,11.0,1.0,0.0,990.0,431.0,18.73913043478261,2611101,Petrolina,LUCAS ROBERTO DE ARAUJO,53,CIDADE UNIVERSITARIA,56332720,-9.401925,-40.49784,35683465000179.0
2611101,COLEGIO DOM BOSCOEXTENSAO,26033925,4,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,312.0,231.0,12.833333333333334,2611101,Petrolina,BARAO DO RIO BRANCO,812,CENTRO,56304310,-9.39474,-40.50473,10730109000138.0
2611101,COLEGIO INTEGRADO DE PETROLINA,26033933,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,36.0,23.0,1.7692307692307692,2611101,Petrolina,ANTONIO DE SANTANA FILHO,510,CENTRO,56302300,-9.39854,-40.4976,4194116000160.0
2611101,COLEGIO NOSSA SENHORA AUXILIADORA,26033950,4,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0,1.0,0.0,8.0,15.0,22.0,11.0,2.0,0.0,1564.0,420.0,7.5,2611101,Petrolina,MARIA AUXILIADORA,380,CENTRO,56302335,-9.398004,-40.5018,10809838000184.0
2611101,SORRISO COLEGIO E CURSO,26036070,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,4.0,10.0,8.0,3.0,0.0,0.0,724.0,143.0,7.526315789473684,2611101,Petrolina,JOAQUIM ALVES ARAUJO,17,COHAB MASSANGANO,56310310,-9.383778,-40.54021,8839955000149.0
2611101,SESI PETROLINA,26036401,4,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,8.0,8.0,5.0,0.0,525.0,276.0,34.5,2611101,Petrolina,PROJETADA,01,CENTRO,56304185,,,3910210001934.0
2611101,ESCOLA ANA NERY SC LTDA,26132028,4,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,0.0,7.0,10.0,9.0,4.0,0.0,0.0,644.0,94.0,6.714285714285714,2611101,Petrolina,AMERICO TANURI,295,COHAB SÃO FRANCISCO,56309000,,,27907652000160.0
2611101,ESCOLA SABERES DA VITORIA,26168286,4,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,35.0,1.0,0.0,3.0,5.0,4.0,3.0,1.0,0.0,164.0,37.0,1.0571428571428572,2611101,Petrolina,CHATEUBRIAND PESSOA MEIRA,81,CIDADE UNIVERSITARIA,56332730,-9.394018,-40.47921,4673576000170.0
2611101,SENAC-SERVICO NACIONAL DE APREDIZAGEM COMERCIAL,26176840,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,132.0,62.0,3.875,2611101,Petrolina,PROJETADA,650,COLÔNIA IMPERIAL,56328815,-9.386483,-40.50448,3485324000660.0
2611101,ESC TECNICA SENAI PETROLINA,26178346,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,33.0,1.0,1.0,0.0,0.0,0.0,4.0,42.0,0.0,448.0,0.0,0.0,2611101,Petrolina,MONSENHOR ANGELO SAMPAIO,267,CENTRO,56302290,-9.382763378,-40.48852695,3789272000887.0
2611101,COLEGIO MOTIVO PETROLINA,26186225,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,31.0,1.0,0.0,7.0,7.0,4.0,3.0,0.0,0.0,416.0,106.0,3.419354838709677,2611101,Petrolina,CARDOSO DE SA,990,VILA EDUARDO,56328020,,,17765891000170.0
2611101,COLEGIO CRISTAO DE PETROLINA,26192713,4,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,0.0,12.0,20.0,12.0,5.0,0.0,0.0,1222.0,192.0,7.111111111111111,2611101,Petrolina,DA INTEGRACAO DEPUTADO GERALDO COELHO,1122,VILA EDUARDO,56328010,,,43663758000112.0
2611101,COLEGIO GGE,26193957,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,75.0,1.0,0.0,10.0,11.0,9.0,6.0,0.0,0.0,865.0,220.0,2.933333333333333,2611101,Petrolina,CARDOSO DE SA,SN,VILA EDUARDO,56328020,,,1934404001006.0
2611309,CENTRO EDUCACIONAL INOVACAO - CEI,26191458,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,252.0,23.0,2.555555555555556,2611309,Pombos,RUA PADRE GALDINO,258,,55630000,-8.14365248,-35.39965374,44063119000189.0
2611606,COLEGIO ASCENSO FERREIRA,26110504,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0,1.0,0.0,3.0,5.0,4.0,3.0,0.0,0.0,388.0,98.0,5.444444444444445,2611606,Recife,ARMINDO MOURA,263,BOA VIAGEM,51130180,,,10438786000187.0
2611606,COLEGIO APOIO,26117584,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0,1.0,0.0,15.0,23.0,11.0,5.0,0.0,0.0,1056.0,107.0,2.8157894736842106,2611606,Recife,CONSELHEIRO NABUCO,44,CASA AMARELA,52051440,,,26643740000563.0
2611606,ESCOLA TECNICA SENAI SANTO AMARO,26117711,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,35.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,1370.0,0.0,0.0,2611606,Recife,NORTE MIGUEL ARRAES DE ALENCAR,539,SANTO AMARO,50100000,-8.047272,-34.87769,3789272000453.0
2611606,COLEGIO BOA VIAGEM LTDA,26117991,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,60.0,1.0,0.0,16.0,21.0,11.0,7.0,5.0,0.0,1310.0,266.0,4.433333333333334,2611606,Recife,PROFESSOR EDUARDO WANDERLEY FILHO,539,BOA VIAGEM,51020170,-8.111026537,-34.89474501,34805164000108.0
2611606,COLEGIO DA IMACULADA CONCEICAO,26118149,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,36.0,1.0,0.0,8.0,15.0,10.0,4.0,4.0,0.0,799.0,134.0,3.7222222222222223,2611606,Recife,DOUTOR JOSE RUFINO,2184,BARRO,50900660,-8.092599,-34.94241,10970689000130.0
2611606,COLEGIO EQUIPE,26118165,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,35.0,1.0,1.0,8.0,10.0,11.0,9.0,0.0,0.0,863.0,234.0,6.685714285714286,2611606,Recife,DEMOSTENES DE OLINDA,121,MADALENA,50610050,-8.049735,-34.90529,11515319000176.0
2611606,GERACAO COLEGIO E CURSO,26118181,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,12.0,1.0,0.0,6.0,10.0,4.0,3.0,0.0,0.0,515.0,77.0,6.416666666666667,2611606,Recife,DEPUTADO CUNHA RABELO,1235,VÁRZEA,50740400,-8.044971,-34.9484,8174971000160.0
2611606,COLEGIO HENRIQUE DIAS,26118190,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,4.0,5.0,4.0,3.0,0.0,0.0,417.0,75.0,5.357142857142857,2611606,Recife,PROFESSOR JOSE CONSTANTINO DA SILVA,205,JORDÃO,51250180,-8.139181,-34.93264,21726664000102.0
2611606,COLEGIO E CURSO MICKEYLANDIA,26118211,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,14.0,1.0,0.0,6.0,7.0,8.0,3.0,3.0,0.0,473.0,49.0,3.5,2611606,Recife,JOANA FRANCISCA DE AZEVEDO,38,MUSTARDINHA,50760310,-8.070856,-34.9184,24424806000175.0
2611606,COLEGIO VISAO,26118262,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,31.0,1.0,1.0,16.0,0.0,18.0,11.0,0.0,0.0,1328.0,470.0,15.161290322580646,2611606,Recife,DOUTOR JOSE RUFINO,241,JIQUIÁ,50771600,-8.084082,-34.92739,11690815000166.0
2611606,COLEGIO MARIA TEREZA,26118270,4,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,319.0,79.0,2.821428571428572,2611606,Recife,BARAO DE SOUZA LEAO,1647,IMBIRIBEIRA,51210080,-8.13299933,-34.91505923,11008604000109.0
2611606,ESCOLA MODERNA NOSSA SENHORA DO LORETO,26119986,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,1.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,83.0,8.0,0.6666666666666666,2611606,Recife,AMAZONAS,360,BOA VIAGEM,51011065,-8.100356667,-34.886315,9944448000138.0
2611606,ESCOLA SAO JORGE,26120208,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,17.0,1.0,0.0,2.0,10.0,11.0,4.0,0.0,0.0,646.0,106.0,6.235294117647059,2611606,Recife,APRIGIO GUIMARAES,840,SANCHO,50920722,-8.086961,-34.96386,34686369000111.0
2611606,ESCOLA SOUZA VERAS,26120224,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,8.0,3.0,2.0,0.0,316.0,99.0,14.142857142857142,2611606,Recife,GOVERNADOR LOPO GARRO,875,ENGENHO DO MEIO,50730285,-8.051367,-34.94293,9754078000176.0
2611606,COLEGIO SANTA MARIA MAZZARELLO,26120968,4,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,0.0,8.0,15.0,12.0,5.0,5.0,0.0,851.0,141.0,4.7,2611606,Recife,AFONSO OLINDENSE,1553,VARZEA,50810000,-8.039462,-34.95746,10809838000346.0
2611606,INSTITUTO SANTA TEREZINHA,26121182,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,0.0,3.0,2.0,4.0,3.0,0.0,0.0,184.0,62.0,4.133333333333334,2611606,Recife,PEREIRA COUTINHO FILHO,751,IPUTINGA,50680180,-8.038907,-34.93211,26845844000127.0
2611606,COLEGIO ADVENTISTA DO RECIFE,26121328,4,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,32.0,1.0,0.0,7.0,13.0,8.0,4.0,0.0,0.0,864.0,159.0,4.96875,2611606,Recife,GERVASIO PIRES,700,BOA VISTA,50050070,-8.056705,-34.88439,17763911001307.0
2611606,COLEGIO 2001,26121379,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,8.0,6.0,1.0,0.0,193.0,108.0,6.0,2611606,Recife,DO RIACHUELO,403,BOA VISTA,50050400,,,9822198000163.0
2611606,COLEGIO SALESIANO SAGRADO CORACAO,26121484,4,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0,1.0,0.0,11.0,13.0,8.0,6.0,5.0,0.0,967.0,196.0,5.157894736842105,2611606,Recife,DOM BOSCO,551,BOA VISTA,50070070,-8.06103336,-34.89316514,13010707000120.0
2611606,COLEGIO AMERICANO BATISTA,26121506,4,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,1.0,0.0,4.0,5.0,4.0,3.0,3.0,0.0,220.0,40.0,2.6666666666666665,2611606,Recife,DOM BOSCO,1308,BOA VISTA,50070070,-8.0542417,-34.8954635,10981876000110.0
