CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_SITUACAO_FUNCIONAMENTO,IN_MANT_ESCOLA_PRIVADA_EMP,IN_MANT_ESCOLA_PRIVADA_ONG,IN_MANT_ESCOLA_PRIVADA_SIND,IN_MANT_ESCOLA_PRIVADA_SIST_S,IN_MANT_ESCOLA_PRIVADA_S_FINS,IN_AUDITORIO,IN_BIBLIOTECA,IN_BIBLIOTECA_SALA_LEITURA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_QUADRA_ESPORTES_COBERTA,IN_SALA_ATENDIMENTO_ESPECIAL,IN_ACESSIBILIDADE_RAMPAS,QT_SALAS_UTILIZADAS,IN_INTERNET,IN_EXAME_SELECAO,QT_TUR_INF,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_EJA,QT_MAT_BAS,QT_MAT_MED,mat_por_sala,codigo_municipio,NO_DISTRITO,DS_ENDERECO,NU_ENDERECO,NO_BAIRRO,CO_CEP,LATITUDE,LONGITUDE,NU_CNPJ_MANTENEDORA
4109401,COLEGIO FERA -GRUPO MATTOS LEAO EDUCACIONAL EI EF M,41393619,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,219.0,45.0,2.142857142857143,4109401,Guarapuava,DEPUTADO CEZAR SILVESTRE,5200,ALTO DA XV,85065000,-25.39161289,-51.46967934,9150706000104.0
4109401,GUAIRACA CEF M,41534913,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,219.0,89.0,12.714285714285714,4109401,Guarapuava,RUA XV DE NOVEMBRO,7050,CENTRO,85010000,-25.39052833,-51.46306833,50829327000149.0
4109401,COLEGIO IMPERATRIZ DONA LEOPOLDINA,41100700,4,1.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,38.0,1.0,0.0,9.0,10.0,5.0,4.0,3.0,0.0,481.0,70.0,1.8421052631578947,4109401,Entre Rios,AVENIDA MICHAEL MOOR,2097,,85139400,-25.55680878,-51.48855422,77905479000130.0
4109609,MONTEIRO LOBATO C EI EF M,41376439,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,0.0,5.0,5.0,4.0,5.0,3.0,0.0,338.0,80.0,5.333333333333333,4109609,Guaratuba,RUA TOCANTINS,75,,83280000,-25.88486148,-48.58763443,17955528000117.0
4109609,NOVO ESPACO CEI EF M PROFI,41376455,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,1.0,0.0,5.0,6.0,5.0,12.0,0.0,0.0,389.0,90.0,6.428571428571429,4109609,Guaratuba,RUA VIEIRA DOS SANTOS,1401,,83280000,-25.881815,-48.58536833,3657971000105.0
4109708,NOSSA SRA DAS NEVES C EI EF M,41049837,4,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,26.0,1.0,0.0,10.0,8.0,5.0,3.0,0.0,0.0,487.0,87.0,3.3461538461538463,4109708,Ibaiti,RUA ANTONIO MARTINS DE MELLO,140,,84900000,-23.85021618,-50.191216,88662077000178.0
4109708,ARCOIRIS DOM BOSCO CEI EF M,41372590,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,19.0,1.0,0.0,5.0,5.0,4.0,4.0,0.0,0.0,175.0,16.0,0.8421052631578947,4109708,Ibaiti,RUA NILO SAMPAIO,179,,84900000,-23.84675808,-50.19041261,7304795000170.0
4109757,SAGRADA FAMILIA CEI EF M,41074076,4,4.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,3.0,6.0,4.0,6.0,0.0,0.0,319.0,58.0,4.142857142857143,4109757,Ibema,RUA LINO BENO LENZ,721,,85478000,-25.11843032,-53.01631146,45690000103.0
4109807,SANTA MARTA CEI EF M,41029380,4,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,23.0,1.0,0.0,10.0,10.0,6.0,7.0,0.0,0.0,342.0,38.0,1.6521739130434785,4109807,Ibiporã,RUA TRES PODERES,26,JD BRASILIA,86206488,-23.27060235,-51.06426397,80761760000150.0
4109807,COLEGIO INTEGRADO SONIA MARCONDES,41029429,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,32.0,1.0,0.0,16.0,15.0,9.0,6.0,0.0,0.0,803.0,145.0,4.53125,4109807,Ibiporã,PRUDENTE DE MORAES,445,SETOR 1,86200067,-23.26837535,-51.05587886,85430940000173.0
4109807,COLEGIO ETICA IBIPORA EI EF M,41161084,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,1.0,0.0,2.0,8.0,9.0,3.0,3.0,0.0,439.0,102.0,7.846153846153846,4109807,Ibiporã,PROENCIO DE CARVALHO,300,SETOR 4,86206548,-23.26021356,-51.06176342,32308189000170.0
4110102,LUTERANO RUI BARBOSA CEI EF M,41110064,4,3.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,19.0,1.0,0.0,4.0,5.0,4.0,6.0,0.0,0.0,300.0,67.0,3.526315789473684,4110102,Imbituva,RUA ALBERTO DIEDRICHS,410,CENTRO,84430000,-25.23159765,-50.61376879,2583759000170.0
4110508,COLEGIO SAGRADA FAMILIA - EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO,41379632,4,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,20.0,1.0,0.0,5.0,5.0,4.0,3.0,0.0,0.0,325.0,43.0,2.15,4110508,Ipiranga,RUA JOAO RIBEIRO DA FONSECA,309,,84450000,-25.02406,-50.58445,76578244000118.0
4110607,MONTEIRO LOBATO CEI EF M,41144120,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,1.0,0.0,4.0,5.0,4.0,6.0,0.0,0.0,229.0,41.0,4.555555555555555,4110607,Iporã,AV 31 DE MARCO,500,,87560000,-24.00035537,-53.71051487,2854993000194.0
4110706,SENAI IRATI,41148533,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,4.0,17.0,0.0,195.0,0.0,0.0,4110706,Irati,RUA CEL. EMILIO GOMES,3,CENTRO,84500054,-25.4635538,-50.64984379,99999999999999.0
4110706,LOBO IRATI C - EM,41161750,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,139.0,74.0,9.25,4110706,Irati,XV DE NOVEMBRO,623,CENTRO,84500069,-25.466795,-50.64891,29656090000155.0
4110706,COLEGIO SAO VICENTE DE IRATI,41165110,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,34.0,34.0,11.333333333333334,4110706,Irati,24 DE MAIO,538,CENTRO,84500099,,,10660684000101.0
4110706,COLEGIO SESI IRATI EDUCACAO INFANTIL E ENSINO MEDIO,41389093,4,1.0,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,458.0,108.0,21.6,4110706,Irati,RUA CORONEL EMILIO GOMES,3,CENTRO,84500054,-25.4634466,-50.6497216,99999999999999.0
4111258,MONTE HOREBE CEI EF M,41134966,4,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.0,1.0,0.0,10.0,10.0,6.0,6.0,0.0,0.0,409.0,48.0,2.4,4111258,Itaperuçu,RUA BENEDITO VIEIRA GUIMARAES,2500,BUTIEIRINHO,83560058,-25.22099297,-49.35324994,78462025000102.0
4111506,MATER CONSOLATRIX CEI EF M,41037855,4,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.0,1.0,0.0,5.0,8.0,4.0,5.0,0.0,0.0,301.0,51.0,2.55,4111506,Ivaiporã,TANCREDO NEVES,1765,CENTRO,86870007,-24.2430235,-51.6692607,75832311000116.0
4111506,PANAMERICANO COLEGIO EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO,41037928,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,45.0,1.0,0.0,8.0,10.0,6.0,3.0,0.0,0.0,475.0,83.0,1.8444444444444448,4111506,Ivaiporã,AVENIDA MINAS GERAIS,651,,86870000,-24.23648885,-51.66625952,78600012000144.0
4111506,UEP 22 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE IVAIPORA- SENAC,41152255,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,4.0,11.0,0.0,164.0,58.0,5.8,4111506,Ivaiporã,AV  APARICIO CARDOSO BITENCOURT,950,JARDIM IMPERIAL,86870000,-24.24172174,-51.67899379,3541088003243.0
4111506,OBJETIVO C-EI EF M,41385357,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,24.0,1.0,0.0,6.0,5.0,4.0,3.0,0.0,0.0,290.0,60.0,2.5,4111506,Ivaiporã,RUA MATO GROSSO,105,CENTRO,86870000,-24.23394167,-51.66787667,3114971000150.0
4111605,COLEGIO ADVENTISTA DO PARANA - CAMPUS RESIDENCIAL - EIEFMP,41022858,4,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,1.0,0.0,2.0,5.0,4.0,3.0,4.0,0.0,615.0,111.0,5.842105263157895,4111605,Ivatuba,RUA GLEBA PAICANDU,LOTE 80,ZONA RURAL,87130000,-23.54254179,-52.10099834,76726884000128.0
4111803,UEP 19 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE JACAREZINHO- SENAC,41152220,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,0.0,135.0,79.0,8.777777777777779,4111803,Jacarezinho,RUA DOIS DE ABRIL,742,,86400000,-23.16438558,-49.97382783,3541088000732.0
4111803,MAGNUS CEF M,41162056,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,1.0,0.0,0.0,7.0,4.0,12.0,0.0,0.0,297.0,61.0,3.8125,4111803,Jacarezinho,AV BRASIL,1096,CENTRO,86400000,-23.16102576,-49.97617238,34762123000181.0
4111803,ELO FORMACAO INTEGRAL CEF M,41354540,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,1.0,0.0,0.0,8.0,4.0,12.0,0.0,0.0,352.0,70.0,3.684210526315789,4111803,Jacarezinho,AV GETULIO VARGAS,670,CENTRO,86400000,-23.1611149,-49.9754844,11885809000164.0
4112009,POSITIVO JAGUARIAIVA CEI EF M,41058569,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0,1.0,0.0,7.0,5.0,4.0,5.0,0.0,0.0,365.0,75.0,4.6875,4112009,Jaguariaíva,RUA PORTO VELHO,567,PEDRINHA,84200000,-24.2471589,-49.6988554,5379217000178.0
4112009,SENAI JAGUARIAIVA,41147529,4,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,193.0,0.0,0.0,4112009,Jaguariaíva,RUA RAUL PINTO DE CASTILHO,S/N,,84200000,-24.2594988,-49.71564235,99999999999999.0
4112009,MEGA DOM C EI EF M,41406427,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,1.0,1.0,5.0,5.0,4.0,5.0,0.0,0.0,352.0,58.0,3.2222222222222223,4112009,Jaguariaíva,RUA SANTA CATARINA,4,NOSSA SENHORA DE FATIMA,84200000,-24.2601,-49.7231,52746243000258.0
4112108,SAO MARCOS CEI EF M,41354648,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,1.0,1.0,10.0,8.0,4.0,5.0,0.0,0.0,361.0,87.0,5.117647058823529,4112108,Jandaia do Sul,RUA JOSE MARIA DE PAULA,1825,CENTRO,86900000,-23.59818193,-51.65350747,491849000105.0
4112108,COLEGIO PASSIONISTA SAO JOSE,41027752,4,4.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,0.0,8.0,11.0,5.0,3.0,2.0,0.0,522.0,99.0,6.6,4112108,São José,RAFAEL MORALES SANCHES,45,,86900000,-23.60658639,-51.64397027,76731033000173.0
4113205,COOPERATIVA DA LAPA CEI EF M,41144422,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,0.0,4.0,5.0,4.0,1.0,1.0,0.0,142.0,3.0,0.1363636363636363,4113205,Lapa,AV ALOISIO LEONI SN,S/N,DOM PEDRO II,83752100,-25.76867893,-49.7386199,443505000120.0
4113205,DINAMICO CEI EF M,41380592,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,1.0,0.0,4.0,5.0,5.0,10.0,0.0,0.0,193.0,32.0,1.8823529411764703,4113205,Lapa,SENADOR SOUZA NAVES,864,ENGENHO,83751200,-25.76335523,-49.71505474,5300928000105.0
4113304,SELS CEF M,41102932,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,86.0,39.0,5.571428571428571,4113304,Laranjeiras do Sul,RUA MANOEL RIBAS,2260,CENTRO,85301020,-25.4040837,-52.41736474,78682945000128.0
4113304,REFERENCE C EF M,41163524,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,15.0,1.0,0.0,0.0,5.0,4.0,6.0,0.0,0.0,143.0,38.0,2.533333333333333,4113304,Laranjeiras do Sul,RUA CAP ANTONIO JOAQUIM DE CAMARGO,2303,CENTRO,85301230,-25.40244333,-52.41699167,37320097000120.0
4113502,NOVO HORIZONTE CEF M PROFIS,41001249,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,13.0,1.0,0.0,0.0,5.0,5.0,6.0,2.0,0.0,449.0,224.0,17.23076923076923,4113502,Loanda,RUA WENCESLAU BRAZ QUADRA 279,1399,CENTRO,87900000,-22.93058457,-53.13891121,80893423000117.0
4113502,COLEGIO SESI DE LOANDA ENSINO MEDIO,41156978,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,69.0,69.0,23.0,4113502,Loanda,RUA MARTIN AFONSO SOUZA,,CENTRO,87900970,-22.93006,-53.12965333,99999999999999.0
4113502,LOANDA C EF M,41380649,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,17.0,1.0,0.0,2.0,5.0,5.0,5.0,0.0,0.0,363.0,165.0,9.705882352941176,4113502,Loanda,AVENIDA PARANA,654,,87900000,-22.93338433,-53.13175033,5274653000182.0
4113700,ADVENTISTA C-EI EF M,41029526,4,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,25.0,1.0,0.0,7.0,15.0,12.0,5.0,1.0,0.0,896.0,173.0,6.92,4113700,Londrina,UNIVERSO,184,JARDIM SHANGRI-LA A,86070710,-23.29798593,-51.18982455,76726884005197.0
4113700,PREMIER C - EI EF M,41030095,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,32.0,1.0,0.0,14.0,11.0,8.0,4.0,0.0,0.0,783.0,189.0,5.90625,4113700,Londrina,JOAO HUSS,100,GLEBA FAZENDA PALHANO,86050490,-23.32991193,-51.17441066,95561916000127.0
4113700,EDUCACIONAL MAF C - EI EF M,41030737,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,47.0,1.0,0.0,14.0,16.0,8.0,1.0,0.0,0.0,680.0,31.0,0.6595744680851063,4113700,Londrina,ORLANDO MAIMONE,255,VALE DOS TUCANOS,86046530,-23.34651096,-51.14566789,80565062000180.0
4113700,EDUCAR C - EI EF M,41030745,4,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,1.0,0.0,5.0,7.0,4.0,3.0,3.0,0.0,258.0,37.0,3.083333333333333,4113700,Londrina,PEQUIM,12,CLÁUDIA,86050310,-23.33600509,-51.17124036,80931140000112.0
4113700,INTERATIVA C - EI EF M,41031105,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,23.0,1.0,0.0,7.0,10.0,7.0,3.0,1.0,0.0,351.0,50.0,2.1739130434782608,4113700,Londrina,IVAI,317,CONCEIÇÃO,86025440,-23.29870585,-51.16647488,78296027000160.0
4113700,LONDRINENSE C - EI EF M PROFIS,41031733,4,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,47.0,1.0,0.0,8.0,18.0,14.0,12.0,1.0,0.0,1365.0,432.0,9.191489361702128,4113700,Londrina,JUSCELINO KUBITSCHEK,1652,VILA IPIRANGA,86020000,-23.31687388,-51.17098829,78624202000100.0
4113700,MAE DE DEUS C - EI EF M,41031814,4,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,43.0,1.0,0.0,8.0,16.0,7.0,3.0,0.0,0.0,542.0,87.0,2.0232558139534884,4113700,Londrina,RIO DE JANEIRO,670,CENTRO,86010150,-23.3144846,-51.1591575,78636974000153.0
4113700,MARISTA DE LONDRINA C - EI EF M,41032004,4,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,1.0,1.0,25.0,21.0,11.0,7.0,0.0,0.0,1386.0,245.0,3.769230769230769,4113700,Londrina,RUA MARINGA,78,JARDIM BANCARIOS,86060000,-23.30207179,-51.17975838,60982352000111.0
4113700,MAXI C - EI EF,41032039,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,35.0,1.0,0.0,14.0,15.0,11.0,7.0,0.0,0.0,996.0,289.0,8.257142857142858,4113700,Londrina,DUQUE DE CAXIAS,1589,PETROPOLIS,86015000,-23.32906117,-51.1539421,78965597000104.0
4113700,VILLASBOAS C - EI EF M,41033256,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,5.0,6.0,4.0,4.0,0.0,0.0,302.0,62.0,4.428571428571429,4113700,Londrina,JOAO RIBEIRO,418,COLISEU,86076120,-23.28378246,-51.17784309,85079648000158.0
4113700,COLEGIO UNIVERSITARIO,41033310,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,1.0,1.0,13.0,14.0,12.0,9.0,0.0,0.0,1287.0,444.0,8.222222222222221,4113700,Londrina,ANNA MORENA DE MELLO MENEZES,250,LIMA AZEVEDO,86060020,-23.32377046,-51.17337252,29362006000190.0
4113700,UNINORTE JUNIOR C - EI EF M,41147049,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,1.0,0.0,2.0,10.0,8.0,3.0,3.0,0.0,511.0,89.0,5.933333333333334,4113700,Londrina,SANTOS DUMONT,1565,BOA VISTA,86039090,-23.32539672,-51.14013551,20342859000196.0
4113700,COLEGIO MARISTA IRMAO ACACIO ENSINO FUNDAMENTAL MEDIO E PROFISSIONAL,41150856,4,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,8.0,7.0,0.0,0.0,374.0,169.0,21.125,4113700,Londrina,RUA ABILIO JUSTINIANO DE QUEIROZ,350,JOAO PAZ,86087000,-23.26121813,-51.14377594,60982352000111.0
4113700,UEP 2 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE LONDRINA CENTRO- SENAC,41152050,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,1.0,1.0,0.0,0.0,0.0,3.0,21.0,0.0,352.0,59.0,3.4705882352941178,4113700,Londrina,RUA RAPOSO TAVARES,894,VILA LARSEN 1,86010580,-23.32101435,-51.16013138,3541088001704.0
4113700,COLEGIO SESI INTERNACIONAL DE LONDRINA ENSINO MEDIO,41157320,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,11.0,985.0,146.0,7.3,4113700,Londrina,DEPUTADO FERNANDO FERRARI,160,JARDIM DOS BANCARIOS,86062030,-23.30360503,-51.1597677,99999999999999.0
4113700,UEP 42 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE LONDRINA NORTE- SENAC,41158490,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,4.0,25.0,0.0,393.0,81.0,6.75,4113700,Londrina,RUA CEGONHA,100,CONJUNTO HABITACIONAL VIOLIM,86084635,-23.25872109,-51.1541363,3541088003677.0
4113700,SIGMA COLEGIO - EM,41158512,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,149.0,149.0,24.83333333333333,4113700,Londrina,FERNANDO DE NORONHA,77,CENTRO,86020300,-23.30768448,-51.16345014,12256599000108.0
4113700,COLEGIO POSITIVO SANTA MARIA - EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO,41160266,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,36.0,1.0,0.0,19.0,15.0,9.0,5.0,0.0,0.0,993.0,175.0,4.861111111111111,4113700,Londrina,AV MARINGA,991,VITORIA,86060000,-23.31059255,-51.17733794,2343359000197.0
4113700,COLEGIO EDUCATIVA TEENS - EF E MEDIO,41160525,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,212.0,39.0,6.5,4113700,Londrina,CASTRO ALVES,690,JARDIM SHANGRI-LA A,86070670,-23.29879466,-51.18823942,28074443000146.0
4113700,ETICA AEROPORTO C EM,41160932,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,367.0,367.0,30.58333333333333,4113700,Londrina,SANTOS DUMONT,840,BOA VISTA,86039090,-23.32340061,-51.14328455,29799832000100.0
4113700,COLEGIO PRIME EF EM,41166043,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,265.0,202.0,22.444444444444443,4113700,Londrina,JOAO WYCLIF,530,GLEBA FAZENDA PALHANO,86050450,,,49814392000111.0
4113700,ST JAMES C - EI EF M,41358899,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,38.0,1.0,1.0,19.0,22.0,11.0,5.0,0.0,0.0,1262.0,197.0,5.184210526315789,4113700,Londrina,GIL DE ABREU SOUZA,1850,ESPERANÇA,86058100,-23.34811965,-51.20792978,7466366000108.0
4113700,PILARES C - EI EF M,41371968,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.0,1.0,0.0,12.0,10.0,6.0,5.0,0.0,0.0,542.0,64.0,3.2,4113700,Londrina,JOAO MALAGUIDO,1015,VILA SIAM,86039270,-23.31880226,-51.13760593,609592000143.0
4113700,SENAI LONDRINA,41374975,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,10.0,49.0,0.0,615.0,0.0,0.0,4113700,Londrina,RUA BELEM,844,CENTRO,86026000,-23.30420534,-51.15941039,99999999999999.0
4113700,PGD C - EI EF M,41379110,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,48.0,1.0,0.0,17.0,20.0,8.0,5.0,0.0,0.0,1062.0,191.0,3.9791666666666665,4113700,Londrina,MARTINHO LUTERO,277,GLEBA FAZENDA PALHANO,86055670,-23.33579917,-51.18731221,1995743000101.0
