CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_SITUACAO_FUNCIONAMENTO,IN_AUDITORIO,IN_BIBLIOTECA,IN_BIBLIOTECA_SALA_LEITURA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_QUADRA_ESPORTES_COBERTA,QT_SALAS_UTILIZADAS,IN_INTERNET,QT_TUR_INF,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_EJA,QT_MAT_BAS,QT_MAT_MED,mat_por_sala,codigo_municipio,DS_ENDERECO,NU_ENDERECO,CO_CEP,NU_CNPJ_MANTENEDORA
1100023,COLEGIO DINAMICO EDUCACAO BASICA,11007656,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,1.0,6.0,8.0,5.0,4.0,0.0,0.0,509.0,129.0,5.608695652173913,1100023,FORTALEZA,2237,76870505,34470559000105.0
1100023,COLEGIO EXCELENCIA,11049910,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,1.0,10.0,9.0,4.0,2.0,1.0,0.0,330.0,22.0,1.4666666666666666,1100023,DAS ORQUIDEAS,2720,76873524,5919287000414.0
1100023,COLEGIO CRISTAO DE ARIQUEMES,11050950,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,1.0,8.0,9.0,6.0,4.0,0.0,0.0,340.0,84.0,5.25,1100023,AVENIDA JUSCELINO KUBITSCHEK,3349,76872847,40046828000103.0
1100049,CENTRO EDUCACIONAL MEMORINA ROSA CAMPOS,11025670,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,0.0,6.0,5.0,4.0,2.0,0.0,405.0,121.0,8.066666666666666,1100049,JOSE DO PATROCINIO,4352,76966225,3780605000211.0
1100049,ESCOLA DANIEL BERG,11026324,4,3.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,1.0,10.0,17.0,12.0,8.0,5.0,0.0,1223.0,207.0,6.67741935483871,1100049,SAO PAULO,3070,76963822,5671573000160.0
1100049,ESCOLA FAMILIA AGRICOLA PADRE EZEQUIEL RAMIN DE CACOAL,11027355,4,2.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,2.0,4.0,8.0,0.0,230.0,105.0,17.5,1100049,RURAL,S/N,76968899,2425913000185.0
1100049,INSTITUTO EDUCACIONAL SOMA - IES,11049723,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,303.0,63.0,3.9375,1100049,BELO HORIZONTE,3196,76963678,15336255000105.0
1100049,COOPERATIVA EDUCACIONAL DE CACOAL,11050373,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,23.0,1.0,1.0,8.0,4.0,3.0,0.0,0.0,324.0,59.0,2.565217391304348,1100049,SAO PAULO,2666,76963802,29204200000148.0
1100056,ESCOLA DE EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO DIMENSAO,11037075,4,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,14.0,1.0,2.0,6.0,4.0,2.0,0.0,0.0,131.0,11.0,0.7857142857142857,1100056,AVENIDA DAS NACOES,3327,76997000,5759244000176.0
1100098,ESCOLA MONTEIRO LOBATO,11038578,4,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,343.0,87.0,6.6923076923076925,1100098,RUA ACRE,2212,76974000,2489605000113.0
1100106,ESCOLA TOUFIA TANOUS BOUCHABKI,11006595,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,1.0,3.0,5.0,4.0,2.0,0.0,0.0,131.0,18.0,1.8,1100106,AV.DR.MENDONCA LIMA,1498,76850000,4291233000141.0
1100114,COOPERATIVA DE PROFISSIONAIS EM EDUCACAO,11040076,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,352.0,84.0,5.6,1100114,RUA RIO DEJANEIRO,2436,76890000,6079709000100.0
1100114,ESCOLA FAMILIA AGRICOLA DOM ANTONIO POSSAMAI,11049014,4,2.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,113.0,113.0,28.25,1100114,LINHA 623 KM 2,,76890000,7639001000120.0
1100122,ESCOLA FAMILIA AGRICOLA ITAPIREMA,11015896,4,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,211.0,211.0,70.33333333333333,1100122,LINHA 4 KM9,S/N,76914899,2703555000125.0
1100122,COLEGIO UNIAO,11037660,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,1.0,8.0,10.0,7.0,3.0,0.0,0.0,394.0,67.0,3.7222222222222223,1100122,RUA ALMIRANTE BARROSO,1422,76900079,32961839000182.0
1100122,COLEGIO EDUCAR,11049294,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,3.0,11.0,8.0,2.0,1.0,0.0,282.0,19.0,1.1176470588235294,1100122,BARAO DO RIO BRANCO,1751,76908614,16798881000178.0
1100122,CLARETIANO COLEGIO JI-PARANA,11051000,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,4.0,6.0,4.0,2.0,0.0,0.0,314.0,31.0,1.9375,1100122,PASTOR SEVERO ANTONIO DE ARAUJO,1601,76902500,44943835000150.0
1100130,CD - DRUMMOND EDUCACIONAL,11049901,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,1.0,5.0,6.0,4.0,3.0,0.0,0.0,258.0,34.0,3.4,1100130,AV. MARECHAL DEODORO DA FONSECA,2486,76868000,17746923000190.0
1100155,COLEGIO UNEOURO,11016248,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,16.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,224.0,36.0,2.25,1100155,RUA ALTO ALEGRE,494,76920000,15522047000192.0
1100205,CENTRO DE ENSINO CLASSE A,11000058,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,1.0,3.0,11.0,12.0,9.0,4.0,0.0,1081.0,357.0,9.64864864864865,1100205,CARLOS GOMES,1135,76801123,63755094000129.0
1100205,COLEGIO SAPIENS - UNIDADE JARDIM DAS MANGUEIRAS,11000198,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,1.0,11.0,15.0,13.0,6.0,0.0,0.0,978.0,197.0,5.628571428571429,1100205,PAULO FREIRE,4767,76820514,5919287000171.0
1100205,COLEGIO SAPIENS - UNIDADE JARDIM AMERICA,11000252,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,27.0,1.0,10.0,16.0,10.0,5.0,0.0,0.0,694.0,125.0,4.62962962962963,1100205,EMIL GORAYEB,3505,76803728,5919287000333.0
1100205,CENTRO EDUCACIONAL DR GILBERTO MENDES DE AZEVEDO,11000880,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,1.0,4.0,16.0,17.0,8.0,3.0,1.0,1265.0,310.0,10.0,1100205,RIO DE JANEIRO,4734,76812080,3783989000145.0
1100205,CENTRO DE ENSINO MINEIRO,11037474,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,26.0,1.0,3.0,9.0,8.0,4.0,3.0,0.0,603.0,133.0,5.115384615384615,1100205,CALAMA,5262,76820594,4342343000195.0
1100205,COLEGIO CLASSE A,11043857,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,2.0,5.0,5.0,3.0,1.0,0.0,388.0,122.0,8.133333333333333,1100205,TUTOIA,3340,76808668,19223912000150.0
1100205,COLEGIO CRISTAO,11048557,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,1.0,16.0,20.0,11.0,4.0,0.0,0.0,934.0,98.0,2.8,1100205,MATRINCHA,996,76812068,29711238000107.0
1100205,MAPLE BEAR PORTO VELHO,11049006,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,1.0,5.0,19.0,8.0,4.0,0.0,0.0,714.0,93.0,2.325,1100205,CALAMA,937,76801309,15896152000191.0
1100205,COLEGIO SAPIENS - UNIDADE INTENSIVO,11049073,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,73.0,73.0,14.6,1100205,PAULO FREIRE,4767,76820514,5919287000252.0
1100205,INSTITUTO EDUCACIONAL ALENCAR FREITAS LTDA - ME,11049340,4,1.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,4.0,10.0,8.0,3.0,0.0,0.0,421.0,34.0,1.7894736842105263,1100205,JULIA,6530,76824318,26689255000105.0
1100288,COLEGIO CLARICE LISPECTOR LTDA,11045639,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,253.0,41.0,3.1538461538461537,1100288,AVENIDA RECIFE Nº6151,6151,76940000,4727226000140.0
1100288,COLEGIO BENEC,11048174,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,4.0,5.0,3.0,2.0,0.0,0.0,99.0,12.0,0.75,1100288,AVENIDA JOAO PESSOA,4271,76940000,7835103000110.0
1100304,CENTRO EDUCACIONAL ISOLINA RUTTMANN - SESI,11033215,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,0.0,10.0,8.0,6.0,2.0,0.0,663.0,194.0,9.7,1100304,BRIGADEIRO EDUARDO GOMES,1425,76982001,3783989000145.0
1100304,COOPERATIVA EDUCACIONAL DE VILHENA,11041951,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,1.0,8.0,10.0,8.0,4.0,0.0,0.0,631.0,128.0,4.0,1100304,LILIANA GONZAGA,1265,76982044,8256054000124.0
1100304,COLEGIO PROFESSOR VANKS,11043954,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,156.0,78.0,11.142857142857142,1100304,JOSE TRAVALON,4130,76981320,10682068000151.0
1200203,ESC INSTITUTO SANTA TERESINHA,12001686,4,1.0,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,31.0,1.0,0.0,14.0,8.0,6.0,0.0,0.0,670.0,159.0,5.129032258064516,1200203,RUA DJALMA DUTRA,500,69980000,4012381000260.0
1200203,ESC UNIDADE INTEGRADA SESI SENAI DO JURUA FRANCISCO LOUREIRO JOTA,12031836,4,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,6.0,16.0,6.0,391.0,0.0,0.0,1200203,RUA AFONSO PENA,910,69980000,3792339000166.0
1200401,COLEGIO ADVENTISTA DE RIO BRANCO,12010928,4,3.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30.0,1.0,6.0,17.0,12.0,6.0,3.0,0.0,1059.0,201.0,6.7,1200401,MANAUS,70,69919018,17340112002561.0
1200401,ESC CENTRO EDUCACIONAL E CULTURAL - META,12010936,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,44.0,1.0,0.0,15.0,12.0,9.0,0.0,0.0,925.0,331.0,7.522727272727272,1200401,RUBENS CARNEIRO,536,69918044,99999999999999.0
1200401,ESC INSTITUTO IMACULADA CONCEICAO,12014370,4,3.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,3.0,6.0,4.0,3.0,0.0,0.0,312.0,83.0,4.611111111111111,1200401,16 DE OUTUBRO,165,69905524,19707997000142.0
1200401,ESC ASSOCIACAO MODELAR DE ENSINO A M E,12022969,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,3.0,8.0,7.0,3.0,3.0,0.0,391.0,109.0,7.266666666666667,1200401,ANTONIO PINHEIRO SOBRINHO,521,69918709,63605554000132.0
1200401,COLEGIO ALTERNATIVO DO ACRE,12026409,4,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,132.0,102.0,17.0,1200401,GENERAL VIEIRA DE MELO,183,69915178,4206667000104.0
1200401,ESC SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,12028096,4,1.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,74.0,1.0,0.0,0.0,0.0,61.0,64.0,0.0,411.0,0.0,0.0,1200401,ALVORADA,777,69900631,3636146000116.0
1200401,ESC SENAI CEL AUTON FURTADO- SENAI,12028100,4,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,14.0,25.0,0.0,177.0,0.0,0.0,1200401,EPAMINONDAS JACOME,1260,69905232,1949095000157.0
1200401,COLEGIO LATO SENSU,12028835,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,1.0,0.0,6.0,8.0,5.0,0.0,0.0,495.0,144.0,5.538461538461538,1200401,RUA DAS PALMEIRAS,536,69901230,12826062000136.0
1200401,ESC DE ENSINO MEDIO E TECNICO PLACIDO DE CASTRO,12030058,4,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,161.0,161.0,26.83333333333333,1200401,"ALAMEDA ALEMANHA, 200",200,69915901,7641937000195.0
1200401,ESC COLEGIO SIGMA,12031682,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,27.0,1.0,4.0,12.0,7.0,4.0,0.0,0.0,548.0,120.0,4.444444444444445,1200401,MILTON MATOS,283,69900634,15401630000145.0
1200401,INSTITUTO SENAI DE TECNOLOGIA MADEIRA E MOVEIS,12032271,4,1.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,14.0,24.0,0.0,316.0,0.0,0.0,1200401,DAS ACACIAS,665,69901233,3792339000166.0
1200401,ESC COLEGIO BATISTA BETEL,12032859,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,9.0,13.0,8.0,2.0,0.0,0.0,494.0,27.0,1.0,1200401,AVENIDA DURVAL CAMILO,1723,69905859,15825273000142.0
1200401,ESC INSTITUTO AGUIAS DO SABER,12033545,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,0.0,0.0,9.0,3.0,3.0,0.0,287.0,112.0,5.6,1200401,DO SAO FRANCISCO,255,69901316,8920236000158.0
1301209,CENTRO EDUCACIONAL PARAISO,13076906,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0,1.0,2.0,5.0,4.0,3.0,3.0,0.0,290.0,46.0,3.066666666666667,1301209,RUA GONCALVES LEDO,345,69460000,99999999999999.0
1301704,CENTRO EDUCACIONAL EVANGELICO BETEL,13073540,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,4.0,10.0,6.0,3.0,0.0,0.0,292.0,34.0,2.2666666666666666,1301704,AVENIDA RIO MADEIRA,2317,69800000,15592401000155.0
1301902,ESCOLA SESI ABRAHAO SABBA,13071238,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,0.0,5.0,4.0,2.0,0.0,0.0,282.0,63.0,5.727272727272728,1301902,NOSSA SENHORA DO ROSARIO,003840,69104356,3766415000169.0
1301902,COLEGIO NOSSA SENHORA DO ROSARIO,13079220,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1.0,2.0,6.0,6.0,6.0,0.0,0.0,399.0,132.0,8.8,1301902,ADAMASTOR DE FIGUEIREDO,2273,69100039,4145533000201.0
1302504,ESCOLA NILTON LINS,13110314,4,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,3.0,4.0,3.0,0.0,0.0,81.0,34.0,2.833333333333333,1302504,PEDRO RATTES,326,69400282,41404602000191.0
1302603,INSTITUICOES EDUCACIONAIS NELLY FALCO DE SOUZA - LTDA,13025082,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,0.0,8.0,4.0,3.0,0.0,0.0,331.0,76.0,4.222222222222222,1302603,SALVADOR,455,69057040,20801621000181.0
1302603,INSTITUTO HILDA FERREIRA,13025210,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,22.0,1.0,4.0,6.0,4.0,1.0,0.0,0.0,315.0,13.0,0.5909090909090909,1302603,CARABUCU,67,69098080,63710156000186.0
1302603,ESCOLA SESI DRA EMINA BARBOSA MUSTUFA,13025228,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,0.0,16.0,16.0,11.0,2.0,0.0,1247.0,291.0,9.7,1302603,COSME FERREIRA,3295,69085015,3766415000169.0
1302603,CENTRO EDUCACIONAL RAIMUNDO BELO FERREIRA,13025694,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,187.0,61.0,3.388888888888889,1302603,MAX TEIXEIRA,4132,69090002,63724561000153.0
1302603,CENTRO EDUCACIONAL LATO SENSU,13025872,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,42.0,1.0,8.0,19.0,16.0,10.0,4.0,0.0,1324.0,315.0,7.5,1302603,JOSE DE ARIMATEIA,320,69057084,29445572000166.0
1302603,CENTRO EDUCACIONAL AMAZONIA,13026020,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,3.0,10.0,8.0,3.0,0.0,0.0,576.0,76.0,3.8,1302603,MIGUEL RIBAS,330,69029070,15798507000100.0
1302603,CENTRO EDUCACIONAL CASIMIRO DE ABREU,13026089,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,25.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,147.0,31.0,1.24,1302603,FLORIDA,12,69095120,15778715000147.0
1302603,CENTRO EDUCACIONAL RECANTO DA CRIANCA E INTERATIVO,13026321,4,1.0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,35.0,1.0,9.0,12.0,8.0,4.0,0.0,0.0,607.0,84.0,2.4,1302603,CIRIACO,12,69096700,17572040000100.0
1302603,CENTRO EDUCACIONAL SILVIA GUERRA,13026356,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,17.0,1.0,1.0,5.0,7.0,6.0,1.0,0.0,197.0,77.0,4.529411764705882,1302603,CODAJAS,570,69065130,12402405000135.0
1302603,CBN COLEGIO BRIGIDO NOGUEIRA,13026372,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,12.0,1.0,2.0,10.0,8.0,3.0,0.0,0.0,296.0,47.0,3.9166666666666665,1302603,CROTON BRAVO,147,69049250,5438221000160.0
1302603,ESCOLAS IDAAM,13026402,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,37.0,1.0,2.0,13.0,17.0,11.0,0.0,0.0,1180.0,415.0,11.216216216216216,1302603,DJALMA BATISTA,1767,69050010,41161484000138.0
1302603,COLEGIO NOSSA SENHORA AUXILIADORA,13026496,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,1.0,0.0,5.0,5.0,3.0,1.0,0.0,292.0,87.0,3.625,1302603,SILVA RAMOS,833,69025030,4566360000106.0
1302603,COLEGIO SANTA DOROTEIA,13026500,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,28.0,1.0,4.0,7.0,7.0,4.0,0.0,0.0,478.0,120.0,4.285714285714286,1302603,JOAQUIM NABUCO,1097,69020030,10847747000133.0
1302603,COLEGIO PALAS ATENA,13026631,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,20.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,286.0,53.0,2.65,1302603,MANOEL MARQUES DE SOUZA,256,69055240,20229584000189.0
1302603,CESF - CENTRO EDUCACIONAL SAO FRANCISCO,13029860,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,358.0,50.0,2.631578947368421,1302603,TOBIAS BARRETO,445,69030020,3588414000171.0
1302603,CENTRO DE ENSINO ALPHA DELTA,13031457,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,18.0,1.0,6.0,10.0,8.0,4.0,0.0,0.0,526.0,97.0,5.388888888888889,1302603,RUA MARCIANO ARMOND,520,69057030,51938396000153.0
1302603,ESCOLAS NILTON LINS,13031660,4,1.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,21.0,1.0,6.0,10.0,8.0,9.0,2.0,0.0,493.0,132.0,6.285714285714286,1302603,MARQUES DE MONTE ALEGRE,3259,69058040,41404602000191.0
1302603,ESCOLINHA SONHO INFANTIL LTDA,13031759,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,8.0,9.0,4.0,2.0,1.0,0.0,246.0,24.0,1.2,1302603,MACEIO,62,69057010,5510979000161.0
1302603,FUNDACAO MATIAS MACHLINE,13031767,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,1.0,0.0,0.0,0.0,32.0,30.0,0.0,688.0,688.0,20.848484848484848,1302603,MINISTRO MARIO ANDREAZZA,916,69075830,84489988000194.0
1302603,COLEGIO BATISTA BRASIL IDA NELSON,13031791,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,3.0,6.0,6.0,3.0,0.0,0.0,344.0,50.0,1.6666666666666667,1302603,TERESINA,567,69057070,17217670000167.0
1302603,INSTITUTO BATISTA DO AMAZONAS,13031872,4,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,1.0,0.0,8.0,6.0,3.0,0.0,0.0,342.0,74.0,4.625,1302603,SAO LUIZ,381,69057250,42724386000124.0
1302603,LAVINIENSE ENSINO INTEGRADO E CE PINGO DE GENTE,13032020,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,60.0,1.0,12.0,26.0,15.0,7.0,2.0,0.0,1412.0,203.0,3.3833333333333333,1302603,GALICIA,34,69057062,34487157000105.0
1302603,CENTRO DE EDUCACAO SESC JOSE ROBERTO TADROS,13032127,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,1.0,12.0,20.0,16.0,13.0,3.0,0.0,1598.0,326.0,9.87878787878788,1302603,CONSTANTINOPLA,288,69046005,3965963000118.0
1302603,ESC PROFESSORA JOSEPHINA DE MELLO,13064177,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,1.0,0.0,14.0,9.0,3.0,0.0,0.0,440.0,29.0,0.725,1302603,HEISEI,133,69098449,1784135000158.0
1302603,INSTITUTO DE EDUCACAO PROF DENIZARD RIVAIL,13064207,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,1.0,5.0,12.0,7.0,5.0,5.0,0.0,876.0,179.0,4.475,1302603,TORQUATO TAPAJOS,5.238,69058830,84664721000196.0
1302603,ESCOLA RENASCER,13073826,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,12.0,1.0,4.0,10.0,8.0,1.0,0.0,0.0,313.0,10.0,0.8333333333333334,1302603,DOUTOR CASTRO E COSTA,207,69067140,31259972000129.0
1302603,CENTRO EDUCACIONAL SANDRA CAVALCANTE,13074130,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,19.0,1.0,6.0,10.0,7.0,3.0,0.0,0.0,405.0,43.0,2.263157894736842,1302603,HILDA CUNHA,65,69095791,322712000127.0
1302603,CENTRO METROPOLITANO DE ENSINO LTDA,13080911,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,36.0,1.0,4.0,6.0,8.0,3.0,1.0,13.0,690.0,97.0,2.6944444444444446,1302603,INGRID BERGMAN,100,69050580,3817341000142.0
1302603,CENTRO DE EDUCACAO PROFISSIONAL LTDA - CENTRO DE ENSINO LITERATUS,13081101,4,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,1.0,33.0,0.0,540.0,0.0,0.0,1302603,RIO ICA,165,69053100,11301060000160.0
1302603,ESCOLAS IDAAM,13081365,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,1.0,0.0,5.0,6.0,4.0,0.0,0.0,415.0,135.0,0.6683168316831684,1302603,AVENIDA URUCARA,1360,69065180,99999999999999.0
1302603,ESCOLA EVANGELICA BETEL,13084500,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,10.0,18.0,12.0,5.0,0.0,0.0,848.0,119.0,4.407407407407407,1302603,SILVES,1852,69068010,3566121000193.0
1302603,CENTRO EDUCACIONAL DRIHELLY BARBOSA,13090100,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,1.0,2.0,6.0,7.0,3.0,1.0,0.0,299.0,72.0,6.0,1302603,RUA TREZE DE MAIO,241,69080440,4957262000108.0
1302603,CENTRO EDUCACIONAL IMPERIAL,13090186,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,4.0,20.0,13.0,3.0,0.0,0.0,1071.0,108.0,4.909090909090909,1302603,IMACULADA CONCEICAO,377,69099267,2616155000182.0
1302603,ESCOLA CELUS LTDA,13092308,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,12.0,1.0,0.0,10.0,8.0,6.0,0.0,0.0,567.0,138.0,11.5,1302603,FRIBURGO,12,69095200,2820863000130.0
1302603,INSTITUTO DE EDUCACAO EL SHADAY,13093070,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,24.0,1.0,10.0,20.0,14.0,8.0,0.0,0.0,899.0,170.0,7.083333333333333,1302603,JOSE MAURICIO GARCIA,30,69035803,2807789000112.0
1302603,COLEGIO MARIA ANGELIM,13093126,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,20.0,1.0,6.0,10.0,7.0,3.0,0.0,0.0,477.0,80.0,4.0,1302603,FAGUNDES,10,69095100,2882784000154.0
1302603,CENTRO EDUCACIONAL NADIR SOARES,13097288,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,15.0,1.0,0.0,20.0,8.0,2.0,0.0,0.0,445.0,36.0,2.4,1302603,JABAL,65,69059622,11425835000100.0
1302603,CENTRO DE EDUCACAO INTEGRAL CHRIST MASTER,13098284,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,8.0,10.0,9.0,9.0,0.0,0.0,705.0,187.0,8.5,1302603,MOZART GUARNIERI,06,69054733,3564080000104.0
1302603,INSTITUTO ENSINO THIAGO BRANDAO DE OLIVEIRA,13098306,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,16.0,1.0,4.0,10.0,7.0,3.0,0.0,0.0,437.0,31.0,1.9375,1302603,CRISTA,31,69039530,63687164000159.0
