CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_SITUACAO_FUNCIONAMENTO,IN_AUDITORIO,IN_BIBLIOTECA,IN_BIBLIOTECA_SALA_LEITURA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_QUADRA_ESPORTES_COBERTA,QT_SALAS_UTILIZADAS,IN_INTERNET,QT_TUR_INF,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_EJA,QT_MAT_BAS,QT_MAT_MED,mat_por_sala,codigo_municipio,DS_ENDERECO,NU_ENDERECO,CO_CEP,NU_CNPJ_MANTENEDORA
5103403,CENTRO EDUCACIONAL TRES IRMAS,51204800,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,22.0,1.0,6.0,6.0,4.0,3.0,0.0,0.0,255.0,35.0,1.5909090909090908,5103403,VINTE E TRES,16,78099115,7693648000130.0
5103403,COLEGIO AME MAIS,51067528,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,14.0,1.0,9.0,10.0,4.0,1.0,0.0,0.0,227.0,4.0,0.2857142857142857,5103403,VINTE E TRES,509,78068635,19294943000100.0
5103403,COLEGIO FATO,51091321,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,0.0,0.0,14.0,11.0,0.0,0.0,603.0,277.0,14.578947368421051,5103403,UM,107,78085008,18868167000134.0
5103403,SALESIANO SANTO ANTONIO - ESCOLA DE EDUCACAO BASICA,51093065,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,5.0,15.0,10.0,6.0,1.0,0.0,1002.0,233.0,11.095238095238097,5103403,ALEXANDRE DE BARROS,387,78080030,3226149000181.0
5103502,PHOENIX - CENTRO EDUCACIONAL LTDA,51072521,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,1.0,6.0,6.0,4.0,3.0,1.0,0.0,269.0,37.0,3.363636363636364,5103502,RUA ALMIRANTE BATISTA DAS NEVES,1.364,78400000,52952396000170.0
5103502,ESCOLA DE EDUC INF E ENS FUND LAPIS DE COR,51148803,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,1.0,3.0,5.0,2.0,1.0,0.0,0.0,47.0,2.0,0.2222222222222222,5103502,AVENIDA MUNICIPAL,1314,78400000,29635886000121.0
5103700,COLEGIO EDUCATIVO,51136805,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,10.0,1.0,5.0,5.0,4.0,1.0,0.0,0.0,115.0,7.0,0.7,5103700,RUA IPORA,199N,78885000,7545328000132.0
5104104,COLEGIO INOVACAO EDC INFANTIL ENS FUNDAMENTAL E MEDIO,51006952,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,2.0,10.0,5.0,3.0,0.0,0.0,297.0,44.0,1.4666666666666666,5104104,RUA DOS CAJUEIROS,987,78520000,33053703000137.0
5104104,ESCOLA MONTEIRO LOBATO,51007738,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,215.0,31.0,3.875,5104104,AVENIDA JATOBA,353,78520000,73434177000170.0
5104807,CENTRO DE ENSINO DE JACIARA LTDA - ESCOLA DOM BOSCO,51066297,4,1.0,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,87.0,87.0,21.75,5104807,AVENIDA ANTONIO FERREIRA SOBRINHO,2234,78820000,7461268000170.0
5105101,CEM CENTRO DE ENSINO MODERNO,51094738,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,213.0,37.0,2.8461538461538463,5105101,RUA CURITIBA,557,78575000,5614015000163.0
5105150,COLEGIO PRESBITERIANO DE JUINA,51001900,4,3.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,23.0,1.0,6.0,12.0,6.0,3.0,0.0,0.0,612.0,75.0,3.260869565217391,5105150,RUA SIMONE RIBEIRO LAUBER,116 N,78320000,3238821000159.0
5105150,SENAI JUINA,51065274,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,1.0,0.0,0.0,5105150,RUA DAS DALIAS,132N,78320000,3819150000110.0
5105259,CE PIAGET ENSINO DE PRIMEIRO E SEGUNDO GRAUS,51013312,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,28.0,1.0,14.0,14.0,8.0,7.0,6.0,0.0,844.0,145.0,5.178571428571429,5105259,GETULIO VARGAS,486,78460035,70497615000150.0
5105259,SENAI-LUCAS DO RIO VERDE,51069776,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,16.0,23.0,0.0,179.0,0.0,0.0,5105259,UMUARAMA,675,78466525,3819150002163.0
5105259,CENTRO INTEGRADO EDUCAR,51088231,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,13.0,1.0,4.0,7.0,4.0,3.0,0.0,0.0,315.0,63.0,4.846153846153846,5105259,GOIAS,1018,78466024,3503159000117.0
5105259,COLEGIO LA SALLE,51169827,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,12.0,17.0,9.0,12.0,0.0,0.0,1030.0,119.0,3.966666666666667,5105259,FOZ DO IGUACU,594,78466517,92741990000137.0
5105580,COLEGIO TIRADENTES,51015773,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,239.0,38.0,3.8,5105580,AVENIDA COLONIZADOR JOSE BIANCHINI,506,78535000,36947505000105.0
5105606,COLEGIO CEI - CENTRO EDUCACIONAL INTEGRADO DE MATUPA,51061180,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,7.0,13.0,7.0,3.0,0.0,0.0,434.0,50.0,1.7241379310344829,5105606,RUA 06,2B05,78525000,2303784000152.0
5105622,ESCOLA CASTELO BRANCO,51030780,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,3.0,5.0,4.0,3.0,3.0,0.0,169.0,28.0,2.5454545454545454,5105622,RUA BENTO ALEXANDRE DOS SANTOS,141,78280000,37515376000149.0
5105622,COLEGIO INOVACAO DE MIRASSOL D OESTE - MT,51057638,4,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,10.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,157.0,19.0,1.9,5105622,RUA GERMANO GREVE,733,78280000,8982154000138.0
5105903,CENTRO EDUCACIONAL COOPERATIVO - CEC,51092824,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,5.0,5.0,4.0,3.0,0.0,0.0,386.0,53.0,2.409090909090909,5105903,AV GETULIO VARGAS,2581,78470000,5632250000168.0
5106224,ESCOLA CENECISTA HILDA STRENGER RIBEIRO,51014211,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,1.0,5.0,9.0,7.0,3.0,0.0,0.0,356.0,62.0,2.6956521739130435,5106224,ARARAS,424,78450078,33621384000119.0
5106224,COLEGIO PIAGET - BESS E EISELE LTDA - ME,51060035,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,25.0,1.0,9.0,14.0,8.0,4.0,0.0,0.0,657.0,71.0,2.84,5106224,DAS HELICONIAS,1121,78452004,10415423000126.0
5106224,SENAI NOVA MUTUM,51067986,4,1.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,39.0,48.0,0.0,182.0,0.0,0.0,5106224,DAS SERIEMAS,1305,78450030,3819150000110.0
5106224,EXPONENCIAL PREPARATORIO PERSONALIZADO,51072106,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,18.0,1.0,3.0,6.0,7.0,5.0,0.0,0.0,403.0,97.0,5.388888888888889,5106224,DAS ANDORINHAS,2053,78452081,44346835000173.0
5106422,ESC DE EDUC INF E ENS FUND E MED SEMENTINHA LTDA,51008661,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,1.0,3.0,5.0,4.0,2.0,0.0,0.0,154.0,7.0,0.6363636363636364,5106422,RUA TANCREDO NEVES,346,78530000,36924587000172.0
5106422,ESCOLA DE EDUCACAO INFANTIL ALEGRIA DE APRENDER,51087847,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,5.0,8.0,4.0,3.0,0.0,0.0,400.0,44.0,3.6666666666666665,5106422,TRAVESSA CASTANHAL,35,78530000,3085572000109.0
5106505,COLEGIO MERITOS EDUCACIONAL MADRE LUIZA BERTRAND,51070464,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,5.0,5.0,4.0,3.0,0.0,0.0,266.0,43.0,2.388888888888889,5106505,RUA ANTONIO JOAO,450,78175000,33086659000242.0
5106752,ESCOLA VALE DO SOL,51094045,4,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,1.0,7.0,9.0,6.0,2.0,0.0,0.0,440.0,32.0,2.0,5106752,"AV FLORISPINA AZAMBUJA, 1155",1155,78250000,7193933000191.0
5107040,CENTRO EDUCACIONAL PRIMAVERA,51056186,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,75.0,75.0,5.357142857142857,5107040,RUA BLUMENAU,125,78850000,1251081000165.0
5107040,COLEGIO NOVA GERACAO,51064545,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,25.0,1.0,0.0,16.0,11.0,5.0,1.0,0.0,716.0,116.0,4.64,5107040,RUA LARANJEIRAS DO SUL,770,78850000,11020606000105.0
5107040,COLEGIO SAN PETRUS,51070111,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,1.0,12.0,15.0,4.0,3.0,0.0,0.0,602.0,51.0,2.55,5107040,RUA LINDA,99,78850000,34682342000150.0
5107040,ASSOCIACAO BENEDITINA DA PROVIDENCIA - COLEGIO MAE DA DIVINA PROVIDENCIA,51087871,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,22.0,1.0,8.0,12.0,10.0,5.0,0.0,0.0,786.0,118.0,5.363636363636363,5107040,AV DAVID RIVA,1005,78850000,2765097000159.0
5107040,CENTRO DE ENSINO AQUARELA,51190842,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,1.0,4.0,5.0,4.0,2.0,0.0,0.0,232.0,14.0,1.75,5107040,RUA SANTO AMARO,980,78850000,10568488000101.0
5107065,CENTRO DE FORMACAO INTEGRAL DE QUERENCIA,51093588,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,4.0,9.0,4.0,2.0,0.0,0.0,220.0,31.0,1.631578947368421,5107065,AVENIDA VERONICA FONTANA,S/N,78643000,7054015000181.0
5107107,COOPEQ-COOPERATIVA DE TRABABALHO EDUCACIONAL QUATRO MARCOS,51054400,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,10.0,1.0,2.0,6.0,4.0,3.0,0.0,0.0,268.0,60.0,6.0,5107107,RUA MINAS GERAIS,1613,78285000,1004737000145.0
5107602,CASINHA FELIZ CENTRO DE ENSINO SC,51051192,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,16.0,1.0,7.0,11.0,8.0,4.0,0.0,0.0,530.0,105.0,6.5625,5107602,OTAVIO PITALUGA,839,78700170,177428000104.0
5107602,CENTRO INTEGRADO DE ENSINO 1 E 2 GRAUS,51051273,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,1.0,0.0,15.0,9.0,5.0,0.0,0.0,758.0,158.0,4.787878787878788,5107602,JOAQUIM DE OLIVEIRA,1334,78740044,24773186000180.0
5107602,COLEGIO ADVENTISTA DE RONDONOPOLIS,51052326,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,19.0,1.0,8.0,17.0,9.0,3.0,3.0,0.0,758.0,96.0,5.052631578947368,5107602,AFONSO PENA,806,78700070,60833910000187.0
5107602,MASTER KHALIL,51057891,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,42.0,1.0,9.0,14.0,9.0,5.0,0.0,0.0,792.0,157.0,3.738095238095238,5107602,ARY COELHO,799,78705094,37464211000195.0
5107602,COOPERATIVA DE ENSINO ALVARES CABRAL,51065088,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,16.0,1.0,6.0,10.0,4.0,3.0,0.0,0.0,333.0,45.0,2.8125,5107602,MARECHAL DUTRA,448,78700110,4258129000155.0
5107602,SENAI - RONDONOPOLIS,51065231,4,1.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,34.0,49.0,0.0,220.0,0.0,0.0,5107602,ADEMIR DE JESUS RIBEIRO,3147,78750340,3819150000110.0
5107602,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - RONDONOPOLIS,51065673,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,9.0,20.0,0.0,223.0,0.0,0.0,5107602,PONTA PORA,565,78740378,3658868000171.0
5107602,COLEGIO LEIBNIZ,51069431,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,8.0,15.0,10.0,6.0,0.0,0.0,762.0,125.0,4.464285714285714,5107602,PAULISTA,720,78735223,6301836000102.0
5107602,COLEGIO SAO LEAO MAGNO,51069954,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,15.0,1.0,4.0,10.0,6.0,3.0,2.0,0.0,412.0,49.0,3.2666666666666666,5107602,FREI SERVACIO,958,78710750,32636006000146.0
5107602,LAVOISIER CENTRO DE ENSINO,51072823,4,1.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,3.0,2.0,0.0,137.0,77.0,9.625,5107602,FERNANDO CORREA DA COSTA,117,78740000,48080801000130.0
5107602,ESCOLA DE ENSINO SAO MATEUS,51087405,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,203.0,31.0,3.4444444444444446,5107602,BELARMINO FERREIRA DE ALMEIDA,144,78700402,18251667000122.0
5107875,INSTITUTO PRESBITERIANO DE EDUCACAO SIMONTON - UNIDADE SAPEZAL,51053624,4,3.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,4.0,7.0,5.0,3.0,0.0,0.0,296.0,42.0,3.230769230769231,5107875,DA PIABA,1370,78365058,3953478000124.0
5107875,COLEGIO HEXAGONO,51062372,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,7.0,9.0,6.0,4.0,0.0,0.0,379.0,70.0,5.0,5107875,DO BAGRE,870,78365064,20330679000194.0
5107909,COOPERATIVA EDUCACIONAL ALBERT SABIN,51016010,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,14.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,272.0,43.0,3.071428571428572,5107909,DOS CAJUEIROS,60,78550516,2936894000151.0
5107909,COLEGIO AVANCADO DE DESENVOLVIMENTO EDUCACIONAL,51016443,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,8.0,10.0,8.0,4.0,0.0,0.0,759.0,121.0,4.481481481481482,5107909,DAS MACIEIRAS,966,78556260,37484557000155.0
5107909,SENAI - SINOP,51065266,4,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,38.0,52.0,0.0,261.0,0.0,0.0,5107909,DOS JACARANDAS,3100,78557094,3819150000110.0
5107909,PPE - PRINA PITT ESCOLA,51067471,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,189.0,189.0,23.625,5107909,IPANEMA,231,78555556,17581583000194.0
5107909,CEP SENAC SINOP,51071789,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,7.0,9.0,0.0,69.0,0.0,0.0,5107909,DAS SIBIPIRUNAS,3662,78550262,3658868000171.0
5107909,COLEGIO SAN PETRUS,51072335,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,10.0,10.0,8.0,4.0,0.0,0.0,638.0,119.0,5.409090909090909,5107909,MAGDA DE CASSIA PISSINATTI,69,78555388,37053140000138.0
5107909,COLEGIO ALTERNATIVO - SOCIEDADE EDUCACIONAL MARINGA LTDA,51089491,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,1.0,0.0,0.0,8.0,6.0,1.0,0.0,446.0,215.0,9.347826086956522,5107909,DOS CAJUEIROS,1040,78550330,4172830000157.0
5107909,COLEGIO JEAN PIAGET,51090791,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,5.0,6.0,3.0,0.0,0.0,236.0,38.0,3.8,5107909,DOS JACARANDAS,667,78557727,5456526000102.0
5107925,CENTRO EDUCACIONAL VINICIUS DE MORAES,51014459,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,158.0,158.0,31.6,5107925,DOS DESBRAVADORES,2250,78890030,36909307000157.0
5107925,CENTRO DE EDUCACAO BASICA SAO JOSE,51014467,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,1.0,15.0,15.0,11.0,7.0,2.0,0.0,878.0,175.0,5.0,5107925,RUI BARBOSA,380,78890181,1392802000157.0
5107925,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SORRISO,51065690,4,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,10.0,16.0,0.0,98.0,0.0,0.0,5107925,GEMEOS - SUDOESTE,1.465,78892177,3658868000171.0
5107925,SENAI SORRISO,51069130,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,17.0,22.0,0.0,137.0,0.0,0.0,5107925,ALEXANDRIA,08,78894282,3819150000110.0
5107925,INSTITUTO DE ENSINO SAN PETRUS LTDA,51069741,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,10.0,10.0,8.0,3.0,0.0,0.0,534.0,58.0,4.461538461538462,5107925,SAO SILVESTRE,1636,78893018,33844584000130.0
5107925,ESCOLA NOVA DINAMICA DE EDUCACAO BASICA,51162806,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,1.0,6.0,17.0,13.0,6.0,3.0,0.0,963.0,182.0,5.6875,5107925,IRMA BENEDITA,301,78896067,9119091000153.0
5107958,COLEGIO LA SALLE ATEC,51027909,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,20.0,1.0,7.0,10.0,8.0,4.0,0.0,0.0,626.0,88.0,4.4,5107958,JOSE CORSINO,1040,78302020,60916731000103.0
5107958,INST PRESBITERIANO EDUCACAO SIMONTON,51028646,4,3.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,22.0,1.0,3.0,13.0,9.0,5.0,0.0,0.0,625.0,120.0,5.454545454545454,5107958,PRESIDENTE TANCREDO DE ALMEIDA NEVES,1350,78302050,3953478000124.0
5107958,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - TANGARA DA SERRA,51065681,4,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,4.0,11.0,0.0,179.0,0.0,0.0,5107958,MANOEL GOMES DE SOUZA,143,78300035,3658868000171.0
5107958,ESCOLA AVANCE,51068931,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,5.0,5.0,4.0,3.0,0.0,0.0,298.0,77.0,7.7,5107958,28-B,368,78306134,17999964000198.0
5107958,COLEGIO IDEAL,51088363,4,1.0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,18.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,232.0,92.0,5.111111111111111,5107958,RUA JOVINO PEDRO DO NASCIMENTO,257,78300218,5905731000108.0
5108006,ETEC-ESC TAPURAENSE DE ENSINO E CULTURA,51054710,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,1.0,5.0,10.0,5.0,3.0,0.0,0.0,387.0,53.0,3.533333333333333,5108006,AVENIDA 04 DE JULHO,1292,78573000,854438000137.0
5108402,COLEGIO EXITUS EIRELI-ME,51042371,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,277.0,98.0,14.0,5108402,SALIM NADAF,862,78110500,36939304000166.0
5108402,COLEGIO EDUCANDARIO JOSE DE ANCHIETA,51042380,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,225.0,39.0,5.571428571428571,5108402,SAO PAULO,127,78135613,4868266000101.0
5108402,SESI SERVICO SOCIAL DA INDUSTRIA - SESI ESCOLA VARZEA GRANDE,51043360,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.0,1.0,2.0,11.0,12.0,7.0,5.0,12.0,2563.0,200.0,5.882352941176471,5108402,AVENIDA DOM ORLANDO CHAVES,1086,78116130,3819157000131.0
5108402,COLEGIO ADVENTISTA VARZEA GRANDE,51059282,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,13.0,22.0,15.0,6.0,0.0,0.0,1182.0,160.0,5.714285714285714,5108402,DO EMBAUVAL,56,78110540,60833910018477.0
5108402,SENAI - VARZEA GRANDE,51065223,4,1.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,79.0,94.0,0.0,293.0,0.0,0.0,5108402,DOM ORLANDO CHAVES,1536,78116130,3819150000110.0
5108402,ASSOCIACAO EDUCACIONAL DALILO SANTO POLESSO,51071673,4,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,9.0,5.0,3.0,0.0,0.0,267.0,80.0,4.444444444444445,5108402,PRESIDENTE EPITACIO PESSOA,510,78125005,57084268000176.0
5108402,COLEGIO INTERDISCIPLINAR DO BRASIL - CEIB,51073161,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,150.0,62.0,6.2,5108402,MANUEL FRANCISCO DE PAULA,340,78110065,50525241000122.0
5108402,COLEGIO METHA,51091127,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,21.0,1.0,8.0,12.0,8.0,3.0,0.0,0.0,590.0,109.0,5.190476190476191,5108402,CASTELO BRANCO,2000,78125702,3920390000106.0
5108402,CENTRO EDUCACIONAL INTEGRAL AYRTON SENNA,51093170,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,20.0,20.0,1.3333333333333333,5108402,SERGIPE,,78135609,5994993000188.0
5108402,COLEGIO ALFFA,51141809,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,16.0,1.0,3.0,5.0,4.0,2.0,0.0,0.0,216.0,15.0,0.9375,5108402,PADRE DOM BOSCO,567,78110115,57991257000170.0
5108501,INSTITUTO EDUCACIONAL SUPERACAO,51060981,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,3.0,5.0,5.0,2.0,0.0,0.0,168.0,16.0,1.6,5108501,AVENIDA PORTO RICO,1803,78880000,6571030000134.0
5108600,COLEGIO VALE DO ARAGUAIA,51065436,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,11.0,1.0,3.0,5.0,4.0,2.0,1.0,0.0,224.0,20.0,1.818181818181818,5108600,AV. BRASIL,961,78645000,14577055000173.0
5200100,COLEGIO MAIS SABER LTDA,52106691,4,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,10.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,164.0,11.0,1.1,5200100,RUA RUFINO DE BRITO,,72940000,40215554000120.0
5200134,COLEGIO EDUCAR BRASIL ACREUNA LTDA EPP,52055914,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,5.0,5.0,4.0,3.0,0.0,0.0,226.0,49.0,3.0625,5200134,RUA ROSA GUIMARAES,77,75960000,99999999999999.0
5200134,COLEGIO DE ENSINO MAXIMO LTDA,52078647,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,16.0,1.0,6.0,6.0,4.0,3.0,0.0,0.0,322.0,48.0,3.0,5200134,RUA 32,09,75960000,2599492000109.0
5200258,COLEGIO DIMENSAO,52076903,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,12.0,1.0,3.0,2.0,4.0,3.0,0.0,0.0,47.0,11.0,0.9166666666666666,5200258,QUADRA 2A,11,72927755,10924623000104.0
5200258,COLEGIO ARCO IRIS,52079520,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,31.0,1.0,13.0,21.0,12.0,4.0,0.0,0.0,855.0,100.0,3.225806451612903,5200258,45 CONJUNTO A,38/42,72910049,2593538000182.0
5200258,COLEGIO CHRONOS,52079538,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,13.0,1.0,2.0,5.0,4.0,2.0,0.0,0.0,39.0,6.0,0.4615384615384615,5200258,QUADRA QUADRA 21,59,72927689,2229692000170.0
5200258,CENTRO EDUCACIONAL CASTRO ALVES,52089924,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,1.0,5.0,10.0,8.0,3.0,0.0,0.0,512.0,60.0,4.0,5200258,QUADRA 94,"14,15,31,3",72911045,10486490000131.0
5200258,COLEGIO DINAMICO DE AGUAS LINDAS DE GOIAS LTDA-ME,52091015,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,12.0,1.0,6.0,10.0,6.0,3.0,0.0,0.0,390.0,50.0,4.166666666666667,5200258,QUADRA 98,51/52/53/,72917564,7447472000136.0
5200258,SEAL- SOCIEDADE EDUCACIONAL AGUAS LINDAS,52099822,4,1.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,3.0,11.0,4.0,386.0,36.0,1.5,5200258,48 CONJUNTO A,43 AO 46,72911205,17918556000164.0
5200258,INSTITUTO DE EDUCACAO E CURSOS PROFISSIONALIZANTES DO BRASIL,52103790,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,13.0,17.0,9.0,3.0,2.0,0.0,445.0,24.0,0.8571428571428571,5200258,50 CONJUNTO A,49,72911199,24333806000160.0
