CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_SITUACAO_FUNCIONAMENTO,IN_MANT_ESCOLA_PRIVADA_EMP,IN_MANT_ESCOLA_PRIVADA_ONG,IN_MANT_ESCOLA_PRIVADA_SIND,IN_MANT_ESCOLA_PRIVADA_SIST_S,IN_MANT_ESCOLA_PRIVADA_S_FINS,IN_AUDITORIO,IN_BIBLIOTECA,IN_BIBLIOTECA_SALA_LEITURA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_QUADRA_ESPORTES_COBERTA,IN_SALA_ATENDIMENTO_ESPECIAL,IN_ACESSIBILIDADE_RAMPAS,QT_SALAS_UTILIZADAS,IN_INTERNET,IN_EXAME_SELECAO,QT_TUR_INF,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_EJA,QT_MAT_BAS,QT_MAT_MED,mat_por_sala,codigo_municipio,codigo_escola,qtd_participantes_enem,enem_media_geral,indice_infra,indice_inclusao,confiavel_enem,percentil_enem,percentil_infra,percentil_inclusao,percentil_seletividade,score_destaque
3530607,ESTRUTURAL COLEGIO,35132056,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,11.0,1.0,0.0,2.0,5.0,4.0,3.0,0.0,0.0,203.0,52.0,4.727272727272728,3530607,35132056,10.0,585.7520000000001,3.0,1.0,True,0.41755206119847005,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.4105
3530706,COLEGIO PENSE,35005753,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,26.0,1.0,0.0,6.0,10.0,7.0,3.0,0.0,0.0,529.0,115.0,4.423076923076923,3530706,35005753,25.0,590.5722666666667,3.0,0.0,True,0.4558011049723757,0.3556098597535062,0.1090097747556311,0.3822779430514237,0.4198
3530706,SESI 176 CENTRO EDUCACIONAL,35113542,4,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.0,1.0,0.0,0.0,10.0,8.0,5.0,3.0,2.0,1294.0,156.0,7.8,3530706,35113542,17.0,583.6435294117647,4.0,1.0,True,0.4011899702507437,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.434
3530706,EDUCAR INSTITUTO EDUCACIONAL,35136098,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,34.0,1.0,0.0,9.0,12.0,6.0,3.0,0.0,0.0,593.0,66.0,1.9411764705882355,3530706,35136098,13.0,621.64,5.0,1.0,True,0.690395240118997,0.8642158946026349,0.4978750531236719,0.3822779430514237,0.6914
3530706,SELETIVO COLEGIO,35138836,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,1.0,0.0,5.0,5.0,5.0,3.0,2.0,0.0,299.0,50.0,2.380952380952381,3530706,35138836,14.0,592.3280952380952,4.0,1.0,True,0.4698257543561411,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.4855
3530706,INTEGRADO DE MOGI GUACU COLEGIO,35140673,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,104.0,104.0,13.0,3530706,35140673,26.0,659.9258974358975,1.0,1.0,True,0.8946026349341266,0.06629834254143646,0.4978750531236719,0.3822779430514237,0.7249
3530706,INTEGRAL APLICADO COLEGIO,35140685,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,6.0,5.0,4.0,3.0,0.0,0.0,260.0,58.0,4.833333333333333,3530706,35140685,19.0,650.6031578947369,4.0,0.0,True,0.8525286867828304,0.5939226519337016,0.1090097747556311,0.3822779430514237,0.753
3530706,ESCOLA SENAI DE MOGI GUACU,35147400,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,1.0,0.0,0.0,0.0,2.0,16.0,0.0,410.0,0.0,0.0,3530706,35147400,,,3.0,1.0,False,,,,,
3530706,SENAC MOGI GUACU,35149044,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,2.0,55.0,0.0,699.0,61.0,1.967741935483871,3530706,35149044,,,4.0,1.0,False,,,,,
3530706,MONTEIRO LOBATO COLEGIO,35150022,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,1.0,0.0,3.0,5.0,4.0,3.0,0.0,0.0,263.0,75.0,5.0,3530706,35150022,18.0,682.88,4.0,0.0,True,0.952188695282618,0.5939226519337016,0.1090097747556311,0.3822779430514237,0.8278
3530706,COLEGIO ADVENTISTA DE MOGI GUACU,35175687,4,3.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,10.0,21.0,14.0,4.0,0.0,0.0,1112.0,123.0,4.1,3530706,35175687,20.0,574.6596666666667,2.0,0.0,True,0.324054398640034,0.17913302167445813,0.1090097747556311,0.3822779430514237,0.2945
3530706,SAO FRANCISCO COLEGIO INTEGRADO,35257312,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,56.0,1.0,0.0,11.0,13.0,8.0,5.0,16.0,0.0,1041.0,130.0,2.321428571428572,3530706,35257312,21.0,591.9025396825397,3.0,1.0,True,0.4653633659158521,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.4464
3534401,ESCOLA MONTESSORIANA DE OSASCO,35004094,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,145.0,27.0,3.857142857142857,3534401,35004094,8.0,516.0583333333334,0.0,1.0,False,,,,,
3534401,COLEGIO SAO JOSE DA DIVINA PROVIDENCIA,35005014,4,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,17.0,1.0,0.0,5.0,11.0,8.0,4.0,0.0,0.0,475.0,57.0,3.3529411764705883,3534401,35005014,,,1.0,1.0,False,,,,,
3534401,COLEGIO ANTONIO VILLAS BOAS,35005802,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,24.0,1.0,0.0,5.0,13.0,8.0,3.0,0.0,0.0,368.0,22.0,0.9166666666666666,3534401,35005802,,,3.0,1.0,False,,,,,
3534401,TESLA DIGITAL SCHOOL,35007646,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,161.0,59.0,9.833333333333334,3534401,35007646,,,2.0,0.0,False,,,,,
3534401,ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTAL LIMAOZINHO BOZANHI,35007718,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,306.0,14.0,0.7777777777777778,3534401,35007718,,,1.0,0.0,False,,,,,
3534401,COC VILA YARA UNIDADE II,35007828,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,183.0,183.0,22.875,3534401,35007828,53.0,639.1777358490566,2.0,0.0,True,0.7909052273693158,0.17913302167445813,0.1090097747556311,0.8811092222694432,0.6696
3534401,DOM HENRIQUE KM 18 COLEGIO,35008763,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,7.0,13.0,8.0,3.0,0.0,0.0,552.0,68.0,3.7777777777777777,3534401,35008763,12.0,534.9833333333333,1.0,0.0,True,0.07267318317042074,0.06629834254143646,0.1090097747556311,0.3822779430514237,0.089
3534401,APLICACAO DE OSASCO COLEGIO,35109393,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,35.0,1.0,0.0,1.0,6.0,11.0,8.0,5.0,0.0,394.0,160.0,4.571428571428571,3534401,35109393,48.0,532.14625,4.0,1.0,True,0.06204844878878028,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.1796
3534401,FERNAO DIAS PAIS COLEGIO,35109400,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,41.0,1.0,0.0,0.0,5.0,5.0,12.0,10.0,0.0,515.0,260.0,6.341463414634147,3534401,35109400,65.0,549.898358974359,4.0,0.0,True,0.14428389290267743,0.5939226519337016,0.1090097747556311,0.3822779430514237,0.2219
3534401,NOSSA SENHORA DOS REMEDIOS COLEGIO,35109411,4,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,41.0,1.0,0.0,9.0,16.0,13.0,7.0,0.0,0.0,1151.0,227.0,5.536585365853658,3534401,35109411,59.0,607.5145762711865,5.0,1.0,True,0.5900977475563111,0.8642158946026349,0.4978750531236719,0.3822779430514237,0.6162
3534401,NOSSA SENHORA DE MISERICORDIA COLEGIO,35109435,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,41.0,1.0,0.0,8.0,17.0,12.0,7.0,0.0,0.0,913.0,176.0,4.2926829268292686,3534401,35109435,64.0,609.4171875,4.0,0.0,True,0.6036974075648108,0.5939226519337016,0.1090097747556311,0.3822779430514237,0.5664
3534401,ASSIS CHATEAUBRIAND EMB EEFMEPJA,35109460,4,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,49.0,1.0,1.0,0.0,0.0,48.0,33.0,0.0,0.0,2954.0,1278.0,26.081632653061224,3534401,35109460,371.0,607.0161545372866,5.0,1.0,True,0.5864853378665533,0.8642158946026349,0.4978750531236719,0.8811092222694432,0.6384
3534401,FITO ESCOLA DE EDUCACAO BASICA UNIDADE I,35109472,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,1.0,0.0,0.0,10.0,12.0,15.0,12.0,0.0,1001.0,452.0,13.696969696969695,3534401,35109472,109.0,548.7405504587156,4.0,2.0,True,0.13748406289842754,0.5939226519337016,0.8889715257118572,0.3822779430514237,0.2558
3534401,SAO PIO X INSTITUTO,35109496,4,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,38.0,1.0,0.0,4.0,10.0,7.0,4.0,0.0,0.0,461.0,100.0,2.631578947368421,3534401,35109496,29.0,601.1951724137931,3.0,1.0,True,0.5410114747131322,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.5031
3534401,COLEGIO PRESTES MAIA,35119660,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,4.0,5.0,4.0,3.0,0.0,0.0,338.0,90.0,7.5,3534401,35119660,25.0,574.7109333333333,4.0,0.0,True,0.3249043773905652,0.5939226519337016,0.1090097747556311,0.3822779430514237,0.3573
3534401,PADRE ANCHIETA COLEGIO,35120637,4,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,34.0,1.0,0.0,9.0,11.0,8.0,4.0,0.0,0.0,609.0,93.0,2.735294117647059,3534401,35120637,17.0,652.4505882352942,5.0,0.0,True,0.8623034424139396,0.8642158946026349,0.1090097747556311,0.3822779430514237,0.8009
3534401,ESCOLA DE EDUCACAO BASICA FUNDACAO BRADESCO,35120947,4,4.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,22.0,1.0,1.0,4.0,16.0,12.0,9.0,0.0,0.0,1442.0,391.0,17.772727272727273,3534401,35120947,113.0,600.2129203539823,4.0,1.0,True,0.5344241393965151,0.5939226519337016,0.4978750531236719,0.8811092222694432,0.5589
3534401,SETA COLEGIO,35130928,4,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,1.0,0.0,0.0,1.0,4.0,8.0,11.0,0.0,253.0,104.0,2.736842105263158,3534401,35130928,28.0,547.1509523809524,2.0,0.0,True,0.12643433914152147,0.17913302167445813,0.1090097747556311,0.3822779430514237,0.1463
3534401,NADIR DIAS DE FIGUEIREDO ESCOLA SENAI,35131573,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,23.0,1.0,1.0,0.0,0.0,0.0,1.0,16.0,0.0,458.0,0.0,0.0,3534401,35131573,,,3.0,1.0,False,,,,,
3534401,COLEGIO ANGLO LEONARDO DA VINCI,35135288,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,25.0,1.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,373.0,140.0,5.6,3534401,35135288,29.0,679.0827586206897,5.0,1.0,True,0.9464513387165321,0.8642158946026349,0.4978750531236719,0.3822779430514237,0.8835
3534401,COLEGIO RIBEIRO DE FREITAS,35138630,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,33.0,1.0,0.0,9.0,10.0,5.0,3.0,0.0,0.0,387.0,46.0,1.393939393939394,3534401,35138630,10.0,542.098,1.0,1.0,True,0.10008499787505312,0.06629834254143646,0.4978750531236719,0.3822779430514237,0.129
3534401,INTEGRADO DE OSASCO COLEGIO ENSINO FUNDAMENTAL E MEDIO,35140144,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.0,1.0,0.0,5.0,9.0,5.0,6.0,1.0,0.0,636.0,277.0,13.85,3534401,35140144,73.0,582.6271232876712,5.0,1.0,True,0.3929026774330642,0.8642158946026349,0.4978750531236719,0.3822779430514237,0.4683
3534401,ESCOLA SESI LUIZ CARLOS TRABUCO CAPPI,35141124,4,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,36.0,1.0,1.0,0.0,15.0,19.0,15.0,10.0,2.0,2095.0,473.0,13.13888888888889,3534401,35141124,136.0,568.4172549019607,4.0,0.0,True,0.2756056098597535,0.5939226519337016,0.1090097747556311,0.8811092222694432,0.3453
3534401,PRISMA COLEGIO,35144733,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,502.0,183.0,16.636363636363637,3534401,35144733,51.0,583.103137254902,2.0,0.0,True,0.3960900977475563,0.17913302167445813,0.1090097747556311,0.3822779430514237,0.3485
3534401,ADVENTISTA COLEGIO DE VILA YARA,35144745,4,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,34.0,1.0,0.0,5.0,20.0,16.0,12.0,0.0,0.0,1472.0,403.0,11.852941176470589,3534401,35144745,81.0,580.3802469135803,3.0,1.0,True,0.3769655758606035,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.3801
3534401,DESAFIO CENTRO EDUCACIONAL,35154908,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,22.0,1.0,1.0,0.0,5.0,19.0,19.0,13.0,0.0,1298.0,533.0,24.227272727272727,3534401,35154908,144.0,561.3693981481481,4.0,1.0,True,0.21886952826179346,0.5939226519337016,0.4978750531236719,0.8811092222694432,0.3222
3534401,UNIVERSAL STAR COLEGIO,35159244,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,1.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,295.0,61.0,7.625,3534401,35159244,14.0,575.7185714285714,3.0,1.0,True,0.3353166170845729,0.3556098597535062,0.4978750531236719,0.8811092222694432,0.3738
3534401,MANOEL MORATTO COLEGIO,35159897,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,35.0,1.0,0.0,9.0,12.0,12.0,6.0,0.0,0.0,765.0,150.0,4.285714285714286,3534401,35159897,36.0,601.4766666666667,1.0,1.0,True,0.5437739056523587,0.06629834254143646,0.4978750531236719,0.3822779430514237,0.4618
3534401,INSTITUTO EDUCACIONAL E CULTURAL FILADELFIA,35166832,4,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,16.0,1.0,0.0,2.0,6.0,6.0,8.0,0.0,0.0,341.0,74.0,4.625,3534401,35166832,11.0,562.1418181818182,4.0,1.0,True,0.22673183170420738,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.3031
3534401,MICHELINI PROFA INSTITUTO EDUCACIONAL,35176382,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,1.0,0.0,2.0,5.0,4.0,2.0,0.0,0.0,210.0,23.0,2.555555555555556,3534401,35176382,,,3.0,1.0,False,,,,,
3534401,COLEGIO YEREVAN,35256857,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,94.0,19.0,2.7142857142857144,3534401,35256857,,,4.0,0.0,False,,,,,
3534401,PAPA MIKE COLEGIO UNIDADE I,35256869,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,13.0,1.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,237.0,42.0,3.230769230769231,3534401,35256869,,,3.0,1.0,False,,,,,
3534401,SANTOS DUMONT COLEGIO,35300214,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,16.0,1.0,0.0,2.0,5.0,4.0,3.0,0.0,0.0,208.0,90.0,5.625,3534401,35300214,,,3.0,0.0,False,,,,,
3534401,DOM HENRIQUE COLEGIO,35464636,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,33.0,1.0,0.0,6.0,22.0,13.0,6.0,0.0,0.0,1052.0,156.0,4.727272727272728,3534401,35464636,30.0,572.7639999999999,2.0,0.0,True,0.3079048023799405,0.17913302167445813,0.1090097747556311,0.3822779430514237,0.2824
3534401,POLICIA MILITAR COLEGIO DA,35481105,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,24.0,1.0,0.0,0.0,7.0,7.0,4.0,0.0,0.0,464.0,127.0,5.291666666666667,3534401,35481105,40.0,578.4455,2.0,1.0,True,0.36017849553761155,0.17913302167445813,0.4978750531236719,0.3822779430514237,0.341
3534401,ESCOPO COLEGIO,35567929,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,127.0,127.0,10.583333333333334,3534401,35567929,44.0,584.0404545454545,3.0,0.0,True,0.4052273693157671,0.3556098597535062,0.1090097747556311,0.3822779430514237,0.3818
3534401,STAR MAX COLEGIO,35568582,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,11.0,1.0,1.0,0.0,0.0,8.0,6.0,6.0,0.0,406.0,172.0,15.636363636363637,3534401,35568582,45.0,609.4471111111111,1.0,1.0,True,0.6041223969400765,0.06629834254143646,0.4978750531236719,0.8811092222694432,0.532
3534401,COLEGIO CUNHA DE CARVALHO,35800200,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,10.0,7.0,3.0,0.0,0.0,422.0,65.0,5.416666666666667,3534401,35800200,22.0,640.4654545454546,2.0,0.0,True,0.799617509562261,0.17913302167445813,0.1090097747556311,0.3822779430514237,0.6511
3534401,HAYA INSTITUTO EDUCACIONAL,35803844,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,117.0,117.0,19.5,3534401,35803844,34.0,593.7811764705883,3.0,1.0,True,0.48108797280068,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.4582
3534401,ATENEU COLEGIO,35809111,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,12.0,4.0,3.0,0.0,0.0,351.0,51.0,2.833333333333333,3534401,35809111,12.0,610.1733333333333,3.0,0.0,True,0.6083722906927327,0.3556098597535062,0.1090097747556311,0.3822779430514237,0.5342
3534401,VIVENDO E APRENDENDO COLEGIO,35809512,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,24.0,1.0,0.0,4.0,10.0,12.0,6.0,0.0,0.0,586.0,119.0,4.958333333333333,3534401,35809512,51.0,591.0188235294117,3.0,1.0,True,0.4583510412239694,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.4411
3534708,COLEGIO MAGNUS AGOSTINHO,35004901,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,32.0,1.0,0.0,5.0,7.0,8.0,3.0,0.0,0.0,440.0,69.0,2.15625,3534708,35004901,19.0,640.6484210526315,3.0,1.0,True,0.8015299617509563,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.6985
3534708,COLEGIO PADRE JOAO BAGOZZI OURINHOS,35006070,4,3.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,254.0,99.0,7.615384615384615,3534708,35006070,31.0,588.0432258064516,2.0,0.0,True,0.4358266043348916,0.17913302167445813,0.1090097747556311,0.3822779430514237,0.3783
3534708,SESI 144 CENTRO EDUCACIONAL,35117699,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,17.0,1.0,1.0,0.0,10.0,8.0,6.0,4.0,0.0,766.0,191.0,11.235294117647058,3534708,35117699,56.0,581.7994642857143,3.0,1.0,True,0.38737781555461115,0.3556098597535062,0.4978750531236719,0.8811092222694432,0.4128
3534708,SANTO ANTONIO COLEGIO,35117705,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,51.0,1.0,0.0,18.0,15.0,11.0,12.0,0.0,0.0,863.0,164.0,3.215686274509804,3534708,35117705,37.0,599.4200000000001,3.0,1.0,True,0.527836804079898,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.4932
3534708,EDUCATIVA CENTRO EDUCACIONAL,35123808,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,14.0,1.0,0.0,5.0,5.0,4.0,3.0,0.0,0.0,302.0,54.0,3.857142857142857,3534708,35123808,13.0,648.0984615384616,2.0,1.0,True,0.84190395240119,0.17913302167445813,0.4978750531236719,0.3822779430514237,0.7023
3534708,DRUMMOND COLEGIO,35141392,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,18.0,1.0,0.0,2.0,6.0,4.0,3.0,0.0,0.0,311.0,65.0,3.611111111111111,3534708,35141392,24.0,700.1191666666667,2.0,1.0,True,0.9764130896727582,0.17913302167445813,0.4978750531236719,0.3822779430514237,0.8032
3534708,COLEGIO CEO,35150459,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,20.0,1.0,0.0,2.0,6.0,4.0,9.0,0.0,0.0,239.0,59.0,2.95,3534708,35150459,16.0,595.605,2.0,1.0,True,0.49660008499787506,0.17913302167445813,0.4978750531236719,0.3822779430514237,0.4433
3534708,SUPER ENSINO CENTRO DE EDUCACAO,35185310,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,1.0,0.0,7.0,5.0,4.0,2.0,0.0,0.0,164.0,19.0,1.1875,3534708,35185310,,,3.0,1.0,False,,,,,
3536505,COLEGIO METROPOLITAN PAULINENSE,35005656,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,30.0,1.0,0.0,0.0,16.0,11.0,5.0,0.0,0.0,585.0,91.0,3.033333333333333,3536505,35005656,15.0,587.08,5.0,1.0,True,0.4303017424564386,0.8642158946026349,0.4978750531236719,0.3822779430514237,0.4964
3536505,COLEGIO PAULINIA UNIDADE II,35007666,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,11.0,9.0,3.0,0.0,0.0,438.0,57.0,2.375,3536505,35007666,16.0,571.1925,1.0,1.0,True,0.2957926051848704,0.06629834254143646,0.4978750531236719,0.3822779430514237,0.2758
3536505,COLEGIO PITAGORAS PAULINIA,35008395,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,17.0,1.0,0.0,4.0,8.0,8.0,3.0,0.0,0.0,495.0,98.0,5.764705882352941,3536505,35008395,28.0,542.3457142857143,2.0,1.0,True,0.10157246068848279,0.17913302167445813,0.4978750531236719,0.3822779430514237,0.1471
3536505,ESCOLA SENAI RICARDO FIGUEIREDO TERRA,35148209,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,49.0,0.0,0.0,3536505,35148209,,,5.0,0.0,False,,,,,
