CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_SITUACAO_FUNCIONAMENTO,IN_MANT_ESCOLA_PRIVADA_EMP,IN_MANT_ESCOLA_PRIVADA_ONG,IN_MANT_ESCOLA_PRIVADA_SIND,IN_MANT_ESCOLA_PRIVADA_SIST_S,IN_MANT_ESCOLA_PRIVADA_S_FINS,IN_AUDITORIO,IN_BIBLIOTECA,IN_BIBLIOTECA_SALA_LEITURA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_QUADRA_ESPORTES_COBERTA,IN_SALA_ATENDIMENTO_ESPECIAL,IN_ACESSIBILIDADE_RAMPAS,QT_SALAS_UTILIZADAS,IN_INTERNET,IN_EXAME_SELECAO,QT_TUR_INF,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_EJA,QT_MAT_BAS,QT_MAT_MED,mat_por_sala,codigo_municipio,codigo_escola,qtd_participantes_enem,enem_media_geral,indice_infra,indice_inclusao,confiavel_enem,percentil_enem,percentil_infra,percentil_inclusao,percentil_seletividade,score_destaque
2704302,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO,27035816,4,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,1.0,1.0,2.0,10.0,8.0,6.0,0.0,0.0,868.0,260.0,18.571428571428573,2704302,27035816,62.0,574.2293548387097,4.0,1.0,True,0.32065448363790905,0.5939226519337016,0.4978750531236719,0.8811092222694432,0.3985
2704302,ESCOLA SESI DE EDUCACAO BASICA INDUSTRIAL ABELARDO LOPES,27036030,4,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,23.0,1.0,0.0,0.0,0.0,12.0,16.0,0.0,10.0,1334.0,588.0,25.565217391304348,2704302,27036030,146.0,569.4054337899543,5.0,1.0,True,0.28134296642583934,0.8642158946026349,0.4978750531236719,0.3822779430514237,0.3846
2704302,ESCOLA DIOGENES JUCA BERNARDES,27036510,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,16.0,1.0,0.0,4.0,5.0,4.0,3.0,3.0,0.0,388.0,102.0,6.375,2704302,27036510,23.0,536.3478260869565,1.0,1.0,True,0.07756056098597536,0.06629834254143646,0.4978750531236719,0.3822779430514237,0.1121
2704302,COLEGIO SANTA ROSA,27037169,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,1.0,0.0,8.0,5.0,4.0,3.0,0.0,0.0,202.0,35.0,2.9166666666666665,2704302,27037169,12.0,542.2394444444444,4.0,1.0,True,0.10093497662558436,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.2088
2704302,COLEGIO DINAMICO,27037380,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,346.0,137.0,9.133333333333333,2704302,27037380,22.0,673.9772727272727,4.0,1.0,True,0.9343391415214619,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.8339
2704302,ESCOLA NOSSA SENHORA DO AMPARO,27038440,4,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,1.0,0.0,4.0,5.0,4.0,3.0,0.0,0.0,238.0,68.0,5.230769230769231,2704302,27038440,16.0,579.02625,4.0,1.0,True,0.3654908627284318,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.4072
2704302,ATUAL CURSOS EDUCACAO BASICA,27046362,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,233.0,40.0,5.714285714285714,2704302,27046362,11.0,521.2363636363636,3.0,1.0,True,0.03187420314492138,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.1213
2704302,COLEGIO BATISTA MORIAH NOVO LTDA,27046443,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,0.0,10.0,10.0,10.0,4.0,0.0,0.0,729.0,123.0,5.590909090909091,2704302,27046443,31.0,551.1832258064517,3.0,2.0,True,0.15384615384615385,0.3556098597535062,0.8889715257118572,0.3822779430514237,0.2323
2704302,CENTRO EDUCACIONAL JORGE DE LIMA,27046877,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,1.0,0.0,2.0,5.0,4.0,3.0,0.0,0.0,442.0,89.0,5.933333333333334,2704302,27046877,11.0,502.0472727272727,2.0,2.0,True,0.009137271568210795,0.17913302167445813,0.8889715257118572,0.3822779430514237,0.0973
2704302,ESCOLA DE EDUCACAO BASICA NOVA VIDA,27046907,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,24.0,1.0,0.0,3.0,10.0,8.0,3.0,0.0,0.0,453.0,65.0,2.708333333333333,2704302,27046907,24.0,591.6633333333333,2.0,1.0,True,0.4623884402889928,0.17913302167445813,0.4978750531236719,0.3822779430514237,0.4177
2704302,COLEGIO AUTENTICO,27047270,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0,1.0,0.0,1.0,5.0,5.0,3.0,0.0,0.0,300.0,80.0,7.272727272727272,2704302,27047270,26.0,508.8615384615384,3.0,0.0,True,0.015087122821929451,0.3556098597535062,0.1090097747556311,0.3822779430514237,0.0892
2704302,COLEGIO MAURICIO DE SOUSA,27047296,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,15.0,1.0,0.0,3.0,7.0,4.0,3.0,0.0,0.0,180.0,34.0,2.2666666666666666,2704302,27047296,,,3.0,0.0,False,,,,,
2704302,COLEGIO LEONARDO DA VINCI,27047334,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,1.0,1.0,8.0,14.0,0.0,3.0,0.0,0.0,381.0,70.0,5.833333333333333,2704302,27047334,,,2.0,1.0,False,,,,,
2704302,COLEGIO SAO JORGE,27047431,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,4.0,7.0,6.0,3.0,0.0,0.0,364.0,63.0,2.863636363636364,2704302,27047431,18.0,530.2333333333333,3.0,0.0,True,0.05503612409689758,0.3556098597535062,0.1090097747556311,0.3822779430514237,0.1192
2704302,ESCOLA DE EDUCACAO BASICA SAO MATHEUS,27047440,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,3.0,6.0,7.0,3.0,0.0,0.0,495.0,103.0,10.3,2704302,27047440,,,1.0,2.0,False,,,,,
2704302,UNIDADE INTEGRADA SESI SENAI CARLOS GUIDO FERRARIO LOBO,27047849,4,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,40.0,1.0,1.0,0.0,0.0,24.0,24.0,15.0,0.0,1849.0,821.0,20.525,2704302,27047849,207.0,557.7607085346216,4.0,1.0,True,0.19613259668508287,0.5939226519337016,0.4978750531236719,0.8811092222694432,0.3051
2704302,ESCOLA DE EDUCACAO BASICA PARAISO DAS AGUAS LTDA,27048225,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,0.0,8.0,10.0,4.0,3.0,0.0,0.0,258.0,37.0,1.85,2704302,27048225,14.0,507.3371428571429,0.0,1.0,True,0.013812154696132596,0.013068423289417765,0.4978750531236719,0.3822779430514237,0.0563
2704302,CE ARCO IRIS,27048985,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,4.0,5.0,4.0,3.0,0.0,0.0,422.0,28.0,2.5454545454545454,2704302,27048985,,,1.0,1.0,False,,,,,
2704302,ELITE INTEGRAL LTDA,27049140,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,245.0,149.0,16.555555555555557,2704302,27049140,52.0,630.25,2.0,0.0,True,0.7396940076498087,0.17913302167445813,0.1090097747556311,0.8811092222694432,0.6311
2704302,COLEGIO SIGMA,27049248,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,3.0,5.0,4.0,3.0,0.0,0.0,212.0,45.0,4.5,2704302,27049248,9.0,582.4622222222222,0.0,0.0,False,,,,,
2704302,COLEGIO DOM BOSCO,27050289,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,25.0,1.0,0.0,7.0,7.0,4.0,3.0,0.0,0.0,410.0,131.0,5.24,2704302,27050289,41.0,562.410081300813,3.0,1.0,True,0.22864428389290267,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.2688
2704302,ESCOLA DE EDUCACAO BASICA MANTO SAGRADO,27051021,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,100.0,36.0,2.571428571428572,2704302,27051021,,,1.0,0.0,False,,,,,
2704302,COLEGIO INTEGRADO,27051625,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,14.0,1.0,0.0,4.0,5.0,4.0,3.0,0.0,0.0,259.0,41.0,2.9285714285714284,2704302,27051625,18.0,527.09,1.0,1.0,True,0.043561410964725884,0.06629834254143646,0.4978750531236719,0.3822779430514237,0.0866
2704302,COLEGIO DO SAGRADO CORACAO DE MARIA,27051650,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,97.0,27.0,3.375,2704302,27051650,,,0.0,1.0,False,,,,,
2704302,COLEGIO SANTA AMELIA UNIDADE GRUTA,27051889,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,28.0,1.0,1.0,10.0,8.0,4.0,3.0,0.0,0.0,383.0,76.0,2.7142857142857144,2704302,27051889,20.0,617.793,3.0,2.0,True,0.6612834679133022,0.3556098597535062,0.8889715257118572,0.8811092222694432,0.6378
2704302,CASA ESCOLA CORA CORALINA,27052478,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,1.0,0.0,6.0,13.0,9.0,2.0,0.0,0.0,429.0,33.0,2.5384615384615383,2704302,27052478,,,1.0,0.0,False,,,,,
2704302,CNSA KIDS,27053008,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,1.0,0.0,6.0,10.0,9.0,4.0,0.0,0.0,860.0,155.0,9.117647058823527,2704302,27053008,40.0,574.8571666666667,1.0,0.0,True,0.32702932426689335,0.06629834254143646,0.1090097747556311,0.3822779430514237,0.2798
2704302,MULTIPLO ESCOLA DE ENSINO FUNDAMENTAL E MEDIO LTDA,27053717,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,19.0,1.0,0.0,8.0,10.0,6.0,4.0,0.0,0.0,340.0,115.0,6.052631578947368,2704302,27053717,41.0,549.8043902439024,2.0,2.0,True,0.1434339141521462,0.17913302167445813,0.8889715257118572,0.3822779430514237,0.198
2704302,ESCOLA DE EDUCACAO BASICA FELIX ALAGOANO,27053989,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,11.0,1.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,167.0,36.0,3.272727272727273,2704302,27053989,,,3.0,1.0,False,,,,,
2704302,SOCIEDADE DE EDUCACAO BASICA DE ALAGOAS LTDA,27053997,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,200.0,200.0,40.0,2704302,27053997,41.0,590.8521951219512,4.0,1.0,True,0.45707607309817255,0.5939226519337016,0.4978750531236719,0.8811092222694432,0.5008
2704302,COLEGIO FOCUS,27054195,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,1.0,0.0,3.0,5.0,4.0,2.0,0.0,0.0,190.0,25.0,2.5,2704302,27054195,11.0,527.1272727272727,0.0,1.0,True,0.04377390565235869,0.013068423289417765,0.4978750531236719,0.3822779430514237,0.0788
2704302,COLEGIO NOSSA SENHORA DO SANTISSIMO SACRAMENTO,27054500,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,50.0,1.0,0.0,14.0,15.0,8.0,5.0,0.0,0.0,957.0,194.0,3.88,2704302,27054500,50.0,599.4188,5.0,1.0,True,0.5276243093922652,0.8642158946026349,0.4978750531236719,0.3822779430514237,0.5694
2704302,COLEGIO SANTA ISABEL,27054551,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,1.0,8.0,10.0,4.0,3.0,0.0,0.0,248.0,41.0,2.5625,2704302,27054551,10.0,550.7639999999999,1.0,1.0,True,0.15087122821929452,0.06629834254143646,0.4978750531236719,0.8811092222694432,0.192
2704302,COLEGIO D LINS,27054578,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,21.0,1.0,0.0,6.0,11.0,9.0,5.0,5.0,0.0,783.0,179.0,8.523809523809524,2704302,27054578,50.0,570.9724,3.0,0.0,True,0.2936676583085423,0.3556098597535062,0.1090097747556311,0.3822779430514237,0.2982
2704302,CENTRO EDUCACIONAL RIBEIRO CIA LTDA,27055388,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,48.0,1.0,0.0,19.0,16.0,9.0,5.0,0.0,0.0,958.0,121.0,2.520833333333333,2704302,27055388,23.0,597.9965217391305,5.0,1.0,True,0.5161495962600935,0.8642158946026349,0.4978750531236719,0.3822779430514237,0.5608
2704302,COLEGIO SAGRADA FAMILIA BETA,27056910,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,43.0,43.0,3.583333333333333,2704302,27056910,13.0,513.136923076923,1.0,0.0,True,0.0208244793880153,0.06629834254143646,0.1090097747556311,0.3822779430514237,0.0501
2704302,COLEGIO SAO JUDAS TADEU,27214400,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,17.0,1.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,192.0,68.0,4.0,2704302,27214400,15.0,485.036,2.0,1.0,True,0.0019124521886952825,0.17913302167445813,0.4978750531236719,0.3822779430514237,0.0723
2704302,COLEGIO SANTISSIMA TRINDADE,27214737,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,1.0,0.0,8.0,10.0,5.0,3.0,0.0,0.0,531.0,109.0,7.266666666666667,2704302,27214737,34.0,588.3019607843137,3.0,1.0,True,0.43816404589885255,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.426
2704302,COLEGIO SAO JERONIMO LTDA,27214915,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,23.0,1.0,0.0,8.0,10.0,8.0,3.0,0.0,0.0,553.0,98.0,4.260869565217392,2704302,27214915,23.0,521.5591304347827,3.0,2.0,True,0.03272418189545261,0.3556098597535062,0.8889715257118572,0.3822779430514237,0.1414
2704302,COLEGIO CRISTO REI,27215512,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,20.0,1.0,1.0,8.0,10.0,4.0,3.0,0.0,0.0,405.0,105.0,5.25,2704302,27215512,33.0,618.4933333333333,2.0,1.0,True,0.6665958351041223,0.17913302167445813,0.4978750531236719,0.8811092222694432,0.5958
2704302,CENTRO EDUCACIONAL JORGE ASSUNCAO,27216381,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,5.0,10.0,7.0,5.0,0.0,1.0,315.0,81.0,5.785714285714286,2704302,27216381,23.0,523.8556521739131,3.0,0.0,True,0.03591160220994475,0.3556098597535062,0.1090097747556311,0.3822779430514237,0.1048
2704302,COLEGIO NOSSA SENHORA AUXILIADORA,27216705,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,1.0,0.0,2.0,10.0,8.0,3.0,0.0,0.0,492.0,82.0,6.833333333333333,2704302,27216705,21.0,538.6009523809524,3.0,1.0,True,0.08691032724181895,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.1625
2704302,COLEGIO FANTASTICO,27216845,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,65.0,65.0,7.222222222222222,2704302,27216845,14.0,620.767619047619,5.0,1.0,True,0.6831704207394815,0.8642158946026349,0.4978750531236719,0.3822779430514237,0.686
2704302,SEB ESCOLAS DE ALTA PERFORMANCE LTDA,27218180,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,15.0,25.0,17.0,10.0,0.0,0.0,1640.0,377.0,5.984126984126984,2704302,27218180,86.0,626.685968992248,5.0,2.0,True,0.7199320016999575,0.8642158946026349,0.8889715257118572,0.8811092222694432,0.7581
2704302,COLEGIO SANTISSIMO SENHOR,27218198,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,45.0,1.0,0.0,12.0,15.0,11.0,3.0,0.0,0.0,624.0,109.0,2.422222222222222,2704302,27218198,36.0,609.5914814814815,5.0,1.0,True,0.6049723756906077,0.8642158946026349,0.4978750531236719,0.3822779430514237,0.6274
2704302,COLEGIO SANTA URSULA LTDA,27218244,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,70.0,1.0,0.0,0.0,33.0,28.0,16.0,0.0,0.0,2237.0,479.0,6.842857142857143,2704302,27218244,114.0,655.0511695906432,5.0,1.0,True,0.8750531236719082,0.8642158946026349,0.4978750531236719,0.3822779430514237,0.8299
2704302,INSTITUTO EDUCACIONAL MENINO JESUS,27220621,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,4.0,5.0,4.0,3.0,0.0,0.0,217.0,18.0,1.8,2704302,27220621,,,1.0,0.0,False,,,,,
2704302,COLEGIO CONTATO MACEIO,27220885,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,0.0,6.0,28.0,15.0,0.0,0.0,1248.0,496.0,16.533333333333335,2704302,27220885,157.0,695.4914649681529,5.0,2.0,True,0.9713132171695708,0.8642158946026349,0.8889715257118572,0.8811092222694432,0.9466
2704302,COLEGIO ATIVO LTDA,27223140,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,9.0,1.0,0.0,2.0,5.0,4.0,3.0,3.0,0.0,143.0,57.0,6.333333333333333,2704302,27223140,,,2.0,1.0,False,,,,,
2704302,COLEGIO GALILEU,27223191,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,3.0,5.0,4.0,3.0,0.0,0.0,167.0,24.0,2.4,2704302,27223191,,,0.0,0.0,False,,,,,
2704302,COLEGIO 29 DE JULHO,27223213,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,3.0,9.0,4.0,3.0,0.0,0.0,532.0,123.0,10.25,2704302,27223213,34.0,537.2129411764706,3.0,0.0,True,0.0807479813004675,0.3556098597535062,0.1090097747556311,0.3822779430514237,0.1385
2704302,ESCOLA DE EDUCACAO BASICA PADRAO,27223361,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,36.0,1.0,0.0,3.0,8.0,4.0,3.0,0.0,0.0,371.0,102.0,2.833333333333333,2704302,27223361,26.0,621.6538461538462,4.0,1.0,True,0.6906077348066298,0.5939226519337016,0.4978750531236719,0.3822779430514237,0.6511
2704302,COLEGIO N SRA DA ROSA MISTICA,27224953,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,1.0,0.0,4.0,11.0,5.0,3.0,0.0,0.0,411.0,63.0,3.5,2704302,27224953,15.0,591.7613333333334,5.0,1.0,True,0.463238419039524,0.8642158946026349,0.4978750531236719,0.3822779430514237,0.5211
2704302,COLEGIO ADVENTISTA DE MACEIO,27225909,4,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,27.0,1.0,0.0,8.0,12.0,8.0,6.0,0.0,0.0,957.0,220.0,8.148148148148149,2704302,27225909,49.0,586.5297959183673,3.0,1.0,True,0.4262643433914152,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.417
2704302,COLEGIO MARIA MONTESSORI,27226115,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.0,1.0,0.0,12.0,18.0,11.0,6.0,0.0,0.0,1153.0,254.0,5.7727272727272725,2704302,27226115,73.0,652.4950684931507,4.0,2.0,True,0.8629409264768381,0.5939226519337016,0.8889715257118572,0.3822779430514237,0.7999
2704302,COLEGIO SAO LUCAS,27226220,4,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,1.0,0.0,9.0,10.0,9.0,6.0,0.0,0.0,1030.0,235.0,14.6875,2704302,27226220,61.0,565.3863387978142,1.0,0.0,True,0.25180620484487887,0.06629834254143646,0.1090097747556311,0.3822779430514237,0.2234
2704302,COLEGIO INTENSIVO SISTEMA DE ENSINO LTDA,27226620,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,27.0,1.0,0.0,8.0,11.0,10.0,6.0,0.0,0.0,849.0,254.0,9.407407407407408,2704302,27226620,79.0,544.3143459915613,5.0,1.0,True,0.11049723756906077,0.8642158946026349,0.4978750531236719,0.3822779430514237,0.2565
2704302,ESPACO DE DESENVOLVIMENTO JEAN PIAGET,27226646,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,0.0,8.0,10.0,4.0,2.0,0.0,0.0,362.0,34.0,2.0,2704302,27226646,,,3.0,2.0,False,,,,,
2704302,COLEGIO ROSALVO,27230015,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,25.0,1.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,277.0,71.0,2.84,2704302,27230015,32.0,569.96875,5.0,1.0,True,0.28559286017849556,0.8642158946026349,0.4978750531236719,0.8811092222694432,0.4128
2704302,ESCOLA DE EDUCACAO BASICA SANTA MADALENA,27230430,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,30.0,1.0,1.0,8.0,11.0,8.0,3.0,0.0,0.0,669.0,109.0,3.633333333333333,2704302,27230430,13.0,520.5994871794873,2.0,1.0,True,0.03123671908202295,0.17913302167445813,0.4978750531236719,0.8811092222694432,0.1192
2704302,COLEGIO VILA RICA,27230627,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,4.0,5.0,4.0,3.0,0.0,0.0,227.0,58.0,5.2727272727272725,2704302,27230627,21.0,537.5295238095239,0.0,0.0,True,0.08223544411389715,0.013068423289417765,0.1090097747556311,0.3822779430514237,0.0882
2704302,COLEGIO DIOGO MARCOS,27269000,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,15.0,1.0,0.0,4.0,6.0,4.0,3.0,0.0,0.0,333.0,60.0,4.0,2704302,27269000,,,2.0,1.0,False,,,,,
2704302,ESCOLA DE EDUCACAO BASICA ROMMEL VIEIRA,27285006,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,295.0,70.0,8.75,2704302,27285006,17.0,497.0549019607844,3.0,1.0,True,0.005737356566085848,0.3556098597535062,0.4978750531236719,0.3822779430514237,0.1017
2704302,COLEGIO LUCENA LIMA,27306011,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,13.0,1.0,0.0,3.0,8.0,5.0,3.0,0.0,0.0,488.0,78.0,6.0,2704302,27306011,,,3.0,0.0,False,,,,,
2704302,ESCOLA DE ENSINO FUNDAMENTAL ESPACO DO GURY,27318028,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,5.0,4.0,3.0,0.0,0.0,105.0,15.0,1.875,2704302,27318028,,,0.0,0.0,False,,,,,
