CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_SITUACAO_FUNCIONAMENTO,IN_AUDITORIO,IN_BIBLIOTECA,IN_BIBLIOTECA_SALA_LEITURA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_QUADRA_ESPORTES_COBERTA,QT_SALAS_UTILIZADAS,IN_INTERNET,QT_TUR_INF,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_EJA,QT_MAT_BAS,qt_mat_med_2025,mat_por_sala,codigo_municipio,qt_mat_med_2023,crescimento_pct
2306405,COLEGIO ALFA MASTER,23182016,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,27.0,1.0,7.0,9.0,6.0,3.0,0.0,0.0,502.0,41.0,1.5185185185185186,2306405,63.0,-34.9
2307304,AZARIAS SOBREIRA ESCOLA SESI PADRE - UNIDADE DE NEGOCIOS SESI CARIRI,23165022,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,1.0,2.0,10.0,13.0,7.0,1.0,8.0,1078.0,191.0,7.64,2307304,192.0,-0.5
2307304,COLEGIO BATISTA DO CARIRI,23165049,4,3.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,242.0,50.0,2.272727272727273,2307304,71.0,-29.6
2307304,FCO DE ASSIS COLEGIO SAO,23165391,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,23.0,1.0,8.0,8.0,4.0,3.0,0.0,0.0,514.0,47.0,2.0434782608695654,2307304,43.0,9.3
2307304,COLEGIO MODULO,23165901,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,0.0,0.0,12.0,8.0,1.0,0.0,714.0,280.0,12.727272727272728,2307304,344.0,-18.6
2307304,PARAISO SS LTDA COLEGIO,23165952,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,1.0,7.0,10.0,12.0,14.0,1.0,0.0,1086.0,488.0,12.2,2307304,480.0,1.7
2307304,SOSSEGO COLEGIO,23166061,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,21.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,397.0,36.0,1.7142857142857142,2307304,33.0,9.1
2307304,COLEGIO EXITO DO CARIRI SS LTDA,23192020,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,0.0,4.0,4.0,3.0,1.0,0.0,282.0,59.0,4.916666666666667,2307304,68.0,-13.2
2307304,CENTRO DE EDUCACAO E CULTURA MACHADO DE ASSIS LTDA,23244607,4,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,1.0,3.0,4.0,4.0,3.0,0.0,0.0,48.0,11.0,0.6875,2307304,19.0,-42.1
2307304,DOMUM COLEGIO,23274310,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,1.0,5.0,5.0,4.0,3.0,0.0,0.0,308.0,32.0,2.1333333333333333,2307304,9.0,255.6
2307304,COLEGIO EVOLUCAO,23276649,4,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,195.0,195.0,32.5,2307304,76.0,156.6
2307650,CARLOS LOBO SC LTDA INSTITUTO PEDAGOGICO PROF,23079843,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,11.0,10.0,4.0,3.0,0.0,0.0,427.0,78.0,2.6,2307650,117.0,-33.3
2307650,RAIMUNDO NONATO VIEIRA COLEGIO,23081430,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,9.0,11.0,7.0,3.0,0.0,0.0,586.0,72.0,3.272727272727273,2307650,76.0,-5.3
2307650,COLEGIO ATENEU INDUSTRIAL,23081457,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,25.0,1.0,11.0,15.0,8.0,3.0,0.0,0.0,575.0,62.0,2.48,2307650,55.0,12.7
2307650,EXATO COLEGIO,23258128,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,26.0,1.0,5.0,10.0,6.0,3.0,0.0,0.0,546.0,60.0,2.3076923076923075,2307650,47.0,27.7
2307650,COLEGIO JOAQUIM BARROSO NETO II,23276320,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,219.0,85.0,8.5,2307650,103.0,-17.5
2307650,UNIDADE DE NEGOCIOS SESI MARACANAU - ALBANO FRANCO,23282444,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.0,1.0,0.0,12.0,9.0,9.0,6.0,0.0,869.0,279.0,5.470588235294118,2307650,,
2307700,FUND EDUCACIONAL PROFª EDITH NUNES COSTA,23082321,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,8.0,7.0,4.0,1.0,0.0,0.0,419.0,27.0,1.5,2307700,84.0,-67.9
2307700,COLEGIO SEBASTIAO DE ABREU,23082585,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,30.0,1.0,11.0,10.0,5.0,4.0,0.0,0.0,654.0,133.0,4.433333333333334,2307700,86.0,54.7
2307700,COLEGIO ESPACO LIVRE,23232234,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,1.0,9.0,13.0,8.0,3.0,0.0,0.0,648.0,72.0,3.6,2307700,50.0,44.0
2307700,COLEGIO OLIMPICO,23232307,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,51.0,1.0,17.0,12.0,7.0,4.0,0.0,0.0,710.0,79.0,1.5490196078431373,2307700,77.0,2.6
2312908,COLEGIO CORACAO DE JESUS,23024690,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,1.0,9.0,14.0,7.0,3.0,0.0,0.0,663.0,105.0,3.1818181818181817,2312908,101.0,4.0
2312908,ESCOLA SESI PROFESSORA SILVANA MACHADO DOS SANTOS,23025603,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,1.0,0.0,13.0,14.0,9.0,7.0,25.0,1683.0,282.0,11.28,2312908,249.0,13.3
2312908,COLEGIO FARIAS BRITO SOBRALENSE,23025646,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43.0,1.0,12.0,14.0,8.0,6.0,2.0,0.0,1051.0,264.0,6.1395348837209305,2312908,335.0,-21.2
2312908,COLEGIO JOSE ROMAO,23214449,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,25.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,143.0,21.0,0.84,2312908,31.0,-32.3
2403251,ICARO COLEGIO E CURSO,24056243,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,3.0,10.0,8.0,3.0,0.0,0.0,518.0,90.0,6.428571428571429,2403251,80.0,12.5
2403251,PH3 CENTRO EDUCACIONAL,24056278,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,11.0,15.0,12.0,4.0,0.0,0.0,933.0,131.0,4.517241379310345,2403251,116.0,12.9
2403251,COLEGIO FENIX,24080411,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0,1.0,0.0,0.0,13.0,6.0,0.0,0.0,663.0,221.0,14.733333333333333,2403251,250.0,-11.6
2403251,COLEGIO E CURSO GENESIS LTDA ME,24080462,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,4.0,7.0,8.0,3.0,2.0,0.0,398.0,110.0,7.333333333333333,2403251,119.0,-7.6
2403251,COLEGIO CONTEMPORANEO,24083453,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,26.0,1.0,9.0,11.0,8.0,5.0,0.0,0.0,651.0,134.0,5.153846153846154,2403251,180.0,-25.6
2403251,CENTRO DE EDUCACAO INTEGRADA ZONA SUL LTDA,24083550,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,1.0,13.0,20.0,14.0,6.0,5.0,0.0,1410.0,276.0,7.666666666666667,2403251,209.0,32.1
2403251,EJAX - ENSINO DE JOVENS E ADULTOS TERESA DE LISIEUX,24085081,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,87.0,87.0,5.4375,2403251,99.0,-12.1
2403251,OVER COLEGIO E CURSO,24085499,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,1.0,8.0,12.0,10.0,4.0,0.0,0.0,690.0,146.0,0.7227722772277227,2403251,138.0,5.8
2403251,COLEGIO BATISTA VIDA NOVA,24086770,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,2.0,10.0,8.0,3.0,0.0,0.0,491.0,54.0,3.857142857142857,2403251,54.0,0.0
2403251,ESCOLA ATIVA REDE DE ENSINO,24087181,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,18.0,1.0,8.0,11.0,5.0,3.0,0.0,0.0,438.0,50.0,2.7777777777777777,2403251,28.0,78.6
2403251,COLEGIO EXTENSIVO,24089303,4,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,9.0,4.0,3.0,0.0,0.0,309.0,87.0,9.666666666666666,2403251,0.0,
2403251,COLEGIO PIAGET PARNAMIRIM,24089419,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,4.0,9.0,4.0,3.0,0.0,0.0,230.0,25.0,1.25,2403251,30.0,-16.7
2403251,COLEGIO LINK,24090050,4,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,18.0,1.0,4.0,6.0,6.0,3.0,0.0,0.0,169.0,41.0,2.2777777777777777,2403251,38.0,7.9
2403251,ZEROHUM COLEGIO E CURSO,24090450,4,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,122.0,76.0,9.5,2403251,,
2403251,COLEGIO SALESIANO DOM BOSCO,24281301,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39.0,1.0,7.0,25.0,21.0,10.0,0.0,0.0,1875.0,452.0,11.58974358974359,2403251,484.0,-6.6
2403251,CENTRO EDUCACIONAL AGNUSDEI,24287326,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,6.0,10.0,6.0,3.0,0.0,0.0,478.0,77.0,4.529411764705882,2403251,64.0,20.3
2403251,RENASCER COLEGIO E CURSO LTDA,24344320,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,13.0,1.0,0.0,10.0,8.0,4.0,0.0,0.0,348.0,73.0,5.615384615384615,2403251,81.0,-9.9
2408003,COLEGIO DIOCESANO SANTA LUZIA,24001260,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,1.0,17.0,22.0,16.0,10.0,0.0,0.0,1755.0,383.0,6.963636363636364,2408003,374.0,2.4
2408003,COLEGIO LIRIOS LTDA,24001295,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,27.0,1.0,9.0,20.0,13.0,3.0,0.0,0.0,975.0,92.0,3.4074074074074074,2408003,76.0,21.1
2408003,COLEGIO MARIA AUXILIADORA COSTA,24001759,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,14.0,1.0,1.0,4.0,4.0,3.0,0.0,0.0,98.0,25.0,1.7857142857142858,2408003,45.0,-44.4
2408003,COLEGIO MATER CHRISTI,24002526,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.0,1.0,12.0,17.0,11.0,7.0,0.0,0.0,846.0,164.0,3.0943396226415096,2408003,202.0,-18.8
2408003,INSTITUTO GURILANDIA,24003492,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,10.0,18.0,15.0,8.0,0.0,0.0,1078.0,229.0,8.481481481481481,2408003,191.0,19.9
2408003,CPP - COLEGIO PRINCIPE,24003581,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,10.0,13.0,8.0,4.0,0.0,0.0,773.0,118.0,5.9,2408003,128.0,-7.8
2408003,COLEGIO UNIVERSO UNO,24003638,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,8.0,11.0,8.0,3.0,0.0,0.0,458.0,72.0,3.789473684210526,2408003,76.0,-5.3
2408003,INSTITUTO SANTA MARIA GORETTI,24003646,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,12.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,283.0,55.0,4.583333333333333,2408003,58.0,-5.2
2408003,COLEGIO MENINO DEUS LTDA,24003662,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,1.0,10.0,13.0,7.0,5.0,2.0,0.0,551.0,86.0,2.4571428571428573,2408003,69.0,24.6
2408003,ALVORECER CENTRO EDUCACIONAL LTDA,24003727,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,15.0,1.0,8.0,10.0,6.0,3.0,0.0,0.0,555.0,42.0,2.8,2408003,0.0,
2408003,SESI ESCOLA MOSSORO,24072222,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,0.0,0.0,9.0,14.0,0.0,0.0,808.0,499.0,26.26315789473684,2408003,389.0,28.3
2408003,INSTITUTO EDUCACIONAL SEMENTES,24073784,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,51.0,1.0,12.0,62.0,0.0,21.0,0.0,0.0,2416.0,545.0,10.68627450980392,2408003,506.0,7.7
2408003,CENTRO EDUCACIONAL DE APRENDIZAGEM MODERNA,24074667,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,170.0,170.0,24.285714285714285,2408003,172.0,-1.2
2408003,OVER COLEGIO E CURSO,24089150,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,202.0,1.0,7.0,7.0,5.0,3.0,0.0,0.0,506.0,106.0,0.5247524752475248,2408003,141.0,-24.8
2408003,CENTRO EDUCACIONAL PAIDEIA,24090034,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,8.0,9.0,5.0,0.0,0.0,418.0,110.0,8.461538461538462,2408003,49.0,124.5
2408003,COLEGIO SIMPLES,24091260,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,127.0,127.0,31.75,2408003,,
2408003,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC MOSSORO,24093408,4,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,82.0,69.0,3.45,2408003,,
2408102,COLGIO CONTEMPORANEO,24057002,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.0,1.0,9.0,15.0,7.0,5.0,0.0,0.0,674.0,132.0,2.8085106382978724,2408102,196.0,-32.7
2408102,COLEGIO EXECUTIVO LTDA,24057061,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,4.0,14.0,10.0,3.0,0.0,0.0,628.0,83.0,6.916666666666667,2408102,71.0,16.9
2408102,COLEGIO SALESIANO SAO JOSE,24057126,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,1.0,4.0,14.0,11.0,6.0,0.0,0.0,855.0,212.0,6.424242424242424,2408102,254.0,-16.5
2408102,FACEX,24057169,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,1.0,8.0,13.0,10.0,5.0,0.0,0.0,713.0,170.0,4.722222222222222,2408102,187.0,-9.1
2408102,COLEGIO OBJETIVO DE NATAL,24057193,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,151.0,51.0,3.1875,2408102,48.0,6.2
2408102,COMPLEXO EDUC HENRIQUE CASTRICIANO,24057207,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,0.0,15.0,10.0,6.0,6.0,0.0,525.0,154.0,7.0,2408102,170.0,-9.4
2408102,ESCOLA DOM MARCOLINO DANTAS,24057444,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,22.0,1.0,9.0,11.0,10.0,3.0,0.0,0.0,648.0,74.0,3.363636363636364,2408102,79.0,-6.3
2408102,NOILDE RAMALHO,24057525,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.0,1.0,12.0,15.0,10.0,4.0,0.0,0.0,567.0,61.0,1.326086956521739,2408102,41.0,48.8
2408102,IMPACTO COLEGIO E CURSO,24059277,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,1.0,9.0,11.0,7.0,3.0,0.0,0.0,509.0,92.0,3.68,2408102,95.0,-3.2
2408102,INSTITUTO BRASIL,24059293,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,16.0,1.0,5.0,9.0,4.0,3.0,0.0,0.0,497.0,100.0,6.25,2408102,103.0,-2.9
2408102,INSTITUTO MARIA AUXILIADORA,24059323,4,3.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,8.0,10.0,6.0,3.0,1.0,0.0,512.0,92.0,3.1724137931034484,2408102,71.0,29.6
2408102,INSTITUTO REIS MAGOS,24059340,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,29.0,1.0,4.0,10.0,7.0,4.0,4.0,0.0,480.0,111.0,3.827586206896552,2408102,156.0,-28.8
2408102,COLEGIO ACAO LTDA,24059692,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,18.0,1.0,8.0,10.0,12.0,4.0,0.0,0.0,577.0,92.0,5.111111111111111,2408102,69.0,33.3
2408102,GALILEU COLEGIO E CURSO,24059706,4,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,3.0,5.0,4.0,3.0,2.0,4.0,155.0,32.0,2.6666666666666665,2408102,34.0,-5.9
2408102,COLEGIO ENCANTO UNIDADE I,24059935,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,4.0,15.0,10.0,5.0,0.0,0.0,810.0,171.0,9.5,2408102,161.0,6.2
2408102,INTELECTUAL COLEGIO E CURSO,24064068,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,202.0,56.0,5.6,2408102,52.0,7.7
2408102,JFC - EXPANSIVO COLEGIO E CURSO,24067911,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,25.0,1.0,7.0,13.0,8.0,6.0,0.0,0.0,932.0,228.0,9.12,2408102,106.0,115.1
2408102,MUNDIAL COLEGIO E CURSO LTDA,24069140,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,16.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,61.0,61.0,3.8125,2408102,84.0,-27.4
2408102,COLEGIO ENCANTO UNIDADE II,24069159,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,2.0,5.0,4.0,1.0,0.0,0.0,213.0,22.0,1.5714285714285714,2408102,0.0,
2408102,COLEGIO E CURSO PROF JOAO FERREIRA CAMPOS,24069183,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,23.0,1.0,4.0,5.0,4.0,2.0,0.0,0.0,341.0,39.0,1.6956521739130437,2408102,73.0,-46.6
2408102,CENTRO DE EDUCACAO INTEGRADA S A - ROMUALDO,24069191,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,67.0,1.0,16.0,26.0,16.0,12.0,0.0,0.0,2072.0,436.0,6.507462686567164,2408102,432.0,0.9
2408102,COLEGIO HIPOCRATES ZONA SUL,24069329,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,22.0,1.0,5.0,10.0,12.0,5.0,0.0,0.0,859.0,241.0,10.954545454545457,2408102,242.0,-0.4
2408102,COLEGIO E CURSO ABSOLUTO,24069388,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,25.0,1.0,8.0,13.0,10.0,5.0,0.0,0.0,907.0,147.0,5.88,2408102,131.0,12.2
2408102,COLEGIO TALENTO,24069515,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,16.0,1.0,6.0,9.0,4.0,3.0,1.0,0.0,284.0,47.0,2.9375,2408102,55.0,-14.5
2408102,COLEGIO DEGRAUS DO SABER,24078131,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,28.0,1.0,10.0,18.0,11.0,3.0,0.0,0.0,994.0,117.0,4.178571428571429,2408102,84.0,39.3
2408102,FAC - COLEGIO E CURSO,24078140,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,20.0,1.0,10.0,10.0,8.0,3.0,0.0,0.0,473.0,68.0,3.4,2408102,86.0,-20.9
2408102,INSTITUTO EDUCACIONAL O MESTRE,24078395,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,14.0,1.0,8.0,11.0,4.0,1.0,1.0,0.0,370.0,12.0,0.8571428571428571,2408102,7.0,71.4
2408102,CDF COLEGIO E CURSO,24078450,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,283.0,160.0,14.545454545454543,2408102,289.0,-44.6
2408102,ESCOLA BOA IDEIA,24080837,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,27.0,1.0,10.0,10.0,4.0,3.0,0.0,0.0,349.0,39.0,1.4444444444444444,2408102,18.0,116.7
2408102,PIAGET COLEGIO E CURSO,24081728,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,0.0,3.0,4.0,3.0,0.0,0.0,79.0,18.0,1.125,2408102,52.0,-65.4
2408102,CDF COLEGIO E CURSO,24083186,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,0.0,0.0,6.0,5.0,0.0,0.0,456.0,244.0,14.352941176470589,2408102,315.0,-22.5
2408102,COLEGIO HIPOCRATES ZONA NORTE,24084140,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,1.0,3.0,10.0,8.0,5.0,1.0,0.0,819.0,298.0,12.416666666666666,2408102,358.0,-16.8
2408102,CENTRO EDUCACIONAL MASTER,24085634,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,18.0,1.0,9.0,10.0,10.0,3.0,0.0,0.0,500.0,68.0,3.7777777777777777,2408102,104.0,-34.6
2408102,OVER COLEGIO E CURSO,24087114,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,202.0,1.0,7.0,5.0,4.0,3.0,0.0,0.0,315.0,72.0,0.3564356435643564,2408102,69.0,4.3
2408102,FACEX UNIDADE CIC,24087157,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,5.0,4.0,3.0,2.0,0.0,202.0,59.0,7.375,2408102,75.0,-21.3
2408102,AMO COLEGIO E CURSO,24087505,4,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,3.0,0.0,2.0,81.0,43.0,7.166666666666667,2408102,25.0,72.0
2408102,COLEGIO EXITO,24088439,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,14.0,1.0,2.0,5.0,9.0,6.0,0.0,12.0,806.0,290.0,20.714285714285715,2408102,271.0,7.0
2408102,AGORA EDUCACAO INTEGRAL - UNIDADE II,24088781,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,12.0,1.0,0.0,17.0,6.0,4.0,0.0,0.0,508.0,39.0,3.25,2408102,0.0,
2408102,COLEGIO PORTO,24088846,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,18.0,1.0,0.0,0.0,9.0,11.0,0.0,0.0,616.0,332.0,18.444444444444443,2408102,243.0,36.6
2408102,OVER COLEGIO E CURSO,24089133,4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,1.0,8.0,8.0,5.0,3.0,0.0,0.0,323.0,80.0,0.396039603960396,2408102,71.0,12.7
2408102,CENTRO DE EDUCACAO INTEGRADA S A - ROBERTO FREIRE,24089214,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,36.0,1.0,0.0,14.0,10.0,7.0,0.0,0.0,876.0,168.0,4.666666666666667,2408102,224.0,-25.0
2408102,SOCIEDADE EDUCACIONAL CONSTRUINDO SABERES LTDA-ME,24089397,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,8.0,5.0,5.0,3.0,0.0,0.0,248.0,47.0,2.238095238095238,2408102,32.0,46.9
2408102,COLEGIO MONTE,24089478,4,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,101.0,52.0,7.428571428571429,2408102,54.0,-3.7
2408102,COLEGIO ECOPARK LTDA,24089532,4,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,15.0,1.0,3.0,9.0,4.0,2.0,0.0,0.0,211.0,19.0,1.2666666666666666,2408102,0.0,
2408102,ESCOLA LUMINOVA,24090115,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0,1.0,0.0,9.0,6.0,3.0,0.0,0.0,316.0,58.0,3.8666666666666663,2408102,16.0,262.5
2408102,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC ZONA NORTE,24094200,4,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,204.0,77.0,9.625,2408102,0.0,
2408102,COLEGIO CIENCIAS APLICADAS,24097004,4,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,141.0,141.0,28.2,2408102,129.0,9.3
2408102,CENTRO EDUCACIONAL SANTO AGOSTINHO,24097403,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,289.0,88.0,5.5,2408102,110.0,-20.0
2408102,OVER COLEGIO E CURSO,24285323,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,198.0,80.0,8.88888888888889,2408102,110.0,-27.3
2408102,CENTRO EDUCACIONAL NOVO HORIZONTE,24294306,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,12.0,1.0,2.0,10.0,6.0,4.0,0.0,0.0,626.0,133.0,11.083333333333334,2408102,96.0,38.5
2408102,DATACOMPUT COLEGIO E CURSO,24295302,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,3.0,9.0,4.0,3.0,0.0,0.0,262.0,44.0,2.75,2408102,49.0,-10.2
