CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_SITUACAO_FUNCIONAMENTO,IN_AUDITORIO,IN_BIBLIOTECA,IN_BIBLIOTECA_SALA_LEITURA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_QUADRA_ESPORTES_COBERTA,QT_SALAS_UTILIZADAS,IN_INTERNET,QT_TUR_INF,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_EJA,QT_MAT_BAS,qt_mat_med_2025,mat_por_sala,codigo_municipio,qt_mat_med_2023,crescimento_pct
3304557,COLEGIO E CURSO AZ - UNIDADE BARRA,33447225,4,1.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,0.0,0.0,5.0,12.0,0.0,0.0,674.0,522.0,27.473684210526315,3304557,513.0,1.8
3304557,SOCIEDADE EDUCACIONAL PAULO FREIRE,33456232,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,98.0,98.0,5.444444444444445,3304557,76.0,28.9
3304557,COLEGIO INTERNACIONAL SIGNORELLI,33457239,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,191.0,88.0,11.0,3304557,136.0,-35.3
3304557,CENTRO DE EDUCACAO INFANTIL CHAVE DO SABER LTDA,33467293,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,8.0,6.0,4.0,3.0,11.0,3.0,241.0,67.0,5.583333333333333,3304557,56.0,19.6
3304557,CENTRO EDUCACIONAL AMELIA BITTENCOURT LTDA,33473218,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,1.0,0.0,8.0,6.0,3.0,0.0,0.0,326.0,50.0,3.333333333333333,3304557,86.0,-41.9
3304557,JARDIM ESCOLA LAPIS VERMELHO COLEGIO NOVA DIMENSAO,33478210,4,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,198.0,35.0,3.1818181818181817,3304557,10.0,250.0
3304557,CENTRO EDUCACIONAL ESTRELA DALVA LTDA,33504229,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,122.0,14.0,1.0769230769230769,3304557,14.0,0.0
3304557,SISTEMA ELITE DE ENSINO - CAMPO GRANDE I,33520321,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,15.0,1.0,0.0,0.0,2.0,18.0,4.0,0.0,1005.0,915.0,61.0,3304557,933.0,-1.9
3304557,COLEGIO RESSURREICAO,33522278,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,8.0,8.0,4.0,3.0,0.0,0.0,246.0,28.0,1.037037037037037,3304557,29.0,-3.4
3304557,SISTEMA ELITE DE ENSINO - VILA VALQUEIRE,33526249,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,26.0,1.0,0.0,13.0,15.0,11.0,0.0,0.0,1354.0,467.0,17.96153846153846,3304557,448.0,4.2
3304557,COLEGIO LAURA MATOS UNIDADE 2,33530220,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,0.0,0.0,20.0,5.0,2.0,0.0,807.0,189.0,11.117647058823527,3304557,152.0,24.3
3304557,SISTEMA ELITE DE ENSINO - MADUREIRA 3,33531218,4,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,2.0,5.0,2.0,0.0,308.0,215.0,19.545454545454547,3304557,268.0,-19.8
3304557,COLEGIO E CURSO CARPE DIEM ASSESSORIA E EMPREENDIMENTOS LTDA,33552231,4,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,55.0,55.0,13.75,3304557,52.0,5.8
3304904,CENTRO EDUCACIONAL SANTO ANTONIO,33088535,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,286.0,53.0,4.076923076923077,3304904,29.0,82.8
3304904,PROSPER,33088756,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,141.0,33.0,3.6666666666666665,3304904,33.0,0.0
3304904,CENTRO EDUCACIONAL PEREIRA ROCHA,33088780,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,11.0,10.0,10.0,1.0,0.0,0.0,781.0,31.0,1.9375,3304904,160.0,-80.6
3304904,COLEGIO ALCANTARA,33088977,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,22.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,264.0,40.0,1.818181818181818,3304904,39.0,2.6
3304904,COL AUXILIADORA,33088985,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,3.0,9.0,7.0,3.0,0.0,0.0,466.0,55.0,2.8947368421052637,3304904,55.0,0.0
3304904,COLEGIO M3,33089167,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,1.0,4.0,5.0,8.0,6.0,0.0,0.0,620.0,208.0,11.555555555555555,3304904,214.0,-2.8
3304904,COLEGIO NOSSA SENHORA DAS DORES,33089175,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17.0,1.0,3.0,5.0,4.0,2.0,0.0,0.0,220.0,19.0,1.1176470588235294,3304904,40.0,-52.5
3304904,COL ODETE SAO PAIO,33089191,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,1.0,9.0,16.0,9.0,6.0,0.0,0.0,778.0,139.0,3.861111111111111,3304904,146.0,-4.8
3304904,COL STA TEREZINHA,33089248,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,283.0,105.0,3.75,3304904,85.0,23.5
3304904,EXTERNATO DR ALBERT SABIN,33089760,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,16.0,1.0,2.0,10.0,5.0,3.0,0.0,0.0,333.0,21.0,1.3125,3304904,34.0,-38.2
3304904,CENTRO EDUC PERICAR,33089795,4,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,251.0,50.0,6.25,3304904,58.0,-13.8
3304904,EXTERNATO SAO CARLOS,33089809,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,12.0,1.0,4.0,5.0,4.0,3.0,0.0,3.0,147.0,25.0,2.083333333333333,3304904,20.0,25.0
3304904,COLEGIO SANTA MONICA - SAO GONCALO,33089825,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,20.0,1.0,7.0,10.0,12.0,5.0,1.0,0.0,1035.0,180.0,9.0,3304904,190.0,-5.3
3304904,INSTITUTO CULTURAL OLAVO BILAC,33089833,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,13.0,1.0,3.0,6.0,6.0,3.0,0.0,0.0,306.0,49.0,3.769230769230769,3304904,43.0,14.0
3304904,COLEGIO FORCA MAXIMA DE SAO GONCALO LTDA - ME,33090041,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,15.0,1.0,0.0,5.0,4.0,6.0,1.0,0.0,364.0,132.0,8.8,3304904,145.0,-9.0
3304904,COL BATISTA DO LARANJAL,33090700,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,36.0,1.0,8.0,10.0,8.0,6.0,5.0,0.0,411.0,60.0,1.6666666666666667,3304904,67.0,-10.4
3304904,COLEGIO PARAISO,33091226,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,65.0,1.0,4.0,5.0,6.0,3.0,0.0,0.0,434.0,102.0,1.5692307692307692,3304904,154.0,-33.8
3304904,EDUCANDARIO JECSA,33103992,4,1.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,18.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,318.0,50.0,2.7777777777777777,3304904,78.0,-35.9
3304904,CENTRO EDUC SOARES HERDY,33104107,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,17.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,301.0,35.0,2.0588235294117645,3304904,20.0,75.0
3304904,CENTRO EDUC JOSE DE ANCHIETA,33107661,4,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,33.0,1.0,10.0,15.0,8.0,3.0,0.0,0.0,776.0,75.0,2.272727272727273,3304904,73.0,2.7
3304904,SERVICO SOCIAL DA INDUSTRIA - SESI,33108617,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,547.0,547.0,49.72727272727273,3304904,493.0,11.0
3304904,CENTRO EDUC LAZARES,33115630,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,496.0,69.0,3.45,3304904,58.0,19.0
3304904,COLEGIO EQUIPE 1,33115699,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,16.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,380.0,76.0,4.75,3304904,65.0,16.9
3304904,CENTRO EDUC DE TRINDADE,33118140,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,1.0,3.0,5.0,4.0,3.0,0.0,0.0,248.0,41.0,3.727272727272727,3304904,46.0,-10.9
3304904,EXTERNATO LAGOAS,33119163,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,1.0,3.0,5.0,4.0,3.0,1.0,0.0,295.0,51.0,3.923076923076923,3304904,48.0,6.2
3304904,CENTRO EDUC HUMBERTO FRANCA,33121141,4,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,5.0,4.0,1.0,0.0,0.0,166.0,8.0,1.0,3304904,,
3304904,CENTRO EDUC OLIVIA LIMA E JD DE INF MIRIM LTDA,33126000,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,24.0,1.0,5.0,10.0,8.0,3.0,0.0,0.0,486.0,75.0,3.125,3304904,84.0,-10.7
3304904,CENTRO EDUC LUCIETE MANHAES,33129932,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,1.0,5.0,14.0,6.0,2.0,0.0,0.0,528.0,23.0,1.2777777777777777,3304904,23.0,0.0
3304904,COLEGIO MV1 SAO GONCALO,33135746,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0,1.0,0.0,6.0,9.0,6.0,2.0,0.0,511.0,156.0,10.4,3304904,164.0,-4.9
3304904,SISTEMA ELITE DE ENSINO - SAO GONCALO,33139032,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,14.0,1.0,0.0,0.0,5.0,9.0,5.0,0.0,650.0,424.0,30.285714285714285,3304904,365.0,16.2
3304904,EXTERNATO JULIO LIMA,33139059,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,3.0,5.0,4.0,2.0,0.0,0.0,185.0,15.0,1.3636363636363635,3304904,33.0,-54.5
3304904,COLEGIO ALFREDO BACKER,33152098,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,98.0,98.0,8.166666666666666,3304904,103.0,-4.9
3304904,EDUCANDARIO MARTINS,33156816,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,16.0,1.0,3.0,5.0,5.0,3.0,0.0,0.0,230.0,32.0,2.0,3304904,27.0,18.5
3304904,COLEGIO SOARES FONSECA,33157391,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,1.0,3.0,6.0,4.0,3.0,0.0,0.0,272.0,19.0,1.9,3304904,18.0,5.6
3304904,INSTITUTO NOVA VIDA DE EDUCACAO E CULTURA,33161860,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,321.0,65.0,4.333333333333333,3304904,60.0,8.3
3304904,CENTRO EDUCACIONAL JOANA E CAROLINA,33166714,4,1.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,20.0,1.0,0.0,10.0,4.0,2.0,0.0,0.0,161.0,14.0,0.7,3304904,38.0,-63.2
3304904,COLEGIO M3,33170347,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,11.0,1.0,0.0,5.0,8.0,4.0,0.0,0.0,381.0,91.0,8.272727272727273,3304904,106.0,-14.2
3304904,SENAI SAO GONCALO,33172218,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,82.0,1.0,0.0,0.0,0.0,14.0,42.0,0.0,758.0,0.0,0.0,3304904,0.0,
3304904,COLEGIO E CURSO ZEROHUM SAO GONCALO,33179301,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,16.0,1.0,3.0,5.0,4.0,4.0,1.0,0.0,299.0,59.0,3.6875,3304904,154.0,-61.7
3304904,COLEGIO E CURSO ZEROHUM ALCANTARA,33180660,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,1.0,4.0,10.0,6.0,6.0,2.0,0.0,676.0,243.0,11.045454545454543,3304904,222.0,9.5
3304904,COLEGIO E CURSO START,33181594,4,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,115.0,115.0,23.0,3304904,44.0,161.4
3304904,COLEGIO COGITARE,33187100,4,1.0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,11.0,1.0,0.0,5.0,4.0,3.0,2.0,0.0,123.0,37.0,3.363636363636364,3304904,53.0,-30.2
3304904,CENTRO EDUCACIONAL FERREIRA LEITE,33190585,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,276.0,47.0,3.1333333333333333,3304904,25.0,88.0
3304904,CEIVA ESCOLA CRISTA LTDA,33191182,4,1.0,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,14.0,1.0,0.0,8.0,4.0,3.0,0.0,0.0,270.0,62.0,4.428571428571429,3304904,82.0,-24.4
3304904,COLEGIO E CURSO START,33194084,4,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,117.0,117.0,16.714285714285715,3304904,50.0,134.0
3304904,INSTITUTO DE ENSINO COLLEGE,33194491,4,1.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,48.0,48.0,5.333333333333333,3304904,49.0,-2.0
3304904,CENTRO EDUCACIONAL PEREIRA SIQUEIRA LTDA ME,33198837,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,109.0,109.0,13.625,3304904,,
3304904,LS SAO GONCALO ENSINO INTERCULTURAL LTDA LEGACY SCHOOL SAO GONCALO,33201900,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,21.0,1.0,11.0,12.0,9.0,2.0,0.0,0.0,677.0,50.0,2.380952380952381,3304904,,
3304904,CENTRO EDUCACIONAL RAIO DE SOL,33442215,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,13.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,337.0,42.0,3.230769230769231,3304904,44.0,-4.5
3304904,CENTRO EDUC CELIA ROSA,33090076,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,3.0,6.0,4.0,3.0,0.0,0.0,318.0,44.0,2.588235294117647,3304904,52.0,-15.4
3304904,CENTRO EDUC RAUL VEIGA,33090092,4,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,1.0,2.0,10.0,4.0,2.0,0.0,0.0,323.0,37.0,2.642857142857143,3304904,63.0,-41.3
3304904,ESCOLA DE EDUCACAO VIVA,33152101,4,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,16.0,1.0,3.0,5.0,4.0,1.0,0.0,0.0,400.0,12.0,0.75,3304904,0.0,
3304904,COL JEAN PIAGET,33090734,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,1.0,3.0,10.0,7.0,3.0,0.0,0.0,526.0,80.0,2.962962962962963,3304904,83.0,-3.6
3304904,COLEGIO RUI BARBOSA,33090777,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,13.0,1.0,3.0,5.0,8.0,3.0,0.0,0.0,555.0,148.0,11.384615384615383,3304904,98.0,51.0
3305109,COLEGIO SANTA MARIA,33092346,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,1.0,6.0,19.0,12.0,6.0,3.0,0.0,990.0,143.0,2.86,3305109,158.0,-9.5
3305109,CENTRO EDUC JOSE DE ANCHIETA,33092982,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,8.0,13.0,7.0,3.0,0.0,0.0,647.0,65.0,2.1666666666666665,3305109,81.0,-19.8
3305109,JD ESC BONEQUINHO DOCE LTDA,33093350,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,1.0,7.0,6.0,4.0,2.0,0.0,0.0,231.0,28.0,1.12,3305109,19.0,47.4
3305109,CENTRO EDUCACIONAL JOSE FRANCISCO DA MOTA,33127352,4,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15.0,1.0,0.0,13.0,8.0,3.0,0.0,0.0,665.0,64.0,4.266666666666667,3305109,52.0,23.1
3305109,CENTRO EDUCACIONAL COLUMBIA 2000 LTDA,33143145,4,1.0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,11.0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,357.0,116.0,10.545454545454543,3305109,109.0,6.4
3305109,CURSO FLAMA VESTIBULARES LTDA,33148287,4,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,1.0,0.0,0.0,2.0,11.0,8.0,0.0,266.0,237.0,13.166666666666666,3305109,246.0,-3.7
3305109,COLEGIO FORCA MAXIMA DE VILAR DOS TELES,33159599,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,16.0,1.0,0.0,10.0,10.0,7.0,1.0,0.0,833.0,317.0,19.8125,3305109,344.0,-7.8
3305109,COLEGIO E CURSO FATOR,33171670,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,14.0,1.0,2.0,5.0,9.0,4.0,0.0,0.0,506.0,152.0,10.857142857142858,3305109,161.0,-5.6
3305109,SISTEMA ELITE DE ENSINO,33176752,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,226.0,0.0,0.0,3305109,401.0,-100.0
3305109,COLEGIO E CURSO ZEROHUM SAO JOAO DE MERITI,33185700,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,1.0,2.0,5.0,4.0,2.0,0.0,0.0,134.0,16.0,2.0,3305109,252.0,-93.7
3305109,COLEGIO E CURSO MATRIZ EDUCACAO LTDA,33190674,4,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,14.0,1.0,0.0,6.0,8.0,6.0,4.0,0.0,561.0,186.0,13.285714285714286,3305109,146.0,27.4
3305109,COLEGIO E CURSO ZEROHUM,33200572,4,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,283.0,184.0,18.4,3305109,,
3305109,LEGACY SCHOOL SAO JOAO DE MERITI LTDA,33202826,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,3.0,9.0,5.0,1.0,0.0,0.0,267.0,28.0,1.8666666666666667,3305109,,
3305109,COLEGIO FORCA MAXIMA DE SAO JOAO DE MERITI,33448256,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,21.0,1.0,2.0,5.0,8.0,6.0,0.0,0.0,692.0,286.0,13.61904761904762,3305109,273.0,4.8
3305109,CENTRO DE EDUCACAO MALVINA QUEIROZ LTDA-ME,33453217,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,245.0,27.0,3.375,3305109,0.0,
3305109,COLEGIO BATISTA DO VILAR,33093008,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,1.0,1.0,10.0,8.0,4.0,4.0,0.0,660.0,153.0,7.65,3305109,168.0,-8.9
3305208,CENTRO EDUCACIONAL MISSAO DE SAO PEDRO,33028079,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1.0,4.0,5.0,5.0,3.0,0.0,0.0,313.0,48.0,3.2,3305208,38.0,26.3
3305208,COLEGIO OBJETIVO SAO PEDRO,33028567,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,0.0,6.0,6.0,5.0,0.0,0.0,421.0,139.0,11.583333333333334,3305208,84.0,65.5
3305208,CENTRO EDUC PROFESSOR ELIAS,33142645,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,41.0,1.0,9.0,16.0,12.0,6.0,1.0,0.0,987.0,144.0,3.5121951219512195,3305208,123.0,17.1
3305208,COLEGIO POTENCIAL LTDA - ME,33175586,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0,1.0,0.0,5.0,4.0,3.0,0.0,0.0,202.0,80.0,8.0,3305208,76.0,5.3
3305208,CENTRO EDUCACIONAL INFANTIL ARCA DE NOE,33178461,4,1.0,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0,1.0,0.0,11.0,4.0,2.0,0.0,0.0,368.0,28.0,2.1538461538461537,3305208,13.0,115.4
3305208,COLEGIO SILVA SERPA,33190160,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,309.0,103.0,10.3,3305208,113.0,-8.8
3305208,INSTITUTO AREDES RODRIGUES,33226210,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,78.0,78.0,26.0,3305208,85.0,-8.2
3305802,CENTRO DE ENSINO MODERNO,33042373,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,5.0,7.0,6.0,3.0,3.0,0.0,407.0,75.0,5.0,3305802,66.0,13.6
3305802,COL NS DO CARMO,33042560,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,3.0,6.0,4.0,3.0,0.0,0.0,313.0,55.0,3.6666666666666665,3305802,46.0,19.6
3305802,ESC GEORGE MARCH LTDA,33043086,4,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,0.0,7.0,9.0,5.0,2.0,0.0,475.0,127.0,7.055555555555555,3305802,100.0,27.0
3305802,CENA - CENTRO DE ENSINO ATUALIZADO LTDA,33101051,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,19.0,1.0,5.0,5.0,4.0,3.0,0.0,0.0,240.0,41.0,2.1578947368421053,3305802,34.0,20.6
3305802,ESCOLA MENDES FARIA LTDA,33101205,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,1.0,5.0,5.0,4.0,3.0,0.0,0.0,257.0,40.0,4.0,3305802,33.0,21.2
3305802,CENTRO EDUCACIONAL BETESDA,33101221,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,1.0,4.0,5.0,4.0,2.0,2.0,0.0,139.0,8.0,0.8,3305802,17.0,-52.9
3305802,ESPACO E VIDA DE TERESOPOLIS,33127875,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,3.0,8.0,6.0,3.0,0.0,0.0,333.0,53.0,3.533333333333333,3305802,72.0,-26.4
3305802,CETEPRO - CENTRO TECNICO DE ENSINO PROFISSIONALIZANTE,33154864,4,1.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,33.0,11.0,3305802,0.0,
3305802,CENTENA CENTRO TECNICO DE ENSINO NA AREA DE SAUDE E PROFISSIONALIZANTE LTDA,33162484,4,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,3.0,62.0,0.0,880.0,15.0,0.625,3305802,0.0,
3305802,COLEGIO UNICO LTDA,33170509,4,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,17.0,1.0,5.0,5.0,4.0,3.0,2.0,0.0,296.0,72.0,4.235294117647059,3305802,67.0,7.5
3305802,COLEGIO PONTO DE APOIO DE TERESOPOLIS,33182078,4,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,129.0,69.0,8.625,3305802,57.0,21.1
3305802,COLEGIO E CURSO PENSI,33182094,4,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,5.0,4.0,4.0,0.0,0.0,394.0,117.0,14.625,3305802,121.0,-3.3
3305802,COLEGIO E CURSO CARVALHO BRAGA,33196770,4,1.0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,5.0,6.0,0.0,0.0,191.0,108.0,10.8,3305802,45.0,140.0
3305802,CENTRO DE ENSINO BOM PASTOR,33197113,4,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,4.0,3.0,2.0,0.0,80.0,20.0,2.857142857142857,3305802,0.0,
3305802,COLEGIO E CURSO RESOLVE EDUCACAO TERESOPOLIS,33199167,4,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17.0,1.0,5.0,5.0,4.0,3.0,0.0,0.0,257.0,31.0,1.8235294117647056,3305802,,
3305802,LEGACY SCHOOL TERESOPOLIS,33201854,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,5.0,4.0,2.0,2.0,0.0,198.0,35.0,5.0,3305802,,
3305802,CENTRO DE ENSINO SERRANO CESE LTDA,33444269,4,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,5.0,5.0,4.0,2.0,0.0,0.0,224.0,20.0,1.5384615384615383,3305802,14.0,42.9
3305802,ESCOLA IDEAL DE TERESPOLIS LTDA,33471223,4,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,5.0,5.0,4.0,3.0,0.0,0.0,217.0,34.0,1.619047619047619,3305802,36.0,-5.6
