codigo_escola;faixa_rank_cidade;faixa_ordem
35143625;Top 10;2
35154436;Top 10;2
35806389;Top 10;2
35131295;Top 10;2
35133772;Top 10;2
35160544;Top 10;2
35186259;Top 10;2
35187318;Top 10;2
35195790;Top 10;2
35196976;Top 10;2
35009768;Top 10;2
35803066;Top 10;2
35108112;Top 10;2
35108145;Top 10;2
35126615;Top 10;2
35131945;Top 10;2
35133115;Top 10;2
35140806;Top 10;2
35142360;Top 10;2
35144216;Top 10;2
35468400;Top 10;2
35529503;Top 10;2
35112252;Top 10;2
35121447;Top 10;2
35134314;Top 10;2
35144548;Top 10;2
35568028;Top 10;2
35585488;Top 10;2
35112951;Top 10;2
35125787;Top 10;2
35161123;Top 10;2
35170112;Top 10;2
35170446;Top 10;2
35439368;Top 10;2
35439599;Top 10;2
35499365;Top 10;2
35809044;Top 10;2
35813000;Top 10;2
35103081;Top 10;2
35132950;Top 10;2
35115642;Top 10;2
35137716;Top 10;2
35150344;Top 10;2
35176734;Top 10;2
35429259;Top 10;2
35441922;Top 10;2
35106434;Top 10;2
35111569;Top 10;2
35125696;Top 10;2
35134272;Top 10;2
35140703;Top 10;2
35159141;Top 10;2
35382619;Top 10;2
35432210;Top 10;2
35800077;Top 10;2
35143029;Top 10;2
35174920;Top 10;2
35810575;Top 10;2
35150289;Top 10;2
35169328;Top 10;2
35172856;Top 10;2
35179383;Top 10;2
35805048;Top 10;2
35071092;Top 10;2
35085455;Top 10;2
35113086;Top 10;2
35153126;Top 10;2
35305674;Top 10;2
35811683;Top 10;2
35006190;Top 10;2
35111648;Top 10;2
35143170;Top 10;2
35143352;Top 10;2
35172959;Top 10;2
35457334;Top 10;2
35802086;Top 10;2
35802189;Top 10;2
35110899;Top 10;2
35110929;Top 10;2
35126196;Top 10;2
35135616;Top 10;2
35137194;Top 10;2
35138083;Top 10;2
35155871;Top 10;2
35167794;Top 10;2
35167800;Top 10;2
35288822;Top 10;2
35109356;Top 10;2
35126895;Top 10;2
35139622;Top 10;2
35009516;Top 10;2
35115708;Top 10;2
35115712;Top 10;2
35121344;Top 10;2
35125982;Top 10;2
35134429;Top 10;2
35153795;Top 10;2
35192399;Top 10;2
35299789;Top 10;2
35010473;Top 10;2
35113207;Top 10;2
35113219;Top 10;2
35113256;Top 10;2
35136050;Top 10;2
35150435;Top 10;2
35175420;Top 10;2
35290981;Top 10;2
35481397;Top 10;2
35809445;Top 10;2
35113426;Top 10;2
35130606;Top 10;2
35134417;Top 10;2
35139932;Top 10;2
35143789;Top 10;2
35144997;Top 10;2
35152812;Top 10;2
35388786;Top 10;2
35497997;Top 10;2
35811142;Top 10;2
35117500;Top 10;2
35117547;Top 10;2
35117560;Top 10;2
35117572;Top 10;2
35117614;Top 10;2
35124801;Top 10;2
35150654;Top 10;2
35342956;Top 10;2
35810095;Top 10;2
35126044;Top 10;2
35108583;Top 10;2
35108601;Top 10;2
35108613;Top 10;2
35125799;Top 10;2
35125817;Top 10;2
35150548;Top 10;2
35185383;Top 10;2
35464259;Top 10;2
35810940;Top 10;2
35108339;Top 10;2
35108364;Top 10;2
35122993;Top 10;2
35126974;Top 10;2
35135094;Top 10;2
35193914;Top 10;2
35290762;Top 10;2
35299182;Top 10;2
35430146;Top 10;2
35450868;Top 10;2
35005753;Top 10;2
35136098;Top 10;2
35138836;Top 10;2
35140673;Top 10;2
35140685;Top 10;2
35150022;Top 10;2
35175687;Top 10;2
35257312;Top 10;2
35007828;Top 10;2
35109411;Top 10;2
35109435;Top 10;2
35109460;Top 10;2
35120637;Top 10;2
35120947;Top 10;2
35135288;Top 10;2
35568582;Top 10;2
35800200;Top 10;2
35809111;Top 10;2
35004901;Top 10;2
35006070;Top 10;2
35117699;Top 10;2
35117705;Top 10;2
35123808;Top 10;2
35141392;Top 10;2
35150459;Top 10;2
35005656;Top 10;2
35007666;Top 10;2
35008395;Top 10;2
35151993;Top 10;2
35158446;Top 10;2
35165049;Top 10;2
35110826;Top 10;2
35133097;Top 10;2
35158379;Top 10;2
35286527;Top 10;2
35288032;Top 10;2
35007022;Top 10;2
35113724;Top 10;2
35113736;Top 10;2
35113759;Top 10;2
35113852;Top 10;2
35123146;Top 10;2
35125490;Top 10;2
35165931;Top 10;2
35165943;Top 10;2
35304888;Top 10;2
35151907;Top 10;2
35006289;Top 10;2
35119748;Top 10;2
35136876;Top 10;2
35136888;Top 10;2
35138654;Top 10;2
35151063;Top 10;2
35167666;Top 10;2
35449143;Top 10;2
35583303;Top 10;2
35805257;Top 10;2
35117134;Top 10;2
35117195;Top 10;2
35117201;Top 10;2
35118321;Top 10;2
35121381;Top 10;2
35123444;Top 10;2
35165773;Top 10;2
35185619;Top 10;2
35300895;Top 10;2
35466761;Top 10;2
35009648;Top 10;2
35105824;Top 10;2
35108637;Top 10;2
35128120;Top 10;2
35141495;Top 10;2
35440656;Top 10;2
35004304;Top 10;2
35114820;Top 10;2
35114960;Top 10;2
35118503;Top 10;2
35132925;Top 10;2
35186429;Top 10;2
35290804;Top 10;2
35431436;Top 10;2
35449003;Top 10;2
35114832;Top 10;2
35004193;Top 10;2
35114030;Top 10;2
35114042;Top 10;2
35114066;Top 10;2
35114078;Top 10;2
35159013;Top 10;2
35263072;Top 10;2
35111788;Top 10;2
35123675;Top 10;2
35130643;Top 10;2
35583674;Top 10;2
35140612;Top 10;2
35150642;Top 10;2
35174836;Top 10;2
35499092;Top 10;2
35121721;Top 10;2
35141355;Top 10;2
35141367;Top 10;2
35153163;Top 10;2
35369226;Top 10;2
35108649;Top 10;2
35108698;Top 10;2
35108820;Top 10;2
35124631;Top 10;2
35135148;Top 10;2
35139178;Top 10;2
35140909;Top 10;2
35143736;Top 10;2
35173186;Top 10;2
35429089;Top 10;2
35005953;Top 10;2
35109708;Top 10;2
35109721;Top 10;2
35109733;Top 10;2
35110140;Top 10;2
35131829;Top 10;2
35154295;Top 10;2
35186260;Top 10;2
35483084;Top 10;2
35810939;Top 10;2
35006291;Top 10;2
35108923;Top 10;2
35108972;Top 10;2
35109010;Top 10;2
35119611;Top 10;2
35142612;Top 10;2
35142967;Top 10;2
35152729;Top 10;2
35583224;Top 10;2
35802578;Top 10;2
35109198;Top 10;2
35109228;Top 10;2
35127115;Top 10;2
35132160;Top 10;2
35135203;Top 10;2
35139208;Top 10;2
35154775;Top 10;2
35430432;Top 10;2
35802839;Top 10;2
35007524;Top 10;2
35009706;Top 10;2
35115253;Top 10;2
35125436;Top 10;2
35125441;Top 10;2
35165116;Top 10;2
35170331;Top 10;2
35115265;Top 10;2
35115277;Top 10;2
35121307;Top 10;2
35004215;Top 10;2
35006933;Top 10;2
35116361;Top 10;2
35116373;Top 10;2
35188712;Top 10;2
35448205;Top 10;2
35500033;Top 10;2
35501918;Top 10;2
35504324;Top 10;2
35809159;Top 10;2
35004369;Top 10;2
35111089;Top 10;2
35134259;Top 10;2
35137170;Top 10;2
35140065;Top 10;2
35175572;Top 10;2
35499067;Top 10;2
35561320;Top 10;2
35805555;Top 10;2
35808246;Top 10;2
35399197;Top 10;2
35103718;Top 10;2
35103548;Top 10;2
35143406;Top 10;2
35165347;Top 10;2
35103524;Top 10;2
35120285;Top 10;2
35105314;Top 10;2
35162243;Top 10;2
35107190;Top 10;2
35005406;Top 10;2
35009055;Top 10;2
35110450;Top 10;2
35110474;Top 10;2
35121253;Top 10;2
35137807;Top 10;2
35144320;Top 10;2
35151130;Top 10;2
35160477;Top 10;2
35290452;Top 10;2
35114637;Top 10;2
35125465;Top 10;2
35164948;Top 10;2
35288482;Top 10;2
35367679;Top 10;2
35441259;Top 10;2
35111958;Top 10;2
35112008;Top 10;2
35122968;Top 10;2
35137674;Top 10;2
35137686;Top 10;2
35141586;Top 10;2
35155779;Top 10;2
35165578;Top 10;2
35173548;Top 10;2
35450339;Top 10;2
35121435;Top 10;2
35154258;Top 10;2
35497236;Top 10;2
35119593;Top 10;2
35121563;Top 10;2
35142098;Top 10;2
35151774;Top 10;2
35151798;Top 10;2
35155111;Top 10;2
35185061;Top 10;2
35287131;Top 10;2
35288378;Top 10;2
35586663;Top 10;2
35118722;Top 10;2
35124862;Top 10;2
35139270;Top 10;2
35140090;Top 10;2
35144034;Top 10;2
35154003;Top 10;2
35161895;Top 10;2
35161913;Top 10;2
35374040;Top 10;2
35560728;Top 10;2
35007094;Top 10;2
35112057;Top 10;2
35139506;Top 10;2
35158616;Top 10;2
35463401;Top 10;2
35111235;Top 10;2
35111259;Top 10;2
35111363;Top 10;2
35118564;Top 10;2
35140193;Top 10;2
35140995;Top 10;2
35143297;Top 10;2
35151282;Top 10;2
35161861;Top 10;2
35168373;Top 10;2
35007952;Top 10;2
35131970;Top 10;2
35136025;Top 10;2
35164768;Top 10;2
35286187;Top 10;2
35143443;Top 10;2
35159918;Top 10;2
35567863;Top 10;2
35802281;Top 10;2
41025466;Top 10;2
41025954;Top 10;2
41026039;Top 10;2
41026241;Top 10;2
41368649;Top 10;2
41026810;Top 10;2
41027000;Top 10;2
41027051;Top 10;2
41123794;Top 10;2
41123832;Top 10;2
41158253;Top 10;2
41360044;Top 10;2
41382706;Top 10;2
41028945;Top 10;2
41152689;Top 10;2
41071417;Top 10;2
41071581;Top 10;2
41071859;Top 10;2
41071913;Top 10;2
41071921;Top 10;2
41072111;Top 10;2
41072189;Top 10;2
41150392;Top 10;2
41377001;Top 10;2
41381459;Top 10;2
41125657;Top 10;2
41126289;Top 10;2
41163117;Top 10;2
41127242;Top 10;2
41127722;Top 10;2
41130987;Top 10;2
41131673;Top 10;2
41131690;Top 10;2
41131703;Top 10;2
41131789;Top 10;2
41133153;Top 10;2
41148142;Top 10;2
41352866;Top 10;2
41149971;Top 10;2
41163761;Top 10;2
41075927;Top 10;2
41076087;Top 10;2
41076290;Top 10;2
41076311;Top 10;2
41076800;Top 10;2
41151780;Top 10;2
41358708;Top 10;2
41377117;Top 10;2
41395832;Top 10;2
41407423;Top 10;2
41099605;Top 10;2
41100921;Top 10;2
41158709;Top 10;2
41162420;Top 10;2
41382366;Top 10;2
41386329;Top 10;2
41534913;Top 10;2
41100700;Top 10;2
41030095;Top 10;2
41031105;Top 10;2
41031733;Top 10;2
41031814;Top 10;2
41032004;Top 10;2
41032039;Top 10;2
41033310;Top 10;2
41166043;Top 10;2
41358899;Top 10;2
41379110;Top 10;2
41024303;Top 10;2
41024397;Top 10;2
41024613;Top 10;2
41024672;Top 10;2
41024826;Top 10;2
41144490;Top 10;2
41150996;Top 10;2
41152450;Top 10;2
41165055;Top 10;2
41377370;Top 10;2
41140362;Top 10;2
41140397;Top 10;2
41140834;Top 10;2
41140931;Top 10;2
41141024;Top 10;2
41366522;Top 10;2
41399820;Top 10;2
41570944;Top 10;2
41141008;Top 10;2
41135946;Top 10;2
41157990;Top 10;2
41160258;Top 10;2
41397029;Top 10;2
41061870;Top 10;2
41063015;Top 10;2
41063252;Top 10;2
41063309;Top 10;2
41063350;Top 10;2
41063368;Top 10;2
41151844;Top 10;2
41157044;Top 10;2
41552059;Top 10;2
41569938;Top 10;2
41137833;Top 10;2
41138430;Top 10;2
41157907;Top 10;2
41162269;Top 10;2
41354869;Top 10;2
41387155;Top 10;2
41068610;Top 10;2
41068785;Top 10;2
41156781;Top 10;2
41158768;Top 10;2
41159683;Top 10;2
41007808;Top 10;2
41007883;Top 10;2
41008545;Top 10;2
41008758;Top 10;2
41149955;Top 10;2
41382161;Top 10;2
42114012;Top 10;2
42144329;Top 10;2
42151775;Top 10;2
42153824;Top 10;2
42162890;Top 10;2
42015588;Top 10;2
42016142;Top 10;2
42016150;Top 10;2
42016207;Top 10;2
42133319;Top 10;2
42158133;Top 10;2
42160642;Top 10;2
42080258;Top 10;2
42080746;Top 10;2
42155274;Top 10;2
42155541;Top 10;2
42130930;Top 10;2
42155649;Top 10;2
42053480;Top 10;2
42104637;Top 10;2
42113105;Top 10;2
42116112;Top 10;2
42130875;Top 10;2
42141036;Top 10;2
42159857;Top 10;2
42203600;Top 10;2
42011612;Top 10;2
42011620;Top 10;2
42012023;Top 10;2
42012198;Top 10;2
42084695;Top 10;2
42106915;Top 10;2
42113601;Top 10;2
42123682;Top 10;2
42158702;Top 10;2
42163137;Top 10;2
42000670;Top 10;2
42109230;Top 10;2
42113083;Top 10;2
42160081;Top 10;2
42160383;Top 10;2
42160650;Top 10;2
42163021;Top 10;2
42000238;Top 10;2
42103894;Top 10;2
42133114;Top 10;2
42068606;Top 10;2
42068665;Top 10;2
42068673;Top 10;2
42068690;Top 10;2
42068703;Top 10;2
42110599;Top 10;2
42143063;Top 10;2
42159547;Top 10;2
42164702;Top 10;2
42091403;Top 10;2
42091462;Top 10;2
42091560;Top 10;2
42091578;Top 10;2
42152038;Top 10;2
42020492;Top 10;2
42020530;Top 10;2
42020557;Top 10;2
42020565;Top 10;2
42020590;Top 10;2
42070880;Top 10;2
42112141;Top 10;2
42121191;Top 10;2
42142822;Top 10;2
42160499;Top 10;2
42028493;Top 10;2
42028990;Top 10;2
42143390;Top 10;2
42143969;Top 10;2
42073944;Top 10;2
42099536;Top 10;2
42130913;Top 10;2
42136776;Top 10;2
42154529;Top 10;2
42159571;Top 10;2
42160073;Top 10;2
42160715;Top 10;2
42003555;Top 10;2
42003571;Top 10;2
42108764;Top 10;2
42116643;Top 10;2
42119529;Top 10;2
42162076;Top 10;2
42163960;Top 10;2
42003890;Top 10;2
42003903;Top 10;2
42134846;Top 10;2
42005728;Top 10;2
42006694;Top 10;2
42006708;Top 10;2
42006724;Top 10;2
42127831;Top 10;2
43003761;Top 10;2
43013880;Top 10;2
43183034;Top 10;2
43019048;Top 10;2
43019056;Top 10;2
43019196;Top 10;2
43008895;Top 10;2
43022316;Top 10;2
43022324;Top 10;2
43023363;Top 10;2
43029752;Top 10;2
43181694;Top 10;2
43211984;Top 10;2
43037682;Top 10;2
43037690;Top 10;2
43037704;Top 10;2
43037720;Top 10;2
43038379;Top 10;2
43038387;Top 10;2
43176364;Top 10;2
43210643;Top 10;2
43219616;Top 10;2
43219713;Top 10;2
43041639;Top 10;2
43041647;Top 10;2
43042910;Top 10;2
43042929;Top 10;2
43043666;Top 10;2
43043674;Top 10;2
43043720;Top 10;2
43176852;Top 10;2
43205542;Top 10;2
43215688;Top 10;2
43056172;Top 10;2
43056180;Top 10;2
43057152;Top 10;2
43068677;Top 10;2
43069002;Top 10;2
43069290;Top 10;2
43069355;Top 10;2
43180698;Top 10;2
43216471;Top 10;2
43092454;Top 10;2
43092519;Top 10;2
43092870;Top 10;2
43093124;Top 10;2
43093353;Top 10;2
43097774;Top 10;2
43097782;Top 10;2
43097812;Top 10;2
43098584;Top 10;2
43215360;Top 10;2
43100007;Top 10;2
43100031;Top 10;2
43100260;Top 10;2
43101127;Top 10;2
43173217;Top 10;2
43173390;Top 10;2
43175317;Top 10;2
43215572;Top 10;2
43218687;Top 10;2
43104975;Top 10;2
43104983;Top 10;2
43105017;Top 10;2
43107419;Top 10;2
43107494;Top 10;2
43108164;Top 10;2
43172440;Top 10;2
43173330;Top 10;2
43215050;Top 10;2
43238203;Top 10;2
43112803;Top 10;2
43113338;Top 10;2
43113656;Top 10;2
43113680;Top 10;2
43162800;Top 10;2
43214835;Top 10;2
43112790;Top 10;2
43119930;Top 10;2
43119948;Top 10;2
43119964;Top 10;2
43121756;Top 10;2
43298265;Top 10;2
43121896;Top 10;2
43121900;Top 10;2
43122019;Top 10;2
43123090;Top 10;2
43123643;Top 10;2
43123651;Top 10;2
43123678;Top 10;2
43123988;Top 10;2
43216870;Top 10;2
43219438;Top 10;2
43139094;Top 10;2
43139108;Top 10;2
43139558;Top 10;2
43162290;Top 10;2
43162690;Top 10;2
43167284;Top 10;2
43167772;Top 10;2
43167837;Top 10;2
43295258;Top 10;2
43181422;Top 10;2
43180817;Top 10;2
50005405;Top 10;2
50007718;Top 10;2
50007858;Top 10;2
50007874;Top 10;2
50027956;Top 10;2
50030469;Top 10;2
50031163;Top 10;2
50032100;Top 10;2
50034197;Top 10;2
50035088;Top 10;2
50015877;Top 10;2
50016385;Top 10;2
50016628;Top 10;2
50029150;Top 10;2
50030590;Top 10;2
50032895;Top 10;2
50012487;Top 10;2
50024701;Top 10;2
50029312;Top 10;2
50032950;Top 10;2
50040200;Top 10;2
51036169;Top 10;2
51036193;Top 10;2
51036215;Top 10;2
51039010;Top 10;2
51039036;Top 10;2
51039877;Top 10;2
51064529;Top 10;2
51064910;Top 10;2
51088835;Top 10;2
51094061;Top 10;2
51051192;Top 10;2
51051273;Top 10;2
51052326;Top 10;2
51057891;Top 10;2
51065088;Top 10;2
51069431;Top 10;2
51072823;Top 10;2
51016435;Top 10;2
51016443;Top 10;2
51058219;Top 10;2
51067471;Top 10;2
51069849;Top 10;2
51072335;Top 10;2
51089491;Top 10;2
51014459;Top 10;2
51014467;Top 10;2
51069741;Top 10;2
51104407;Top 10;2
51162806;Top 10;2
51027909;Top 10;2
51028646;Top 10;2
51068931;Top 10;2
51088363;Top 10;2
51042371;Top 10;2
51059282;Top 10;2
51071673;Top 10;2
51073161;Top 10;2
51091127;Top 10;2
52079520;Top 10;2
52091015;Top 10;2
52103994;Top 10;2
52110400;Top 10;2
52274373;Top 10;2
52020320;Top 10;2
52020517;Top 10;2
52020592;Top 10;2
52021670;Top 10;2
52076229;Top 10;2
52085414;Top 10;2
52097781;Top 10;2
52105695;Top 10;2
52106551;Top 10;2
52109585;Top 10;2
52031497;Top 10;2
52031772;Top 10;2
52031799;Top 10;2
52079872;Top 10;2
52094111;Top 10;2
52096807;Top 10;2
52097595;Top 10;2
52099490;Top 10;2
52212386;Top 10;2
52288358;Top 10;2
52064786;Top 10;2
52064840;Top 10;2
52072568;Top 10;2
52072584;Top 10;2
52091562;Top 10;2
52094367;Top 10;2
52094502;Top 10;2
52046141;Top 10;2
52046184;Top 10;2
52076601;Top 10;2
52101398;Top 10;2
52033210;Top 10;2
52033708;Top 10;2
52033848;Top 10;2
52034046;Top 10;2
52034054;Top 10;2
52068986;Top 10;2
52086615;Top 10;2
52091384;Top 10;2
52096785;Top 10;2
52103137;Top 10;2
52059383;Top 10;2
52059928;Top 10;2
52069052;Top 10;2
52101517;Top 10;2
52052567;Top 10;2
52053121;Top 10;2
52053261;Top 10;2
52090388;Top 10;2
52105555;Top 10;2
52050785;Top 10;2
52054160;Top 10;2
52054241;Top 10;2
52054268;Top 10;2
52078485;Top 10;2
52098966;Top 10;2
52106748;Top 10;2
52109224;Top 10;2
52116204;Top 10;2
52039722;Top 10;2
52103560;Top 10;2
52047180;Top 10;2
52047369;Top 10;2
52048705;Top 10;2
52048977;Top 10;2
52049108;Top 10;2
52095592;Top 10;2
52107990;Top 10;2
52202399;Top 10;2
53001222;Top 10;2
53001320;Top 10;2
53012860;Top 10;2
53020006;Top 10;2
53020570;Top 10;2
53056000;Top 10;2
53009428;Top 10;2
53013670;Top 10;2
53015347;Top 10;2
53015789;Top 10;2
11013737;Demais escolas;3
11015896;Demais escolas;3
11037660;Demais escolas;3
11000058;Demais escolas;3
11000198;Demais escolas;3
11000252;Demais escolas;3
11000350;Demais escolas;3
11003081;Demais escolas;3
11003090;Demais escolas;3
11037474;Demais escolas;3
11043857;Demais escolas;3
11048450;Demais escolas;3
11048557;Demais escolas;3
11049006;Demais escolas;3
11049073;Demais escolas;3
12010928;Demais escolas;3
12010936;Demais escolas;3
12014370;Demais escolas;3
12022969;Demais escolas;3
12026409;Demais escolas;3
12026530;Demais escolas;3
12028835;Demais escolas;3
12030058;Demais escolas;3
12031682;Demais escolas;3
12033545;Demais escolas;3
13079220;Demais escolas;3
13110314;Demais escolas;3
13025082;Demais escolas;3
13025210;Demais escolas;3
13025295;Demais escolas;3
13025333;Demais escolas;3
13025376;Demais escolas;3
13025694;Demais escolas;3
13025872;Demais escolas;3
13026020;Demais escolas;3
13026194;Demais escolas;3
13026321;Demais escolas;3
13026356;Demais escolas;3
13026402;Demais escolas;3
13026496;Demais escolas;3
13026500;Demais escolas;3
13026585;Demais escolas;3
13026631;Demais escolas;3
13026950;Demais escolas;3
13029860;Demais escolas;3
13031457;Demais escolas;3
13031660;Demais escolas;3
13031767;Demais escolas;3
13031783;Demais escolas;3
13031791;Demais escolas;3
13031872;Demais escolas;3
13032020;Demais escolas;3
13064207;Demais escolas;3
13064215;Demais escolas;3
13074130;Demais escolas;3
13080911;Demais escolas;3
13081365;Demais escolas;3
13084500;Demais escolas;3
13090100;Demais escolas;3
13090186;Demais escolas;3
13092308;Demais escolas;3
13093070;Demais escolas;3
13093126;Demais escolas;3
13098284;Demais escolas;3
13098519;Demais escolas;3
13099981;Demais escolas;3
13100629;Demais escolas;3
13102192;Demais escolas;3
13104586;Demais escolas;3
13105493;Demais escolas;3
13107380;Demais escolas;3
13108727;Demais escolas;3
13168207;Demais escolas;3
13313231;Demais escolas;3
14000792;Demais escolas;3
14000814;Demais escolas;3
14001055;Demais escolas;3
14006260;Demais escolas;3
14006740;Demais escolas;3
14007274;Demais escolas;3
14324067;Demais escolas;3
15066886;Demais escolas;3
15161366;Demais escolas;3
15584062;Demais escolas;3
15587983;Demais escolas;3
15140463;Demais escolas;3
15141179;Demais escolas;3
15176045;Demais escolas;3
15552900;Demais escolas;3
15096009;Demais escolas;3
15114015;Demais escolas;3
15140725;Demais escolas;3
15152219;Demais escolas;3
15158969;Demais escolas;3
15163849;Demais escolas;3
15164543;Demais escolas;3
15165833;Demais escolas;3
15167178;Demais escolas;3
15173330;Demais escolas;3
15177017;Demais escolas;3
15208400;Demais escolas;3
15209806;Demais escolas;3
15523403;Demais escolas;3
15549704;Demais escolas;3
15563448;Demais escolas;3
15565793;Demais escolas;3
15567648;Demais escolas;3
15570479;Demais escolas;3
15570533;Demais escolas;3
15572005;Demais escolas;3
15172600;Demais escolas;3
15172732;Demais escolas;3
15175316;Demais escolas;3
15161625;Demais escolas;3
15542858;Demais escolas;3
15037614;Demais escolas;3
15037622;Demais escolas;3
15038424;Demais escolas;3
15038432;Demais escolas;3
15038483;Demais escolas;3
15038491;Demais escolas;3
15038513;Demais escolas;3
15038521;Demais escolas;3
15041670;Demais escolas;3
15041930;Demais escolas;3
15096190;Demais escolas;3
15097250;Demais escolas;3
15149536;Demais escolas;3
15150542;Demais escolas;3
15156028;Demais escolas;3
15156451;Demais escolas;3
15159329;Demais escolas;3
15159841;Demais escolas;3
15163830;Demais escolas;3
15166260;Demais escolas;3
15167259;Demais escolas;3
15167275;Demais escolas;3
15168344;Demais escolas;3
15170667;Demais escolas;3
15171523;Demais escolas;3
15171639;Demais escolas;3
15172147;Demais escolas;3
15172287;Demais escolas;3
15173402;Demais escolas;3
15173429;Demais escolas;3
15174077;Demais escolas;3
15174433;Demais escolas;3
15174476;Demais escolas;3
15174514;Demais escolas;3
15175014;Demais escolas;3
15175065;Demais escolas;3
15180956;Demais escolas;3
15180999;Demais escolas;3
15181081;Demais escolas;3
15181456;Demais escolas;3
15185001;Demais escolas;3
15225020;Demais escolas;3
15229408;Demais escolas;3
15516423;Demais escolas;3
15531350;Demais escolas;3
15554139;Demais escolas;3
15563235;Demais escolas;3
15567672;Demais escolas;3
15567770;Demais escolas;3
15570541;Demais escolas;3
15577708;Demais escolas;3
15581276;Demais escolas;3
15581900;Demais escolas;3
15585689;Demais escolas;3
15586324;Demais escolas;3
15586715;Demais escolas;3
15155005;Demais escolas;3
15164519;Demais escolas;3
15180611;Demais escolas;3
15563715;Demais escolas;3
15167372;Demais escolas;3
15149005;Demais escolas;3
15180310;Demais escolas;3
15181197;Demais escolas;3
15058794;Demais escolas;3
15169774;Demais escolas;3
15539830;Demais escolas;3
15096831;Demais escolas;3
15180301;Demais escolas;3
15045455;Demais escolas;3
15147002;Demais escolas;3
15166236;Demais escolas;3
15174310;Demais escolas;3
15175529;Demais escolas;3
15539962;Demais escolas;3
15547205;Demais escolas;3
15562000;Demais escolas;3
15566552;Demais escolas;3
15588297;Demais escolas;3
15995933;Demais escolas;3
15152120;Demais escolas;3
15586413;Demais escolas;3
15097811;Demais escolas;3
15103080;Demais escolas;3
15127567;Demais escolas;3
15172201;Demais escolas;3
15180654;Demais escolas;3
15181146;Demais escolas;3
15561313;Demais escolas;3
15577740;Demais escolas;3
15165809;Demais escolas;3
15118932;Demais escolas;3
15118967;Demais escolas;3
15175448;Demais escolas;3
15230023;Demais escolas;3
15168654;Demais escolas;3
15173135;Demais escolas;3
15173437;Demais escolas;3
15223027;Demais escolas;3
15011020;Demais escolas;3
15011070;Demais escolas;3
15011097;Demais escolas;3
15171027;Demais escolas;3
15528715;Demais escolas;3
15560759;Demais escolas;3
16002016;Demais escolas;3
16003128;Demais escolas;3
16007484;Demais escolas;3
16007735;Demais escolas;3
16007743;Demais escolas;3
16007794;Demais escolas;3
16009380;Demais escolas;3
16009762;Demais escolas;3
16011244;Demais escolas;3
16011570;Demais escolas;3
16011759;Demais escolas;3
16012054;Demais escolas;3
16012100;Demais escolas;3
16012410;Demais escolas;3
16027000;Demais escolas;3
16004329;Demais escolas;3
16004779;Demais escolas;3
16011694;Demais escolas;3
17005078;Demais escolas;3
17055741;Demais escolas;3
17056152;Demais escolas;3
17026156;Demais escolas;3
17026237;Demais escolas;3
17044200;Demais escolas;3
17046807;Demais escolas;3
17052564;Demais escolas;3
17054079;Demais escolas;3
17055539;Demais escolas;3
17055962;Demais escolas;3
17056420;Demais escolas;3
17056446;Demais escolas;3
17056527;Demais escolas;3
17056586;Demais escolas;3
17056942;Demais escolas;3
17057574;Demais escolas;3
21089981;Demais escolas;3
21090009;Demais escolas;3
21226253;Demais escolas;3
21256667;Demais escolas;3
21257523;Demais escolas;3
21180385;Demais escolas;3
21180415;Demais escolas;3
21182345;Demais escolas;3
21232180;Demais escolas;3
21500002;Demais escolas;3
21155844;Demais escolas;3
21156280;Demais escolas;3
21515662;Demais escolas;3
21599688;Demais escolas;3
21249881;Demais escolas;3
21249911;Demais escolas;3
21092419;Demais escolas;3
21092680;Demais escolas;3
21092761;Demais escolas;3
21092842;Demais escolas;3
21092869;Demais escolas;3
21093040;Demais escolas;3
21095752;Demais escolas;3
21259330;Demais escolas;3
21272921;Demais escolas;3
21500720;Demais escolas;3
21279721;Demais escolas;3
21287970;Demais escolas;3
21265585;Demais escolas;3
21268894;Demais escolas;3
21273588;Demais escolas;3
21281351;Demais escolas;3
21009902;Demais escolas;3
21010064;Demais escolas;3
21010200;Demais escolas;3
21010250;Demais escolas;3
21010331;Demais escolas;3
21011052;Demais escolas;3
21013748;Demais escolas;3
21013837;Demais escolas;3
21014833;Demais escolas;3
21017506;Demais escolas;3
21017549;Demais escolas;3
21195516;Demais escolas;3
21195534;Demais escolas;3
21199053;Demais escolas;3
21199090;Demais escolas;3
21199221;Demais escolas;3
21199274;Demais escolas;3
21199809;Demais escolas;3
21239843;Demais escolas;3
21261121;Demais escolas;3
21261253;Demais escolas;3
21265216;Demais escolas;3
21273456;Demais escolas;3
21274231;Demais escolas;3
21274819;Demais escolas;3
21278962;Demais escolas;3
21279446;Demais escolas;3
21279810;Demais escolas;3
21280746;Demais escolas;3
21284300;Demais escolas;3
21285241;Demais escolas;3
21286175;Demais escolas;3
21287120;Demais escolas;3
21288380;Demais escolas;3
21290229;Demais escolas;3
21290695;Demais escolas;3
21292647;Demais escolas;3
21292957;Demais escolas;3
21292990;Demais escolas;3
21317402;Demais escolas;3
21318433;Demais escolas;3
21331669;Demais escolas;3
21455201;Demais escolas;3
21470200;Demais escolas;3
21519676;Demais escolas;3
21617660;Demais escolas;3
21162719;Demais escolas;3
21267073;Demais escolas;3
21267324;Demais escolas;3
21498814;Demais escolas;3
22014543;Demais escolas;3
22015701;Demais escolas;3
22112596;Demais escolas;3
22118977;Demais escolas;3
22135790;Demais escolas;3
22141472;Demais escolas;3
