codigo_escola;faixa_rank_cidade;faixa_ordem
51036169;Top 5;1
51036215;Top 5;1
51039877;Top 5;1
51088835;Top 5;1
51094061;Top 5;1
51051273;Top 5;1
51052326;Top 5;1
51057891;Top 5;1
51069431;Top 5;1
51072823;Top 5;1
51016443;Top 5;1
51058219;Top 5;1
51067471;Top 5;1
51069849;Top 5;1
51072335;Top 5;1
51014459;Top 5;1
51014467;Top 5;1
51069741;Top 5;1
51104407;Top 5;1
51162806;Top 5;1
51027909;Top 5;1
51028646;Top 5;1
51068931;Top 5;1
51088363;Top 5;1
51042371;Top 5;1
51059282;Top 5;1
51071673;Top 5;1
51073161;Top 5;1
51091127;Top 5;1
52079520;Top 5;1
52091015;Top 5;1
52103994;Top 5;1
52110400;Top 5;1
52274373;Top 5;1
52020320;Top 5;1
52020517;Top 5;1
52020592;Top 5;1
52105695;Top 5;1
52109585;Top 5;1
52094111;Top 5;1
52097595;Top 5;1
52099490;Top 5;1
52212386;Top 5;1
52288358;Top 5;1
52064786;Top 5;1
52072568;Top 5;1
52091562;Top 5;1
52094367;Top 5;1
52094502;Top 5;1
52046141;Top 5;1
52046184;Top 5;1
52076601;Top 5;1
52101398;Top 5;1
52033210;Top 5;1
52033848;Top 5;1
52034054;Top 5;1
52096785;Top 5;1
52103137;Top 5;1
52059383;Top 5;1
52059928;Top 5;1
52069052;Top 5;1
52101517;Top 5;1
52052567;Top 5;1
52053121;Top 5;1
52053261;Top 5;1
52090388;Top 5;1
52105555;Top 5;1
52050785;Top 5;1
52054160;Top 5;1
52054241;Top 5;1
52078485;Top 5;1
52098966;Top 5;1
52106748;Top 5;1
52109224;Top 5;1
52116204;Top 5;1
52039722;Top 5;1
52103560;Top 5;1
52047180;Top 5;1
52047369;Top 5;1
52048977;Top 5;1
52107990;Top 5;1
52202399;Top 5;1
53001320;Top 5;1
53020006;Top 5;1
53020570;Top 5;1
53056000;Top 5;1
53015347;Top 5;1
11013737;Top 10;2
11015896;Top 10;2
11037660;Top 10;2
11000058;Top 10;2
11000198;Top 10;2
11000252;Top 10;2
11000350;Top 10;2
11003081;Top 10;2
11003090;Top 10;2
11037474;Top 10;2
11043857;Top 10;2
11049006;Top 10;2
11049073;Top 10;2
12010928;Top 10;2
12010936;Top 10;2
12014370;Top 10;2
12022969;Top 10;2
12026409;Top 10;2
12026530;Top 10;2
12028835;Top 10;2
12030058;Top 10;2
12031682;Top 10;2
12033545;Top 10;2
13079220;Top 10;2
13110314;Top 10;2
13025872;Top 10;2
13026631;Top 10;2
13031457;Top 10;2
13031767;Top 10;2
13032020;Top 10;2
13099981;Top 10;2
13102192;Top 10;2
13105493;Top 10;2
13168207;Top 10;2
13313231;Top 10;2
14000792;Top 10;2
14000814;Top 10;2
14001055;Top 10;2
14006260;Top 10;2
14006740;Top 10;2
14007274;Top 10;2
14324067;Top 10;2
15066886;Top 10;2
15161366;Top 10;2
15584062;Top 10;2
15587983;Top 10;2
15140463;Top 10;2
15141179;Top 10;2
15176045;Top 10;2
15552900;Top 10;2
15096009;Top 10;2
15164543;Top 10;2
15165833;Top 10;2
15167178;Top 10;2
15173330;Top 10;2
15177017;Top 10;2
15209806;Top 10;2
15565793;Top 10;2
15570533;Top 10;2
15572005;Top 10;2
15172600;Top 10;2
15172732;Top 10;2
15175316;Top 10;2
15161625;Top 10;2
15542858;Top 10;2
15038424;Top 10;2
15038483;Top 10;2
15038491;Top 10;2
15167275;Top 10;2
15168344;Top 10;2
15172287;Top 10;2
15174476;Top 10;2
15181081;Top 10;2
15229408;Top 10;2
15567672;Top 10;2
15058794;Top 10;2
15169774;Top 10;2
15539830;Top 10;2
15096831;Top 10;2
15180301;Top 10;2
15045455;Top 10;2
15147002;Top 10;2
15166236;Top 10;2
15174310;Top 10;2
15175529;Top 10;2
15539962;Top 10;2
15547205;Top 10;2
15562000;Top 10;2
15566552;Top 10;2
15995933;Top 10;2
15152120;Top 10;2
15586413;Top 10;2
15097811;Top 10;2
15103080;Top 10;2
15127567;Top 10;2
15172201;Top 10;2
15180654;Top 10;2
15181146;Top 10;2
15561313;Top 10;2
15577740;Top 10;2
15165809;Top 10;2
15118932;Top 10;2
15118967;Top 10;2
15175448;Top 10;2
15230023;Top 10;2
15168654;Top 10;2
15173135;Top 10;2
15173437;Top 10;2
15223027;Top 10;2
15011020;Top 10;2
15011070;Top 10;2
15011097;Top 10;2
15171027;Top 10;2
15528715;Top 10;2
15560759;Top 10;2
16002016;Top 10;2
16003128;Top 10;2
16007484;Top 10;2
16007735;Top 10;2
16009380;Top 10;2
16011244;Top 10;2
16011570;Top 10;2
16012054;Top 10;2
16012100;Top 10;2
16012410;Top 10;2
16004329;Top 10;2
16004779;Top 10;2
16011694;Top 10;2
17005078;Top 10;2
17055741;Top 10;2
17056152;Top 10;2
17026237;Top 10;2
17046807;Top 10;2
17052564;Top 10;2
17054079;Top 10;2
17055539;Top 10;2
17055962;Top 10;2
17056446;Top 10;2
17056527;Top 10;2
17056586;Top 10;2
17057574;Top 10;2
21089981;Top 10;2
21090009;Top 10;2
21226253;Top 10;2
21256667;Top 10;2
21257523;Top 10;2
21180385;Top 10;2
21180415;Top 10;2
21182345;Top 10;2
21232180;Top 10;2
21500002;Top 10;2
21155844;Top 10;2
21156280;Top 10;2
21515662;Top 10;2
21599688;Top 10;2
21249881;Top 10;2
21249911;Top 10;2
21092419;Top 10;2
21092680;Top 10;2
21092761;Top 10;2
21092842;Top 10;2
21092869;Top 10;2
21093040;Top 10;2
21095752;Top 10;2
21259330;Top 10;2
21272921;Top 10;2
21500720;Top 10;2
21279721;Top 10;2
21287970;Top 10;2
21265585;Top 10;2
21268894;Top 10;2
21273588;Top 10;2
21281351;Top 10;2
21009902;Top 10;2
21010064;Top 10;2
21010331;Top 10;2
21199090;Top 10;2
21199809;Top 10;2
21273456;Top 10;2
21274231;Top 10;2
21279446;Top 10;2
21290229;Top 10;2
21292990;Top 10;2
21162719;Top 10;2
21267073;Top 10;2
21267324;Top 10;2
21498814;Top 10;2
22014543;Top 10;2
22015701;Top 10;2
22112596;Top 10;2
22118977;Top 10;2
22135790;Top 10;2
22141472;Top 10;2
22144412;Top 10;2
22144978;Top 10;2
22146199;Top 10;2
22326715;Top 10;2
22022406;Top 10;2
22022481;Top 10;2
22022503;Top 10;2
22023658;Top 10;2
22025740;Top 10;2
22027173;Top 10;2
22142363;Top 10;2
22142622;Top 10;2
22144919;Top 10;2
22146636;Top 10;2
23062541;Top 10;2
23062622;Top 10;2
23063440;Top 10;2
23232390;Top 10;2
23275448;Top 10;2
23062495;Top 10;2
23162902;Top 10;2
23163240;Top 10;2
23163348;Top 10;2
23350628;Top 10;2
23067071;Top 10;2
23071036;Top 10;2
23077557;Top 10;2
23235543;Top 10;2
23245573;Top 10;2
23246847;Top 10;2
23246871;Top 10;2
23246880;Top 10;2
23272430;Top 10;2
23498994;Top 10;2
23182016;Top 10;2
23165049;Top 10;2
23165391;Top 10;2
23165901;Top 10;2
23165952;Top 10;2
23192020;Top 10;2
23276649;Top 10;2
23079843;Top 10;2
23081430;Top 10;2
23081457;Top 10;2
23276320;Top 10;2
23082321;Top 10;2
23082585;Top 10;2
23232234;Top 10;2
23232307;Top 10;2
23024690;Top 10;2
23025255;Top 10;2
23025310;Top 10;2
23025530;Top 10;2
23025646;Top 10;2
24056278;Top 10;2
24080411;Top 10;2
24080462;Top 10;2
24083453;Top 10;2
24083550;Top 10;2
24085081;Top 10;2
24085499;Top 10;2
24086770;Top 10;2
24089303;Top 10;2
24281301;Top 10;2
24001260;Top 10;2
24002526;Top 10;2
24003492;Top 10;2
24003581;Top 10;2
24003646;Top 10;2
24003662;Top 10;2
24073784;Top 10;2
24074667;Top 10;2
24089150;Top 10;2
24091260;Top 10;2
24057002;Top 10;2
24057126;Top 10;2
24057134;Top 10;2
24057169;Top 10;2
24069191;Top 10;2
24084263;Top 10;2
24088846;Top 10;2
24089214;Top 10;2
24097004;Top 10;2
24350303;Top 10;2
25071068;Top 10;2
25071106;Top 10;2
25073214;Top 10;2
25125672;Top 10;2
25130676;Top 10;2
25133519;Top 10;2
25134167;Top 10;2
25135430;Top 10;2
25206800;Top 10;2
25213806;Top 10;2
25093061;Top 10;2
25093088;Top 10;2
25093096;Top 10;2
25097539;Top 10;2
25120298;Top 10;2
25133012;Top 10;2
25133454;Top 10;2
25133861;Top 10;2
25153820;Top 10;2
25306936;Top 10;2
25020684;Top 10;2
25021885;Top 10;2
25132750;Top 10;2
25164805;Top 10;2
25226800;Top 10;2
25098829;Top 10;2
25098896;Top 10;2
25099540;Top 10;2
25099868;Top 10;2
25118102;Top 10;2
25118374;Top 10;2
26129680;Top 10;2
26183366;Top 10;2
26186896;Top 10;2
26193230;Top 10;2
26107503;Top 10;2
26163454;Top 10;2
26174588;Top 10;2
26179350;Top 10;2
26182076;Top 10;2
26193825;Top 10;2
26234610;Top 10;2
26053837;Top 10;2
26053861;Top 10;2
26053993;Top 10;2
26055198;Top 10;2
26055686;Top 10;2
26179890;Top 10;2
26184419;Top 10;2
26184834;Top 10;2
26185539;Top 10;2
26441713;Top 10;2
26075431;Top 10;2
26075440;Top 10;2
26075458;Top 10;2
26075474;Top 10;2
26105810;Top 10;2
26147505;Top 10;2
26108585;Top 10;2
26110105;Top 10;2
26137950;Top 10;2
26139146;Top 10;2
26168243;Top 10;2
26175240;Top 10;2
26191423;Top 10;2
26193450;Top 10;2
26529807;Top 10;2
26110130;Top 10;2
26112558;Top 10;2
26112680;Top 10;2
26135465;Top 10;2
26135490;Top 10;2
26135811;Top 10;2
26137968;Top 10;2
26138611;Top 10;2
26142716;Top 10;2
26162210;Top 10;2
26190494;Top 10;2
26115557;Top 10;2
26116499;Top 10;2
26116987;Top 10;2
26117282;Top 10;2
26117525;Top 10;2
26137255;Top 10;2
26157233;Top 10;2
26179199;Top 10;2
26182157;Top 10;2
26190265;Top 10;2
26033909;Top 10;2
26033925;Top 10;2
26033950;Top 10;2
26036070;Top 10;2
26132028;Top 10;2
26186225;Top 10;2
26192713;Top 10;2
26193957;Top 10;2
26117584;Top 10;2
26118165;Top 10;2
26122081;Top 10;2
26137631;Top 10;2
26156202;Top 10;2
26187353;Top 10;2
26189569;Top 10;2
26194236;Top 10;2
26197405;Top 10;2
26534711;Top 10;2
26174774;Top 10;2
26177552;Top 10;2
26094681;Top 10;2
26095882;Top 10;2
26095904;Top 10;2
26095912;Top 10;2
26144840;Top 10;2
26156318;Top 10;2
26188090;Top 10;2
27016315;Top 10;2
27016439;Top 10;2
27053431;Top 10;2
27056589;Top 10;2
27215083;Top 10;2
27224821;Top 10;2
27227189;Top 10;2
27235009;Top 10;2
27255018;Top 10;2
27258009;Top 10;2
27035000;Top 10;2
27037380;Top 10;2
27049140;Top 10;2
27051889;Top 10;2
27216845;Top 10;2
27218180;Top 10;2
27218244;Top 10;2
27220885;Top 10;2
27223361;Top 10;2
27226115;Top 10;2
28017757;Top 10;2
28017781;Top 10;2
28017803;Top 10;2
28017820;Top 10;2
28017943;Top 10;2
28018109;Top 10;2
28020049;Top 10;2
28032322;Top 10;2
28032799;Top 10;2
28037723;Top 10;2
28006992;Top 10;2
28007042;Top 10;2
28007050;Top 10;2
28031563;Top 10;2
28032250;Top 10;2
28033450;Top 10;2
28037863;Top 10;2
28020863;Top 10;2
28076400;Top 10;2
28079400;Top 10;2
28110404;Top 10;2
29149860;Top 10;2
29149894;Top 10;2
29149908;Top 10;2
29332249;Top 10;2
29392349;Top 10;2
29399262;Top 10;2
29641608;Top 10;2
29353556;Top 10;2
29433002;Top 10;2
29436168;Top 10;2
29472440;Top 10;2
29482240;Top 10;2
29398053;Top 10;2
29398479;Top 10;2
29422370;Top 10;2
29455430;Top 10;2
29478901;Top 10;2
29480620;Top 10;2
29396379;Top 10;2
29569605;Top 10;2
29318297;Top 10;2
29318335;Top 10;2
29318653;Top 10;2
29354900;Top 10;2
29093619;Top 10;2
29093627;Top 10;2
29093643;Top 10;2
29094046;Top 10;2
29342872;Top 10;2
29342880;Top 10;2
29365813;Top 10;2
29410991;Top 10;2
29417546;Top 10;2
29437261;Top 10;2
29301505;Top 10;2
29301513;Top 10;2
29301521;Top 10;2
29388341;Top 10;2
29406579;Top 10;2
29450640;Top 10;2
29304229;Top 10;2
29304385;Top 10;2
29304393;Top 10;2
29304407;Top 10;2
29304490;Top 10;2
29456096;Top 10;2
29478448;Top 10;2
29227720;Top 10;2
29408148;Top 10;2
29408156;Top 10;2
29467950;Top 10;2
29024498;Top 10;2
29024595;Top 10;2
29441064;Top 10;2
29178223;Top 10;2
29359287;Top 10;2
29428289;Top 10;2
29456444;Top 10;2
29460441;Top 10;2
29468329;Top 10;2
29530210;Top 10;2
29609607;Top 10;2
29427924;Top 10;2
29432359;Top 10;2
29451876;Top 10;2
29480370;Top 10;2
29034981;Top 10;2
29365406;Top 10;2
29389992;Top 10;2
29343747;Top 10;2
29439833;Top 10;2
29451990;Top 10;2
29714630;Top 10;2
29738628;Top 10;2
29447674;Top 10;2
29182344;Top 10;2
29182409;Top 10;2
29200091;Top 10;2
29365023;Top 10;2
29422248;Top 10;2
29422272;Top 10;2
29447518;Top 10;2
29485541;Top 10;2
29486963;Top 10;2
29487250;Top 10;2
29171644;Top 10;2
29171652;Top 10;2
29400340;Top 10;2
29406080;Top 10;2
29472466;Top 10;2
29480310;Top 10;2
29201969;Top 10;2
29469287;Top 10;2
29327822;Top 10;2
29328560;Top 10;2
29478952;Top 10;2
29489504;Top 10;2
29277744;Top 10;2
29277825;Top 10;2
29279011;Top 10;2
29279240;Top 10;2
29433380;Top 10;2
29459729;Top 10;2
29470153;Top 10;2
29486696;Top 10;2
29542618;Top 10;2
29608600;Top 10;2
31170208;Top 10;2
31170216;Top 10;2
31239666;Top 10;2
31278912;Top 10;2
31340367;Top 10;2
31166090;Top 10;2
31166103;Top 10;2
31218553;Top 10;2
31371777;Top 10;2
31018767;Top 10;2
31018864;Top 10;2
31371769;Top 10;2
31376850;Top 10;2
31004031;Top 10;2
31004651;Top 10;2
31004812;Top 10;2
31004871;Top 10;2
31005037;Top 10;2
31006157;Top 10;2
31006238;Top 10;2
31006394;Top 10;2
31309711;Top 10;2
31387860;Top 10;2
31013935;Top 10;2
31223123;Top 10;2
31235555;Top 10;2
31276651;Top 10;2
31353906;Top 10;2
31196177;Top 10;2
31210595;Top 10;2
31305235;Top 10;2
31339989;Top 10;2
31014061;Top 10;2
31236926;Top 10;2
31267007;Top 10;2
31277177;Top 10;2
31279099;Top 10;2
31279102;Top 10;2
31376310;Top 10;2
31014087;Top 10;2
31277185;Top 10;2
31357120;Top 10;2
31193020;Top 10;2
31193038;Top 10;2
31238180;Top 10;2
31041181;Top 10;2
31041190;Top 10;2
31041262;Top 10;2
31281921;Top 10;2
31291986;Top 10;2
31371726;Top 10;2
31374644;Top 10;2
31376051;Top 10;2
31053953;Top 10;2
31054011;Top 10;2
31054071;Top 10;2
31054135;Top 10;2
31280135;Top 10;2
31329762;Top 10;2
31193071;Top 10;2
31193097;Top 10;2
31193160;Top 10;2
31251763;Top 10;2
31261564;Top 10;2
31349720;Top 10;2
31193216;Top 10;2
31105899;Top 10;2
31105902;Top 10;2
31293181;Top 10;2
31361496;Top 10;2
31368113;Top 10;2
31377767;Top 10;2
31198846;Top 10;2
31332721;Top 10;2
31382698;Top 10;2
31074098;Top 10;2
31074101;Top 10;2
31074250;Top 10;2
31074373;Top 10;2
31074411;Top 10;2
31074454;Top 10;2
31317101;Top 10;2
31324515;Top 10;2
31353990;Top 10;2
31354910;Top 10;2
31205231;Top 10;2
31205265;Top 10;2
31246018;Top 10;2
31292451;Top 10;2
31328294;Top 10;2
31346314;Top 10;2
31354848;Top 10;2
31374628;Top 10;2
31096253;Top 10;2
31096261;Top 10;2
31096270;Top 10;2
31260541;Top 10;2
31346209;Top 10;2
31365920;Top 10;2
31367710;Top 10;2
31370100;Top 10;2
31371750;Top 10;2
31385069;Top 10;2
31102563;Top 10;2
31305847;Top 10;2
31377899;Top 10;2
31014443;Top 10;2
31229865;Top 10;2
31249483;Top 10;2
31266655;Top 10;2
31276413;Top 10;2
31333921;Top 10;2
31341550;Top 10;2
31354600;Top 10;2
31296261;Top 10;2
31342122;Top 10;2
31118320;Top 10;2
31118346;Top 10;2
31223883;Top 10;2
31294900;Top 10;2
31362735;Top 10;2
31123501;Top 10;2
31123536;Top 10;2
31123544;Top 10;2
31321079;Top 10;2
31371696;Top 10;2
31127965;Top 10;2
31128023;Top 10;2
31128031;Top 10;2
31128058;Top 10;2
31222976;Top 10;2
31245968;Top 10;2
31310191;Top 10;2
31062197;Top 10;2
31062201;Top 10;2
31062235;Top 10;2
31327026;Top 10;2
31343781;Top 10;2
31358266;Top 10;2
31368385;Top 10;2
31368520;Top 10;2
31369748;Top 10;2
31253936;Top 10;2
31014494;Top 10;2
31293423;Top 10;2
31316059;Top 10;2
31212067;Top 10;2
31215830;Top 10;2
31349399;Top 10;2
31145734;Top 10;2
31260908;Top 10;2
31334049;Top 10;2
31335746;Top 10;2
31350885;Top 10;2
31357154;Top 10;2
31361500;Top 10;2
31367672;Top 10;2
31368687;Top 10;2
31379719;Top 10;2
31158101;Top 10;2
31158143;Top 10;2
31242918;Top 10;2
31378496;Top 10;2
31184331;Top 10;2
31184349;Top 10;2
31372013;Top 10;2
31166332;Top 10;2
31166359;Top 10;2
31166481;Top 10;2
31320536;Top 10;2
31354562;Top 10;2
31370614;Top 10;2
31376442;Top 10;2
31377953;Top 10;2
31382655;Top 10;2
31384828;Top 10;2
31170402;Top 10;2
31170461;Top 10;2
31170534;Top 10;2
31170607;Top 10;2
31220094;Top 10;2
31275531;Top 10;2
31352195;Top 10;2
31369969;Top 10;2
31380210;Top 10;2
31384909;Top 10;2
31180599;Top 10;2
31180602;Top 10;2
31180611;Top 10;2
31293687;Top 10;2
31316237;Top 10;2
31366269;Top 10;2
31371742;Top 10;2
32052120;Top 10;2
32052936;Top 10;2
32053070;Top 10;2
32081502;Top 10;2
32134002;Top 10;2
32034377;Top 10;2
32034520;Top 10;2
32035217;Top 10;2
32076363;Top 10;2
32034318;Top 10;2
32070276;Top 10;2
32010311;Top 10;2
32010400;Top 10;2
32074182;Top 10;2
32043325;Top 10;2
32021828;Top 10;2
32076223;Top 10;2
32080778;Top 10;2
32018134;Top 10;2
32064101;Top 10;2
32070594;Top 10;2
32097603;Top 10;2
32065248;Top 10;2
32065310;Top 10;2
32066880;Top 10;2
32079320;Top 10;2
32036671;Top 10;2
32065353;Top 10;2
32070845;Top 10;2
32038178;Top 10;2
32038224;Top 10;2
32038240;Top 10;2
32038720;Top 10;2
32039395;Top 10;2
32039832;Top 10;2
32076169;Top 10;2
32079931;Top 10;2
32083343;Top 10;2
32083351;Top 10;2
32040032;Top 10;2
32040040;Top 10;2
32040075;Top 10;2
32040083;Top 10;2
32040210;Top 10;2
32041152;Top 10;2
32041373;Top 10;2
32041411;Top 10;2
32074964;Top 10;2
32083882;Top 10;2
33036659;Top 10;2
33036675;Top 10;2
33132089;Top 10;2
33138141;Top 10;2
33138737;Top 10;2
33138745;Top 10;2
33156913;Top 10;2
33164541;Top 10;2
33172030;Top 10;2
33183953;Top 10;2
33026360;Top 10;2
33026378;Top 10;2
33026424;Top 10;2
33026459;Top 10;2
33113556;Top 10;2
33151296;Top 10;2
33166951;Top 10;2
33168202;Top 10;2
33195420;Top 10;2
33195463;Top 10;2
33029318;Top 10;2
33029482;Top 10;2
33029490;Top 10;2
33125023;Top 10;2
33199949;Top 10;2
33451222;Top 10;2
33451290;Top 10;2
33027404;Top 10;2
33027722;Top 10;2
33150761;Top 10;2
33155585;Top 10;2
33178976;Top 10;2
33181110;Top 10;2
33184666;Top 10;2
33195960;Top 10;2
33198993;Top 10;2
33145989;Top 10;2
33008221;Top 10;2
33008337;Top 10;2
33008523;Top 10;2
33008612;Top 10;2
33009694;Top 10;2
33009783;Top 10;2
33106754;Top 10;2
33120544;Top 10;2
33195579;Top 10;2
33199558;Top 10;2
33048185;Top 10;2
33049416;Top 10;2
33049424;Top 10;2
33101612;Top 10;2
33178518;Top 10;2
33181713;Top 10;2
33185433;Top 10;2
33194270;Top 10;2
33101469;Top 10;2
33110549;Top 10;2
33051348;Top 10;2
33098867;Top 10;2
33098980;Top 10;2
33150699;Top 10;2
33157383;Top 10;2
33196826;Top 10;2
33200351;Top 10;2
33051828;Top 10;2
33098840;Top 10;2
33159157;Top 10;2
33103437;Top 10;2
33149763;Top 10;2
33171793;Top 10;2
33195978;Top 10;2
33146675;Top 10;2
33212600;Top 10;2
33439818;Top 10;2
33015520;Top 10;2
33015546;Top 10;2
33118965;Top 10;2
33139881;Top 10;2
33166927;Top 10;2
33169365;Top 10;2
33170401;Top 10;2
33172285;Top 10;2
33183228;Top 10;2
33199973;Top 10;2
33130442;Top 10;2
33138567;Top 10;2
33206007;Top 10;2
33313210;Top 10;2
33053367;Top 10;2
33054118;Top 10;2
33115478;Top 10;2
33130086;Top 10;2
33131236;Top 10;2
33181217;Top 10;2
33186928;Top 10;2
33198233;Top 10;2
33266204;Top 10;2
33203130;Top 10;2
33115273;Top 10;2
33152721;Top 10;2
33054851;Top 10;2
33111774;Top 10;2
33157251;Top 10;2
33193444;Top 10;2
33197946;Top 10;2
33200378;Top 10;2
33173109;Top 10;2
33182884;Top 10;2
33055866;Top 10;2
33055947;Top 10;2
33057109;Top 10;2
33057206;Top 10;2
33150931;Top 10;2
33155259;Top 10;2
33165920;Top 10;2
33165998;Top 10;2
33179999;Top 10;2
33196214;Top 10;2
33021660;Top 10;2
33021724;Top 10;2
33021740;Top 10;2
33022267;Top 10;2
33102830;Top 10;2
33120986;Top 10;2
33134170;Top 10;2
33145237;Top 10;2
33155860;Top 10;2
33102899;Top 10;2
33058164;Top 10;2
33060266;Top 10;2
33060312;Top 10;2
33101809;Top 10;2
33111260;Top 10;2
33156069;Top 10;2
33166560;Top 10;2
33184453;Top 10;2
33187681;Top 10;2
33199876;Top 10;2
33039976;Top 10;2
33040516;Top 10;2
33041563;Top 10;2
33102341;Top 10;2
33138532;Top 10;2
33178909;Top 10;2
33182108;Top 10;2
33041105;Top 10;2
33041130;Top 10;2
33151369;Top 10;2
33061629;Top 10;2
33061670;Top 10;2
33062161;Top 10;2
33103283;Top 10;2
33196133;Top 10;2
33031363;Top 10;2
33031371;Top 10;2
33031410;Top 10;2
33031649;Top 10;2
33439796;Top 10;2
33541221;Top 10;2
33548250;Top 10;2
33025460;Top 10;2
33025673;Top 10;2
33149550;Top 10;2
33172234;Top 10;2
33174881;Top 10;2
33179344;Top 10;2
33189846;Top 10;2
33195552;Top 10;2
33203300;Top 10;2
33454221;Top 10;2
33062609;Top 10;2
33062633;Top 10;2
33063656;Top 10;2
33063729;Top 10;2
33065403;Top 10;2
33078866;Top 10;2
33100713;Top 10;2
33104220;Top 10;2
33135371;Top 10;2
33160830;Top 10;2
33088780;Top 10;2
33089167;Top 10;2
33089248;Top 10;2
33089825;Top 10;2
33126000;Top 10;2
33170347;Top 10;2
33181594;Top 10;2
33187100;Top 10;2
33194084;Top 10;2
33090734;Top 10;2
33092346;Top 10;2
33092982;Top 10;2
33143145;Top 10;2
33148287;Top 10;2
33159599;Top 10;2
33171670;Top 10;2
33190674;Top 10;2
33200572;Top 10;2
33448256;Top 10;2
33093008;Top 10;2
33028079;Top 10;2
33028567;Top 10;2
33142645;Top 10;2
33190160;Top 10;2
33226210;Top 10;2
33042373;Top 10;2
33042462;Top 10;2
33042560;Top 10;2
33042578;Top 10;2
33043086;Top 10;2
33127875;Top 10;2
33170509;Top 10;2
33182078;Top 10;2
33182094;Top 10;2
33196770;Top 10;2
33032777;Top 10;2
33032858;Top 10;2
33032882;Top 10;2
33033811;Top 10;2
33034249;Top 10;2
33112959;Top 10;2
33147450;Top 10;2
33163863;Top 10;2
33188823;Top 10;2
33447250;Top 10;2
35112094;Top 10;2
35112124;Top 10;2
35125647;Top 10;2
35125659;Top 10;2
35132007;Top 10;2
35140600;Top 10;2
35144502;Top 10;2
35166686;Top 10;2
35499778;Top 10;2
35007668;Top 10;2
35010308;Top 10;2
35116661;Top 10;2
35116671;Top 10;2
35132780;Top 10;2
35141434;Top 10;2
35150988;Top 10;2
35160600;Top 10;2
35166169;Top 10;2
35288214;Top 10;2
35114157;Top 10;2
35114194;Top 10;2
35124060;Top 10;2
35152031;Top 10;2
35155147;Top 10;2
35155159;Top 10;2
35174348;Top 10;2
35445848;Top 10;2
35463085;Top 10;2
35587023;Top 10;2
35006976;Top 10;2
35113335;Top 10;2
35259559;Top 10;2
35325880;Top 10;2
35801793;Top 10;2
35004818;Top 10;2
35117365;Top 10;2
35117389;Top 10;2
35159700;Top 10;2
35192077;Top 10;2
35803200;Top 10;2
35006275;Top 10;2
35112306;Top 10;2
35112318;Top 10;2
35135951;Top 10;2
35137224;Top 10;2
35137881;Top 10;2
35143112;Top 10;2
35155664;Top 10;2
35185243;Top 10;2
35805973;Top 10;2
35114236;Top 10;2
35142827;Top 10;2
35142839;Top 10;2
35150484;Top 10;2
35304414;Top 10;2
35358472;Top 10;2
35135227;Top 10;2
35138009;Top 10;2
35175614;Top 10;2
35195005;Top 10;2
35326343;Top 10;2
35006599;Top 10;2
35118114;Top 10;2
35133279;Top 10;2
35160441;Top 10;2
35160453;Top 10;2
35165517;Top 10;2
35290518;Top 10;2
35373886;Top 10;2
35441995;Top 10;2
35467066;Top 10;2
35009792;Top 10;2
35100419;Top 10;2
35116828;Top 10;2
35116853;Top 10;2
35123419;Top 10;2
35111454;Top 10;2
35111466;Top 10;2
35111485;Top 10;2
35134260;Top 10;2
35139336;Top 10;2
35144897;Top 10;2
35151324;Top 10;2
35466153;Top 10;2
35480617;Top 10;2
35581367;Top 10;2
35112392;Top 10;2
35112422;Top 10;2
35125222;Top 10;2
35126949;Top 10;2
35134326;Top 10;2
35138733;Top 10;2
35150125;Top 10;2
35159438;Top 10;2
35165396;Top 10;2
35197440;Top 10;2
35004269;Top 10;2
35112513;Top 10;2
35112562;Top 10;2
35112586;Top 10;2
35112768;Top 10;2
35112773;Top 10;2
35112896;Top 10;2
35138769;Top 10;2
35579403;Top 10;2
35112902;Top 10;2
35004256;Top 10;2
35109502;Top 10;2
35125416;Top 10;2
35131600;Top 10;2
35195133;Top 10;2
35259238;Top 10;2
35366791;Top 10;2
35119659;Top 10;2
35301279;Top 10;2
35364125;Top 10;2
35448527;Top 10;2
35565271;Top 10;2
35811403;Top 10;2
35116002;Top 10;2
35116014;Top 10;2
35116026;Top 10;2
35116051;Top 10;2
35143613;Top 10;2
35143996;Top 10;2
35152961;Top 10;2
35581021;Top 10;2
35808076;Top 10;2
35109289;Top 10;2
35131490;Top 10;2
35139646;Top 10;2
35142682;Top 10;2
35144204;Top 10;2
35159177;Top 10;2
35370836;Top 10;2
35407641;Top 10;2
35568173;Top 10;2
35806122;Top 10;2
35175024;Top 10;2
35286138;Top 10;2
35005199;Top 10;2
35108509;Top 10;2
35121952;Top 10;2
35130916;Top 10;2
35135136;Top 10;2
35139142;Top 10;2
35144125;Top 10;2
35170409;Top 10;2
35568934;Top 10;2
35808040;Top 10;2
35141159;Top 10;2
35196685;Top 10;2
35197048;Top 10;2
35560145;Top 10;2
35583443;Top 10;2
35126640;Top 10;2
35139610;Top 10;2
35159359;Top 10;2
35191188;Top 10;2
35114467;Top 10;2
35114479;Top 10;2
35114510;Top 10;2
35139373;Top 10;2
35164926;Top 10;2
35172625;Top 10;2
35258143;Top 10;2
35581781;Top 10;2
35802244;Top 10;2
35806572;Top 10;2
35119520;Top 10;2
35124503;Top 10;2
35813936;Top 10;2
35004887;Top 10;2
35110668;Top 10;2
35116701;Top 10;2
35125830;Top 10;2
