codigo_escola;segmento_golden_lead;segmento_ordem
15165809;🔵 Outras Escolas (4.444);2
15118932;🔵 Outras Escolas (4.444);2
15118967;🔵 Outras Escolas (4.444);2
15175448;🔵 Outras Escolas (4.444);2
15230023;🔵 Outras Escolas (4.444);2
15168654;🔵 Outras Escolas (4.444);2
15173135;🔵 Outras Escolas (4.444);2
15173437;🔵 Outras Escolas (4.444);2
15223027;🔵 Outras Escolas (4.444);2
15011020;🔵 Outras Escolas (4.444);2
15011070;🔵 Outras Escolas (4.444);2
15011097;🔵 Outras Escolas (4.444);2
15171027;🔵 Outras Escolas (4.444);2
15528715;🔵 Outras Escolas (4.444);2
15560759;🔵 Outras Escolas (4.444);2
16002016;🔵 Outras Escolas (4.444);2
16003128;🔵 Outras Escolas (4.444);2
16007484;🔵 Outras Escolas (4.444);2
16007735;🔵 Outras Escolas (4.444);2
16007743;🔵 Outras Escolas (4.444);2
16007794;🔵 Outras Escolas (4.444);2
16009380;🔵 Outras Escolas (4.444);2
16009762;🔵 Outras Escolas (4.444);2
16011244;🔵 Outras Escolas (4.444);2
16011570;🔵 Outras Escolas (4.444);2
16011759;🔵 Outras Escolas (4.444);2
16012054;🔵 Outras Escolas (4.444);2
16012100;🔵 Outras Escolas (4.444);2
16012410;🔵 Outras Escolas (4.444);2
16027000;🔵 Outras Escolas (4.444);2
16004329;🔵 Outras Escolas (4.444);2
16004779;🔵 Outras Escolas (4.444);2
16011694;🔵 Outras Escolas (4.444);2
17005078;🔵 Outras Escolas (4.444);2
17055741;🔵 Outras Escolas (4.444);2
17056152;🔵 Outras Escolas (4.444);2
17026156;🔵 Outras Escolas (4.444);2
17026237;🔵 Outras Escolas (4.444);2
17044200;🔵 Outras Escolas (4.444);2
17046807;🔵 Outras Escolas (4.444);2
17052564;🔵 Outras Escolas (4.444);2
17054079;🔵 Outras Escolas (4.444);2
17055539;🔵 Outras Escolas (4.444);2
17055962;🔵 Outras Escolas (4.444);2
17056420;🔵 Outras Escolas (4.444);2
17056446;🔵 Outras Escolas (4.444);2
17056527;🔵 Outras Escolas (4.444);2
17056586;🔵 Outras Escolas (4.444);2
17056942;🔵 Outras Escolas (4.444);2
17057574;🔵 Outras Escolas (4.444);2
21089981;🔵 Outras Escolas (4.444);2
21090009;🔵 Outras Escolas (4.444);2
21226253;🔵 Outras Escolas (4.444);2
21256667;🔵 Outras Escolas (4.444);2
21257523;🔵 Outras Escolas (4.444);2
21180385;🔵 Outras Escolas (4.444);2
21180415;🔵 Outras Escolas (4.444);2
21182345;🔵 Outras Escolas (4.444);2
21232180;🔵 Outras Escolas (4.444);2
21500002;🔵 Outras Escolas (4.444);2
21155844;🔵 Outras Escolas (4.444);2
21156280;🔵 Outras Escolas (4.444);2
21515662;🔵 Outras Escolas (4.444);2
21599688;🔵 Outras Escolas (4.444);2
21249881;🔵 Outras Escolas (4.444);2
21249911;🔵 Outras Escolas (4.444);2
21092419;🔵 Outras Escolas (4.444);2
21092680;🔵 Outras Escolas (4.444);2
21092761;🔵 Outras Escolas (4.444);2
21092842;🔵 Outras Escolas (4.444);2
21092869;🔵 Outras Escolas (4.444);2
21093040;🔵 Outras Escolas (4.444);2
21095752;🔵 Outras Escolas (4.444);2
21259330;🔵 Outras Escolas (4.444);2
21272921;🔵 Outras Escolas (4.444);2
21500720;🔵 Outras Escolas (4.444);2
21279721;🔵 Outras Escolas (4.444);2
21287970;🔵 Outras Escolas (4.444);2
21265585;🔵 Outras Escolas (4.444);2
21268894;🔵 Outras Escolas (4.444);2
21273588;🔵 Outras Escolas (4.444);2
21281351;🔵 Outras Escolas (4.444);2
21009902;🔵 Outras Escolas (4.444);2
21010064;🔵 Outras Escolas (4.444);2
21010200;🔵 Outras Escolas (4.444);2
21010250;🔵 Outras Escolas (4.444);2
21010331;🔵 Outras Escolas (4.444);2
21011052;🔵 Outras Escolas (4.444);2
21013748;🔵 Outras Escolas (4.444);2
21013837;🔵 Outras Escolas (4.444);2
21014833;🔵 Outras Escolas (4.444);2
21017506;🔵 Outras Escolas (4.444);2
21017549;🔵 Outras Escolas (4.444);2
21195516;🔵 Outras Escolas (4.444);2
21195534;🔵 Outras Escolas (4.444);2
21199053;🔵 Outras Escolas (4.444);2
21199090;🔵 Outras Escolas (4.444);2
21199221;🔵 Outras Escolas (4.444);2
21199274;🔵 Outras Escolas (4.444);2
21199809;🔵 Outras Escolas (4.444);2
21239843;🔵 Outras Escolas (4.444);2
21261121;🔵 Outras Escolas (4.444);2
21261253;🔵 Outras Escolas (4.444);2
21265216;🔵 Outras Escolas (4.444);2
21273456;🔵 Outras Escolas (4.444);2
21274231;🔵 Outras Escolas (4.444);2
21274819;🔵 Outras Escolas (4.444);2
21278962;🔵 Outras Escolas (4.444);2
21279446;🔵 Outras Escolas (4.444);2
21279810;🔵 Outras Escolas (4.444);2
21280746;🔵 Outras Escolas (4.444);2
21284300;🔵 Outras Escolas (4.444);2
21285241;🔵 Outras Escolas (4.444);2
21286175;🔵 Outras Escolas (4.444);2
21287120;🔵 Outras Escolas (4.444);2
21288380;🔵 Outras Escolas (4.444);2
21290229;🔵 Outras Escolas (4.444);2
21290695;🔵 Outras Escolas (4.444);2
21292647;🔵 Outras Escolas (4.444);2
21292957;🔵 Outras Escolas (4.444);2
21292990;🔵 Outras Escolas (4.444);2
21317402;🔵 Outras Escolas (4.444);2
21318433;🔵 Outras Escolas (4.444);2
21331669;🔵 Outras Escolas (4.444);2
21455201;🔵 Outras Escolas (4.444);2
21470200;🔵 Outras Escolas (4.444);2
21519676;🔵 Outras Escolas (4.444);2
21617660;🔵 Outras Escolas (4.444);2
21162719;🔵 Outras Escolas (4.444);2
21267073;🔵 Outras Escolas (4.444);2
21267324;🔵 Outras Escolas (4.444);2
21498814;🔵 Outras Escolas (4.444);2
22014543;🔵 Outras Escolas (4.444);2
22015701;🔵 Outras Escolas (4.444);2
22112596;🔵 Outras Escolas (4.444);2
22118977;🔵 Outras Escolas (4.444);2
22135790;🔵 Outras Escolas (4.444);2
22141472;🔵 Outras Escolas (4.444);2
22144412;🔵 Outras Escolas (4.444);2
22144978;🔵 Outras Escolas (4.444);2
22146199;🔵 Outras Escolas (4.444);2
22326715;🔵 Outras Escolas (4.444);2
22022406;🔵 Outras Escolas (4.444);2
22022481;🔵 Outras Escolas (4.444);2
22022503;🔵 Outras Escolas (4.444);2
22022899;🔵 Outras Escolas (4.444);2
22023658;🔵 Outras Escolas (4.444);2
22023771;🔵 Outras Escolas (4.444);2
22023810;🔵 Outras Escolas (4.444);2
22025383;🔵 Outras Escolas (4.444);2
22025391;🔵 Outras Escolas (4.444);2
22025448;🔵 Outras Escolas (4.444);2
22025715;🔵 Outras Escolas (4.444);2
22025740;🔵 Outras Escolas (4.444);2
22026029;🔵 Outras Escolas (4.444);2
22026037;🔵 Outras Escolas (4.444);2
22026088;🔵 Outras Escolas (4.444);2
22027173;🔵 Outras Escolas (4.444);2
22028790;🔵 Outras Escolas (4.444);2
22115820;🔵 Outras Escolas (4.444);2
22124888;🔵 Outras Escolas (4.444);2
22129529;🔵 Outras Escolas (4.444);2
22130756;🔵 Outras Escolas (4.444);2
22131027;🔵 Outras Escolas (4.444);2
22136398;🔵 Outras Escolas (4.444);2
22136800;🔵 Outras Escolas (4.444);2
22138544;🔵 Outras Escolas (4.444);2
22138560;🔵 Outras Escolas (4.444);2
22141006;🔵 Outras Escolas (4.444);2
22141154;🔵 Outras Escolas (4.444);2
22141197;🔵 Outras Escolas (4.444);2
22141251;🔵 Outras Escolas (4.444);2
22141693;🔵 Outras Escolas (4.444);2
22141901;🔵 Outras Escolas (4.444);2
22142363;🔵 Outras Escolas (4.444);2
22142517;🔵 Outras Escolas (4.444);2
22142622;🔵 Outras Escolas (4.444);2
22143459;🔵 Outras Escolas (4.444);2
22144137;🔵 Outras Escolas (4.444);2
22144153;🔵 Outras Escolas (4.444);2
22144188;🔵 Outras Escolas (4.444);2
22144196;🔵 Outras Escolas (4.444);2
22144668;🔵 Outras Escolas (4.444);2
22144714;🔵 Outras Escolas (4.444);2
22144811;🔵 Outras Escolas (4.444);2
22144919;🔵 Outras Escolas (4.444);2
22146040;🔵 Outras Escolas (4.444);2
22146636;🔵 Outras Escolas (4.444);2
22163409;🔵 Outras Escolas (4.444);2
22164219;🔵 Outras Escolas (4.444);2
22254722;🔵 Outras Escolas (4.444);2
22268715;🔵 Outras Escolas (4.444);2
22310762;🔵 Outras Escolas (4.444);2
23062541;🔵 Outras Escolas (4.444);2
23062622;🔵 Outras Escolas (4.444);2
23063440;🔵 Outras Escolas (4.444);2
23232390;🔵 Outras Escolas (4.444);2
23275448;🔵 Outras Escolas (4.444);2
23062495;🔵 Outras Escolas (4.444);2
23162902;🔵 Outras Escolas (4.444);2
23163240;🔵 Outras Escolas (4.444);2
23163348;🔵 Outras Escolas (4.444);2
23350628;🔵 Outras Escolas (4.444);2
23065591;🔵 Outras Escolas (4.444);2
23065672;🔵 Outras Escolas (4.444);2
23065893;🔵 Outras Escolas (4.444);2
23066148;🔵 Outras Escolas (4.444);2
23066644;🔵 Outras Escolas (4.444);2
23066814;🔵 Outras Escolas (4.444);2
23067071;🔵 Outras Escolas (4.444);2
23067845;🔵 Outras Escolas (4.444);2
23068140;🔵 Outras Escolas (4.444);2
23069864;🔵 Outras Escolas (4.444);2
23070064;🔵 Outras Escolas (4.444);2
23070153;🔵 Outras Escolas (4.444);2
23070340;🔵 Outras Escolas (4.444);2
23070722;🔵 Outras Escolas (4.444);2
23070730;🔵 Outras Escolas (4.444);2
23071036;🔵 Outras Escolas (4.444);2
23071133;🔵 Outras Escolas (4.444);2
23071141;🔵 Outras Escolas (4.444);2
23071346;🔵 Outras Escolas (4.444);2
23071400;🔵 Outras Escolas (4.444);2
23071923;🔵 Outras Escolas (4.444);2
23071958;🔵 Outras Escolas (4.444);2
23072741;🔵 Outras Escolas (4.444);2
23072873;🔵 Outras Escolas (4.444);2
23072881;🔵 Outras Escolas (4.444);2
23073012;🔵 Outras Escolas (4.444);2
23073209;🔵 Outras Escolas (4.444);2
23073233;🔵 Outras Escolas (4.444);2
23073306;🔵 Outras Escolas (4.444);2
23074248;🔵 Outras Escolas (4.444);2
23074264;🔵 Outras Escolas (4.444);2
23075961;🔵 Outras Escolas (4.444);2
23076046;🔵 Outras Escolas (4.444);2
23076208;🔵 Outras Escolas (4.444);2
23076259;🔵 Outras Escolas (4.444);2
23076658;🔵 Outras Escolas (4.444);2
23077042;🔵 Outras Escolas (4.444);2
23077409;🔵 Outras Escolas (4.444);2
23077484;🔵 Outras Escolas (4.444);2
23077549;🔵 Outras Escolas (4.444);2
23077557;🔵 Outras Escolas (4.444);2
23078081;🔵 Outras Escolas (4.444);2
23078251;🔵 Outras Escolas (4.444);2
23185244;🔵 Outras Escolas (4.444);2
23186259;🔵 Outras Escolas (4.444);2
23186704;🔵 Outras Escolas (4.444);2
23186763;🔵 Outras Escolas (4.444);2
23187867;🔵 Outras Escolas (4.444);2
23190710;🔵 Outras Escolas (4.444);2
23194669;🔵 Outras Escolas (4.444);2
23199407;🔵 Outras Escolas (4.444);2
23206373;🔵 Outras Escolas (4.444);2
23211237;🔵 Outras Escolas (4.444);2
23212020;🔵 Outras Escolas (4.444);2
23225890;🔵 Outras Escolas (4.444);2
23232242;🔵 Outras Escolas (4.444);2
23235250;🔵 Outras Escolas (4.444);2
23235497;🔵 Outras Escolas (4.444);2
23235543;🔵 Outras Escolas (4.444);2
23235900;🔵 Outras Escolas (4.444);2
23235950;🔵 Outras Escolas (4.444);2
23236051;🔵 Outras Escolas (4.444);2
23236710;🔵 Outras Escolas (4.444);2
23243163;🔵 Outras Escolas (4.444);2
23243350;🔵 Outras Escolas (4.444);2
23243597;🔵 Outras Escolas (4.444);2
23245468;🔵 Outras Escolas (4.444);2
23245573;🔵 Outras Escolas (4.444);2
23245980;🔵 Outras Escolas (4.444);2
23246561;🔵 Outras Escolas (4.444);2
23246847;🔵 Outras Escolas (4.444);2
23246871;🔵 Outras Escolas (4.444);2
23246880;🔵 Outras Escolas (4.444);2
23247088;🔵 Outras Escolas (4.444);2
23251832;🔵 Outras Escolas (4.444);2
23251859;🔵 Outras Escolas (4.444);2
23252464;🔵 Outras Escolas (4.444);2
23252499;🔵 Outras Escolas (4.444);2
23258748;🔵 Outras Escolas (4.444);2
23259159;🔵 Outras Escolas (4.444);2
23263741;🔵 Outras Escolas (4.444);2
23265892;🔵 Outras Escolas (4.444);2
23267151;🔵 Outras Escolas (4.444);2
23267194;🔵 Outras Escolas (4.444);2
23267658;🔵 Outras Escolas (4.444);2
23268506;🔵 Outras Escolas (4.444);2
23269065;🔵 Outras Escolas (4.444);2
23269316;🔵 Outras Escolas (4.444);2
23271469;🔵 Outras Escolas (4.444);2
23272015;🔵 Outras Escolas (4.444);2
23272333;🔵 Outras Escolas (4.444);2
23272430;🔵 Outras Escolas (4.444);2
23274719;🔵 Outras Escolas (4.444);2
23274859;🔵 Outras Escolas (4.444);2
23275189;🔵 Outras Escolas (4.444);2
23275308;🔵 Outras Escolas (4.444);2
23275871;🔵 Outras Escolas (4.444);2
23275936;🔵 Outras Escolas (4.444);2
23275987;🔵 Outras Escolas (4.444);2
23276002;🔵 Outras Escolas (4.444);2
23276142;🔵 Outras Escolas (4.444);2
23277050;🔵 Outras Escolas (4.444);2
23277467;🔵 Outras Escolas (4.444);2
23280859;🔵 Outras Escolas (4.444);2
23282339;🔵 Outras Escolas (4.444);2
23282720;🔵 Outras Escolas (4.444);2
23334266;🔵 Outras Escolas (4.444);2
23395630;🔵 Outras Escolas (4.444);2
23462442;🔵 Outras Escolas (4.444);2
23462450;🔵 Outras Escolas (4.444);2
23462604;🔵 Outras Escolas (4.444);2
23491035;🔵 Outras Escolas (4.444);2
23498994;🔵 Outras Escolas (4.444);2
23182016;🔵 Outras Escolas (4.444);2
23165049;🔵 Outras Escolas (4.444);2
23165391;🔵 Outras Escolas (4.444);2
23165901;🔵 Outras Escolas (4.444);2
23165952;🔵 Outras Escolas (4.444);2
23192020;🔵 Outras Escolas (4.444);2
23276649;🔵 Outras Escolas (4.444);2
23079843;🔵 Outras Escolas (4.444);2
23081430;🔵 Outras Escolas (4.444);2
23081457;🔵 Outras Escolas (4.444);2
23276320;🔵 Outras Escolas (4.444);2
23082321;🔵 Outras Escolas (4.444);2
23082585;🔵 Outras Escolas (4.444);2
23232234;🔵 Outras Escolas (4.444);2
23232307;🔵 Outras Escolas (4.444);2
23024690;🔵 Outras Escolas (4.444);2
23025255;🔵 Outras Escolas (4.444);2
23025310;🔵 Outras Escolas (4.444);2
23025530;🔵 Outras Escolas (4.444);2
23025646;🔵 Outras Escolas (4.444);2
24056243;🔵 Outras Escolas (4.444);2
24056278;🔵 Outras Escolas (4.444);2
24080411;🔵 Outras Escolas (4.444);2
24080462;🔵 Outras Escolas (4.444);2
24083453;🔵 Outras Escolas (4.444);2
24083550;🔵 Outras Escolas (4.444);2
24085081;🔵 Outras Escolas (4.444);2
24085499;🔵 Outras Escolas (4.444);2
24086770;🔵 Outras Escolas (4.444);2
24087181;🔵 Outras Escolas (4.444);2
24089303;🔵 Outras Escolas (4.444);2
24281301;🔵 Outras Escolas (4.444);2
24344320;🔵 Outras Escolas (4.444);2
24001260;🔵 Outras Escolas (4.444);2
24001295;🔵 Outras Escolas (4.444);2
24002526;🔵 Outras Escolas (4.444);2
24003492;🔵 Outras Escolas (4.444);2
24003581;🔵 Outras Escolas (4.444);2
24003638;🔵 Outras Escolas (4.444);2
24003646;🔵 Outras Escolas (4.444);2
24003662;🔵 Outras Escolas (4.444);2
24073784;🔵 Outras Escolas (4.444);2
24074667;🔵 Outras Escolas (4.444);2
24089150;🔵 Outras Escolas (4.444);2
24090034;🔵 Outras Escolas (4.444);2
24091260;🔵 Outras Escolas (4.444);2
24057002;🔵 Outras Escolas (4.444);2
24057061;🔵 Outras Escolas (4.444);2
24057096;🔵 Outras Escolas (4.444);2
24057126;🔵 Outras Escolas (4.444);2
24057134;🔵 Outras Escolas (4.444);2
24057169;🔵 Outras Escolas (4.444);2
24057193;🔵 Outras Escolas (4.444);2
24057207;🔵 Outras Escolas (4.444);2
24057444;🔵 Outras Escolas (4.444);2
24059250;🔵 Outras Escolas (4.444);2
24059277;🔵 Outras Escolas (4.444);2
24059293;🔵 Outras Escolas (4.444);2
24059323;🔵 Outras Escolas (4.444);2
24059340;🔵 Outras Escolas (4.444);2
24059692;🔵 Outras Escolas (4.444);2
24059706;🔵 Outras Escolas (4.444);2
24059935;🔵 Outras Escolas (4.444);2
24064068;🔵 Outras Escolas (4.444);2
24067911;🔵 Outras Escolas (4.444);2
24069140;🔵 Outras Escolas (4.444);2
24069191;🔵 Outras Escolas (4.444);2
24069329;🔵 Outras Escolas (4.444);2
24069388;🔵 Outras Escolas (4.444);2
24069515;🔵 Outras Escolas (4.444);2
24078131;🔵 Outras Escolas (4.444);2
24078140;🔵 Outras Escolas (4.444);2
24078450;🔵 Outras Escolas (4.444);2
24080837;🔵 Outras Escolas (4.444);2
24083186;🔵 Outras Escolas (4.444);2
24084140;🔵 Outras Escolas (4.444);2
24084263;🔵 Outras Escolas (4.444);2
24085634;🔵 Outras Escolas (4.444);2
24087114;🔵 Outras Escolas (4.444);2
24087157;🔵 Outras Escolas (4.444);2
24087505;🔵 Outras Escolas (4.444);2
24088439;🔵 Outras Escolas (4.444);2
24088846;🔵 Outras Escolas (4.444);2
24089133;🔵 Outras Escolas (4.444);2
24089214;🔵 Outras Escolas (4.444);2
24089397;🔵 Outras Escolas (4.444);2
24089478;🔵 Outras Escolas (4.444);2
24090115;🔵 Outras Escolas (4.444);2
24097004;🔵 Outras Escolas (4.444);2
24097403;🔵 Outras Escolas (4.444);2
24285323;🔵 Outras Escolas (4.444);2
24294306;🔵 Outras Escolas (4.444);2
24334308;🔵 Outras Escolas (4.444);2
24350303;🔵 Outras Escolas (4.444);2
25071009;🔵 Outras Escolas (4.444);2
25071068;🔵 Outras Escolas (4.444);2
25071106;🔵 Outras Escolas (4.444);2
25071491;🔵 Outras Escolas (4.444);2
25071513;🔵 Outras Escolas (4.444);2
25073214;🔵 Outras Escolas (4.444);2
25075551;🔵 Outras Escolas (4.444);2
25107909;🔵 Outras Escolas (4.444);2
25125672;🔵 Outras Escolas (4.444);2
25127020;🔵 Outras Escolas (4.444);2
25130676;🔵 Outras Escolas (4.444);2
25131176;🔵 Outras Escolas (4.444);2
25133519;🔵 Outras Escolas (4.444);2
25134167;🔵 Outras Escolas (4.444);2
25134426;🔵 Outras Escolas (4.444);2
25135430;🔵 Outras Escolas (4.444);2
25135660;🔵 Outras Escolas (4.444);2
25206800;🔵 Outras Escolas (4.444);2
25213806;🔵 Outras Escolas (4.444);2
25092260;🔵 Outras Escolas (4.444);2
25092448;🔵 Outras Escolas (4.444);2
25092901;🔵 Outras Escolas (4.444);2
25093037;🔵 Outras Escolas (4.444);2
25093061;🔵 Outras Escolas (4.444);2
25093088;🔵 Outras Escolas (4.444);2
25093096;🔵 Outras Escolas (4.444);2
25093665;🔵 Outras Escolas (4.444);2
25093703;🔵 Outras Escolas (4.444);2
25097326;🔵 Outras Escolas (4.444);2
25097539;🔵 Outras Escolas (4.444);2
25097628;🔵 Outras Escolas (4.444);2
25097784;🔵 Outras Escolas (4.444);2
25097938;🔵 Outras Escolas (4.444);2
25098080;🔵 Outras Escolas (4.444);2
25098306;🔵 Outras Escolas (4.444);2
25098314;🔵 Outras Escolas (4.444);2
25098349;🔵 Outras Escolas (4.444);2
25098578;🔵 Outras Escolas (4.444);2
25115260;🔵 Outras Escolas (4.444);2
25117050;🔵 Outras Escolas (4.444);2
25117254;🔵 Outras Escolas (4.444);2
25119826;🔵 Outras Escolas (4.444);2
25120298;🔵 Outras Escolas (4.444);2
25123785;🔵 Outras Escolas (4.444);2
25124170;🔵 Outras Escolas (4.444);2
25124528;🔵 Outras Escolas (4.444);2
25125494;🔵 Outras Escolas (4.444);2
25125605;🔵 Outras Escolas (4.444);2
25125958;🔵 Outras Escolas (4.444);2
25125966;🔵 Outras Escolas (4.444);2
25126210;🔵 Outras Escolas (4.444);2
25126229;🔵 Outras Escolas (4.444);2
25128213;🔵 Outras Escolas (4.444);2
25128558;🔵 Outras Escolas (4.444);2
25129139;🔵 Outras Escolas (4.444);2
25129899;🔵 Outras Escolas (4.444);2
25130730;🔵 Outras Escolas (4.444);2
25131036;🔵 Outras Escolas (4.444);2
25132059;🔵 Outras Escolas (4.444);2
25132369;🔵 Outras Escolas (4.444);2
25132598;🔵 Outras Escolas (4.444);2
25132687;🔵 Outras Escolas (4.444);2
25133012;🔵 Outras Escolas (4.444);2
25133454;🔵 Outras Escolas (4.444);2
25133748;🔵 Outras Escolas (4.444);2
25133861;🔵 Outras Escolas (4.444);2
25133985;🔵 Outras Escolas (4.444);2
25134027;🔵 Outras Escolas (4.444);2
25153811;🔵 Outras Escolas (4.444);2
25153820;🔵 Outras Escolas (4.444);2
25154001;🔵 Outras Escolas (4.444);2
25266942;🔵 Outras Escolas (4.444);2
25306936;🔵 Outras Escolas (4.444);2
25020684;🔵 Outras Escolas (4.444);2
25021885;🔵 Outras Escolas (4.444);2
25132750;🔵 Outras Escolas (4.444);2
25164805;🔵 Outras Escolas (4.444);2
25226800;🔵 Outras Escolas (4.444);2
25098829;🔵 Outras Escolas (4.444);2
25098896;🔵 Outras Escolas (4.444);2
25099540;🔵 Outras Escolas (4.444);2
25099868;🔵 Outras Escolas (4.444);2
25118102;🔵 Outras Escolas (4.444);2
25118374;🔵 Outras Escolas (4.444);2
26129680;🔵 Outras Escolas (4.444);2
26183366;🔵 Outras Escolas (4.444);2
26186896;🔵 Outras Escolas (4.444);2
26193230;🔵 Outras Escolas (4.444);2
26107503;🔵 Outras Escolas (4.444);2
26163454;🔵 Outras Escolas (4.444);2
26174588;🔵 Outras Escolas (4.444);2
26179350;🔵 Outras Escolas (4.444);2
26182076;🔵 Outras Escolas (4.444);2
26193825;🔵 Outras Escolas (4.444);2
26234610;🔵 Outras Escolas (4.444);2
26053837;🔵 Outras Escolas (4.444);2
26053861;🔵 Outras Escolas (4.444);2
26053993;🔵 Outras Escolas (4.444);2
26055198;🔵 Outras Escolas (4.444);2
26055686;🔵 Outras Escolas (4.444);2
26151553;🔵 Outras Escolas (4.444);2
26179890;🔵 Outras Escolas (4.444);2
26184419;🔵 Outras Escolas (4.444);2
26184834;🔵 Outras Escolas (4.444);2
26185539;🔵 Outras Escolas (4.444);2
26441713;🔵 Outras Escolas (4.444);2
26075431;🔵 Outras Escolas (4.444);2
26075440;🔵 Outras Escolas (4.444);2
26075458;🔵 Outras Escolas (4.444);2
26075474;🔵 Outras Escolas (4.444);2
26105810;🔵 Outras Escolas (4.444);2
26147505;🔵 Outras Escolas (4.444);2
26108585;🔵 Outras Escolas (4.444);2
26110091;🔵 Outras Escolas (4.444);2
26110105;🔵 Outras Escolas (4.444);2
26111632;🔵 Outras Escolas (4.444);2
26137950;🔵 Outras Escolas (4.444);2
26138565;🔵 Outras Escolas (4.444);2
26138590;🔵 Outras Escolas (4.444);2
26139146;🔵 Outras Escolas (4.444);2
26168243;🔵 Outras Escolas (4.444);2
26171414;🔵 Outras Escolas (4.444);2
26175240;🔵 Outras Escolas (4.444);2
26177536;🔵 Outras Escolas (4.444);2
26191423;🔵 Outras Escolas (4.444);2
26193450;🔵 Outras Escolas (4.444);2
26529807;🔵 Outras Escolas (4.444);2
26109549;🔵 Outras Escolas (4.444);2
26110130;🔵 Outras Escolas (4.444);2
26110598;🔵 Outras Escolas (4.444);2
26111772;🔵 Outras Escolas (4.444);2
26146290;🔵 Outras Escolas (4.444);2
26157373;🔵 Outras Escolas (4.444);2
26175207;🔵 Outras Escolas (4.444);2
26112558;🔵 Outras Escolas (4.444);2
26112680;🔵 Outras Escolas (4.444);2
26135465;🔵 Outras Escolas (4.444);2
26135490;🔵 Outras Escolas (4.444);2
26135811;🔵 Outras Escolas (4.444);2
26137968;🔵 Outras Escolas (4.444);2
26138611;🔵 Outras Escolas (4.444);2
26142716;🔵 Outras Escolas (4.444);2
26150760;🔵 Outras Escolas (4.444);2
26162210;🔵 Outras Escolas (4.444);2
26190494;🔵 Outras Escolas (4.444);2
26224658;🔵 Outras Escolas (4.444);2
26320614;🔵 Outras Escolas (4.444);2
26115450;🔵 Outras Escolas (4.444);2
26115557;🔵 Outras Escolas (4.444);2
26116499;🔵 Outras Escolas (4.444);2
26116987;🔵 Outras Escolas (4.444);2
26117282;🔵 Outras Escolas (4.444);2
26117525;🔵 Outras Escolas (4.444);2
26137255;🔵 Outras Escolas (4.444);2
26157233;🔵 Outras Escolas (4.444);2
26171155;🔵 Outras Escolas (4.444);2
26179199;🔵 Outras Escolas (4.444);2
26179679;🔵 Outras Escolas (4.444);2
26182157;🔵 Outras Escolas (4.444);2
26182211;🔵 Outras Escolas (4.444);2
26190265;🔵 Outras Escolas (4.444);2
26033909;🔵 Outras Escolas (4.444);2
26033925;🔵 Outras Escolas (4.444);2
26033950;🔵 Outras Escolas (4.444);2
26036070;🔵 Outras Escolas (4.444);2
26132028;🔵 Outras Escolas (4.444);2
26186225;🔵 Outras Escolas (4.444);2
26192713;🔵 Outras Escolas (4.444);2
26193957;🔵 Outras Escolas (4.444);2
26110504;🔵 Outras Escolas (4.444);2
26117584;🔵 Outras Escolas (4.444);2
26117991;🔵 Outras Escolas (4.444);2
26118149;🔵 Outras Escolas (4.444);2
26118165;🔵 Outras Escolas (4.444);2
26118181;🔵 Outras Escolas (4.444);2
26118211;🔵 Outras Escolas (4.444);2
26118262;🔵 Outras Escolas (4.444);2
26118270;🔵 Outras Escolas (4.444);2
26120208;🔵 Outras Escolas (4.444);2
26120224;🔵 Outras Escolas (4.444);2
26120968;🔵 Outras Escolas (4.444);2
26121182;🔵 Outras Escolas (4.444);2
26121328;🔵 Outras Escolas (4.444);2
26121379;🔵 Outras Escolas (4.444);2
26121484;🔵 Outras Escolas (4.444);2
26121506;🔵 Outras Escolas (4.444);2
26121514;🔵 Outras Escolas (4.444);2
26122081;🔵 Outras Escolas (4.444);2
26122090;🔵 Outras Escolas (4.444);2
26122154;🔵 Outras Escolas (4.444);2
26122162;🔵 Outras Escolas (4.444);2
26122170;🔵 Outras Escolas (4.444);2
26122235;🔵 Outras Escolas (4.444);2
26122359;🔵 Outras Escolas (4.444);2
26124220;🔵 Outras Escolas (4.444);2
26125234;🔵 Outras Escolas (4.444);2
26125404;🔵 Outras Escolas (4.444);2
26125625;🔵 Outras Escolas (4.444);2
26125668;🔵 Outras Escolas (4.444);2
26127091;🔵 Outras Escolas (4.444);2
26127580;🔵 Outras Escolas (4.444);2
26127750;🔵 Outras Escolas (4.444);2
26127890;🔵 Outras Escolas (4.444);2
26128853;🔵 Outras Escolas (4.444);2
26133199;🔵 Outras Escolas (4.444);2
26133776;🔵 Outras Escolas (4.444);2
26137631;🔵 Outras Escolas (4.444);2
26140870;🔵 Outras Escolas (4.444);2
26143178;🔵 Outras Escolas (4.444);2
26143330;🔵 Outras Escolas (4.444);2
26152630;🔵 Outras Escolas (4.444);2
26152819;🔵 Outras Escolas (4.444);2
26153050;🔵 Outras Escolas (4.444);2
26153084;🔵 Outras Escolas (4.444);2
26156202;🔵 Outras Escolas (4.444);2
26160307;🔵 Outras Escolas (4.444);2
26162016;🔵 Outras Escolas (4.444);2
26163039;🔵 Outras Escolas (4.444);2
26170469;🔵 Outras Escolas (4.444);2
26170515;🔵 Outras Escolas (4.444);2
26172852;🔵 Outras Escolas (4.444);2
26173280;🔵 Outras Escolas (4.444);2
26178133;🔵 Outras Escolas (4.444);2
26180200;🔵 Outras Escolas (4.444);2
26180863;🔵 Outras Escolas (4.444);2
