codigo_municipio,populacao_total,qtd_escolas_elegiveis,qtd_escolas_com_enem,enem_media_praca,populacao_0_17,score_socioeconomico,percentil_socioeconomico,percentil_volume_escolas,percentil_qualidade_enem,score_priorizacao,nome_municipio_ibge,uf
2607901,644037,26.0,21.0,579.6796610169492,154562,0.22179366076611415,0.33962264150943394,0.8789308176100629,0.2253968253968254,0.4671,Jaboatão dos Guararapes,PE
4202909,141385,4.0,3.0,603.2280246913581,32056,0.3182763041696779,0.6886792452830188,0.17767295597484276,0.4603174603174603,0.4669,Brusque,SC
5201405,527796,18.0,16.0,593.247024691358,133230,0.21207827354350428,0.29559748427672955,0.809748427672956,0.34285714285714286,0.464,Aparecida de Goiânia,GO
3134202,102217,5.0,4.0,607.149186351706,22141,0.28041427891114373,0.5849056603773585,0.25157232704402516,0.5142857142857142,0.4637,Ituiutaba,MG
1500800,478778,25.0,22.0,580.6680941869022,116590,0.21879878236475378,0.3270440251572327,0.8726415094339622,0.23492063492063492,0.4631,Ananindeua,PA
2905701,300372,17.0,9.0,590.7968503937008,77870,0.21252286979242435,0.29874213836477986,0.789308176100629,0.33015873015873015,0.4553,Camaçari,BA
3552502,307429,13.0,11.0,597.1569194312796,75888,0.21993083708165223,0.3333333333333333,0.6776729559748428,0.39365079365079364,0.4547,Suzano,SP
4119152,127019,7.0,4.0,567.7694848484848,28938,0.3317127945053828,0.7264150943396226,0.39937106918238996,0.1365079365079365,0.4513,Pinhais,PR
3143906,104108,2.0,2.0,620.3133583959899,22072,0.26435866818761256,0.5125786163522013,0.0660377358490566,0.7492063492063492,0.4496,Muriaé,MG
3519071,236641,10.0,6.0,593.1724144144144,55700,0.23870179533213642,0.41823899371069184,0.5738993710691824,0.3396825396825397,0.4414,Hortolândia,SP
4301602,117938,1.0,1.0,613.6168,26530,0.28737144156440897,0.6069182389937107,0.0220125786163522,0.638095238095238,0.4408,Bagé,RS
2802908,103440,6.0,5.0,641.3777551020409,25920,0.18740001967107742,0.1509433962264151,0.32861635220125784,0.9365079365079365,0.4399,Itabaiana,SE
4316808,133230,4.0,3.0,567.6579761904762,26434,0.39223995835840053,0.8647798742138365,0.17767295597484276,0.13333333333333333,0.4392,Santa Cruz do Sul,RS
3305208,104029,7.0,6.0,602.8114173228347,24554,0.24791678444710363,0.4528301886792453,0.39937106918238996,0.44761904761904764,0.4352,São Pedro da Aldeia,RJ
2931350,145216,8.0,4.0,611.8882508250825,38258,0.20999830452846227,0.279874213836478,0.46855345911949686,0.6,0.4325,Teixeira de Freitas,BA
2925303,168326,7.0,5.0,614.9117605633803,48481,0.2103229699972785,0.2830188679245283,0.39937106918238996,0.6603174603174603,0.4311,Porto Seguro,BA
3106705,411846,5.0,4.0,619.6071111111112,99817,0.21674985582682735,0.3113207547169811,0.25157232704402516,0.7365079365079366,0.421,Betim,MG
4315602,191900,7.0,6.0,578.3182590233546,42351,0.28195891461402733,0.5911949685534591,0.39937106918238996,0.20952380952380953,0.4191,Rio Grande,RS
2913606,178649,8.0,6.0,594.4783333333334,42464,0.24140611449605553,0.42452830188679247,0.46855345911949686,0.35555555555555557,0.417,Ilhéus,BA
2928703,103055,7.0,6.0,611.8011293260474,24024,0.21061570087602405,0.2893081761006289,0.39937106918238996,0.5936507936507937,0.4136,Santo Antônio de Jesus,BA
3201506,120033,4.0,3.0,608.3587951807228,25500,0.25850556552962295,0.49056603773584906,0.17767295597484276,0.5365079365079365,0.4105,Colatina,ES
3303500,785867,48.0,31.0,565.0654571634269,185097,0.2008498075185558,0.22955974842767296,0.9308176100628931,0.11428571428571428,0.4054,Nova Iguaçu,RJ
1502400,192256,12.0,11.0,601.5345440956652,51699,0.1933229137811006,0.20125786163522014,0.64937106918239,0.43174603174603177,0.4048,Castanhal,PA
4101408,130134,7.0,4.0,581.9323779193206,29667,0.2653578497504224,0.5188679245283019,0.39937106918238996,0.2507936507936508,0.4026,Apucarana,PR
2900702,151055,9.0,6.0,606.1228257191201,36332,0.2023629940004716,0.2358490566037736,0.5251572327044025,0.5015873015873016,0.4024,Alagoinhas,BA
3529401,418261,15.0,10.0,572.9159518259518,94435,0.2168739227603191,0.31446540880503143,0.7468553459119497,0.1746031746031746,0.4022,Mauá,SP
3551702,126887,6.0,6.0,584.2499659863945,29123,0.26918428283283846,0.5377358490566038,0.32861635220125784,0.28253968253968254,0.3984,Sertãozinho,SP
3543303,115559,7.0,7.0,581.9379047619046,23915,0.260922249318821,0.5031446540880503,0.39937106918238996,0.25396825396825395,0.3973,Ribeirão Pires,SP
2610707,342167,19.0,16.0,572.2487589743589,78837,0.20461903169116363,0.24842767295597484,0.8238993710691824,0.16507936507936508,0.3961,Paulista,PE
2918001,158813,5.0,4.0,628.0114285714286,39567,0.1893258633777064,0.16981132075471697,0.25157232704402516,0.8412698412698413,0.3958,Jequié,BA
3554003,123942,9.0,7.0,584.2523970037454,28921,0.23303920566873282,0.3805031446540881,0.5251572327044025,0.2857142857142857,0.3955,Tatuí,SP
4101507,119138,7.0,5.0,579.5035374149659,27224,0.26590107485158043,0.5251572327044025,0.39937106918238996,0.21587301587301588,0.3946,Arapongas,PR
3545803,183347,5.0,4.0,594.27888,37487,0.26763635929994933,0.5314465408805031,0.25157232704402516,0.3523809523809524,0.3938,Santa Bárbara d'Oeste,SP
3551009,329911,15.0,10.0,556.2240025252524,73798,0.22972517585608893,0.36792452830188677,0.7468553459119497,0.06349206349206349,0.3903,São Vicente,SP
3301702,808161,42.0,21.0,570.8153317152103,194354,0.18839378121940736,0.16037735849056603,0.9245283018867925,0.15555555555555556,0.3882,Duque de Caxias,RJ
4118204,145829,10.0,8.0,571.7326086956522,38006,0.23856060429275505,0.41509433962264153,0.5738993710691824,0.15873015873015872,0.3858,Paranaguá,PR
1505536,267836,9.0,4.0,597.6601801801802,84963,0.20838821961808235,0.2672955974842767,0.5251572327044025,0.3968253968253968,0.3835,Parauapebas,PA
4303103,136258,4.0,1.0,582.8635897435897,30890,0.28758710324990566,0.610062893081761,0.17767295597484276,0.273015873015873,0.3792,Cachoeirinha,RS
4309209,265074,6.0,5.0,589.2554887218046,59394,0.2505236285647215,0.4559748427672956,0.32861635220125784,0.32063492063492066,0.3772,Gravataí,RS
2510808,103165,8.0,6.0,600.5918757467143,25651,0.2079553766421487,0.2641509433962264,0.46855345911949686,0.42857142857142855,0.3748,Patos,PB
3518701,287634,10.0,8.0,577.6191266375546,68790,0.22314269797784372,0.3490566037735849,0.5738993710691824,0.2,0.3718,Guarujá,SP
2910727,113710,3.0,3.0,619.1683489096573,30851,0.2118756204533669,0.29245283018867924,0.1179245283018868,0.726984126984127,0.3705,Eunápolis,BA
5221403,142431,4.0,2.0,618.9870769230769,37312,0.20707419901010374,0.25471698113207547,0.17767295597484276,0.7142857142857143,0.3695,Trindade,GO
3557006,127923,5.0,5.0,580.9587978142077,29654,0.2719083991926515,0.5534591194968553,0.25157232704402516,0.24126984126984127,0.3692,Votorantim,SP
3510609,386984,10.0,7.0,580.3833821138212,94078,0.21730215173833178,0.31761006289308175,0.5738993710691824,0.23174603174603176,0.3687,Carapicuíba,SP
2919553,107909,5.0,4.0,596.2441580756014,32888,0.24256664695629845,0.4339622641509434,0.25157232704402516,0.3746031746031746,0.3614,Luís Eduardo Magalhães,BA
2101400,101767,8.0,5.0,607.2756732891833,31668,0.18882879976252726,0.16352201257861634,0.46855345911949686,0.5174603174603175,0.3612,Balsas,MA
3204906,123752,4.0,4.0,608.9433015873016,30766,0.222395470891589,0.34591194968553457,0.17767295597484276,0.546031746031746,0.3555,São Mateus,ES
3301900,224267,14.0,10.0,583.7622442244224,51619,0.18428517163613817,0.13836477987421383,0.7122641509433962,0.27936507936507937,0.3528,Itaboraí,RJ
1503606,123314,3.0,2.0,634.4523287671234,38282,0.17778910770557751,0.12264150943396226,0.1179245283018868,0.8888888888888888,0.3511,Itaituba,PA
3525003,118045,7.0,4.0,568.1248867313917,28381,0.2533598093320708,0.46226415094339623,0.39937106918238996,0.13968253968253969,0.3466,Jandira,SP
3303203,146774,13.0,8.0,559.5299710144927,29727,0.21039867673144588,0.2861635220125786,0.6776729559748428,0.08888888888888889,0.3444,Nilópolis,RJ
2111201,244579,6.0,4.0,607.0908496732027,66377,0.19977807563991215,0.22327044025157233,0.32861635220125784,0.5111111111111111,0.3412,São José de Ribamar,MA
3302502,228127,9.0,5.0,603.3932258064517,56080,0.17571275902340078,0.11006289308176101,0.5251572327044025,0.4634920634920635,0.3406,Magé,RJ
5108402,300078,10.0,6.0,567.4338118022329,82504,0.21753512739755526,0.32075471698113206,0.5738993710691824,0.13015873015873017,0.3395,Várzea Grande,MT
3203205,166786,5.0,4.0,598.8045569620252,42916,0.2220486368678457,0.34276729559748426,0.25157232704402516,0.4095238095238095,0.3354,Linhares,ES
3171204,129246,2.0,2.0,623.2150303030303,32410,0.1930038332916952,0.1949685534591195,0.0660377358490566,0.7873015873015873,0.334,Vespasiano,MG
1506807,331942,3.0,3.0,619.6582608695652,102208,0.19274889910137838,0.18867924528301888,0.1179245283018868,0.7396825396825397,0.3328,Santarém,PA
2603454,147771,9.0,8.0,576.6790322580645,34264,0.2095824563815611,0.27358490566037735,0.5251572327044025,0.19047619047619047,0.3241,Camaragibe,PE
1400100,413486,6.0,6.0,574.4040778341794,129162,0.23579106174181713,0.39308176100628933,0.32861635220125784,0.1873015873015873,0.312,Boa Vista,RR
4322400,117210,2.0,1.0,596.4327272727273,29332,0.24587594605042845,0.44654088050314467,0.0660377358490566,0.37777777777777777,0.3118,Uruguaiana,RS
2803500,101579,1.0,1.0,630.867,25417,0.1737290963391315,0.09433962264150944,0.0220125786163522,0.8698412698412699,0.3053,Lagarto,SE
1702109,171301,6.0,4.0,573.1684175084175,47749,0.23161938308238325,0.3742138364779874,0.32861635220125784,0.18095238095238095,0.3026,Araguaína,TO
3201308,353491,7.0,6.0,595.603849372385,87968,0.19115189145000008,0.1792452830188679,0.39937106918238996,0.3682539682539683,0.302,Cariacica,ES
3145208,105552,3.0,2.0,617.9297777777779,28814,0.1844158584639748,0.14150943396226415,0.1179245283018868,0.6984126984126984,0.3015,Nova Serrana,MG
4104204,136327,4.0,2.0,580.224358974359,32015,0.2446212118365746,0.44339622641509435,0.17767295597484276,0.22857142857142856,0.2992,Campo Largo,PR
5212501,209129,11.0,2.0,569.295238095238,59296,0.1889965544858597,0.16666666666666666,0.6194968553459119,0.1492063492063492,0.2973,Luziânia,GO
5221858,198861,9.0,8.0,555.0921893491123,54811,0.21376392360141316,0.3018867924528302,0.5251572327044025,0.05714285714285714,0.2954,Valparaíso de Goiás,GO
3305109,440962,16.0,10.0,559.1347261345853,100123,0.17185569908796738,0.08176100628930817,0.7720125786163522,0.07936507936507936,0.2881,São João de Meriti,RJ
5208004,115901,4.0,4.0,576.9980952380953,30234,0.24254707061105304,0.4308176100628931,0.17767295597484276,0.19682539682539682,0.2847,Formosa,GO
3523107,369275,8.0,5.0,596.1206837606837,99473,0.16842836217241883,0.07547169811320754,0.46855345911949686,0.37142857142857144,0.2822,Itaquaquecetuba,SP
3516408,144849,5.0,2.0,596.7123809523811,35262,0.20049834239043823,0.22641509433962265,0.25157232704402516,0.38095238095238093,0.2803,Franco da Rocha,SP
4203204,103074,4.0,3.0,576.9227450980391,25561,0.24018365156972685,0.42138364779874216,0.17767295597484276,0.19365079365079366,0.28,Camboriú,SC
3300407,169894,3.0,2.0,586.7216013071895,35711,0.23334884216888346,0.3867924528301887,0.1179245283018868,0.2984126984126984,0.2796,Barra Mansa,RJ
4105805,232212,5.0,2.0,587.9144444444444,58507,0.20750354811845773,0.2610062893081761,0.25157232704402516,0.30793650793650795,0.2723,Colombo,PR
2312908,203023,4.0,3.0,603.7141573033707,50452,0.19286764951837188,0.1918238993710692,0.17767295597484276,0.46984126984126984,0.271,Sobral,CE
3522208,158522,7.0,5.0,580.9410430839002,40429,0.19321043300725393,0.19811320754716982,0.39937106918238996,0.23809523809523808,0.2705,Itapecerica da Serra,SP
4323002,224112,5.0,3.0,564.046858974359,52819,0.23786665484031827,0.4056603773584906,0.25157232704402516,0.10793650793650794,0.2701,Viamão,RS
3522109,112476,5.0,2.0,571.9781666666667,26579,0.2268545137921888,0.36477987421383645,0.25157232704402516,0.1619047619047619,0.27,Itanhaém,SP
4101804,151666,5.0,4.0,578.1888397790054,38903,0.21933587224792536,0.330188679245283,0.25157232704402516,0.20317460317460317,0.2685,Araucária,PR
4103701,107208,1.0,1.0,578.281768707483,23815,0.25882983696514617,0.4937106918238994,0.0220125786163522,0.20634920634920634,0.266,Cambé,PR
3157807,219132,5.0,5.0,587.948245614035,51665,0.20323769325274463,0.24213836477987422,0.25157232704402516,0.3111111111111111,0.2657,Santa Luzia,MG
5200258,225693,13.0,5.0,563.9878666666667,69034,0.16750670538374424,0.06918238993710692,0.6776729559748428,0.10476190476190476,0.2624,Águas Lindas de Goiás,GO
2616407,134084,7.0,6.0,589.0835646258503,32753,0.1765381977974416,0.11635220125786164,0.39937106918238996,0.31746031746031744,0.2616,Vitória de Santo Antão,PE
1502103,134184,1.0,1.0,626.2570491803278,43870,0.155418449892145,0.009433962264150943,0.0220125786163522,0.8222222222222222,0.257,Cametá,PA
3154606,329794,1.0,1.0,613.3495238095238,81426,0.17451872306125363,0.1069182389937107,0.0220125786163522,0.6349206349206349,0.2398,Ribeirão das Neves,MG
3302007,116841,8.0,4.0,559.2639047619047,29406,0.19253856398583027,0.18553459119496854,0.46855345911949686,0.08253968253968254,0.2395,Itaguaí,RJ
2602902,203440,8.0,5.0,568.838484848485,51604,0.17999327046168606,0.1320754716981132,0.46855345911949686,0.14603174603174604,0.2372,Cabo de Santo Agostinho,PE
1501303,126650,8.0,5.0,573.7652564102565,38788,0.17395694063332623,0.10062893081761007,0.46855345911949686,0.18412698412698414,0.2361,Barcarena,PA
2606002,142506,3.0,3.0,591.3617094017094,37538,0.20564716180362727,0.25157232704402516,0.1179245283018868,0.3333333333333333,0.236,Garanhuns,PE
2306405,131123,2.0,1.0,616.432,37301,0.16029642497346902,0.031446540880503145,0.0660377358490566,0.6730158730158731,0.2343,Itapipoca,CE
2918407,237821,4.0,4.0,589.9670114942528,68289,0.19429887520229328,0.20754716981132076,0.17767295597484276,0.3238095238095238,0.2335,Juazeiro,BA
3119401,104736,1.0,1.0,587.765,23471,0.21997317787097675,0.33647798742138363,0.0220125786163522,0.3047619047619048,0.2326,Coronel Fabriciano,MG
3300456,483087,11.0,5.0,552.2823595505619,117059,0.16569626714500474,0.06289308176100629,0.6194968553459119,0.04126984126984127,0.2234,Belford Roxo,RJ
3156700,129380,2.0,2.0,572.5783333333334,29278,0.23061689446907946,0.3710691823899371,0.0660377358490566,0.17142857142857143,0.2197,Sabará,MG
2804805,192330,6.0,4.0,593.6542268041237,54584,0.15833920101010127,0.025157232704402517,0.32861635220125784,0.346031746031746,0.2125,Nossa Senhora do Socorro,SE
1500107,158188,5.0,4.0,594.6510344827586,46262,0.16337511924704556,0.04716981132075472,0.25157232704402516,0.35873015873015873,0.202,Abaetetuba,PA
1500602,126279,5.0,5.0,560.304923076923,38668,0.202658052186277,0.2389937106918239,0.25157232704402516,0.09841269841269841,0.2006,Altamira,PA
2304202,131050,2.0,1.0,582.35,33450,0.2041415451664238,0.24528301886792453,0.0660377358490566,0.2634920634920635,0.197,Crato,CE
3513504,112476,6.0,3.0,560.0856818181818,27764,0.18981511648449084,0.17295597484276728,0.32861635220125784,0.09523809523809523,0.1963,Cubatão,SP
3304144,140523,7.0,5.0,572.3688050314465,35053,0.16484697243020713,0.059748427672955975,0.39937106918238996,0.16825396825396827,0.1942,Queimados,RJ
3302858,167127,6.0,2.0,559.6789019607843,37544,0.18761113327806683,0.1540880503144654,0.32861635220125784,0.09206349206349207,0.1878,Mesquita,RJ
3515004,250691,7.0,3.0,550.3981132075471,63629,0.1851671341384738,0.14465408805031446,0.39937106918238996,0.031746031746031744,0.1872,Embu das Artes,SP
2924009,112870,2.0,2.0,588.7178277153557,29258,0.1904420519091404,0.1761006289308176,0.0660377358490566,0.3142857142857143,0.1845,Paulo Afonso,BA
1100122,124333,4.0,2.0,549.6375,32347,0.21441454089710216,0.3050314465408805,0.17767295597484276,0.02857142857142857,0.1839,Ji-Paraná,RO
3539806,103765,3.0,1.0,565.24375,24291,0.20986552710267126,0.27672955974842767,0.1179245283018868,0.11746031746031746,0.1813,Poá,SP
2100055,106550,6.0,4.0,568.3632850241546,31559,0.17341701016186775,0.09119496855345911,0.32861635220125784,0.14285714285714285,0.1779,Açailândia,MA
1505502,105550,7.0,4.0,559.0763247863249,32893,0.17267771471188256,0.08490566037735849,0.39937106918238996,0.0761904761904762,0.1766,Paragominas,PA
2112209,174465,6.0,4.0,567.3648148148147,49698,0.17292252457988078,0.0880503144654088,0.32861635220125784,0.12698412698412698,0.1719,Timon,MA
2930709,114559,5.0,2.0,582.2830769230769,30150,0.16143340627800554,0.03773584905660377,0.25157232704402516,0.26031746031746034,0.1687,Simões Filho,BA
3522505,232297,4.0,3.0,579.2838562091504,61603,0.17940921090514403,0.12578616352201258,0.17767295597484276,0.2126984126984127,0.1674,Itapevi,SP
4320008,132107,2.0,2.0,551.057037037037,30117,0.218696996137565,0.3238993710691824,0.0660377358490566,0.03492063492063492,0.1598,Sapucaia do Sul,RS
2307650,234509,6.0,4.0,565.9473015873016,60524,0.16386871561077543,0.05345911949685535,0.32861635220125784,0.12063492063492064,0.1562,Maracanaú,CE
5220454,155635,3.0,2.0,558.035625,44458,0.2014309008732588,0.23270440251572327,0.1179245283018868,0.06984126984126984,0.1494,Senador Canedo,GO
2513703,149910,8.0,6.0,533.8611027568923,41074,0.15368910725476956,0.0031446540880503146,0.46855345911949686,0.009523809523809525,0.1447,Santa Rita,PB
4300604,187315,2.0,2.0,563.8156666666667,46854,0.19345960395403758,0.20440251572327045,0.0660377358490566,0.10158730158730159,0.132,Alvorada,RS
2303709,355679,5.0,5.0,554.4785321100917,93336,0.17384093148762048,0.09748427672955975,0.25157232704402516,0.047619047619047616,0.1288,Caucaia,CE
3515707,179198,4.0,4.0,558.6647878787879,45226,0.1775021537554739,0.11949685534591195,0.17767295597484276,0.07301587301587302,0.123,Ferraz de Vasconcelos,SP
2307700,105093,4.0,4.0,573.1291039426524,26123,0.16187713476179633,0.040880503144654086,0.17767295597484276,0.17777777777777778,0.123,Maranguape,CE
1501709,123082,4.0,4.0,567.3120430107526,37717,0.1676364759682201,0.07232704402515723,0.17767295597484276,0.12380952380952381,0.1194,Bragança,PA
1600600,107618,3.0,2.0,564.8351724137931,34339,0.1761389029427417,0.11320754716981132,0.1179245283018868,0.1111111111111111,0.114,Santana,AP
4119509,118730,1.0,1.0,555.312,31670,0.19584182823427637,0.2138364779874214,0.0220125786163522,0.06031746031746032,0.1102,Piraquara,PR
1301902,103598,2.0,1.0,581.2600000000001,35197,0.1609404363610433,0.03459119496855346,0.0660377358490566,0.24444444444444444,0.107,Itacoatiara,AM
2103000,156973,4.0,4.0,552.1724999999999,45452,0.17410183386786718,0.10377358490566038,0.17767295597484276,0.0380952380952381,0.1062,Caxias,MA
5217609,105031,1.0,1.0,582.2525,30320,0.163583452745816,0.050314465408805034,0.0220125786163522,0.2571428571428571,0.1039,Planaltina,GO
3556503,115771,1.0,1.0,554.6444444444445,27153,0.19161826450433378,0.18238993710691823,0.0220125786163522,0.05396825396825397,0.0958,Várzea Paulista,SP
2107506,145643,3.0,2.0,545.1970967741936,39656,0.17962088367500903,0.1289308176100629,0.1179245283018868,0.015873015873015872,0.0917,Paço do Lumiar,MA
4107652,148873,1.0,1.0,557.6872727272727,42734,0.1876953071730354,0.15723270440251572,0.0220125786163522,0.06666666666666667,0.0895,Fazenda Rio Grande,PR
4100400,119825,2.0,0.0,,32885,0.18618531447247344,0.14779874213836477,0.0660377358490566,0.0031746031746031746,0.0799,Almirante Tamandaré,PR
2606804,115196,3.0,3.0,554.5011522633746,29603,0.16656647899058705,0.0660377358490566,0.1179245283018868,0.050793650793650794,0.077,Igarassu,PE
2101202,103711,3.0,3.0,548.540412979351,29979,0.17067086457827482,0.07861635220125786,0.1179245283018868,0.025396825396825397,0.0744,Bacabal,MA
2103307,114275,2.0,2.0,569.5992248062015,35479,0.15780536775920698,0.0220125786163522,0.0660377358490566,0.1523809523809524,0.0743,Codó,MA
4126256,118455,1.0,1.0,545.3975,30067,0.18376307425684074,0.13522012578616352,0.0220125786163522,0.01904761904761905,0.0664,Sarandi,PR
2613701,111249,3.0,2.0,530.5401481481482,27731,0.16396587548224748,0.05660377358490566,0.1179245283018868,0.006349206349206349,0.0599,São Lourenço da Mata,PE
3516309,165139,2.0,1.0,559.4133333333333,44365,0.15673810367360203,0.012578616352201259,0.0660377358490566,0.08571428571428572,0.0506,Francisco Morato,SP
5215231,103804,3.0,1.0,547.8,30333,0.15778988831392252,0.018867924528301886,0.1179245283018868,0.022222222222222223,0.0496,Novo Gama,GO
1501808,106968,3.0,0.0,,42361,0.15734606015483654,0.015723270440251572,0.1179245283018868,0.0031746031746031746,0.0426,Breves,PA
2412005,115838,2.0,0.0,,30467,0.15998898446145252,0.02830188679245283,0.0660377358490566,0.0031746031746031746,0.0321,São Gonçalo do Amarante,RN
1504422,111785,1.0,1.0,530.4925,30766,0.1629457536712809,0.0440251572327044,0.0220125786163522,0.0031746031746031746,0.0252,Marituba,PA
1302504,101883,1.0,1.0,538.1220000000001,35812,0.15484682826995394,0.006289308176100629,0.0220125786163522,0.012698412698412698,0.0129,Manacapuru,AM
