codigo_municipio;nome_municipio_ibge;uf;bairro;qtd_escolas_confiaveis;qtd_participantes_enem;enem_ponderado;qtd_escolas_elegiveis;amostra_significativa;qtd_golden_leads;nivel_renda;confianca_match;renda_media_responsavel;renda_mediana_responsavel
1500107;Abaetetuba;PA;CENTRO;1;66;585,8;1;False;0;bairro;exato;2624,89;1500,0
1500107;Abaetetuba;PA;SAO LOURENCO;1;18;575,6;1;False;0;bairro;exato;2075,14;1212,0
2900702;Alagoinhas;BA;ALAGOINHAS VELHA;1;10;467,2;1;False;0;distrito (aproximado);exato;2106,01;1212,0
2900702;Alagoinhas;BA;CENTRO;3;108;591,7;5;True;0;distrito (aproximado);exato;2106,01;1212,0
2900702;Alagoinhas;BA;JARDIM PETROLAR;1;25;667,5;1;False;1;distrito (aproximado);exato;2106,01;1212,0
2900702;Alagoinhas;BA;SEVERINO VIEIRA;1;54;632,2;1;False;1;distrito (aproximado);exato;2106,01;1212,0
1500602;Altamira;PA;ESPLANADA DO XINGU;1;18;608,3;1;False;0;bairro;exato;4376,73;2424,0
1500602;Altamira;PA;JARDIM UIRAPURU;1;11;425,6;1;False;0;bairro;exato;3428,45;2000,0
1500602;Altamira;PA;SUDAM I;1;12;593,1;1;False;0;bairro;exato;3074,17;1828,0
1500602;Altamira;PA;JARDIM INDEPENDENTE II;1;19;580,2;1;False;0;bairro;exato;3228,26;1600,0
4300604;Alvorada;RS;AMERICANA;1;16;575,6;1;False;0;distrito (aproximado);exato;2364,23;1800,0
4300604;Alvorada;RS;TIJUCA;1;24;555,9;1;False;0;distrito (aproximado);exato;2364,23;1800,0
3501608;Americana;SP;CAMPO LIMPO;1;58;578,7;1;False;0;distrito (aproximado);exato;4145,76;3000,0
3501608;Americana;SP;CENTRO;2;74;611,7;2;False;1;distrito (aproximado);exato;4145,76;3000,0
3501608;Americana;SP;JARDIM NOSSA SENHORA DE FATIMA;2;225;636,2;2;False;1;distrito (aproximado);exato;4145,76;3000,0
3501608;Americana;SP;PARQUE UNIVERSITARIO;1;44;598,4;1;False;0;distrito (aproximado);exato;4145,76;3000,0
3501608;Americana;SP;VILA SANTO ANTONIO;2;102;607,7;2;False;1;distrito (aproximado);exato;4145,76;3000,0
1500800;Ananindeua;PA;AGUAS BRANCAS;1;20;577,5;1;False;0;distrito (aproximado);exato;2433,07;1300,0
1500800;Ananindeua;PA;ATALAIA;1;11;552,2;1;False;0;distrito (aproximado);exato;2433,07;1300,0
1500800;Ananindeua;PA;CENTRO;3;121;573,5;4;True;0;distrito (aproximado);exato;2433,07;1300,0
1500800;Ananindeua;PA;CIDADE NOVA;9;502;586,2;9;True;1;distrito (aproximado);exato;2433,07;1300,0
1500800;Ananindeua;PA;COQUEIRO;5;190;575,4;5;True;0;distrito (aproximado);exato;2433,07;1300,0
1500800;Ananindeua;PA;DISTRITO INDUSTRIAL;1;26;572,7;1;False;0;distrito (aproximado);exato;2433,07;1300,0
1500800;Ananindeua;PA;GUANABARA;1;23;546,1;1;False;0;distrito (aproximado);exato;2433,07;1300,0
1500800;Ananindeua;PA;MAGUARI;1;13;619,3;1;False;0;distrito (aproximado);exato;2433,07;1300,0
3300100;Angra dos Reis;RJ;SÃO BENTO;1;13;612,3;1;False;0;bairro;exato;6941,53;5450,0
3300100;Angra dos Reis;RJ;PARQUE DAS PALMEIRAS;3;61;630,0;4;True;1;bairro;exato;6899,34;5000,0
3300100;Angra dos Reis;RJ;PRAIA DA RIBEIRA;1;22;554,6;1;False;0;bairro;exato;5691,24;4000,0
3300100;Angra dos Reis;RJ;PRAIA DO JARDIM;1;13;570,4;1;False;0;bairro;exato;5162,12;4000,0
3300100;Angra dos Reis;RJ;CENTRO;2;21;589,2;2;False;0;bairro;exato;4114,92;3000,0
3300100;Angra dos Reis;RJ;JACUACANGA;1;20;570,9;2;False;0;bairro;exato;4336,35;3000,0
3300100;Angra dos Reis;RJ;JACUECANGA;1;11;541,0;1;False;0;bairro;fuzzy;4336,35;3000,0
3300100;Angra dos Reis;RJ;NOVA ANGRA;1;11;530,5;1;False;0;bairro;exato;2284,9;1700,0
5201108;Anápolis;GO;CENTRO;1;28;692,1;3;False;1;distrito (aproximado);exato;3164,11;2000,0
5201108;Anápolis;GO;CIDADE JARDIM;1;13;609,1;1;False;0;distrito (aproximado);exato;3164,11;2000,0
5201108;Anápolis;GO;JUNDIAÍ;4;224;629,7;6;True;1;distrito (aproximado);exato;3164,11;2000,0
5201108;Anápolis;GO;MARACANA;1;22;610,6;1;False;0;distrito (aproximado);exato;3164,11;2000,0
5201108;Anápolis;GO;VILA SANTA ISABEL;1;34;647,5;1;False;1;distrito (aproximado);exato;3164,11;2000,0
5201108;Anápolis;GO;VILA SANTANA;1;48;555,3;2;False;0;distrito (aproximado);exato;3164,11;2000,0
5201405;Aparecida de Goiânia;GO;COLINA AZUL;1;23;549,9;1;False;0;distrito (aproximado);exato;2189,99;1600,0
5201405;Aparecida de Goiânia;GO;JARDIM DAS ESMERALDAS;1;21;561,0;1;False;0;distrito (aproximado);exato;2189,99;1600,0
5201405;Aparecida de Goiânia;GO;JARDIM LUZ;3;179;621,9;3;True;0;distrito (aproximado);exato;2189,99;1600,0
5201405;Aparecida de Goiânia;GO;JARDIM NOVA ERA;1;11;590,6;1;False;0;distrito (aproximado);exato;2189,99;1600,0
5201405;Aparecida de Goiânia;GO;JARDIM TROPICAL;1;74;624,6;1;False;1;distrito (aproximado);exato;2189,99;1600,0
5201405;Aparecida de Goiânia;GO;PAPILLON PARK;1;10;521,5;1;False;0;distrito (aproximado);exato;2189,99;1600,0
5201405;Aparecida de Goiânia;GO;RESIDENCIAL VILLAGE GARAVELO;2;71;526,0;2;False;0;distrito (aproximado);exato;2189,99;1600,0
5201405;Aparecida de Goiânia;GO;SETOR ARAGUAIA;1;34;592,1;1;False;0;distrito (aproximado);exato;2189,99;1600,0
5201405;Aparecida de Goiânia;GO;SETOR DOS AFONSOS;1;29;631,3;1;False;0;distrito (aproximado);exato;2189,99;1600,0
5201405;Aparecida de Goiânia;GO;SETOR GARAVELO;1;42;599,9;1;False;0;distrito (aproximado);exato;2189,99;1600,0
5201405;Aparecida de Goiânia;GO;SÍTIOS SANTA LUZIA;1;11;555,0;1;False;0;distrito (aproximado);exato;2189,99;1600,0
5201405;Aparecida de Goiânia;GO;VILA CRUZEIRO DO SUL;1;20;576,5;1;False;0;distrito (aproximado);exato;2189,99;1600,0
5201405;Aparecida de Goiânia;GO;VILA OLIVEIRA;1;15;537,5;2;False;0;distrito (aproximado);exato;2189,99;1600,0
4101408;Apucarana;PR;CENTRO;2;92;591,0;4;False;0;distrito (aproximado);exato;2989,47;2000,0
4101408;Apucarana;PR;JARDIM SÃO PEDRO;1;45;605,8;1;False;0;distrito (aproximado);exato;2989,47;2000,0
2800308;Aracaju;SE;JARDINS;4;264;679,7;4;True;2;bairro;exato;16152,54;13000,0
2800308;Aracaju;SE;GRAGERU;4;262;649,7;4;True;2;bairro;exato;8411,14;6000,0
2800308;Aracaju;SE;SALGADO FILHO;2;66;639,4;2;False;1;bairro;exato;7624,82;5500,0
2800308;Aracaju;SE;LUZIA;3;107;620,7;3;True;0;bairro;exato;6388,51;5000,0
2800308;Aracaju;SE;ATALAIA;3;54;623,9;3;True;0;bairro;exato;7020,19;4400,0
2800308;Aracaju;SE;SUÍÇA;1;19;552,7;1;False;0;bairro;exato;5614,53;4000,0
2800308;Aracaju;SE;JABOTIANA;1;45;551,7;1;False;0;bairro;exato;4662,54;3500,0
2800308;Aracaju;SE;FAROLANDIA;5;159;618,7;6;True;1;bairro;exato;4907,81;3000,0
2800308;Aracaju;SE;INACIO BARBOSA;2;175;629,0;2;False;1;bairro;exato;3900,69;2600,0
2800308;Aracaju;SE;PONTO NOVO;2;88;599,1;4;False;0;bairro;exato;4017,27;2436,0
2800308;Aracaju;SE;CENTRO;3;155;628,0;5;True;1;bairro;exato;3954,77;2300,0
2800308;Aracaju;SE;CIRURGIA;1;34;670,0;1;False;1;bairro;exato;3525,82;2000,0
2800308;Aracaju;SE;COROA DO MEIO;1;29;643,3;1;False;1;bairro;exato;4098,19;2000,0
2800308;Aracaju;SE;SIQUEIRA CAMPOS;1;122;599,5;1;False;0;bairro;exato;3267,24;1965,0
2800308;Aracaju;SE;ARUANA;1;11;527,8;2;False;0;distrito (aproximado);exato;3791,01;1670,0
2800308;Aracaju;SE;SUISSA;1;57;602,7;1;False;0;distrito (aproximado);exato;3791,01;1670,0
2800308;Aracaju;SE;SÃO CONRADO;2;37;623,8;2;False;0;bairro;exato;2376,56;1437,0
2800308;Aracaju;SE;SANTO ANTONIO;1;23;550,0;3;False;0;bairro;exato;2364,36;1215,0
2800308;Aracaju;SE;BUGIO;1;12;534,7;1;False;0;bairro;exato;1978,32;1212,0
2800308;Aracaju;SE;CAPUCHO;1;202;550,9;1;False;0;bairro;exato;1284,39;1212,0
2800308;Aracaju;SE;DEZOITO DO FORTE;1;35;591,0;1;False;0;bairro;exato;2067,76;1212,0
2800308;Aracaju;SE;DOM LUCIANO;1;24;529,5;1;False;0;bairro;exato;1678,52;1212,0
2800308;Aracaju;SE;SANTOS DUMONT;1;11;556,6;3;False;0;bairro;exato;1644,15;1212,0
3103504;Araguari;MG;CENTRO;3;85;617,1;3;True;1;distrito (aproximado);exato;2868,72;2000,0
3103504;Araguari;MG;GOIÁS;1;28;603,7;1;False;0;distrito (aproximado);exato;2868,72;2000,0
3103504;Araguari;MG;MIRANDA;1;31;660,6;1;False;1;distrito (aproximado);exato;2868,72;2000,0
3103504;Araguari;MG;PARAÍSO;1;35;564,7;1;False;0;distrito (aproximado);exato;2868,72;2000,0
1702109;Araguaína;TO;SETOR BRASIL;1;47;551,3;1;False;0;distrito (aproximado);exato;2746,01;1500,0
1702109;Araguaína;TO;SETOR CENTRAL;1;28;577,6;1;False;0;distrito (aproximado);exato;2746,01;1500,0
1702109;Araguaína;TO;VILA ROSÁRIO;1;16;603,6;1;False;0;distrito (aproximado);exato;2746,01;1500,0
2700300;Arapiraca;AL;ELDORADO;2;75;651,1;2;False;1;bairro;exato;3321,61;2500,0
2700300;Arapiraca;AL;SÃO LUIZ;1;48;648,7;2;False;1;bairro;exato;4105,65;2500,0
2700300;Arapiraca;AL;SANTA ESMERALDA;1;12;520,5;1;False;0;bairro;exato;3771,79;2420,0
2700300;Arapiraca;AL;NOVO HORIZONTE;1;47;576,2;1;False;0;bairro;exato;4806,27;2400,0
2700300;Arapiraca;AL;BAIXA GRANDE;1;18;554,3;1;False;0;bairro;exato;3212,01;1500,0
2700300;Arapiraca;AL;CENTRO;1;65;583,3;2;False;0;bairro;exato;2256,05;1250,0
2700300;Arapiraca;AL;ALTO DO CRUZEIRO;1;32;613,9;1;False;0;bairro;exato;2635,35;1212,0
2700300;Arapiraca;AL;BAIXÃO;1;28;613,3;2;False;0;bairro;exato;2299,11;1212,0
2700300;Arapiraca;AL;BRASILIA;2;77;632,7;2;False;1;bairro;exato;2038,88;1212,0
2700300;Arapiraca;AL;CAITITUS;1;24;597,1;1;False;0;bairro;exato;1438,48;1212,0
2700300;Arapiraca;AL;CAVACO;1;10;547,8;2;False;0;bairro;exato;2245,8;1212,0
2700300;Arapiraca;AL;OURO PRETO;1;29;582,1;1;False;0;bairro;exato;2193,88;1212,0
2700300;Arapiraca;AL;SENADOR TEOTONIO VILELA;1;43;602,9;1;False;0;bairro;exato;1355,28;1212,0
4101507;Arapongas;PR;CONJUNTO PADRE BERNARDO MERCKEL;1;23;614,2;1;False;0;distrito (aproximado);exato;3084,98;2000,0
4101507;Arapongas;PR;JARDIM CARAVELLE;1;20;548,2;1;False;0;distrito (aproximado);exato;3084,98;2000,0
4101507;Arapongas;PR;JARDIM PANORAMA;1;35;604,5;1;False;0;distrito (aproximado);exato;3084,98;2000,0
4101507;Arapongas;PR;PARQUE INDUSTRIAL II;1;35;528,0;2;False;0;distrito (aproximado);exato;3084,98;2000,0
4101507;Arapongas;PR;VILA ARATIMBO;1;34;601,7;1;False;0;distrito (aproximado);exato;3084,98;2000,0
3503208;Araraquara;SP;CENTRO;8;279;627,6;9;True;1;distrito (aproximado);exato;3985,52;2500,0
3503208;Araraquara;SP;JARDIM HIGIENOPOLIS;1;24;627,9;1;False;0;distrito (aproximado);exato;3985,52;2500,0
3503208;Araraquara;SP;PARQUE LARANJEIRAS;1;44;610,6;1;False;0;distrito (aproximado);exato;3985,52;2500,0
3503208;Araraquara;SP;VILA JOSE BONIFACIO;1;35;609,2;1;False;0;distrito (aproximado);exato;3985,52;2500,0
3503208;Araraquara;SP;VILA CIDADE INDUSTRIAL VILA XAVIER;1;67;572,5;1;False;0;distrito (aproximado);exato;2806,98;2000,0
3503307;Araras;SP;CENTRO;3;91;639,3;3;True;1;distrito (aproximado);exato;3407,48;2400,0
3503307;Araras;SP;JARDIM SANTA MARTA;1;23;584,7;1;False;0;distrito (aproximado);exato;3407,48;2400,0
3503307;Araras;SP;VILA RODINI;1;41;573,7;1;False;0;distrito (aproximado);exato;3407,48;2400,0
3300209;Araruama;RJ;CENTRO;5;160;603,7;6;True;1;distrito (aproximado);exato;2687,54;1500,0
3300209;Araruama;RJ;FAZENDINHA;1;12;568,2;1;False;0;distrito (aproximado);exato;2687,54;1500,0
3300209;Araruama;RJ;NOSSA SENHORA DE NAZARETH;1;18;580,5;1;False;0;distrito (aproximado);exato;2687,54;1500,0
3300209;Araruama;RJ;PARQUE HOTEL;1;14;610,6;1;False;0;distrito (aproximado);exato;2687,54;1500,0
3300209;Araruama;RJ;PARQUE MATARUNA;1;10;568,2;1;False;0;distrito (aproximado);exato;2687,54;1500,0
3300209;Araruama;RJ;XV DE NOVEMBRO;1;33;643,8;1;False;1;distrito (aproximado);exato;2687,54;1500,0
4101804;Araucária;PR;CENTRO;4;181;578,2;4;True;1;bairro;exato;4413,68;3000,0
3104007;Araxá;MG;CENTRO;4;115;636,9;4;True;2;bairro;exato;4192,33;2600,0
3502804;Araçatuba;SP;JARDIM SUMARE;4;83;612,0;4;True;1;distrito (aproximado);exato;3516,39;2100,0
3502804;Araçatuba;SP;PARQUE BAGUACU;1;66;656,1;1;False;1;distrito (aproximado);exato;3516,39;2100,0
3502804;Araçatuba;SP;PRESIDENTE;1;55;594,8;1;False;0;distrito (aproximado);exato;3516,39;2100,0
3502804;Araçatuba;SP;SANTANA;1;16;552,8;1;False;0;distrito (aproximado);exato;3516,39;2100,0
3502804;Araçatuba;SP;SAO JOAO;2;51;595,2;2;False;0;distrito (aproximado);exato;3516,39;2100,0
3502804;Araçatuba;SP;SAUDADE;1;39;668,5;1;False;1;distrito (aproximado);exato;3516,39;2100,0
3502804;Araçatuba;SP;VILA ESTADIO;1;39;600,8;1;False;0;distrito (aproximado);exato;3516,39;2100,0
3502804;Araçatuba;SP;VILA INDUSTRIAL;1;65;589,1;1;False;0;distrito (aproximado);exato;3516,39;2100,0
3504008;Assis;SP;CENTRO;3;87;606,3;4;True;0;distrito (aproximado);exato;3415,13;2224,0
3504008;Assis;SP;JARDIM PAULISTA;1;35;634,7;1;False;0;distrito (aproximado);exato;3415,13;2224,0
3504008;Assis;SP;SANTA CECILIA;1;22;614,6;1;False;0;distrito (aproximado);exato;3415,13;2224,0
3504008;Assis;SP;VILA CAMBUI;1;24;570,6;1;False;0;distrito (aproximado);exato;3415,13;2224,0
3504107;Atibaia;SP;ITAPETINGA;1;23;665,3;1;False;1;bairro;exato;7129,23;5000,0
3504107;Atibaia;SP;CENTRO;1;72;594,7;1;False;0;bairro;exato;5197,89;3500,0
3504107;Atibaia;SP;ALVINOPOLIS;1;12;551,5;2;False;0;bairro;exato;3268,34;2500,0
3504107;Atibaia;SP;ATIBAIA JARDIM;1;21;638,3;1;False;0;distrito (aproximado);exato;4021,11;2500,0
3504107;Atibaia;SP;JARDIM BRASIL;1;30;642,1;1;False;1;distrito (aproximado);exato;4021,11;2500,0
3504107;Atibaia;SP;JARDIM PAULISTA;2;76;608,3;2;False;0;distrito (aproximado);exato;4021,11;2500,0
3504107;Atibaia;SP;SAMAMBAIA PARQUE RESIDENCIAL;1;23;577,9;1;False;0;distrito (aproximado);exato;4021,11;2500,0
3504107;Atibaia;SP;VILA ESPERIA OU GIGLIO;1;18;627,7;1;False;0;distrito (aproximado);exato;4021,11;2500,0
3504107;Atibaia;SP;VILA SANTISTA;1;30;663,6;1;False;1;distrito (aproximado);exato;4021,11;2500,0
3504107;Atibaia;SP;PORTAO;1;17;587,3;1;False;0;bairro;exato;2546,41;2000,0
2101202;Bacabal;MA;CENTRO;2;69;550,0;2;False;0;distrito (aproximado);exato;1638,82;1212,0
4301602;Bagé;RS;CENTRO;1;25;613,6;1;False;0;distrito (aproximado);exato;2823,94;1600,0
4202008;Balneário Camboriú;SC;CENTRO;4;336;628,6;6;True;1;bairro;exato;7924,58;5000,0
4202008;Balneário Camboriú;SC;ESTADOS;1;12;568,1;2;False;0;distrito (aproximado);exato;6074,78;4000,0
2101400;Balsas;MA;CENTRO;2;103;639,5;2;False;2;distrito (aproximado);exato;2637,12;1250,0
3105608;Barbacena;MG;BOA MORTE;2;45;609,1;2;False;0;bairro;exato;4496,12;3000,0
3105608;Barbacena;MG;SÃO SEBASTIÃO;1;12;661,1;1;False;1;bairro;exato;3219,22;1800,0
3105608;Barbacena;MG;CARMO;1;67;653,1;1;False;0;distrito (aproximado);exato;3034,59;1700,0
1501303;Barcarena;PA;VILA DOS CABANOS;1;24;583,5;1;False;0;distrito (aproximado);exato;1666,44;1212,0
3300407;Barra Mansa;RJ;CENTRO;2;204;586,7;2;False;0;bairro;exato;4527,62;3000,0
2903201;Barreiras;BA;BELA VISTA;1;60;583,6;1;False;0;distrito (aproximado);exato;2594,29;1215,0
2903201;Barreiras;BA;MORADA NOBRE;1;98;658,6;1;False;1;distrito (aproximado);exato;2594,29;1215,0
2903201;Barreiras;BA;RECANTO DOS PÁSSAROS;1;14;631,7;1;False;1;distrito (aproximado);exato;2594,29;1215,0
2903201;Barreiras;BA;RENATO GONÇALVES;1;16;604,4;1;False;0;distrito (aproximado);exato;2594,29;1215,0
2903201;Barreiras;BA;SAO MIGUEL;1;28;633,9;1;False;0;distrito (aproximado);exato;2594,29;1215,0
2903201;Barreiras;BA;SÃO PAULO;1;19;651,4;1;False;1;distrito (aproximado);exato;2594,29;1215,0
3505500;Barretos;SP;AMERICA;1;35;666,0;2;False;1;distrito (aproximado);exato;3353,1;2400,0
3505500;Barretos;SP;CENTRO;2;66;601,2;2;False;0;distrito (aproximado);exato;3353,1;2400,0
3505500;Barretos;SP;DERBY CLUBE;1;24;589,7;1;False;0;distrito (aproximado);exato;3353,1;2400,0
3505500;Barretos;SP;GONCALVES;1;62;599,6;1;False;0;distrito (aproximado);exato;3353,1;2400,0
3505500;Barretos;SP;LOS ANGELES;1;20;593,6;1;False;0;distrito (aproximado);exato;3353,1;2400,0
3505500;Barretos;SP;MARIETA;1;15;583,7;1;False;0;distrito (aproximado);exato;3353,1;2400,0
3505708;Barueri;SP;ALDEIA DA SERRA;1;22;598,3;1;False;0;bairro;exato;20111,31;15000,0
3505708;Barueri;SP;CENTRO;1;34;611,9;2;False;0;bairro;exato;6564,74;4000,0
3505708;Barueri;SP;ALPHAVILLE INDUSTRIAL;1;83;681,2;1;False;1;distrito (aproximado);exato;6391,13;3000,0
3505708;Barueri;SP;DEZOITO DO FORTE EMPRESARIAL/ALPHAVILLE.;1;14;643,1;1;False;0;distrito (aproximado);exato;6391,13;3000,0
3506003;Bauru;SP;CENTRO;2;68;565,4;3;False;0;bairro;exato;4765,56;3000,0
3506003;Bauru;SP;ALTO HIGIENOPOLIS;2;83;642,9;2;False;1;distrito (aproximado);exato;3921,49;2400,0
3506003;Bauru;SP;JARDIM AMALIA;1;70;615,6;1;False;0;distrito (aproximado);exato;3921,49;2400,0
3506003;Bauru;SP;JARDIM AMERICA;1;42;668,6;1;False;1;distrito (aproximado);exato;3921,49;2400,0
3506003;Bauru;SP;JARDIM AURI VERDE;1;29;619,2;1;False;0;distrito (aproximado);exato;3921,49;2400,0
3506003;Bauru;SP;JARDIM ESTORIL;1;73;566,6;1;False;0;distrito (aproximado);exato;3921,49;2400,0
3506003;Bauru;SP;JARDIM ESTORIL IV;2;123;587,0;2;False;0;distrito (aproximado);exato;3921,49;2400,0
3506003;Bauru;SP;MADUREIRA;1;23;594,7;1;False;0;distrito (aproximado);exato;3921,49;2400,0
3506003;Bauru;SP;VILA AVIACAO;2;47;659,1;2;False;2;distrito (aproximado);exato;3921,49;2400,0
3506003;Bauru;SP;VILA FLORES;1;12;568,2;1;False;0;distrito (aproximado);exato;3921,49;2400,0
3506003;Bauru;SP;VILA MARIANA;1;25;565,5;1;False;0;distrito (aproximado);exato;3921,49;2400,0
3506003;Bauru;SP;VILA SAMARITANA;1;26;623,2;1;False;0;distrito (aproximado);exato;3921,49;2400,0
3506003;Bauru;SP;VILA SOUTO;2;71;600,5;2;False;0;distrito (aproximado);exato;3921,49;2400,0
3300456;Belford Roxo;RJ;CENTRO;1;40;559,2;2;False;0;bairro;exato;2803,59;2000,0
3300456;Belford Roxo;RJ;SANTA TEREZA;1;18;565,8;2;False;0;bairro;exato;1415,82;1230,0
3300456;Belford Roxo;RJ;ANDRADE ARAUJO;1;12;503,6;1;False;0;bairro;exato;1593,74;1212,0
3300456;Belford Roxo;RJ;LOTE XV;1;10;569,0;1;False;0;bairro;exato;1727,34;1212,0
3106200;Belo Horizonte;MG;BELVEDERE;2;26;610,4;2;False;1;bairro;exato;21501,27;17000,0
3106200;Belo Horizonte;MG;MANGABEIRAS;2;58;658,2;2;False;2;bairro;exato;18439,99;15000,0
3106200;Belo Horizonte;MG;SAO BENTO;1;38;642,9;1;False;1;bairro;exato;14607,55;11000,0
3106200;Belo Horizonte;MG;ANCHIETA;1;14;671,7;1;False;1;bairro;exato;12490,93;10000,0
3106200;Belo Horizonte;MG;COMITECO;1;10;606,1;1;False;0;bairro;exato;14745,15;10000,0
3106200;Belo Horizonte;MG;FUNCIONARIOS;1;30;677,5;1;False;1;bairro;exato;14186,35;10000,0
3106200;Belo Horizonte;MG;LOURDES;3;343;725,2;3;True;2;bairro;exato;13874,97;10000,0
3106200;Belo Horizonte;MG;SANTO AGOSTINHO;2;335;713,7;2;False;1;bairro;exato;14491,48;10000,0
3106200;Belo Horizonte;MG;SAVASSI;1;54;670,2;1;False;1;bairro;exato;13828,61;10000,0
3106200;Belo Horizonte;MG;GUTIERREZ;1;35;635,0;2;False;0;bairro;exato;11626,42;9000,0
3106200;Belo Horizonte;MG;BURITIS;4;116;645,1;5;True;2;bairro;exato;10824,51;8000,0
3106200;Belo Horizonte;MG;SAO JOSE;1;90;656,6;1;False;1;bairro;exato;11095,24;8000,0
3106200;Belo Horizonte;MG;SERRA;2;30;619,8;3;False;1;bairro;exato;11799,0;8000,0
3106200;Belo Horizonte;MG;CIDADE JARDIM;2;26;558,6;2;False;0;bairro;exato;10084,36;7000,0
3106200;Belo Horizonte;MG;FERNÃO DIAS;1;10;680,1;1;False;1;bairro;exato;7641,67;5600,0
3106200;Belo Horizonte;MG;PALMARES;2;29;608,3;2;False;0;bairro;exato;8143,02;5500,0
3106200;Belo Horizonte;MG;PRADO;1;11;624,8;1;False;0;bairro;exato;8129,61;5002,0
3106200;Belo Horizonte;MG;ALTO BARROCA;1;165;578,7;1;False;0;bairro;exato;7196,49;5000,0
3106200;Belo Horizonte;MG;COLÉGIO BATISTA;1;36;613,9;1;False;0;bairro;exato;6863,74;5000,0
3106200;Belo Horizonte;MG;DONA CLARA;2;87;640,9;2;False;1;bairro;exato;7057,84;5000,0
3106200;Belo Horizonte;MG;ESTORIL;1;37;633,4;1;False;1;bairro;exato;7448,61;5000,0
3106200;Belo Horizonte;MG;FLORESTA;3;194;597,2;3;True;2;bairro;exato;6725,23;5000,0
3106200;Belo Horizonte;MG;NOVA GRANADA;1;116;630,7;1;False;0;bairro;exato;6751,42;5000,0
3106200;Belo Horizonte;MG;NOVA SUISSA;1;27;678,9;1;False;1;bairro;exato;6638,35;5000,0
3106200;Belo Horizonte;MG;PAQUETA;1;12;612,0;1;False;0;bairro;exato;7081,25;5000,0
3106200;Belo Horizonte;MG;SANTA EFIGENIA;2;56;678,3;2;False;1;bairro;exato;7440,3;5000,0
3106200;Belo Horizonte;MG;BARRO PRETO;1;17;612,1;1;False;0;bairro;exato;6714,73;4800,0
3106200;Belo Horizonte;MG;OURO PRETO;3;116;673,1;3;True;2;bairro;exato;6482,28;4500,0
3106200;Belo Horizonte;MG;CALAFATE;3;119;635,9;3;True;2;bairro;exato;6013,21;4000,0
3106200;Belo Horizonte;MG;CENTRO;1;41;647,4;1;False;0;bairro;exato;5621,75;4000,0
3106200;Belo Horizonte;MG;NOVA FLORESTA;1;160;707,4;1;False;1;bairro;exato;6065,23;4000,0
3106200;Belo Horizonte;MG;SANTA INÊS;1;21;638,0;1;False;1;bairro;exato;5743,87;4000,0
3106200;Belo Horizonte;MG;SANTA ROSA;1;27;641,6;1;False;1;bairro;exato;5980,04;4000,0
3106200;Belo Horizonte;MG;JARDIM ATLÂNTICO;1;44;565,5;1;False;0;bairro;exato;6072,99;3900,0
3106200;Belo Horizonte;MG;SANTA BRANCA;2;65;637,8;2;False;1;bairro;exato;4980,97;3800,0
3106200;Belo Horizonte;MG;CAICARAS;1;55;635,8;1;False;1;bairro;exato;5442,12;3500,0
3106200;Belo Horizonte;MG;PADRE EUSTÁQUIO;1;30;561,8;1;False;0;bairro;exato;5259,12;3500,0
3106200;Belo Horizonte;MG;ALÍPIO DE MELO;1;58;659,8;1;False;1;bairro;exato;4624,99;3400,0
3106200;Belo Horizonte;MG;UNIÃO;1;25;659,3;1;False;1;bairro;exato;5628,6;3400,0
3106200;Belo Horizonte;MG;BARREIRO;1;67;637,6;2;False;1;bairro;exato;5348,33;3260,0
3106200;Belo Horizonte;MG;HELIÓPOLIS;1;12;557,9;1;False;0;bairro;exato;4577,0;3001,0
3106200;Belo Horizonte;MG;SAO JOAO BATISTA (VENDA NOVA);1;19;635,0;1;False;0;distrito (aproximado);exato;6073,37;3001,0
3106200;Belo Horizonte;MG;CARLOS PRATES;2;54;619,1;2;False;1;bairro;exato;4553,92;3000,0
3106200;Belo Horizonte;MG;PLANALTO;1;11;607,8;2;False;0;bairro;exato;4475,33;3000,0
3106200;Belo Horizonte;MG;SERRANO;1;18;650,4;1;False;1;bairro;exato;4398,89;3000,0
3106200;Belo Horizonte;MG;CANDELÁRIA;1;127;620,5;1;False;0;bairro;exato;3417,94;2500,0
3106200;Belo Horizonte;MG;LAGOINHA;1;20;585,8;1;False;0;bairro;exato;3702,81;2500,0
3106200;Belo Horizonte;MG;SANTA MÔNICA;1;14;627,9;2;False;1;bairro;exato;3699,32;2500,0
3106200;Belo Horizonte;MG;SAO JOAO BATISTA;2;82;586,6;2;False;1;bairro;exato;3429,56;2500,0
3106200;Belo Horizonte;MG;DIAMANTE;1;50;640,2;2;False;0;bairro;exato;3584,92;2424,0
3106200;Belo Horizonte;MG;RIO BRANCO;1;20;616,7;1;False;0;bairro;exato;3179,61;2400,0
3106200;Belo Horizonte;MG;MADRE GERTRUDES;1;43;635,2;1;False;0;bairro;exato;2915,79;2100,0
3106200;Belo Horizonte;MG;BOA VISTA;1;18;606,3;2;False;0;bairro;exato;2989,43;2000,0
3106200;Belo Horizonte;MG;GUARANI;1;47;617,6;1;False;0;bairro;exato;2913,97;2000,0
3106200;Belo Horizonte;MG;HORTO FLORESTAL;1;93;641,8;1;False;0;bairro;exato;2875,45;2000,0
3106200;Belo Horizonte;MG;MIRAMAR;1;19;562,4;1;False;0;bairro;exato;2914,31;2000,0
