codigo_municipio;nome_municipio_ibge;uf;bairro;qtd_escolas_confiaveis;qtd_participantes_enem;enem_ponderado;qtd_escolas_elegiveis;amostra_significativa;qtd_golden_leads;nivel_renda;confianca_match;renda_media_responsavel;renda_mediana_responsavel
2408102;Natal;RN;LAGOA NOVA;8;456;674,6;9;True;6;bairro;exato;8365,86;5200,0
2408102;Natal;RN;CANDELÁRIA;1;67;587,3;1;False;0;bairro;exato;7952,55;5015,0
2408102;Natal;RN;RIBEIRA;1;59;674,3;1;False;1;bairro;exato;8290,05;5000,0
2408102;Natal;RN;PITIMBU;2;39;586,5;4;False;0;bairro;exato;5097,86;3600,0
2408102;Natal;RN;PONTA NEGRA;1;20;646,5;1;False;1;bairro;exato;6198,25;3500,0
2408102;Natal;RN;NEOPOLIS;2;36;566,2;2;False;0;bairro;exato;4931,2;3000,0
2408102;Natal;RN;CIDADE ALTA;2;77;576,0;2;False;1;bairro;exato;4016,6;1700,0
2408102;Natal;RN;CIDADE DA ESPERANÇA;1;19;619,3;1;False;0;bairro;exato;3413,29;1700,0
2408102;Natal;RN;ALECRIM;3;168;562,2;3;True;1;bairro;exato;2692,77;1500,0
2408102;Natal;RN;PAJUCARA II;1;10;548,3;1;False;0;distrito (aproximado);exato;3679,65;1500,0
2408102;Natal;RN;POTENGI;7;260;570,8;8;True;0;bairro;exato;2359,07;1500,0
2408102;Natal;RN;IGAPO;3;106;558,7;3;True;0;bairro;exato;1760,58;1212,0
2408102;Natal;RN;PAJUCARA;2;46;532,0;2;False;0;bairro;exato;1983,04;1212,0
2408102;Natal;RN;PLANALTO;1;14;548,4;1;False;0;bairro;exato;1931,96;1212,0
3303203;Nilópolis;RJ;CENTRO;7;174;562,6;10;True;0;bairro;exato;3372,99;2500,0
3303203;Nilópolis;RJ;NILOPOLIS;1;56;549,9;1;False;0;distrito (aproximado);exato;2158,66;1500,0
3303302;Niterói;RJ;CAMBOINHAS;1;38;598,8;1;False;0;bairro;exato;12139,62;10000,0
3303302;Niterói;RJ;ICARAÍ;10;549;668,7;14;True;6;bairro;exato;11022,85;8200,0
3303302;Niterói;RJ;SÃO FRANCISCO;1;100;713,4;3;False;1;bairro;exato;9280,1;6000,0
3303302;Niterói;RJ;SANTA ROSA;2;106;636,4;3;False;1;bairro;exato;7902,37;5575,0
3303302;Niterói;RJ;SAO DOMINGOS;1;10;728,5;1;False;1;bairro;exato;7250,57;5001,0
3303302;Niterói;RJ;ITAIPU;8;240;644,7;10;True;5;bairro;exato;7194,18;5000,0
3303302;Niterói;RJ;CENTRO;2;117;585,9;4;False;0;bairro;exato;4874,99;3500,0
3303302;Niterói;RJ;LARGO DO BARRADAS;1;28;565,9;1;False;0;distrito (aproximado);exato;6097,42;3200,0
3303302;Niterói;RJ;PIRATININGA;4;142;638,6;4;True;2;bairro;exato;5810,58;3100,0
3303302;Niterói;RJ;BADU;2;24;594,2;2;False;0;bairro;exato;5303,89;2700,0
3303302;Niterói;RJ;FONSECA;2;39;598,7;5;False;1;bairro;exato;3610,09;2300,0
3303302;Niterói;RJ;LARGO DA BATALHA;2;35;561,1;2;False;0;bairro;exato;2290,67;1500,0
3303302;Niterói;RJ;RIO DO OURO;1;11;562,5;1;False;0;bairro;exato;2631,88;1500,0
3303302;Niterói;RJ;ENGENHOCA;1;21;561,4;1;False;0;bairro;exato;2192,46;1300,0
2804805;Nossa Senhora do Socorro;SE;FERNANDO COLLOR;1;19;578,1;2;False;0;bairro;exato;1803,96;1212,0
2804805;Nossa Senhora do Socorro;SE;JOÃO ALVES;1;18;563,3;1;False;0;bairro;exato;1610,93;1212,0
2804805;Nossa Senhora do Socorro;SE;MARCOS FREIRE II;2;60;607,7;2;False;0;bairro;exato;1929,67;1212,0
3303401;Nova Friburgo;RJ;CENTRO;7;233;639,8;11;True;3;bairro;exato;5654,97;3600,0
3303401;Nova Friburgo;RJ;VILAGE;1;11;628,9;1;False;0;bairro;fuzzy;3518,58;2400,0
3303401;Nova Friburgo;RJ;OLARIA;2;32;643,0;2;False;1;bairro;exato;2335,93;1600,0
3303401;Nova Friburgo;RJ;CONSELHEIRO PAULINO;1;12;608,7;2;False;0;bairro;exato;1987,72;1500,0
3303401;Nova Friburgo;RJ;CORDOEIRA;1;11;557,5;1;False;0;bairro;exato;2014,13;1480,0
3303500;Nova Iguaçu;RJ;CENTRO;11;490;580,5;14;True;2;bairro;exato;5511,83;3000,0
3303500;Nova Iguaçu;RJ;RANCHO NOVO;1;13;505,6;2;False;0;bairro;exato;4061,07;2600,0
3303500;Nova Iguaçu;RJ;DA LUZ;2;114;587,2;3;False;0;bairro;exato;4069,21;2424,0
3303500;Nova Iguaçu;RJ;CHACRINHA;1;15;526,6;1;False;0;bairro;exato;2775,74;2000,0
3303500;Nova Iguaçu;RJ;SANTA EUGÊNIA;1;75;508,3;1;False;0;bairro;exato;2837,44;2000,0
3303500;Nova Iguaçu;RJ;COMENDADOR SOARES;2;31;541,5;3;False;0;bairro;exato;2071,96;1400,0
3303500;Nova Iguaçu;RJ;KENNEDY;2;31;543,5;2;False;0;bairro;exato;2080,88;1400,0
3303500;Nova Iguaçu;RJ;MIGUEL COUTO;1;16;534,5;1;False;0;bairro;exato;1987,27;1300,0
3303500;Nova Iguaçu;RJ;CARMARI;1;12;548,7;1;False;0;distrito (aproximado);exato;2143,06;1250,0
3303500;Nova Iguaçu;RJ;JARDIM NOSSA SENHORA DAS GRAÇAS;1;13;557,1;1;False;0;distrito (aproximado);exato;2143,06;1250,0
3303500;Nova Iguaçu;RJ;PALHADA;1;20;546,6;1;False;0;distrito (aproximado);exato;2143,06;1250,0
3303500;Nova Iguaçu;RJ;PRATA;1;12;575,4;1;False;0;distrito (aproximado);exato;2143,06;1250,0
3303500;Nova Iguaçu;RJ;VILA CATIA;1;11;541,1;1;False;0;distrito (aproximado);exato;2143,06;1250,0
3303500;Nova Iguaçu;RJ;AUSTIN;2;31;541,5;3;False;0;bairro;exato;1670,69;1212,0
3303500;Nova Iguaçu;RJ;PARAÍSO;1;14;557,2;2;False;0;bairro;exato;1918,65;1212,0
3303500;Nova Iguaçu;RJ;PARQUE AMBAÍ;1;14;505,0;1;False;0;bairro;exato;1562,22;1212,0
3303500;Nova Iguaçu;RJ;VILA DE CAVA;1;14;559,0;2;False;0;bairro;exato;1631,74;1212,0
3144805;Nova Lima;MG;ALPHAVILLE - LAGOA DOS INGLESES;1;19;658,0;1;False;1;distrito (aproximado);exato;7572,74;2600,0
3144805;Nova Lima;MG;CHÁCARA SILVEIRA RAMOS;1;16;508,3;1;False;0;distrito (aproximado);exato;7572,74;2600,0
3144805;Nova Lima;MG;JARDIM CANADÁ;1;18;660,7;1;False;1;distrito (aproximado);exato;7572,74;2600,0
3144805;Nova Lima;MG;OLARIA;1;24;655,4;1;False;1;distrito (aproximado);exato;7572,74;2600,0
3144805;Nova Lima;MG;PIEMONTE;1;14;650,7;1;False;1;distrito (aproximado);exato;7572,74;2600,0
3144805;Nova Lima;MG;RETIRO;1;56;569,5;1;False;0;distrito (aproximado);exato;7572,74;2600,0
3144805;Nova Lima;MG;VALE DOS CRISTAIS;1;88;710,3;1;False;1;distrito (aproximado);exato;7572,74;2600,0
3145208;Nova Serrana;MG;CENTRO;1;19;601,4;1;False;0;distrito (aproximado);exato;2279,42;1800,0
3145208;Nova Serrana;MG;JARDIM DO LAGO;1;26;630,0;1;False;0;distrito (aproximado);exato;2279,42;1800,0
4313409;Novo Hamburgo;RS;RIO BRANCO;1;37;608,7;1;False;0;bairro;exato;5872,97;4000,0
4313409;Novo Hamburgo;RS;HAMBURGO VELHO;2;61;561,9;2;False;0;bairro;exato;5216,3;3500,0
2609600;Olinda;PE;CASA CAIADA;2;133;617,7;2;False;0;bairro;exato;7956,39;5250,0
2609600;Olinda;PE;BAIRRO NOVO;1;29;576,8;1;False;0;bairro;exato;6515,09;5000,0
2609600;Olinda;PE;CARMO;1;33;563,4;1;False;0;bairro;exato;3156,16;2000,0
2609600;Olinda;PE;JARDIM ATLANTICO;2;128;599,2;2;False;0;bairro;exato;3246,24;2000,0
2609600;Olinda;PE;OURO PRETO;3;56;580,6;4;True;0;bairro;exato;2338,59;1400,0
2609600;Olinda;PE;RIO DOCE;2;42;588,0;4;False;0;bairro;exato;2487,32;1400,0
2609600;Olinda;PE;AMPARO;1;22;593,8;1;False;0;bairro;exato;2542,49;1212,0
3534401;Osasco;SP;CENTRO;9;443;576,7;11;True;2;bairro;exato;7877,1;5001,0
3534401;Osasco;SP;VILA OSASCO;1;45;609,4;1;False;0;bairro;exato;6972,12;5000,0
3534401;Osasco;SP;UMUARAMA;1;30;572,8;1;False;0;bairro;exato;5636,86;4500,0
3534401;Osasco;SP;VILA YARA;2;97;614,2;2;False;0;bairro;exato;5969,78;4000,0
3534401;Osasco;SP;KM 18;1;12;535,0;2;False;0;bairro;exato;5113,71;3600,0
3534401;Osasco;SP;JARDIM DAS FLORES;2;182;562,3;3;False;0;bairro;exato;4542,02;3000,0
3534401;Osasco;SP;QUITAUNA;1;40;578,4;1;False;0;bairro;fuzzy;4274,93;3000,0
3534401;Osasco;SP;JARDIM D ABRIL;1;25;574,7;1;False;0;bairro;fuzzy;3951,48;2525,0
3534401;Osasco;SP;BELA VISTA;1;12;610,2;1;False;0;bairro;exato;3759,12;2500,0
3534401;Osasco;SP;VILA QUITAUNA;1;22;640,5;1;False;0;distrito (aproximado);exato;3626,43;2300,0
3534401;Osasco;SP;AYROSA;2;87;595,3;4;False;0;bairro;exato;2952,8;2200,0
3534401;Osasco;SP;VILA YOLANDA;1;51;583,1;1;False;0;bairro;exato;3015,75;2001,0
3534401;Osasco;SP;BUSSOCABA;1;11;562,1;1;False;0;bairro;exato;2789,02;2000,0
3534401;Osasco;SP;PIRATININGA;1;136;568,4;1;False;0;bairro;exato;2985,43;2000,0
3534401;Osasco;SP;ROCHDALE;1;10;542,1;1;False;0;bairro;exato;2387,98;1800,0
3534708;Ourinhos;SP;CENTRO;1;37;599,4;2;False;0;distrito (aproximado);exato;3198,06;2000,0
3534708;Ourinhos;SP;JARDIM MATILDE;1;24;700,1;1;False;1;distrito (aproximado);exato;3198,06;2000,0
3534708;Ourinhos;SP;JARDIM ORIENTAL;1;19;640,6;1;False;0;distrito (aproximado);exato;3198,06;2000,0
3534708;Ourinhos;SP;JARDIM OURO VERDE;1;13;648,1;1;False;1;distrito (aproximado);exato;3198,06;2000,0
3534708;Ourinhos;SP;JARDIM SANTA FE;1;56;581,8;1;False;0;distrito (aproximado);exato;3198,06;2000,0
3534708;Ourinhos;SP;VILA MARGARIDA;1;16;595,6;1;False;0;distrito (aproximado);exato;3198,06;2000,0
3534708;Ourinhos;SP;VILA PERINO;1;31;588,0;1;False;0;distrito (aproximado);exato;3198,06;2000,0
4211900;Palhoça;SC;CENTRO;2;55;594,8;2;False;0;distrito (aproximado);exato;3659,08;2500,0
4211900;Palhoça;SC;CIDADE UNIVERSITARIA PEDRA BRANCA;1;49;642,1;1;False;0;distrito (aproximado);exato;3659,08;2500,0
4211900;Palhoça;SC;PAGANI;2;52;640,1;2;False;1;distrito (aproximado);exato;3659,08;2500,0
4211900;Palhoça;SC;PEDRA BRANCA;1;21;575,2;1;False;0;distrito (aproximado);exato;3659,08;2500,0
4211900;Palhoça;SC;PONTE DO IMARUIM;2;36;576,1;2;False;0;bairro;exato;3100,62;2500,0
1721000;Palmas;TO;PLANO DIRETOR NORTE;4;170;650,1;4;True;1;distrito (aproximado);exato;4209,55;2148,5
1721000;Palmas;TO;PLANO DIRETOR SUL;7;147;596,6;9;True;2;distrito (aproximado);exato;4209,55;2148,5
1721000;Palmas;TO;SETOR BELA VISTA (TAQUARALTO);1;12;504,0;1;False;0;distrito (aproximado);exato;4209,55;2148,5
1505502;Paragominas;PA;CELIO MIRANDA;2;39;594,7;4;False;0;bairro;exato;2296,87;1300,0
1505502;Paragominas;PA;PROMISSÃO;1;30;557,2;1;False;0;bairro;exato;2311,15;1300,0
4118204;Paranaguá;PR;ALVORADA;1;25;604,2;1;False;0;bairro;exato;5318,14;4000,0
4118204;Paranaguá;PR;COSTEIRA;1;16;506,8;1;False;0;bairro;exato;5087,56;3000,0
4118204;Paranaguá;PR;JD ELDORADO;1;11;592,7;1;False;0;distrito (aproximado);exato;3015,62;2000,0
4118204;Paranaguá;PR;JD YAMAGUCHI;1;12;500,5;1;False;0;distrito (aproximado);exato;3015,62;2000,0
4118204;Paranaguá;PR;PORTO DOS PADRES;1;10;558,1;2;False;0;bairro;exato;2824,68;2000,0
4118204;Paranaguá;PR;VL PARANAGUA;1;12;569,1;1;False;0;bairro;fuzzy;2780,11;2000,0
4118204;Paranaguá;PR;CENTRO;2;52;591,4;2;False;0;distrito (aproximado);exato;2207,48;1700,0
1505536;Parauapebas;PA;NUCLEO URBANO DE CARAJAS;1;54;632,2;1;False;1;distrito (aproximado);exato;2743,59;1800,0
2403251;Parnamirim;RN;COHABINAL;1;21;554,6;2;False;0;bairro;exato;4949,35;3500,0
2403251;Parnamirim;RN;NOVA PARNAMIRIM;7;358;638,0;8;True;2;bairro;exato;5233,4;3500,0
2403251;Parnamirim;RN;VALE DO SOL;1;62;591,1;1;False;0;bairro;exato;2667,08;1950,0
2403251;Parnamirim;RN;CENTRO;1;25;563,9;1;False;0;bairro;exato;3155,65;1800,0
2403251;Parnamirim;RN;MONTE CASTELO;1;13;615,6;1;False;0;bairro;exato;1858,89;1212,0
2403251;Parnamirim;RN;SANTA TEREZA;1;14;543,2;1;False;0;bairro;exato;1848,47;1212,0
2403251;Parnamirim;RN;SANTOS REIS;1;29;619,3;1;False;0;bairro;exato;2163,88;1212,0
2207702;Parnaíba;PI;CENTRO;6;209;612,3;7;True;2;bairro;exato;4204,55;2500,0
2207702;Parnaíba;PI;SÃO BENEDITO;1;31;647,0;1;False;1;bairro;exato;4219,23;2424,0
2207702;Parnaíba;PI;NOSSA SENHORA DE FÁTIMA;2;63;650,3;2;False;1;distrito (aproximado);exato;2124,94;1212,0
2207702;Parnaíba;PI;PINDORAMA;1;22;558,6;1;False;0;bairro;exato;2198,64;1212,0
2207702;Parnaíba;PI;RODOVIARIA;1;61;553,9;1;False;0;bairro;exato;2246,24;1212,0
4314100;Passo Fundo;RS;CENTRO;2;74;635,1;3;False;1;distrito (aproximado);exato;3830,56;2500,0
3147907;Passos;MG;CENTRO;2;61;635,6;2;False;1;bairro;exato;5197,72;3300,0
3147907;Passos;MG;COIMBRAS;1;17;658,9;1;False;1;bairro;exato;2198,87;1600,0
3147907;Passos;MG;CANJERANUS;1;32;641,2;1;False;1;bairro;exato;2691,28;1560,0
2510808;Patos;PB;SALGADINHO;1;67;596,8;1;False;0;bairro;exato;2818,94;1400,0
2510808;Patos;PB;CENTRO;1;89;582,4;1;False;0;bairro;exato;2413,01;1300,0
2510808;Patos;PB;BELA VISTA;1;13;650,6;1;False;0;bairro;exato;2113,66;1212,0
2510808;Patos;PB;BELO HORIZONTE;1;55;635,8;1;False;1;bairro;exato;2523,48;1212,0
2510808;Patos;PB;SANTO ANTÔNIO;1;11;566,8;1;False;0;bairro;exato;2340,11;1212,0
2510808;Patos;PB;SÃO SEBASTIÃO;1;44;592,9;1;False;0;bairro;exato;1318,26;1212,0
3148004;Patos de Minas;MG;ALTO DOS CAIÇARAS;1;46;621,0;1;False;1;bairro;exato;10423,82;5000,0
3148004;Patos de Minas;MG;SOBRADINHO;1;53;651,2;1;False;1;bairro;exato;7020,42;5000,0
3148004;Patos de Minas;MG;CENTRO;3;96;653,1;5;True;2;bairro;exato;6262,81;3600,0
2610707;Paulista;PE;CENTRO;1;129;612,3;2;False;0;bairro;exato;3690,51;3000,0
2610707;Paulista;PE;JANGA;5;105;554,5;5;True;0;bairro;exato;3057,5;2000,0
2610707;Paulista;PE;ARTUR LUNDGREN I;1;227;561,9;2;False;0;bairro;fuzzy;2279,35;1500,0
2610707;Paulista;PE;NOSSA SENHORA DA CONCEIÇÃO;1;16;557,0;1;False;0;bairro;exato;2541,18;1500,0
2610707;Paulista;PE;PAU AMARELO;2;34;555,2;2;False;0;bairro;exato;2281,0;1500,0
2610707;Paulista;PE;MARANGUAPE I;1;14;567,9;1;False;0;bairro;exato;2129,61;1357,0
2610707;Paulista;PE;VILA TORRES GALVAO;2;68;585,8;2;False;0;distrito (aproximado);exato;2165,63;1245,0
2610707;Paulista;PE;JARDIM PAULISTA;2;40;545,1;2;False;0;bairro;exato;1953,6;1212,0
2610707;Paulista;PE;PARATIBE;1;17;577,5;1;False;0;bairro;exato;1586,33;1212,0
2924009;Paulo Afonso;BA;CENTRO;1;58;612,0;1;False;0;distrito (aproximado);exato;2015,45;1212,0
2924009;Paulo Afonso;BA;GENERAL DUTRA;1;31;545,2;1;False;0;distrito (aproximado);exato;2015,45;1212,0
3536505;Paulínia;SP;MORUMBI;2;68;617,3;2;False;1;bairro;exato;7726,08;6000,0
3536505;Paulínia;SP;SANTA TEREZINHA;1;16;571,2;1;False;0;bairro;exato;6784,88;5000,0
3536505;Paulínia;SP;BELA VISTA;1;16;588,3;1;False;0;bairro;exato;4085,63;3000,0
3536505;Paulínia;SP;PARQUE DA FIGUEIRA;1;28;542,3;1;False;0;bairro;fuzzy;4326,63;3000,0
4314407;Pelotas;RS;CENTRO;6;260;605,9;6;True;2;distrito (aproximado);exato;3317,85;2000,0
4314407;Pelotas;RS;LARANJAL;1;15;657,3;1;False;1;distrito (aproximado);exato;3317,85;2000,0
4314407;Pelotas;RS;TRES VENDAS;2;90;665,8;2;False;1;distrito (aproximado);exato;3317,85;2000,0
2611101;Petrolina;PE;CIDADE UNIVERSITARIA;1;128;676,3;2;False;1;bairro;exato;8565,04;5500,0
2611101;Petrolina;PE;CENTRO;3;268;605,6;5;True;1;bairro;exato;5936,29;3500,0
2611101;Petrolina;PE;COHAB MASSANGANO;1;33;551,5;1;False;0;bairro;fuzzy;2849,49;2000,0
2611101;Petrolina;PE;VILA EDUARDO;3;120;626,4;3;True;1;bairro;exato;2408,9;1400,0
2611101;Petrolina;PE;COHAB SÃO FRANCISCO;1;14;487,6;1;False;0;bairro;fuzzy;2187,24;1250,0
2611101;Petrolina;PE;COLÔNIA IMPERIAL;1;11;550,4;1;False;0;distrito (aproximado);exato;2499,75;1212,0
3303906;Petrópolis;RJ;BINGEN;1;145;636,4;2;False;0;distrito (aproximado);exato;3329,34;1900,0
3303906;Petrópolis;RJ;CENTRO;13;457;624,7;17;True;5;distrito (aproximado);exato;3329,34;1900,0
3303906;Petrópolis;RJ;NOGUEIRA;1;16;566,1;2;False;0;distrito (aproximado);exato;3937,48;1800,0
3303906;Petrópolis;RJ;ITAIPAVA;2;78;631,2;3;False;1;distrito (aproximado);exato;3104,19;1600,0
3538006;Pindamonhangaba;SP;ALTO DO CARDOSO;1;19;672,7;1;False;1;distrito (aproximado);exato;3340,94;2000,0
3538006;Pindamonhangaba;SP;BOSQUE DA PRINCESA;1;14;641,0;1;False;0;distrito (aproximado);exato;3340,94;2000,0
3538006;Pindamonhangaba;SP;CENTRO;1;22;593,0;1;False;0;distrito (aproximado);exato;3340,94;2000,0
3538006;Pindamonhangaba;SP;JARDIM CAMPO ALEGRE;1;52;574,3;1;False;0;distrito (aproximado);exato;2463,1;2000,0
3538006;Pindamonhangaba;SP;JARDIM CRISTINA;1;65;612,1;1;False;0;distrito (aproximado);exato;3340,94;2000,0
3538006;Pindamonhangaba;SP;JARDIM RESIDENCIAL DOUTOR LESSA;1;31;620,4;2;False;0;distrito (aproximado);exato;3340,94;2000,0
3538006;Pindamonhangaba;SP;SANTANA;1;43;559,9;1;False;0;distrito (aproximado);exato;3340,94;2000,0
4119152;Pinhais;PR;CENTRO;2;77;591,0;2;False;1;bairro;exato;5071,09;3600,0
4119152;Pinhais;PR;EMILIANO PERNETA;1;29;585,3;1;False;0;bairro;exato;3736,77;2523,0
4119152;Pinhais;PR;JARDIM PINHAIS;1;114;547,6;2;False;0;distrito (aproximado);exato;3727,51;2400,0
3538709;Piracicaba;SP;CENTRO;1;14;548,8;2;False;0;bairro;exato;7281,06;4500,0
3538709;Piracicaba;SP;SAO DIMAS;1;21;607,6;2;False;0;bairro;exato;6809,11;4000,0
3538709;Piracicaba;SP;CIDADE ALTA;2;120;598,4;3;False;1;bairro;exato;5896,4;3600,0
3538709;Piracicaba;SP;VILA MONTEIRO;1;69;657,6;1;False;1;bairro;exato;4968,88;3500,0
3538709;Piracicaba;SP;JARDIM CAXAMBU;1;32;610,2;1;False;0;bairro;exato;3731,25;2950,0
3538709;Piracicaba;SP;AGUA SECA;1;93;680,6;1;False;1;distrito (aproximado);exato;4283,46;2700,0
3538709;Piracicaba;SP;AREAO;1;49;597,4;1;False;0;bairro;fuzzy;3621,48;2700,0
3538709;Piracicaba;SP;LOTEAMENTO IPANEMA;1;47;592,6;1;False;0;distrito (aproximado);exato;4283,46;2700,0
3538709;Piracicaba;SP;TERRAS DE PIRACICABA;1;21;648,5;1;False;1;distrito (aproximado);exato;4283,46;2700,0
3538709;Piracicaba;SP;VILA REZENDE;6;130;619,2;6;True;1;bairro;fuzzy;3664,45;2680,0
3538709;Piracicaba;SP;VILA INDUSTRIAL;1;47;588,2;1;False;0;bairro;exato;2785,82;2000,0
4119509;Piraquara;PR;JD PRIMAVERA;1;15;555,3;1;False;0;distrito (aproximado);exato;2570,93;2000,0
5217609;Planaltina;GO;SETOR OESTE;1;16;582,3;1;False;0;distrito (aproximado);exato;1970,91;1300,0
4119905;Ponta Grossa;PR;CENTRO;5;344;596,9;6;True;2;bairro;exato;6969,56;4600,0
4119905;Ponta Grossa;PR;OFICINAS;2;121;617,6;2;False;1;bairro;exato;4553,42;3000,0
4119905;Ponta Grossa;PR;NOVA RÚSSIA;1;36;587,2;2;False;0;bairro;exato;3346,89;2300,0
4119905;Ponta Grossa;PR;UVARANAS;1;36;601,1;2;False;0;bairro;exato;3263,87;2300,0
4119905;Ponta Grossa;PR;RONDA;1;63;543,3;1;False;0;bairro;exato;3023,56;2200,0
4314902;Porto Alegre;RS;TRÊS FIGUEIRAS;1;177;692,9;1;False;1;bairro;exato;16661,06;12000,0
4314902;Porto Alegre;RS;JARDIM ISABEL;1;34;697,1;1;False;1;bairro;exato;11749,4;10000,0
4314902;Porto Alegre;RS;MOINHOS DE VENTO;1;45;658,7;1;False;1;bairro;exato;13507,09;9500,0
4314902;Porto Alegre;RS;BOA VISTA;2;92;638,2;2;False;2;bairro;exato;11505,74;8000,0
4314902;Porto Alegre;RS;RIO BRANCO;2;150;684,3;2;False;2;bairro;exato;12337,6;8000,0
4314902;Porto Alegre;RS;AUXILIADORA;2;27;648,2;2;False;1;bairro;exato;11053,58;7000,0
4314902;Porto Alegre;RS;HIGIENOPOLIS;2;132;642,1;2;False;1;bairro;exato;10649,56;7000,0
4314902;Porto Alegre;RS;TRISTEZA;1;28;631,0;1;False;0;bairro;exato;9144,6;6000,0
4314902;Porto Alegre;RS;PRAIA DE BELAS;2;57;637,3;2;False;1;bairro;exato;8264,74;5000,0
4314902;Porto Alegre;RS;SANTA CECÍLIA;1;41;661,2;1;False;1;bairro;exato;6615,68;5000,0
4314902;Porto Alegre;RS;SAO JOAO;2;93;651,3;2;False;2;bairro;exato;7191,14;5000,0
4314902;Porto Alegre;RS;SÃO SEBASTIÃO;1;36;635,1;1;False;1;bairro;exato;5861,81;4300,0
4314902;Porto Alegre;RS;CRISTO REDENTOR;1;19;540,1;1;False;0;bairro;exato;6097,23;4200,0
4314902;Porto Alegre;RS;CENTRO HISTORICO;2;36;595,8;4;False;1;bairro;exato;6558,54;4000,0
4314902;Porto Alegre;RS;JARDIM SÃO PEDRO;1;14;576,5;1;False;0;bairro;exato;5125,55;4000,0
4314902;Porto Alegre;RS;SANTO ANTONIO;2;131;629,7;2;False;1;bairro;exato;5621,53;4000,0
4314902;Porto Alegre;RS;TERESÓPOLIS;2;58;594,3;2;False;0;bairro;exato;6496,27;4000,0
4314902;Porto Alegre;RS;VILA IPIRANGA;3;168;612,0;3;True;1;bairro;exato;5499,45;4000,0
4314902;Porto Alegre;RS;FLORESTA;2;49;599,6;2;False;1;bairro;exato;5124,85;3500,0
4314902;Porto Alegre;RS;CAMAQUA;1;53;591,5;1;False;0;bairro;exato;4366,36;3000,0
4314902;Porto Alegre;RS;JARDIM SABARA;1;54;522,1;1;False;0;bairro;exato;5010,59;3000,0
4314902;Porto Alegre;RS;PARQUE SANTA FÉ;1;15;603,8;1;False;0;bairro;exato;4026,44;3000,0
4314902;Porto Alegre;RS;SAO GERALDO;1;20;586,1;1;False;0;bairro;exato;4767,66;3000,0
4314902;Porto Alegre;RS;HÍPICA;1;46;556,5;1;False;0;bairro;exato;4440,22;2900,0
4314902;Porto Alegre;RS;CRISTAL;1;56;664,5;1;False;1;bairro;exato;5004,76;2706,0
4314902;Porto Alegre;RS;CAVALHADA;1;10;547,3;1;False;0;bairro;exato;4260,63;2500,0
4314902;Porto Alegre;RS;NAVEGANTES;1;24;627,9;1;False;0;bairro;exato;4170,17;2500,0
4314902;Porto Alegre;RS;SARANDI;1;22;542,9;1;False;0;bairro;exato;3541,9;2300,0
4314902;Porto Alegre;RS;GLORIA;1;30;618,2;1;False;1;bairro;exato;3606,89;2100,0
4314902;Porto Alegre;RS;VILA JOÃO PESSOA;1;26;521,5;1;False;0;bairro;exato;3163,91;2000,0
4314902;Porto Alegre;RS;RUBEM BERTA;1;71;585,0;1;False;0;bairro;exato;2231,28;1800,0
4314902;Porto Alegre;RS;VILA SÃO JOSÉ;1;45;616,9;1;False;0;bairro;exato;2409,95;1600,0
4314902;Porto Alegre;RS;RESTINGA;1;12;585,7;1;False;0;bairro;exato;1932,54;1500,0
1100205;Porto Velho;RO;OLARIA;1;14;608,7;1;False;0;bairro;exato;7521,53;5000,0
1100205;Porto Velho;RO;SÃO JOÃO BOSCO;1;45;594,9;1;False;0;bairro;exato;7405,5;5000,0
1100205;Porto Velho;RO;FLODOALDO PONTES PINTO;3;121;608,3;3;True;1;bairro;exato;5294,59;3500,0
1100205;Porto Velho;RO;CENTRO;1;120;644,6;1;False;1;bairro;exato;4243,7;2600,0
1100205;Porto Velho;RO;ELETRONORTE;1;48;637,9;1;False;1;bairro;exato;3298,36;2000,0
1100205;Porto Velho;RO;LAGOA;2;101;574,1;2;False;0;bairro;exato;5325,93;2000,0
3152501;Pouso Alegre;MG;CENTRO;4;96;629,8;4;True;3;distrito (aproximado);exato;3327,15;2000,0
3152501;Pouso Alegre;MG;FÁTIMA I;3;142;650,6;3;True;2;distrito (aproximado);exato;3327,15;2000,0
3152501;Pouso Alegre;MG;JARDIM OLÍMPICO;1;13;599,1;1;False;0;distrito (aproximado);exato;3327,15;2000,0
3152501;Pouso Alegre;MG;SÃO GERALDO;1;46;627,3;2;False;0;distrito (aproximado);exato;3327,15;2000,0
3539806;Poá;SP;VILA JULIA;1;16;565,2;1;False;0;distrito (aproximado);exato;2691,72;2000,0
3151800;Poços de Caldas;MG;CENTRO;6;278;650,6;9;True;3;distrito (aproximado);exato;3446,96;2200,0
3541000;Praia Grande;SP;CANTO DO FORTE;1;30;573,8;1;False;0;bairro;exato;5717,05;4000,0
3541000;Praia Grande;SP;GUILHERMINA;4;178;541,8;4;True;0;bairro;exato;5668,39;3700,0
3541000;Praia Grande;SP;AVIACAO;1;13;560,7;1;False;0;bairro;exato;4754,42;3000,0
3541000;Praia Grande;SP;CAICARA;1;11;565,5;1;False;0;bairro;exato;4169,22;3000,0
3541000;Praia Grande;SP;OCIAN;2;56;567,9;2;False;0;bairro;exato;3774,2;3000,0
3541000;Praia Grande;SP;TUPI;3;76;566,1;3;True;0;bairro;exato;4420,01;3000,0
