nome_escola,codigo_municipio,pib_per_capita,quantidade_salas,score_potencial
5212 EEI RECANTO DOS PEQUENINOS,4314902,78586.94,12.0,0.8868
ESCOLA INFANTIL TINDOLELE LTDA EPP,3548807,136147.1,11.0,0.8865
ARBOS COLEGIO UNIDADE MARECHAL DEODORO,3548807,136147.1,11.0,0.8865
CENTRO DE ENSINO GRAU TECNICO UNIDADE SAO CAETANO,3548807,136147.1,11.0,0.8865
CONHECER COLEGIO,3556206,80718.99,13.0,0.8855
CARPE DIEM COLEGIO,3556206,80718.99,13.0,0.8855
RENAISSANCE COLEGIO BILINGUE LTDA,3556206,80718.99,13.0,0.8855
SENAC LARGO TREZE,3550308,93156.23,21.0,0.8852
CAMPOS SALLES COLEGIO UNIDADE II,3550308,93156.23,21.0,0.8852
PAN TERRA COLEGIO E PRE ESCOLA,3550308,93156.23,21.0,0.8852
PREMEDICO COLEGIO,3550308,93156.23,21.0,0.8852
UNIAO BRASILEIRA INSTITUTO DE EDUCACAO,3550308,93156.23,21.0,0.8852
ESC PART VILLA NALIN B E I,3550308,93156.23,21.0,0.8852
PRINCIPIO DAS ARTES COLEGIO,3550308,93156.23,21.0,0.8852
ESC PART ATELIE CARAMBOLA ESCOLA DE INFANCIA,3550308,93156.23,21.0,0.8852
RAMA COLEGIO,3550308,93156.23,21.0,0.8852
REDE DECISAO UNIDADE SAO PAULO MOOCA,3550308,93156.23,21.0,0.8852
ESC PART FUTUROS GENIOS,3550308,93156.23,21.0,0.8852
VIDEIRA FILHO COLEGIO,3550308,93156.23,21.0,0.8852
POLY MASTER COLEGIO,3550308,93156.23,21.0,0.8852
PAULICEIA COLEGIO,3550308,93156.23,21.0,0.8852
SAO JUDAS EXTERNATO,3550308,93156.23,21.0,0.8852
PRIGULE COLEGIO,3550308,93156.23,21.0,0.8852
ESC PART LA FONTAINE BABY COLEGIO,3550308,93156.23,21.0,0.8852
COLEGIO MELO ARAGAO,3550308,93156.23,21.0,0.8852
COLEGIO MATER DEI,3550308,93156.23,21.0,0.8852
PRIMEIRO MUNDO COLEGIO,3550308,93156.23,21.0,0.8852
REDE DECISAO UNIDADE GRAJAU,3550308,93156.23,21.0,0.8852
ADELIA COSTA E SILVA COLEGIO,3550308,93156.23,21.0,0.8852
ESCOLA MAIS,3550308,93156.23,21.0,0.8852
SAO JOSE DO MARANHAO COLEGIO,3550308,93156.23,21.0,0.8852
ESC PART ESCOLA VIVART,3550308,93156.23,21.0,0.8852
ESC PART TEDDYHAUS,3550308,93156.23,21.0,0.8852
COLEGIO PASCHOAL DANTAS,3550308,93156.23,21.0,0.8852
ESC PART PROBEN CENTRO EDUCACIONAL,3550308,93156.23,21.0,0.8852
RED HOUSE INTERNACIONAL SCHOOL SANTANA,3550308,93156.23,21.0,0.8852
SUZANA DIAS ESCOLA SENAI,3547304,92978.15,13.0,0.8849
COLEGIO FENIX,4205407,58059.37,11.0,0.8848
CENTRO EDUC INNOVATIO,4205407,58059.37,11.0,0.8848
SESC SERVICO SOCIAL DO COMERCIO,4205407,58059.37,11.0,0.8848
GRAU TECNICO,4205407,58059.37,11.0,0.8848
CEI CONVIVENCIA PRIME,4205407,58059.37,11.0,0.8848
ADVENTISTA DE JARDIM FLORESTAL,3525904,147597.65,16.0,0.8847
ESCOLA GENESIS,4202008,64707.5,11.0,0.8832
COC BALNEARIO CAMBORIU COLEGIO CARVALHO,4202008,64707.5,11.0,0.8832
ESCOLA DE FORMACAO GERENCIAL NOVA LIMA METODOLOGIA SEBRAE,3144805,111440.33,11.0,0.8826
CEI JEITO DE SER LTDA,3205309,87520.35,11.0,0.8818
CEI MOINHO DE INVENTO,3205309,87520.35,11.0,0.8818
VERTICE COLEGIO UNIDADE I,3550308,93156.23,20.0,0.8812
CANDELARIA INSTITUTO EDUCACIONAL,3550308,93156.23,20.0,0.8812
POTY ESCOLA,3550308,93156.23,20.0,0.8812
SESI 415 CENTRO EDUCACIONAL,3550308,93156.23,20.0,0.8812
ESPERANTO COLEGIO,3550308,93156.23,20.0,0.8812
COLEGIO SOUZA E ALMEIDA,3550308,93156.23,20.0,0.8812
WALDORF DE SAO PAULO ESCOLA,3550308,93156.23,20.0,0.8812
PASCHOAL DANTAS II COLEGIO,3550308,93156.23,20.0,0.8812
NICOLAU KERPEN COLEGIO,3550308,93156.23,20.0,0.8812
LAZI COLEGIO,3550308,93156.23,20.0,0.8812
ISAAC NEWTON ESCOLA UNIDADE II,3550308,93156.23,20.0,0.8812
CENTRO INTERESCOLAR OBJETIVO UNIDADE TATUAPE,3550308,93156.23,20.0,0.8812
LEILA GUEDES COLEGIO,3550308,93156.23,20.0,0.8812
BELO FUTURO INTERNACIONAL COLEGIO UNIDADE II,3550308,93156.23,20.0,0.8812
GISLAINE ROSATI INSTITUTO DE ENSINO,3550308,93156.23,20.0,0.8812
CANTAREIRA ENSINO MEDIO COLEGIO UNIDADE II,3550308,93156.23,20.0,0.8812
PIETRA COLEGIO UNIDADE II,3550308,93156.23,20.0,0.8812
LUX DEI COLEGIO,3550308,93156.23,20.0,0.8812
GAROFALO GALLI COLEGIO,3550308,93156.23,20.0,0.8812
RED HOUSE INTERNATIONAL SCHOOL TATUAPE,3550308,93156.23,20.0,0.8812
THOMAZ TREGLIA COLEGIO,3550308,93156.23,20.0,0.8812
JOANA D ARC COLEGIO,3550308,93156.23,20.0,0.8812
PROJETO VIDA ESCOLA ENSINO FUNDAMENTAL,3550308,93156.23,20.0,0.8812
GUSTAVO AMARAL COLEGIO,3550308,93156.23,20.0,0.8812
MAGNO COLEGIO,3550308,93156.23,20.0,0.8812
10 DE MAIO COLEGIO,3550308,93156.23,20.0,0.8812
DOM BOSCO COLEGIO UNIDADE IV,3550308,93156.23,20.0,0.8812
NOVE DE JULHO COLEGIO UNIDADE III,3550308,93156.23,20.0,0.8812
COLEGIO NOVO TEMPO,3550308,93156.23,20.0,0.8812
OURO PRETO COLEGIO,3550308,93156.23,20.0,0.8812
EMILIO DE ROUSSEAU COLEGIO,3550308,93156.23,20.0,0.8812
ADVENTISTA DA ALVORADA ESCOLA,3550308,93156.23,20.0,0.8812
AGHAPE COLEGIO DE,3550308,93156.23,20.0,0.8812
OSWALD DE ANDRADE COLEGIO UNIDADE II,3550308,93156.23,20.0,0.8812
SUPER NOVA GERACAO COLEGIO,3550308,93156.23,20.0,0.8812
ARCADIA COLEGIO,3550308,93156.23,20.0,0.8812
ESC PART KIDSLANDIA,3550308,93156.23,20.0,0.8812
REDE DECISAO - UNIDADE VINHEDO,3556701,192052.06,12.0,0.8807
SESI 242 CENTRO EDUCACIONAL,3556701,192052.06,12.0,0.8807
SITIO ESCOLA DO,3509502,80741.47,15.0,0.8803
SABIS INTERNACIONAL SCHOOL,3509502,80741.47,15.0,0.8803
COLEGIO OFICINA DO ESTUDANTE UNIDADE PAINEIRAS,3509502,80741.47,15.0,0.8803
OBJETIVO DE CAMPINAS COLEGIO UNIDADE CAMBUI,3509502,80741.47,15.0,0.8803
COLEGIO OFICINA DO ESTUDANTE UNIDADE TAQUARAL,3509502,80741.47,15.0,0.8803
OLIVEIRAS ESCOLA,3548500,73963.51,11.0,0.8798
RENOVACAO COLEGIO,3548500,73963.51,11.0,0.8798
FUTURO COLEGIO,3548500,73963.51,11.0,0.8798
COLEGIO GRATITUDE,3548500,73963.51,11.0,0.8798
VIDAS RECICLADAS,3548500,73963.51,11.0,0.8798
ESCOLA SESI EMILIA MASSANTI,3106200,56227.29,13.0,0.8786
COL MAXIMUS STA INES,3106200,56227.29,13.0,0.8786
ESCOLA CONVIVIO NUCLEO DE ACOMPANHAMENTO PEDAGOGICO E PSICOLOGICO LTDA - ME,3106200,56227.29,13.0,0.8786
CENTRO EDUCACIONAL ARCA DE NOE,3106200,56227.29,13.0,0.8786
VILA ENFANCE,3106200,56227.29,13.0,0.8786
DINAMICA CENTRO EDUCACIONAL,3106200,56227.29,13.0,0.8786
INSTITUTO EDUCACIONAL JARDIM,3106200,56227.29,13.0,0.8786
CENTRO DE ENSINO GRAU TECNICO - UNIDADE BELO HORIZONTE,3106200,56227.29,13.0,0.8786
MIGUEL ARCANJO ESCOLA WALDORF ENSINO FUNDAMENTAL,3106200,56227.29,13.0,0.8786
COLEGUIUM UNID JARAGUA,3106200,56227.29,13.0,0.8786
ESCOLA THEODOR HERZL,3106200,56227.29,13.0,0.8786
C DE ENS GRAU TECNICO,5300108,129790.44,14.0,0.878
ESC VILA VERDE,5300108,129790.44,14.0,0.878
COL DROMOS,5300108,129790.44,14.0,0.878
ESC MAANAIM,5300108,129790.44,14.0,0.878
CRESCE - EDUC INF E ENS FUND,5300108,129790.44,14.0,0.878
ESC MUNDO MAGICO DO SABER,5300108,129790.44,14.0,0.878
C EDUCACIONAL EXPOENTE,5300108,129790.44,14.0,0.878
Q CARINHO - CR E PRE ESC,5300108,129790.44,14.0,0.878
COL TRIANGULO,5300108,129790.44,14.0,0.878
C EDUCACIONAL CIMAN,5300108,129790.44,14.0,0.878
ESC PART COLEGIO BARTOLOMEU BARBOSA,3550308,93156.23,19.0,0.877
ESCOLA TECNICA SEQUENCIAL UNIDADE BRASILANDIA,3550308,93156.23,19.0,0.877
EXATO COLEGIO,3550308,93156.23,19.0,0.877
COLEGIO POLIEDRO DE EDUCACAO,3550308,93156.23,19.0,0.877
COLEGIO BA11L LTDA,3550308,93156.23,19.0,0.877
DEO VOLENTE COLEGIO,3550308,93156.23,19.0,0.877
ESC PART MEU CASTELINHO II - E S P,3550308,93156.23,19.0,0.877
ESC PART SANTA MARIA INST DE EDUC INF,3550308,93156.23,19.0,0.877
COLEGIO GIUSTO ZONZINI,3550308,93156.23,19.0,0.877
SIGMUND FREUD COLEGIO,3550308,93156.23,19.0,0.877
ESCOLA LUMINOVA,3550308,93156.23,19.0,0.877
ESC PART ESCOLA AVIVA DESENV INFANTIL,3550308,93156.23,19.0,0.877
CIDADE CANCAO COLEGIO,3550308,93156.23,19.0,0.877
ZAMPIERI COLEGIO,3550308,93156.23,19.0,0.877
PUERI PAX COLEGIO,3550308,93156.23,19.0,0.877
PENHENSE ESCOLA ESP,3550308,93156.23,19.0,0.877
TUTOR SCHOOL SISTEMA DE ENSINO,3550308,93156.23,19.0,0.877
PLACE KIDS,3550308,93156.23,19.0,0.877
SEMEAR COLEGIO,3550308,93156.23,19.0,0.877
FUTURA COLEGIO,3550308,93156.23,19.0,0.877
CARDEAL LIZARTE COLEGIO,3550308,93156.23,19.0,0.877
SAN MARINO COLEGIO,3550308,93156.23,19.0,0.877
SENAC LAPA SCIPIAO,3550308,93156.23,19.0,0.877
CAVLAC COLEGIO,3550308,93156.23,19.0,0.877
PASCHOAL DANTAS COLEGIO,3550308,93156.23,19.0,0.877
ALICERCE COLEGIO,3550308,93156.23,19.0,0.877
MARCO PAULISTA COLEGIO,3550308,93156.23,19.0,0.877
ELITE REDE DE ENSINO,3550308,93156.23,19.0,0.877
SALMISTA COLEGIO,3550308,93156.23,19.0,0.877
SANTA CRUZ LICEU,3550308,93156.23,19.0,0.877
ESC PART CASTELO ENCANTADO E E I B,3550308,93156.23,19.0,0.877
ESC PART A HEBRAICA,3550308,93156.23,19.0,0.877
FERNANDO DOS REIS PROFESSOR COLEGIO,3550308,93156.23,19.0,0.877
FENIX UNIDADE III COLEGIO,3550308,93156.23,19.0,0.877
SAINT KLAUS INSTITUTO EDUCACIONAL,3550308,93156.23,19.0,0.877
CAMINHO DO SABER COLEGIO,3550308,93156.23,19.0,0.877
BRASILEIRO ISLAMICO COLEGIO,3550308,93156.23,19.0,0.877
CULTURA COLEGIO,3550308,93156.23,19.0,0.877
LIDIA CRUZ COLEGIO,3550308,93156.23,19.0,0.877
EDUQUE NOVA ESCOLA,3550308,93156.23,19.0,0.877
HUMBERTO REIS COSTA ESCOLA SENAI,3550308,93156.23,19.0,0.877
CONDE DOMINGOS COLEGIO,3550308,93156.23,19.0,0.877
ESC PART CRYSTAL,3550308,93156.23,19.0,0.877
ESTRELA SIRIUS COLEGIO,3550308,93156.23,19.0,0.877
SANTA LUZIA COLEGIO,3550308,93156.23,19.0,0.877
LA FONTAINE COLEGIO,3550308,93156.23,19.0,0.877
BUILDERS EDUCACAO BILINGUE,3550308,93156.23,19.0,0.877
URSINHO PIMPAO C E I,4106902,67691.3,12.0,0.8766
NOVO EDUCANDARIO - C E I,4106902,67691.3,12.0,0.8766
TUNEL DO TEMPO C E I,4106902,67691.3,12.0,0.8766
ESCOLA WALDORF TURMALINA - EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,4106902,67691.3,12.0,0.8766
CENTRO DE EDUCACAO PROFISSIONAL FAFILTEC EDUCACIONAL LTDA,4106902,67691.3,12.0,0.8766
PEQUENO URSO JUNIOR E EF,4106902,67691.3,12.0,0.8766
CENTRO DE EDUCACAO INFANTIL DO-RE-MI LTDA,4106902,67691.3,12.0,0.8766
PEDRO APOSTOLO ESCOLA ED INF E ENS FUND,4106902,67691.3,12.0,0.8766
DUNAMYS ESCOLA,4106902,67691.3,12.0,0.8766
INOVACAO DO SABER JUNIOR C E I,4106902,67691.3,12.0,0.8766
VILLAGE KIDS CEI,4106902,67691.3,12.0,0.8766
COLEGIO SESI BOQUEIRAO EDUCACAO INFANTIL E ENSINO MEDIO,4106902,67691.3,12.0,0.8766
CRIANCA EM FOCO CEI,4106902,67691.3,12.0,0.8766
SESC CENTRO C EF M,4106902,67691.3,12.0,0.8766
GAIA CEI,4106902,67691.3,12.0,0.8766
PAULO FREIRE COLEGIO,3525904,147597.65,15.0,0.8763
COLEGIO CRUZEIRO - JACAREPAGUA,3304557,67371.97,104.0,0.8738
ESCOLA SESC DE ENSINO MEDIO,3304557,67371.97,88.0,0.8736
ESCOLA AMERICANA DO RIO DE JANEIRO,3304557,67371.97,81.0,0.8735
COLEGIO SANTO AGOSTINHO,3304557,67371.97,76.0,0.8734
ESCOLA ALEMA CORCOVADO - EXPERIMENTAL,3304557,67371.97,76.0,0.8734
COLEGIO CRUZEIRO-CENTRO,3304557,67371.97,74.0,0.8733
LICEU DE ARTES E OFICIOS,3304557,67371.97,74.0,0.8733
ESCOLA ELEVA,3304557,67371.97,72.0,0.8732
CATAVENTO ESPACO DE EDUCACAO LTDA,3303302,158314.82,10.0,0.873
CENTRO DE RECREACAO INFANTIL PEQUENOS GRUMETES,3303302,158314.82,10.0,0.873
ME NINAR ESCOLA,3303302,158314.82,10.0,0.873
COLEGIO MAIA MARQUES,3303302,158314.82,10.0,0.873
COLEGIO SAO BERNARDO,3303302,158314.82,10.0,0.873
QUINTAL GIRASSOL ESCOLA CRECHE E EDUCACAO INFANTIL LTDA ME,3303302,158314.82,10.0,0.873
CASTELO TURMA MIUDA - ESCOLA CRISTA GENEBRA,3303302,158314.82,10.0,0.873
INSTITUTO SAO BENTO DE NITEROI,3303302,158314.82,10.0,0.873
COLEGIO OPCAO,3303302,158314.82,10.0,0.873
CENTRO EDUCACIONAL MARINS MIRANDA,3303302,158314.82,10.0,0.873
ISBEN EDUCACAO E CULTURA,3303302,158314.82,10.0,0.873
CENTRO POLITECNICO,3304557,67371.97,66.0,0.8729
CENTRO EDUCACIONAL ESPACO INTEGRADO,3304557,67371.97,66.0,0.8729
ESCOLA ELEVA,3304557,67371.97,66.0,0.8729
COLEGIO MARISTA SAO JOSE BARRA,3304557,67371.97,63.0,0.8728
SESI 434 CENTRO EDUCACIONAL,3550308,93156.23,18.0,0.8727
X EBENEZER COLEGIO,3550308,93156.23,18.0,0.8727
PAULISTA INSTITUICAO DE ENSINO UNIDADE II,3550308,93156.23,18.0,0.8727
FREE WORLD SCHOOL ENSINO BILINGUE,3550308,93156.23,18.0,0.8727
NEOLATINO COLEGIO,3550308,93156.23,18.0,0.8727
MAX ESCOLINHA DO,3550308,93156.23,18.0,0.8727
LIMA GUIMARAES K COLEGIO,3550308,93156.23,18.0,0.8727
COLEGIO BEKA,3550308,93156.23,18.0,0.8727
MANUEL BANDEIRA POETA COLEGIO,3550308,93156.23,18.0,0.8727
FENIX COLEGIO,3550308,93156.23,18.0,0.8727
CRISTA PAN AMERICANA ESCOLA,3550308,93156.23,18.0,0.8727
ALEXANDRA COLEGIO,3550308,93156.23,18.0,0.8727
MACUNAIMA TEATRO ESCOLA,3550308,93156.23,18.0,0.8727
OSWALDO CRUZ ESCOLA TECNICA,3550308,93156.23,18.0,0.8727
FORMOSA COLEGIO,3550308,93156.23,18.0,0.8727
JARDIM ANALIA FRANCO COLEGIO,3550308,93156.23,18.0,0.8727
ESCOLA GRAMADO,3550308,93156.23,18.0,0.8727
PENTAGONO COLEGIO UNIDADE MORUMBI,3550308,93156.23,18.0,0.8727
COLEGIO CAMINHOS E COLINAS,3550308,93156.23,18.0,0.8727
ESC PART AIDA VISCONDE BASTOS,3550308,93156.23,18.0,0.8727
ESC PART HAPPY DAY E I,3550308,93156.23,18.0,0.8727
COLEGIO MASTER,3550308,93156.23,18.0,0.8727
ESC PART EVOLUCAO UNIDADE I,3550308,93156.23,18.0,0.8727
ALMEIDA SANTOS ESCOLA,3550308,93156.23,18.0,0.8727
ESC PART QUACATU ESCOLA UNIDADE IV,3550308,93156.23,18.0,0.8727
ESCOLA LUMIAR,3550308,93156.23,18.0,0.8727
DOM BOSCO COLEGIO,3550308,93156.23,18.0,0.8727
JARDIM ALIANCA COLEGIO,3550308,93156.23,18.0,0.8727
LUMIERE COLEGIO,3550308,93156.23,18.0,0.8727
ESC PART SONHO DE CRIANCA E E I,3550308,93156.23,18.0,0.8727
COMUNIDADE COLEGIO DA,3550308,93156.23,18.0,0.8727
EDUCARE COLEGIO,3550308,93156.23,18.0,0.8727
COLEGIO GALILEU GALILEI UNIDADE VILA EMA,3550308,93156.23,18.0,0.8727
FLORESTA AZUL COLEGIO,3550308,93156.23,18.0,0.8727
PIRAMIS COLEGIO,3550308,93156.23,18.0,0.8727
GUAIAUNA COLEGIO,3550308,93156.23,18.0,0.8727
LUTERANO COLEGIO SAO PAULO,3550308,93156.23,18.0,0.8727
COSTA AGUIAR COLEGIO,3550308,93156.23,18.0,0.8727
CADEM COLEGIO,3550308,93156.23,18.0,0.8727
NOVO ESPACO COLEGIO,3550308,93156.23,18.0,0.8727
CENTRO EDUCACIONAL A MAR,3550308,93156.23,18.0,0.8727
ORLANDO GARCIA DA SILVEIRA COLEGIO,3550308,93156.23,18.0,0.8727
PASSO SEGURO COLEGIO,3550308,93156.23,18.0,0.8727
CRUZ DE MALTA INSTITUTO DE EDUCACAO,3550308,93156.23,18.0,0.8727
OSWALDO CRUZ COLEGIOS INTEGRADOS PAIS LEME,3550308,93156.23,18.0,0.8727
ALIADO COLEGIO UNIDADE CLUBE GUAPIRA,3550308,93156.23,18.0,0.8727
DOM FELIPE COLEGIO,3550308,93156.23,18.0,0.8727
VERA CRUZ ESCOLA,3550308,93156.23,18.0,0.8727
INSTITUTO EDUCACIONAL REVERENDO OLAVO NUNES,4314902,78586.94,11.0,0.8726
CENTRO INFANTIL SER CRIANCA LTDA,4314902,78586.94,11.0,0.8726
DESPERTAR EDUCACAO INFANTIL LTDA,4314902,78586.94,11.0,0.8726
EEI BALAO AZUL VIVENCIAS,4314902,78586.94,11.0,0.8726
EEF AMIGOS DO VERDE,4314902,78586.94,11.0,0.8726
ESC DE ENS FUND NOSSA SENHORA DO CENACULO,4314902,78586.94,11.0,0.8726
CREARE CULTURA RECREACAO ARTES E EDUCACAO,4314902,78586.94,11.0,0.8726
ESCOLA PARQUE,3304557,67371.97,59.0,0.8725
CARROSSEL INSTITUTO EDUCACIONAL,3556206,80718.99,12.0,0.8724
URSINHO PANDA CENT RECREACAO E ED INFANTIL,3556206,80718.99,12.0,0.8724
COL ANDREWS,3304557,67371.97,56.0,0.8723
COL NOTRE DAME - IPANEMA,3304557,67371.97,55.0,0.8722
COLEGIO MARISTA SAO JOSE,3304557,67371.97,55.0,0.8722
COLEGIO CENECISTA CAPITAO LEMOS CUNHA,3304557,67371.97,54.0,0.8721
ESCOLA BRITANICA THE BRITISH SCHOOL RIO DE JANEIRO BARRA,3304557,67371.97,53.0,0.8719
CENTRO EDUCACIONAL SESI 433,3547304,92978.15,12.0,0.8718
SANTA MONICA REDE DE ENSINO - CASCADURA,3304557,67371.97,52.0,0.8718
ESCOLA BRITANICA - THE BRITISH SCHOOL RIO DE JANEIRO URCA,3304557,67371.97,52.0,0.8718
COL PENTAGONO,3304557,67371.97,52.0,0.8718
COL DE SAO BENTO,3304557,67371.97,50.0,0.8713
COL DE APLICACAO DR PAULO GISSONI,3304557,67371.97,50.0,0.8713
INSTITUTO NOSSA SENHORA DA PIEDADE II,3304557,67371.97,50.0,0.8713
SESI 403 CENTRO EDUCACIONAL,3509502,80741.47,14.0,0.8712
JOAO E MARCELLA SEMI EXTERNATO,3509502,80741.47,14.0,0.8712
14 BIS ESCOLA,3509502,80741.47,14.0,0.8712
COLEGIO RDSSWISS,3509502,80741.47,14.0,0.8712
COL DOS SANTOS ANJOS,3304557,67371.97,49.0,0.8709
LICEU MOLIERE,3304557,67371.97,49.0,0.8709
COLEGIO SANTA MONICA - TAQUARA,3304557,67371.97,48.0,0.8708
COL FRANCO BRASILEIRO,3304557,67371.97,48.0,0.8708
MAE OPERARIA LAR SAMARITANO,3548807,136147.1,10.0,0.8706
SANTA MONICA REDE DE ENSINO MADUREIRA,3304557,67371.97,44.0,0.8698
RECANTO INF IMACULADA CONCEICAO,3304557,67371.97,43.0,0.8696
SANTA MONICA REDE DE ENSINO - SANTA CRUZ,3304557,67371.97,43.0,0.8696
CENTRO DE EDUC E CULT DA BARRA,3304557,67371.97,43.0,0.8696
CENTRO DE ESTUDOS PSICOPEDAGOGICOS TOCANDO EM VOCE LTDA,3304557,67371.97,42.0,0.8692
COLEGIO SANTO AGOSTINHO - UNIDADE NOVO LEBLON,3304557,67371.97,42.0,0.8692
COLEGIO DA IMACULADA CONCEICAO,3304557,67371.97,42.0,0.8692
SENAI JACAREPAGUA,3304557,67371.97,41.0,0.8689
CENTRO DE EDUCACAO E EVANGELIZACAO POPULAR,4205407,58059.37,10.0,0.8689
COLEGIO AURORA FILIAL I,4205407,58059.37,10.0,0.8689
CENTRO EDUC TRIANGULO CATARINENSE,4205407,58059.37,10.0,0.8689
ESCOLA ENGENHO LTDA,4205407,58059.37,10.0,0.8689
ESCOLA TECNICA PRO SAUDE,4205407,58059.37,10.0,0.8689
COL APOLLO 12 FILIAL,3304557,67371.97,40.0,0.8684
COL STO ANTONIO MARIA ZACCARIA,3304557,67371.97,40.0,0.8684
SANTA MONICA CENTRO EDUCACIONAL-FREGUESIA,3304557,67371.97,40.0,0.8684
COLEGIO BRASILEIRO SAO CHRISTOVAO,3304557,67371.97,40.0,0.8684
ESCOLA TECNICA SANDRA SILVA,3304557,67371.97,40.0,0.8684
ESCOLA CAROLINA PATRICIO UNIDADE BARRA DA TIJUCA,3304557,67371.97,40.0,0.8684
SENAC COPACABANA,3304557,67371.97,40.0,0.8684
ESPACO EDUCATIVO MAFRA II,5300108,129790.44,13.0,0.868
SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC JOAQUIM LOIOLA - GAMA,5300108,129790.44,13.0,0.868
ESC RAVELO,5300108,129790.44,13.0,0.868
COL CEDUC,5300108,129790.44,13.0,0.868
COLEGIO OBJETIVO UNIDADE X,5300108,129790.44,13.0,0.868
MONTESSORIANA ESC INF,5300108,129790.44,13.0,0.868
PRO-EDUCAR INST TECNICO EDUCACIONAL,5300108,129790.44,13.0,0.868
ZIGUE ZAR,5300108,129790.44,13.0,0.868
REDE DE ENSINO CERTO,5300108,129790.44,13.0,0.868
ESC DA ARVORE,5300108,129790.44,13.0,0.868
ESC PEDACINHO DO CEU - ASA NORTE,5300108,129790.44,13.0,0.868
INST DE EDUC GUINESS,5300108,129790.44,13.0,0.868
CENTRO EDUCACIONAL DE INTELIGENCIA UNIVERSAL,5300108,129790.44,13.0,0.868
COL CONEXAO,5300108,129790.44,13.0,0.868
COL DOPPLER,5300108,129790.44,13.0,0.868
COL APROVACAO GENIO,5300108,129790.44,13.0,0.868
COLEGIO OCTA,5300108,129790.44,13.0,0.868
ESC CANTINHO CRISTAO,5300108,129790.44,13.0,0.868
ATHENA ESC TECNICA,5300108,129790.44,13.0,0.868
ESCOLA PIO XII,3304557,67371.97,39.0,0.8679
SANTA MONICA REDE DE ENSINO - TAQUARA,3304557,67371.97,38.0,0.8675
GRUPO FARIA BRITO - OFICINA DA CRIANCA,3304557,67371.97,38.0,0.8675
SANTA RITA COLEGIO,3550308,93156.23,17.0,0.8674
AUGUSTO SILVA COLEGIO,3550308,93156.23,17.0,0.8674
SENAC PENHA,3550308,93156.23,17.0,0.8674
RICARDO RODRIGUES ALVES COLEGIO,3550308,93156.23,17.0,0.8674
MUNDO ATUAL COLEGIO,3550308,93156.23,17.0,0.8674
ESC PART SABER CRESCER E E I,3550308,93156.23,17.0,0.8674
ESC PART CORUJINHA FELIZ BABY E E I,3550308,93156.23,17.0,0.8674
GREEN BOOK SCHOOL ENSINO FUNDAMENTAL E MEDIO,3550308,93156.23,17.0,0.8674
EDUCAZIONE INTEGRATA,3550308,93156.23,17.0,0.8674
PUERI VITAE COLEGIO,3550308,93156.23,17.0,0.8674
INSTITUTO EDUCACIONAL ADONAI,3550308,93156.23,17.0,0.8674
INTEGRATION SCHOOL,3550308,93156.23,17.0,0.8674
COLEGIO GALILEU GALILEI,3550308,93156.23,17.0,0.8674
ESC PART SANTO AGOSTINHO II,3550308,93156.23,17.0,0.8674
PAULISTA DE EDUCACAO BASICA ESCOLA,3550308,93156.23,17.0,0.8674
GRADUADO COLEGIO,3550308,93156.23,17.0,0.8674
COLEGIO TRILHA,3550308,93156.23,17.0,0.8674
DAVINA GASPARINI COLEGIO,3550308,93156.23,17.0,0.8674
XV DE NOVEMBRO COLEGIO INTEGRADO,3550308,93156.23,17.0,0.8674
CRISTAO 3 R COLEGIO,3550308,93156.23,17.0,0.8674
ALECRIM ESCOLA,3550308,93156.23,17.0,0.8674
ESCOLA LUMINOVA INTERLAGOS,3550308,93156.23,17.0,0.8674
MARGARIDA MARIA ORGANIZACAO EDUCACIONAL OEMAR,3550308,93156.23,17.0,0.8674
COLEGIO PARADIGMA,3550308,93156.23,17.0,0.8674
CONTE COLEGIO,3550308,93156.23,17.0,0.8674
ESCOLA FUTURA,3550308,93156.23,17.0,0.8674
BETEL BRASILEIRO COLEGIO,3550308,93156.23,17.0,0.8674
UNIMOR COLEGIO,3550308,93156.23,17.0,0.8674
SERGIO BUARQUE DE HOLANDA COLEGIO,3550308,93156.23,17.0,0.8674
AMERICO MELO COLEGIO,3550308,93156.23,17.0,0.8674
BRASIL JOVEM COLEGIO,3550308,93156.23,17.0,0.8674
24 DE MARCO COLEGIO UNIDADE I,3550308,93156.23,17.0,0.8674
OLIVEIRA GUIMARAES COLEGIO,3550308,93156.23,17.0,0.8674
PLANETA CRIANCA ESCOLA,3550308,93156.23,17.0,0.8674
HIGH LINE SCHOOL,3550308,93156.23,17.0,0.8674
SANTA BARBARA COLEGIO,3550308,93156.23,17.0,0.8674
CENTRO DE ENSINO GRAU TECNICO SANTO AMARO,3550308,93156.23,17.0,0.8674
NOVA DIRETRIZ COLEGIO,3550308,93156.23,17.0,0.8674
T C A COLEGIO,3550308,93156.23,17.0,0.8674
COLEGIO PORTAL DO FUTURO,3550308,93156.23,17.0,0.8674
PEDRA ANGULAR COLEGIO,3550308,93156.23,17.0,0.8674
COLEGIO SANTA IZILDINHA,3550308,93156.23,17.0,0.8674
SEIVA MASTER ESCOLA,3550308,93156.23,17.0,0.8674
EDUCANDARIO DOS ANJOS,3550308,93156.23,17.0,0.8674
PEDROSO COLEGIO,3550308,93156.23,17.0,0.8674
