codigo_escola,NO_ENTIDADE,codigo_municipio,rank_municipio,n_escolas_confiaveis_municipio,segmento_comercial,rede_propria_poliedro,enem_media_geral,qtd_participantes_enem,indice_infra,QT_MAT_MED,score_destaque
35165347,MOBILE COLEGIO,3550308,4,417,Desafiante (2º-5º local),False,723.9795192307691,208.0,4.0,714.0,0.9083
24089214,CENTRO DE EDUCACAO INTEGRADA S A - ROBERTO FREIRE,2408102,4,44,Desafiante (2º-5º local),False,690.6954285714286,70.0,4.0,168.0,0.9072
29365023,COLEGIO OFICINA,2927408,3,74,Desafiante (2º-5º local),False,696.4232258064516,62.0,5.0,186.0,0.9064
22022406,COLEGIO LEROTE LTDA,2211001,2,44,Desafiante (2º-5º local),False,717.0234146341463,41.0,4.0,235.0,0.9061
52096785,COLEGIO OLIMPO GOIANIA,5208707,2,59,Desafiante (2º-5º local),False,712.3107103825137,61.0,4.0,215.0,0.9033
32074964,COLEGIO SALESIANO JARDIM CAMBURI,3205309,4,15,Desafiante (2º-5º local),False,689.4235087719298,57.0,5.0,225.0,0.8995
35105314,COLEGIO FRANCISCANO PIOXII,3550308,5,417,Desafiante (2º-5º local),False,670.4731666666667,80.0,5.0,308.0,0.8995
22144919,COLEGIO GREAT,2211001,3,44,Desafiante (2º-5º local),False,703.8186666666666,15.0,4.0,63.0,0.8988
28017943,COLEGIO AMADEUS LTDA,2800308,2,40,Desafiante (2º-5º local),False,674.2116104868915,89.0,5.0,253.0,0.8986
35114832,PEQUENO PRINCIPE COLEGIO,3543402,2,30,Desafiante (2º-5º local),False,669.7211594202898,69.0,5.0,311.0,0.898
32041411,CENTRO DE ENSINO CHARLES DARWIN,3205309,5,15,Desafiante (2º-5º local),False,685.6892340425532,235.0,5.0,655.0,0.8947
31041262,COLEGIO ROBERTO CARNEIRO,3122306,2,8,Desafiante (2º-5º local),False,667.7692682926829,82.0,5.0,293.0,0.8944
29200091,SARTRE ESCOLA SEB - ITAIGARA,2927408,4,74,Desafiante (2º-5º local),False,684.7899079754601,326.0,5.0,1096.0,0.8936
22023658,EDUCANDARIO SANTA MARIA GORETTI,2211001,4,44,Desafiante (2º-5º local),False,659.1961904761905,21.0,5.0,109.0,0.8933
43107494,CENTRO DE ENSINO MEDIO PASTOR DOHMS-UNIDADE DE ENSINO HIGIENOPOLIS,4314902,3,44,Desafiante (2º-5º local),False,669.5675757575757,66.0,5.0,252.0,0.892
43215050,COLEGIO BERTONI MED,4314902,4,44,Desafiante (2º-5º local),False,682.5307692307692,13.0,5.0,14.0,0.8915
29447518,COLEGIO MARISTA DE PATAMARES,2927408,5,74,Desafiante (2º-5º local),False,658.5875268817205,93.0,5.0,392.0,0.8913
22142363,COLEGIO PROPOSITO,2211001,5,44,Desafiante (2º-5º local),False,721.8133333333334,15.0,3.0,293.0,0.8906
31291986,CENTRO EDUCACIONAL DIVINOPOLIS-ANGLO,3122306,3,8,Desafiante (2º-5º local),False,666.2406666666667,50.0,5.0,51.0,0.8904
53020006,C EDUCACIONAL SIGMA - ASA NORTE,5300108,3,98,Desafiante (2º-5º local),False,680.6918181818181,88.0,5.0,330.0,0.8893
52034054,COLEGIO PROGRESSIVO,5208707,3,59,Desafiante (2º-5º local),False,677.0464978902953,79.0,5.0,263.0,0.8888
33165920,COLEGIO E CURSO PENSI,3303302,3,38,Desafiante (2º-5º local),False,758.8586206896553,29.0,4.0,277.0,0.8884
31320536,SISTEMA APOIO DE ENSINO,3170107,2,11,Desafiante (2º-5º local),False,690.3314285714285,42.0,4.0,149.0,0.8879
28017781,COLEGIO ARQUIDIOCESANO S CORACAO DE JESUS,2800308,3,40,Desafiante (2º-5º local),False,678.9244102564103,65.0,5.0,239.0,0.8873
50030590,COLEGIO LUMIERE ENSINO FUNDAMENTAL,5003702,2,5,Desafiante (2º-5º local),False,717.234,20.0,4.0,54.0,0.8864
21009902,CENTRO EDUCACIONAL MONTESSORIANO REINO INFANTIL,2111300,2,43,Desafiante (2º-5º local),False,687.4187692307693,65.0,4.0,226.0,0.8846
53015347,C EDUCACIONAL SIGMA AGUAS CLARAS,5300108,4,98,Desafiante (2º-5º local),False,677.5172151898735,79.0,5.0,238.0,0.8844
35290804,ESCOLA SEB UNIDADE ALVARES CABRAL,3543402,3,30,Desafiante (2º-5º local),False,725.4759420289855,69.0,4.0,212.0,0.8837
53001222,C EDUCACIONAL SIGMA,5300108,5,98,Desafiante (2º-5º local),False,675.3353333333333,90.0,5.0,368.0,0.8813
43172440,COLEGIO LEONARDO DA VINCI- BETA,4314902,5,44,Desafiante (2º-5º local),False,664.4967857142857,56.0,5.0,170.0,0.88
28018109,CURSO COLEGIO MODULO LTDA,2800308,4,40,Desafiante (2º-5º local),False,664.3465909090909,88.0,5.0,315.0,0.8797
28017757,COESI COLEGIO DE ORIENTACAO E ESTUDOS INTEGRADOS E ESCOLINHA DO RE MI EIRELI - EPP,2800308,5,40,Desafiante (2º-5º local),False,664.1664516129032,62.0,5.0,229.0,0.8791
52086615,COLEGIO JAO LTDA,5208707,4,59,Desafiante (2º-5º local),False,660.721090909091,55.0,5.0,218.0,0.878
52034046,COLEGIO PREVEST,5208707,5,59,Desafiante (2º-5º local),False,670.8133064516129,124.0,5.0,490.0,0.8749
24350303,CENTRO DE EDUCACAO INTEGRADA MAIS LTDA,2408102,5,44,Desafiante (2º-5º local),False,667.0768582375479,87.0,4.0,268.0,0.8737
