codigo_escola,NO_ENTIDADE,codigo_municipio,rank_municipio,n_escolas_confiaveis_municipio,segmento_comercial,rede_propria_poliedro,enem_media_geral,qtd_participantes_enem,indice_infra,QT_MAT_MED,score_destaque
35583224,COLEGIO COC,3548708,2,30,Desafiante (2º-5º local),False,701.9771428571429,14.0,4.0,14.0,0.8728
41352866,BOM JESUS DIVINA PROVIDENCIA COL EDUC INF ENS FUND E MEDIO,4106902,2,44,Desafiante (2º-5º local),False,669.1423188405797,69.0,5.0,246.0,0.8725
51036169,COLEGIO IBERO AMERICANO,5103403,2,23,Desafiante (2º-5º local),False,701.0,17.0,4.0,79.0,0.8722
25133861,COLEGIO GGE,2507507,3,49,Desafiante (2º-5º local),False,681.137536231884,46.0,4.0,151.0,0.8717
35114960,COLEGIO SANTA URSULA DE RIBEIRAO PRETO,3543402,4,30,Desafiante (2º-5º local),False,667.2603389830508,59.0,5.0,257.0,0.8682
13025872,CENTRO EDUCACIONAL LATO SENSU,1302603,2,38,Desafiante (2º-5º local),False,674.6186363636364,88.0,4.0,315.0,0.8677
25153820,CARL ROGERS - CENTRO DE EDUCACAO,2507507,4,49,Desafiante (2º-5º local),False,672.90875,16.0,4.0,45.0,0.8653
12031682,ESC COLEGIO SIGMA,1200401,2,9,Desafiante (2º-5º local),False,676.6075999999999,50.0,4.0,120.0,0.8641
15567672,COLEGIO CEI,1501402,4,54,Desafiante (2º-5º local),False,657.4752941176471,34.0,5.0,103.0,0.8629
31166332,COLEGIO MARISTA DIOCESANO,3170107,3,11,Desafiante (2º-5º local),False,655.0084552845528,41.0,5.0,131.0,0.8609
35154295,JEAN PIAGET UNIDADE II EEPG,3548500,2,26,Desafiante (2º-5º local),False,686.8668229166667,128.0,4.0,373.0,0.8586
31128031,COLEGIO SETE DE SETEMBRO,3151800,2,6,Desafiante (2º-5º local),False,672.2513178294574,86.0,5.0,284.0,0.8573
35111466,SANTA MARCELINA COLEGIO,3507506,2,8,Desafiante (2º-5º local),False,653.3533333333334,24.0,5.0,86.0,0.8569
31317101,COLEGIO APOGEU DE ENSINO FUNDAMENTAL E ENSINO MEDIO,3136702,2,14,Desafiante (2º-5º local),False,710.0752631578947,38.0,2.0,154.0,0.8562
21273456,MAPLE BEAR SAO LUIS,2111300,3,43,Desafiante (2º-5º local),False,705.2384615384616,13.0,4.0,76.0,0.855
33155259,ISJB - COLEGIO SALESIANO REGIAO OCEANICA,3303302,4,38,Desafiante (2º-5º local),False,654.8534693877551,49.0,5.0,151.0,0.8544
33179999,LME 542 EMPREENDIMENTOS EDUCACIONAIS SS LTDA,3303302,5,38,Desafiante (2º-5º local),False,692.2862222222222,45.0,3.0,169.0,0.8525
41131789,BOM JESUS SEMINARIO,4106902,3,44,Desafiante (2º-5º local),False,653.1320689655172,58.0,5.0,253.0,0.8498
31193160,INST EDUC MAYRINK VIEIRA,3131307,3,7,Desafiante (2º-5º local),False,678.0533333333333,21.0,4.0,86.0,0.8478
35468400,CARBONELL COLEGIO,3518800,2,55,Desafiante (2º-5º local),False,695.3958024691359,27.0,4.0,95.0,0.8477
31361496,COLEGIO AUGE,3131703,2,5,Desafiante (2º-5º local),False,658.668,20.0,5.0,89.0,0.8476
31249483,INST ITALO BRASILEIRO BICULTURAL,3144805,2,7,Desafiante (2º-5º local),False,650.6814285714285,14.0,5.0,180.0,0.8463
35007022,COLEGIO OBJETIVO DE PIRACICABA,3538709,2,14,Desafiante (2º-5º local),False,657.6300483091787,69.0,5.0,266.0,0.844
29437261,COLEGIO ACESSO,2910800,2,18,Desafiante (2º-5º local),False,715.0920481927711,83.0,3.0,315.0,0.8434
43173390,COLEGIO SANTA MONICA ALTOS DO LARANJAL,4314407,2,8,Desafiante (2º-5º local),False,657.2893333333334,15.0,5.0,57.0,0.8434
31260908,COL IMPULSO,3167202,2,11,Desafiante (2º-5º local),False,714.0652631578947,19.0,3.0,59.0,0.843
50031163,COLEGIO CLASSE A,5002704,2,26,Desafiante (2º-5º local),False,717.9826666666667,15.0,2.0,16.0,0.8421
13031767,FUNDACAO MATIAS MACHLINE,1302603,3,38,Desafiante (2º-5º local),False,655.153127753304,227.0,5.0,688.0,0.842
27037380,COLEGIO DINAMICO,2704302,2,57,Desafiante (2º-5º local),False,673.9772727272727,22.0,4.0,137.0,0.8415
33447250,COLEGIO INTERATIVO ENSINO MEDIO,3306305,2,10,Desafiante (2º-5º local),False,664.2507291666667,64.0,5.0,192.0,0.8403
33039976,AESVP COLEGIO VICENTINO SANTA ISABEL,3303906,2,16,Desafiante (2º-5º local),False,655.9252380952381,42.0,5.0,123.0,0.8394
35108145,MATER AMABILIS COLEGIO,3518800,3,55,Desafiante (2º-5º local),False,672.1314606741573,89.0,4.0,328.0,0.8393
24091260,COLEGIO SIMPLES,2408003,2,13,Desafiante (2º-5º local),False,684.7764285714285,28.0,3.0,127.0,0.8385
41131673,COLEGIO BOM JESUS NOSSA SENHORA DE LOURDES ED INF ENS FUND E MEDIO,4106902,4,44,Desafiante (2º-5º local),False,649.5202522522522,185.0,5.0,695.0,0.838
21199090,COLEGIO EDUCALLIS,2111300,4,43,Desafiante (2º-5º local),False,667.20125,120.0,3.0,327.0,0.8378
27218244,COLEGIO SANTA URSULA LTDA,2704302,3,57,Desafiante (2º-5º local),False,655.0511695906432,114.0,5.0,479.0,0.8361
21199809,COLEGIO LITERATO,2111300,5,43,Desafiante (2º-5º local),False,685.3805839416059,137.0,2.0,473.0,0.8356
25133454,CENTRO DE EDUCACAO MDW,2507507,5,49,Desafiante (2º-5º local),False,705.197619047619,126.0,2.0,335.0,0.8347
31384909,COLEGIO OLIMPO TRIANGULO MINEIRO,3170206,2,17,Desafiante (2º-5º local),False,704.1606818181818,88.0,1.0,105.0,0.8347
29094046,ESCOLA CASTRO ALVES SC LTDA,2910800,3,18,Desafiante (2º-5º local),False,668.7646153846155,13.0,4.0,67.0,0.8335
31170402,COL MARISTA CHAMPAGNAT,3170206,3,17,Desafiante (2º-5º local),False,648.3222222222222,18.0,5.0,112.0,0.8334
35504324,ESCOLA SEB UNIDADE DE RIO PRETO,3549805,2,23,Desafiante (2º-5º local),False,653.9303225806451,62.0,5.0,184.0,0.8334
13031457,CENTRO DE ENSINO ALPHA DELTA,1302603,4,38,Desafiante (2º-5º local),False,698.5344444444445,18.0,2.0,97.0,0.831
35137170,COLEGIO ANGLO ALANTE SAO JOSE DOS CAMPOS,3549904,2,20,Desafiante (2º-5º local),False,653.0790810810811,185.0,5.0,654.0,0.8301
52020320,COLEGIO COUTO MAGALHAES,5201108,2,8,Desafiante (2º-5º local),False,647.4735294117646,34.0,5.0,219.0,0.8294
31349720,FIBONACCI COLEGIO,3131307,4,7,Desafiante (2º-5º local),False,746.5208333333334,48.0,2.0,206.0,0.8278
31062235,INST DE EDUC E ENS POUSO ALEGRE,3152501,2,8,Desafiante (2º-5º local),False,656.1365714285714,35.0,4.0,112.0,0.8275
27224821,ALTERNATIVA ESCOLA DE EDUCACAO BASICA,2700300,2,15,Desafiante (2º-5º local),False,665.9827692307692,65.0,4.0,199.0,0.8267
31223883,COLEGIO ATENAS PASSOS,3147907,2,4,Desafiante (2º-5º local),False,665.362,20.0,4.0,105.0,0.8262
31229865,C EDUC SAO TOMAS DE AQUINO,3144805,3,7,Desafiante (2º-5º local),False,655.3774999999999,24.0,4.0,85.0,0.8258
41032039,MAXI C - EI EF,4113700,2,16,Desafiante (2º-5º local),False,651.8241666666667,80.0,5.0,289.0,0.8252
31367672,COLEGIO ELITE MASTER,3167202,3,11,Desafiante (2º-5º local),False,688.6693103448276,58.0,3.0,211.0,0.8245
23165901,COLEGIO MODULO,2307304,2,6,Desafiante (2º-5º local),False,644.0148666666666,100.0,5.0,280.0,0.8238
31041190,INST N SRA DO SAGRADO CORACAO,3122306,4,8,Desafiante (2º-5º local),False,664.5338461538462,13.0,4.0,78.0,0.8236
35802578,COLEGIO ARBOS - UNIDADE SAO BERNARDO DO CAMPO,3548708,3,30,Desafiante (2º-5º local),False,687.3654545454546,33.0,3.0,171.0,0.823
35809159,OBJETIVO DE SAO JOSE DO RIO PRETO COLEGIO,3549805,3,23,Desafiante (2º-5º local),False,669.0973333333333,30.0,3.0,110.0,0.823
26193957,COLEGIO GGE,2611101,2,8,Desafiante (2º-5º local),False,656.2808163265306,49.0,4.0,220.0,0.822
35186429,EINSTEIN COLEGIO,3543402,5,30,Desafiante (2º-5º local),False,663.7739233038349,113.0,4.0,459.0,0.822
35441995,FOUR C BILINGUAL ACADEMY,3506003,2,16,Desafiante (2º-5º local),False,650.7317647058824,17.0,5.0,86.0,0.8218
35299789,ADV COLEGIO UNIDADE II,3525300,2,8,Desafiante (2º-5º local),False,655.5729411764705,34.0,4.0,158.0,0.8206
12010936,ESC CENTRO EDUCACIONAL E CULTURAL - META,1200401,3,9,Desafiante (2º-5º local),False,655.4070085470086,117.0,4.0,331.0,0.8204
31305235,COL POTENCIA,3118304,2,4,Desafiante (2º-5º local),False,649.8050000000001,44.0,5.0,130.0,0.8196
26108585,COLEGIO DIVINO MESTRE,2607901,2,21,Desafiante (2º-5º local),False,644.2056,25.0,5.0,103.0,0.8189
35004369,COLEGIO PLANCK,3549904,3,20,Desafiante (2º-5º local),False,705.8138636363636,88.0,3.0,307.0,0.8188
31170461,COLEGIO RESSURREICAO NOSSA SENHORA,3170206,4,17,Desafiante (2º-5º local),False,661.9100000000001,10.0,4.0,29.0,0.8185
35142612,SINGULAR COLEGIO,3548708,4,30,Desafiante (2º-5º local),False,653.1620454545455,88.0,4.0,261.0,0.8182
35125441,EDUCATIVA INSTITUTO DE EDUCACAO E CULTURA,3548906,2,11,Desafiante (2º-5º local),False,669.8936,25.0,4.0,103.0,0.816
35112902,RIO BRANCO COLEGIO,3509502,2,35,Desafiante (2º-5º local),False,648.4338235294117,68.0,5.0,278.0,0.815
35139178,COLEGIO ARBOS,3547809,2,29,Desafiante (2º-5º local),False,699.2955555555556,54.0,3.0,309.0,0.815
24083550,CENTRO DE EDUCACAO INTEGRADA ZONA SUL LTDA,2403251,2,13,Desafiante (2º-5º local),False,641.7656716417911,67.0,5.0,276.0,0.8148
35170331,SAO CARLOS INSTITUTO EDUCACAO DE ENSINO FUNDAMENTAL E MEDIO,3548906,3,11,Desafiante (2º-5º local),False,660.3584,25.0,4.0,243.0,0.8144
22144412,CENTRO EDUCACIONAL CONTEXTO,2207702,2,10,Desafiante (2º-5º local),False,664.9772549019608,51.0,3.0,173.0,0.813
29093643,COLEGIO SANTO ANTONIO,2910800,4,18,Desafiante (2º-5º local),False,648.0166666666667,48.0,5.0,223.0,0.813
15577740,E E F M ALVORADA,1504208,2,8,Desafiante (2º-5º local),False,646.245625,32.0,4.0,112.0,0.8129
35152729,PETROPOLIS COLEGIO,3548708,5,30,Desafiante (2º-5º local),False,659.2620792079208,101.0,4.0,309.0,0.8118
13032020,LAVINIENSE ENSINO INTEGRADO E CE PINGO DE GENTE,1302603,5,38,Desafiante (2º-5º local),False,651.6761666666666,40.0,4.0,203.0,0.8116
27226115,COLEGIO MARIA MONTESSORI,2704302,4,57,Desafiante (2º-5º local),False,652.4950684931507,73.0,4.0,254.0,0.81
31382655,COLEGIO GABARITO - UNIDADE II,3170107,4,11,Desafiante (2º-5º local),False,640.9443137254902,68.0,5.0,75.0,0.8097
29472440,COLEGIO E CURSO GAUSS,2903201,2,5,Desafiante (2º-5º local),False,658.5865306122449,98.0,4.0,299.0,0.8094
51094061,COLEGIO MAXI,5103403,3,23,Desafiante (2º-5º local),False,652.2927477477477,148.0,4.0,490.0,0.8091
29342872,COLEGIO GENESIS,2910800,5,18,Desafiante (2º-5º local),False,658.4970666666667,75.0,4.0,256.0,0.8089
35499067,INSPIRE COLEGIO,3549904,4,20,Desafiante (2º-5º local),False,666.4417021276596,47.0,4.0,222.0,0.8085
15174476,COLEGIO INTEGRADO BELEM LTDA,1501402,5,54,Desafiante (2º-5º local),False,644.6460215053764,62.0,4.0,236.0,0.8084
33147450,COLEGIO ANGLO AMERICANO,3306305,3,10,Desafiante (2º-5º local),False,647.0076923076923,13.0,5.0,96.0,0.8083
35120637,PADRE ANCHIETA COLEGIO,3534401,2,25,Desafiante (2º-5º local),False,652.4505882352942,17.0,5.0,93.0,0.8081
41127722,COLEGIO BOM JESUS ED INFANTIL ENSINO FUNDAMENTAL E MEDIO SEDE,4106902,5,44,Desafiante (2º-5º local),False,646.758753894081,214.0,5.0,767.0,0.8077
29609607,COLEGIO PERFIL,2919207,2,8,Desafiante (2º-5º local),False,641.4872340425533,94.0,5.0,287.0,0.8076
52109585,COLEGIO COPE NEXUS FILIAL,5201108,3,8,Desafiante (2º-5º local),False,692.0964285714286,28.0,3.0,104.0,0.8076
31354600,COLEGIO BATISTA MINEIRO - UNIDADE ALPHAVILLE NOVA LIMA,3144805,4,7,Desafiante (2º-5º local),False,657.9550877192983,19.0,4.0,108.0,0.8074
35439599,PARQUE ECOLOGICO INSTITUTO EDUCACIONAL,3520509,2,10,Desafiante (2º-5º local),False,675.1053333333333,60.0,3.0,217.0,0.8068
35175572,POLIEDRO COLEGIO,3549904,5,20,Desafiante (2º-5º local),True,689.8837242128122,307.0,3.0,1009.0,0.8061
31343781,COLEGIO VALE DO SAPUCAI,3152501,3,8,Desafiante (2º-5º local),False,651.6799074074074,72.0,4.0,261.0,0.806
27227189,COLEGIO DE EDUCACAO BASICA SANTA ESMERALDA,2700300,3,15,Desafiante (2º-5º local),False,645.1627272727272,66.0,5.0,189.0,0.8036
33166927,COLEGIO APROVADO,3302403,2,9,Desafiante (2º-5º local),False,671.885172413793,58.0,3.0,173.0,0.8023
31220094,COL NACIONAL,3170206,5,17,Desafiante (2º-5º local),False,656.0348370927318,133.0,4.0,333.0,0.802
35126974,OBJETIVO INTEGRADO DE MOGI DAS CRUZES COLEGIO,3530607,2,21,Desafiante (2º-5º local),False,730.297142857143,35.0,1.0,103.0,0.8016
35185619,ATOMO COLEGIO,3541406,2,9,Desafiante (2º-5º local),False,671.0804347826087,46.0,3.0,169.0,0.8012
29359287,COLEGIO PIRAMIDE,2919207,3,8,Desafiante (2º-5º local),False,644.3792592592594,27.0,5.0,121.0,0.8006
43173217,ESCOLA DE ENSINO FUNDAMENTAL E MEDIO SANTA MONICA,4314407,3,8,Desafiante (2º-5º local),False,640.275,28.0,5.0,76.0,0.8003
35113426,SAO JOSE COLEGIO,3526902,2,13,Desafiante (2º-5º local),False,649.373076923077,26.0,5.0,130.0,0.7987
31377953,COLEGIO INTEGRADO UBERABA,3170107,5,11,Desafiante (2º-5º local),False,638.1526923076924,52.0,5.0,271.0,0.7976
35579403,COLEGIO ELITECOL,3509502,3,35,Desafiante (2º-5º local),False,688.4893333333333,75.0,2.0,251.0,0.7959
42159547,CURSO E COLEGIO INTEGRAL,4208203,2,4,Desafiante (2º-5º local),False,653.6106280193236,69.0,4.0,228.0,0.7952
33439796,ANGLO AMERICANO ESCOLAS INTEGRADAS LTDA,3304201,2,7,Desafiante (2º-5º local),False,637.5083333333333,12.0,5.0,53.0,0.795
41358899,ST JAMES C - EI EF M,4113700,3,16,Desafiante (2º-5º local),False,637.5017283950617,27.0,5.0,197.0,0.7948
29433380,EPG - ESTABELECIMENTO PARTICULAR DE ENSINO LTDA,2933307,2,12,Desafiante (2º-5º local),False,647.905,20.0,4.0,99.0,0.7944
42160383,COLEGIO AZ FLORIPA,4205407,2,25,Desafiante (2º-5º local),False,710.5575,56.0,1.0,123.0,0.7941
31353990,SISTEMA EDUCACIONAL BATISTA CASTRO,3136702,3,14,Desafiante (2º-5º local),False,642.9823529411765,17.0,5.0,49.0,0.7939
33155860,COLEGIO ESPACO LIVRE,3303401,2,10,Desafiante (2º-5º local),False,657.0432000000001,25.0,3.0,111.0,0.7934
42163021,DUAL INTERNATIONAL SCHOOL,4205407,3,25,Desafiante (2º-5º local),False,657.0109090909091,11.0,3.0,53.0,0.7932
50032100,COLEGIO BIONATUS II,5002704,3,26,Desafiante (2º-5º local),False,708.8142857142857,28.0,1.0,28.0,0.793
35132780,CIDADE DE ARACATUBA COLEGIO,3502804,2,11,Desafiante (2º-5º local),False,653.0677419354838,31.0,4.0,96.0,0.7923
35111363,COTET COLEGIO TECNICO DE TAUBATE,3554102,2,14,Desafiante (2º-5º local),False,647.7792,25.0,5.0,98.0,0.7923
31180602,COLEGIO BATISTA DE VARGINHA,3170701,2,5,Desafiante (2º-5º local),False,652.9966037735849,53.0,4.0,227.0,0.792
35100419,ZETA SISTEMA DE ENSINO DE BIRIGUI,3506508,2,3,Desafiante (2º-5º local),False,647.4641379310344,29.0,4.0,104.0,0.7916
31127965,COL JESUS MARIA JOSE,3151800,3,6,Desafiante (2º-5º local),False,652.9084848484848,44.0,4.0,125.0,0.7912
33168202,CENTRO EDUCACIONAL PRE UNIVERSITARIO,3300209,2,10,Desafiante (2º-5º local),False,652.3455319148936,47.0,4.0,105.0,0.7901
35004269,COLEGIO POLIEDRO,3509502,4,35,Desafiante (2º-5º local),True,676.85985428051,183.0,3.0,635.0,0.7894
35137881,ATIBAIA COLEGIO INTEGRADO DE,3504107,2,11,Desafiante (2º-5º local),False,665.2660869565217,23.0,3.0,85.0,0.7892
24089150,OVER COLEGIO E CURSO,2408003,3,13,Desafiante (2º-5º local),False,644.5565517241379,29.0,4.0,106.0,0.7889
41063309,COL PONTAGROSSENSE-EDUC INF ENS FUND ENS MED,4119905,2,9,Desafiante (2º-5º local),False,652.0256756756756,74.0,4.0,262.0,0.7887
33120986,COOPERATIVA EDUCACIONAL ESCOLA FRIBOURG,3303401,3,10,Desafiante (2º-5º local),False,646.3161904761904,21.0,4.0,79.0,0.7882
51088835,FARINA SISTEMA DE ENSINO,5103403,4,23,Desafiante (2º-5º local),False,668.8835294117647,51.0,2.0,142.0,0.7879
35802839,ARBOS COLEGIO UNIDADE MARECHAL DEODORO,3548807,2,9,Desafiante (2º-5º local),False,675.949918699187,41.0,3.0,174.0,0.7875
41030095,PREMIER C - EI EF M,4113700,4,16,Desafiante (2º-5º local),False,641.3193220338984,59.0,5.0,189.0,0.7874
35125436,SAPIENS CURSO E COLEGIO,3548906,4,11,Desafiante (2º-5º local),False,664.6179487179487,39.0,3.0,127.0,0.7873
15172201,CENTRO EDUCACIONAL ESCREVA COM LTDA,1504208,3,8,Desafiante (2º-5º local),False,656.9227272727273,66.0,3.0,153.0,0.787
29171652,COLEGIO SANTO ANTONIO DE JESUS,2928703,2,6,Desafiante (2º-5º local),False,635.7114754098361,61.0,5.0,267.0,0.787
31358266,COLEGIO FENIX DE ENSINO FUNDAMENTAL E ENSINO MEDIO,3152501,4,8,Desafiante (2º-5º local),False,680.4727272727273,22.0,2.0,74.0,0.7864
26184834,COLEGIO MOTIVO CARUARU,2604106,2,11,Desafiante (2º-5º local),False,645.5318918918919,37.0,4.0,131.0,0.786
33188823,COLEGIO ESPACO VERDE,3306305,4,10,Desafiante (2º-5º local),False,636.6242105263158,19.0,5.0,73.0,0.7858
33032858,COLEGIO ARCOVERDE - UNIDADE MACEDO SOARES,3306305,5,10,Desafiante (2º-5º local),False,635.27125,32.0,5.0,121.0,0.7857
35004215,COESO EDUC,3549805,4,23,Desafiante (2º-5º local),False,663.5529411764705,17.0,3.0,72.0,0.785
31341550,COLEGUIUM - UNIDADE JARDIM CANADA,3144805,5,7,Desafiante (2º-5º local),False,660.7322222222223,18.0,3.0,45.0,0.7843
42000238,COLEGIO BOM JESUS CORACAO DE JESUS,4205407,4,25,Desafiante (2º-5º local),False,640.6637837837839,37.0,5.0,135.0,0.7841
50035088,COLEGIO MAESTRIA - ENEM E VESTIBULARES,5002704,4,26,Desafiante (2º-5º local),False,674.5422641509433,53.0,1.0,211.0,0.7839
50034197,COLEGIO MASTER LTDA,5002704,5,26,Desafiante (2º-5º local),False,662.5661818181818,55.0,3.0,217.0,0.7835
35144216,PARTHENON COLEGIO,3518800,4,55,Desafiante (2º-5º local),False,640.626052631579,38.0,5.0,163.0,0.7834
35450339,SANTA ROSALIA COLEGIO,3552205,2,22,Desafiante (2º-5º local),False,662.4371428571428,70.0,3.0,240.0,0.7832
42160650,CURSO E COLEGIO CRIATIVO,4205407,5,25,Desafiante (2º-5º local),False,662.3547540983607,61.0,3.0,246.0,0.7828
35125982,COLEGIO PORTO ALVORADA ENSINO FUNDAMENTAL E MEDIO,3525300,3,8,Desafiante (2º-5º local),False,640.4224390243902,41.0,5.0,102.0,0.7823
43123988,COLEGIO RIACHUELO,4316907,2,8,Desafiante (2º-5º local),False,693.5887096774194,62.0,2.0,262.0,0.781
33182108,COLEGIO E CURSO PRW,3303906,3,16,Desafiante (2º-5º local),False,691.8580952380953,42.0,1.0,148.0,0.7801
51068931,ESCOLA AVANCE,5107958,2,4,Desafiante (2º-5º local),False,648.8316666666666,24.0,4.0,77.0,0.7789
17057574,COLEGIO COC INTEGRAL,1721000,2,12,Desafiante (2º-5º local),False,670.8816666666667,12.0,1.0,14.0,0.7788
24003581,CPP - COLEGIO PRINCIPE,2408003,4,13,Desafiante (2º-5º local),False,634.9790476190476,42.0,5.0,118.0,0.7777
31281921,CECRI C EDUC CRIATIVO,3122306,5,8,Desafiante (2º-5º local),False,637.6707692307692,13.0,4.0,64.0,0.7773
35138769,ASTHER COLEGIO,3509502,5,35,Desafiante (2º-5º local),False,639.3008333333333,24.0,5.0,72.0,0.7764
35161123,RODIN COLEGIO,3520509,3,10,Desafiante (2º-5º local),False,668.1995555555555,45.0,3.0,203.0,0.7763
31379719,COLEGIO RUTHERFORD,3167202,4,11,Desafiante (2º-5º local),False,673.2072727272727,44.0,2.0,111.0,0.7762
33182094,COLEGIO E CURSO PENSI,3305802,2,8,Desafiante (2º-5º local),False,645.8411428571428,35.0,3.0,117.0,0.7757
35150435,COLEGIO APICE,3525904,2,24,Desafiante (2º-5º local),False,647.876875,32.0,4.0,125.0,0.775
33102830,EDUCANDARIO MIOSOTIS,3303401,4,10,Desafiante (2º-5º local),False,642.5907692307693,13.0,4.0,67.0,0.7742
41031105,INTERATIVA C - EI EF M,4113700,5,16,Desafiante (2º-5º local),False,647.5902564102564,13.0,4.0,50.0,0.7734
51067471,PPE - PRINA PITT ESCOLA,5107909,2,4,Desafiante (2º-5º local),False,680.8612698412699,63.0,1.0,189.0,0.7734
35136050,LEONARDO DA VINCI COLEGIO DE ENSINO FUNDAMENTAL E MEDIO,3525904,3,24,Desafiante (2º-5º local),False,707.6338138138138,111.0,1.0,314.0,0.7723
31123544,COLEGIO LEONARDO DA VINCI,3148004,2,5,Desafiante (2º-5º local),False,667.245751633987,51.0,1.0,205.0,0.7717
35809044,PARQUE ECOLOGICO INSTITUTO DE EDUCACAO,3520509,4,10,Desafiante (2º-5º local),False,647.2167741935484,62.0,4.0,231.0,0.7714
42141036,COLEGIO ENERGIA,4204202,2,6,Desafiante (2º-5º local),False,683.457094017094,78.0,2.0,235.0,0.7703
51039877,COLEGIO SALESIANO SAO GONCALO - ESCOLA DE EDUCACAO BASICA,5103403,5,23,Desafiante (2º-5º local),False,637.3743169398907,183.0,5.0,558.0,0.769
50016628,COLEGIO UNIGRAN,5003702,3,5,Desafiante (2º-5º local),False,637.2757575757577,77.0,5.0,309.0,0.7686
35373886,D INCAO INSTITUTO DE ENSINO,3506003,3,16,Desafiante (2º-5º local),False,668.5603174603175,42.0,2.0,130.0,0.7684
27218180,SEB ESCOLAS DE ALTA PERFORMANCE LTDA,2704302,5,57,Desafiante (2º-5º local),False,626.685968992248,86.0,5.0,377.0,0.7683
35165396,SANTA BARBARA COLEGIO,3507605,2,9,Desafiante (2º-5º local),False,646.1273684210527,19.0,4.0,93.0,0.7683
33151369,ESCOLA BOM JESUS MENINO JESUS,3303906,4,16,Desafiante (2º-5º local),False,644.8837209302326,43.0,4.0,135.0,0.7654
33041105,COLEGIO BOM JESUS CANARINHOS,3303906,5,16,Desafiante (2º-5º local),False,640.6337037037038,54.0,4.0,164.0,0.7652
35466153,ADV BOTUCATU UNIDADE IV COLEGIO,3507506,3,8,Desafiante (2º-5º local),False,667.0959375,64.0,2.0,205.0,0.765
11000058,CENTRO DE ENSINO CLASSE A,1100205,2,8,Desafiante (2º-5º local),False,644.6287222222222,120.0,4.0,357.0,0.7641
35140685,INTEGRAL APLICADO COLEGIO,3530706,2,8,Desafiante (2º-5º local),False,650.6031578947369,19.0,4.0,58.0,0.7638
31367710,COLEGIO SOLIDO - UNIDADE SAO JOSE,3143302,2,12,Desafiante (2º-5º local),False,644.3845679012346,54.0,4.0,118.0,0.7632
35809445,CRIARTE COLEGIO,3525904,4,24,Desafiante (2º-5º local),False,650.109152542373,59.0,4.0,207.0,0.7625
35140193,OBJETIVO COLEGIO,3554102,3,14,Desafiante (2º-5º local),False,692.9010000000001,20.0,1.0,80.0,0.7614
31370100,SISTEMA DE ENSINO FOCO,3143302,3,12,Desafiante (2º-5º local),False,665.2735802469135,54.0,2.0,236.0,0.761
35137674,COLEGIO SER UNIDADE CAMPOLIM,3552205,3,22,Desafiante (2º-5º local),False,661.3134057971015,92.0,3.0,439.0,0.7608
43215688,COLEGIO FLEMING CAXIAS DO SUL,4305108,2,8,Desafiante (2º-5º local),False,681.4221739130435,46.0,0.0,156.0,0.7604
35125659,AMERICANA INSTITUTO EDUCACIONAL DE,3501608,2,7,Desafiante (2º-5º local),False,643.9156345177665,197.0,4.0,648.0,0.7601
22141472,ESCOLA CRESCER,2207702,3,10,Desafiante (2º-5º local),False,647.0307526881721,31.0,3.0,91.0,0.7593
31324515,COLEGIO EQUIPE DE JUIZ DE FORA,3136702,4,14,Desafiante (2º-5º local),False,634.77,54.0,5.0,174.0,0.7575
35135094,BRASILIS COLEGIO,3530607,3,21,Desafiante (2º-5º local),False,648.1936,75.0,4.0,223.0,0.7565
33043086,ESC GEORGE MARCH LTDA,3305802,3,8,Desafiante (2º-5º local),False,637.3611111111111,30.0,4.0,127.0,0.7561
29178223,COLEGIO APOIO LTDA,2919207,4,8,Desafiante (2º-5º local),False,642.8469387755102,49.0,4.0,234.0,0.7558
33195552,COLEGIO APROVADO RIO DAS OSTRAS,3304524,2,14,Desafiante (2º-5º local),False,653.0204347826086,46.0,3.0,130.0,0.7557
31096270,COLEGIO PADRAO,3143302,4,12,Desafiante (2º-5º local),False,645.2081818181819,44.0,3.0,132.0,0.7548
29470153,COLEGIO SENECA,2933307,3,12,Desafiante (2º-5º local),False,647.281,70.0,3.0,225.0,0.7546
35499778,ILIMIT EDUCACIONAL,3501608,3,7,Desafiante (2º-5º local),False,652.4615384615385,39.0,3.0,194.0,0.7542
35192399,COLEGIO ACADEMIA,3525300,4,8,Desafiante (2º-5º local),False,641.956,15.0,4.0,64.0,0.7532
52054160,CENTRO EDUCACIONAL QUASAR,5218805,2,6,Desafiante (2º-5º local),False,652.2527272727273,22.0,3.0,156.0,0.7531
35108112,AUGUSTO RUSCHI COLEGIO,3518800,5,55,Desafiante (2º-5º local),False,641.8628571428571,21.0,4.0,99.0,0.7528
52098966,COLEGIO FILOSOFO LTDA,5218805,3,6,Desafiante (2º-5º local),False,652.0929032258065,31.0,3.0,127.0,0.7528
31170216,COLEGIO BERLAAR SAGRADO CORACAO JESUS,3103504,2,5,Desafiante (2º-5º local),False,641.86,14.0,4.0,86.0,0.7527
33031371,COL DOM BOSCO,3304201,3,7,Desafiante (2º-5º local),False,658.37,42.0,3.0,173.0,0.7521
52101517,COLEGIO VERSUS LTDA,5211503,2,3,Desafiante (2º-5º local),False,633.273,20.0,5.0,83.0,0.7504
31321079,COL CIDADE DE PATOS DE MINAS DE ENSINO FUNDAMENTAL E MEDIO,3148004,3,5,Desafiante (2º-5º local),False,651.1883018867925,53.0,3.0,232.0,0.7491
